                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-20180626TLD300 4,,
Date & Time:     10/2/2018 5:05:45 PM,,
,,
,Temperature,Counts
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,25,0
,26,1
,26,0
,29,0
,30,0
,33,0
,36,0
,37,1
,40,0
,42,0
,43,0
,45,0
,48,1
,50,1
,53,1
,56,1
,56,1
,59,1
,62,1
,65,1
,67,2
,68,2
,70,2
,70,3
,71,4
,72,4
,72,4
,73,5
,74,6
,74,7
,75,8
,75,9
,76,10
,77,12
,78,13
,78,15
,79,16
,79,19
,80,21
,80,23
,81,25
,81,28
,82,30
,82,33
,83,36
,83,40
,84,43
,85,47
,85,50
,86,54
,86,58
,87,63
,88,67
,88,72
,88,76
,89,80
,90,86
,91,92
,91,98
,92,104
,92,110
,92,116
,93,122
,94,128
,94,133
,95,141
,95,147
,96,153
,97,161
,97,167
,98,174
,98,180
,99,187
,100,191
,100,196
,100,201
,101,208
,102,212
,103,219
,103,226
,103,231
,104,236
,105,242
,106,245
,106,250
,106,253
,107,256
,107,261
,108,262
,109,265
,109,267
,110,270
,110,272
,111,274
,112,276
,112,277
,113,277
,113,279
,114,279
,115,282
,115,283
,116,285
,116,286
,117,288
,117,290
,117,291
,118,292
,119,293
,119,293
,120,293
,121,293
,121,293
,122,293
,122,296
,123,295
,123,297
,124,297
,124,298
,125,297
,126,295
,126,295
,127,296
,128,295
,128,297
,128,297
,129,298
,129,299
,130,300
,131,299
,131,297
,132,296
,132,296
,133,295
,133,293
,134,294
,135,293
,135,293
,136,294
,136,295
,137,297
,137,297
,138,298
,139,301
,139,303
,140,303
,140,307
,141,312
,141,318
,142,321
,143,326
,143,331
,144,338
,144,346
,145,353
,145,359
,146,364
,147,372
,148,383
,148,390
,149,399
,149,409
,150,416
,150,424
,151,433
,151,447
,152,460
,152,471
,153,483
,154,495
,154,504
,155,515
,155,532
,156,543
,156,556
,157,566
,157,575
,158,581
,158,595
,158,606
,159,619
,159,629
,160,637
,161,650
,162,663
,162,667
,163,681
,164,690
,164,703
,164,711
,165,716
,165,726
,167,730
,167,747
,168,757
,168,765
,169,776
,170,781
,170,788
,170,793
,170,798
,171,806
,171,809
,172,811
,173,814
,174,812
,174,812
,175,812
,176,809
,176,806
,177,804
,177,797
,178,786
,178,776
,179,761
,180,750
,180,737
,181,721
,181,704
,182,683
,182,662
,182,642
,183,615
,184,592
,185,567
,185,543
,186,514
,186,487
,186,459
,187,431
,188,403
,188,376
,189,352
,189,328
,190,304
,190,280
,191,258
,192,238
,193,220
,193,202
,194,186
,194,171
,195,157
,196,143
,196,132
,197,122
,198,114
,198,106
,198,100
,199,95
,200,92
,200,87
,201,84
,201,81
,202,79
,202,77
,203,75
,204,74
,204,73
,204,74
,205,73
,206,73
,206,73
,207,74
,207,74
,208,75
,209,76
,209,76
,210,77
,210,77
,211,78
,211,80
,211,80
,212,79
,212,82
,213,83
,214,84
,214,84
,215,85
,216,86
,216,88
,217,89
,218,91
,218,93
,219,95
,220,96
,220,96
,221,98
,221,99
,222,101
,222,102
,223,104
,224,105
,224,107
,225,111
,225,113
,226,115
,226,118
,226,119
,227,121
,228,125
,228,127
,229,129
,230,132
,230,135
,231,137
,231,140
,232,144
,233,148
,233,150
,233,156
,234,159
,235,163
,235,166
,236,171
,236,176
,237,180
,238,184
,238,190
,238,193
,239,198
,240,202
,241,207
,241,211
,241,217
,242,222
,242,227
,242,230
,243,236
,244,241
,245,246
,245,252
,246,256
,247,262
,247,268
,248,274
,248,278
,249,283
,249,288
,250,293
,251,300
,251,301
,252,305
,252,308
,253,312
,253,315
,254,320
,255,326
,255,328
,256,331
,256,332
,257,335
,258,339
,258,340
,259,342
,259,343
,259,347
,260,346
,261,346
,262,349
,262,349
,262,345
,262,346
,263,348
,264,346
,265,344
,265,344
,266,344
,267,343
,267,341
,268,341
,268,338
,269,334
,269,334
,270,331
,270,329
,271,324
,272,323
,272,320
,273,317
,274,314
,274,311
,275,308
,275,304
,276,297
,277,295
,277,291
,277,288
,278,283
,279,281
,279,277
,280,274
,280,270
,281,268
,282,265
,282,263
,282,261
,283,258
,283,256
,284,254
,284,251
,285,247
,285,246
,286,245
,286,241
,287,241
,288,238
,289,234
,289,234
,289,232
,290,231
,290,228
,291,227
,292,225
,293,222
,293,221
,294,218
,294,216
,294,216
,295,214
,296,212
,296,210
,297,209
,298,207
,298,205
,299,204
,299,205
,300,202
,300,199
,301,199
,301,198
,302,197
,302,195
,303,195
,304,195
,304,193
,305,192
,305,191
,306,191
,306,189
,307,190
,308,190
,308,190
,309,189
,309,188
,310,188
,310,185
,309,183
,310,180
,310,176
,311,172
,310,170
,310,167
,310,164
,310,162
,310,158
,310,155
,310,152
,310,150
,309,148
,309,145
,310,143
,309,139
,309,137
,309,136
,309,134
,309,132
,309,130
,309,128
,309,127
