                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-20180626TLD300 26,,
Date & Time:     10/2/2018 5:17:22 PM,,
,,
,Temperature,Counts
,28,1
,28,1
,28,0
,28,1
,28,0
,28,1
,28,0
,28,1
,28,1
,28,0
,28,1
,28,1
,28,1
,29,1
,30,0
,31,1
,33,0
,35,1
,38,0
,40,1
,42,0
,44,1
,47,0
,49,1
,51,0
,53,1
,56,1
,58,0
,60,1
,63,1
,65,1
,67,1
,68,1
,70,1
,70,1
,71,1
,71,1
,71,1
,72,2
,72,2
,71,2
,72,2
,72,2
,72,2
,72,3
,72,3
,72,3
,73,3
,73,3
,72,3
,72,4
,73,4
,73,4
,73,4
,73,5
,74,5
,73,5
,73,5
,73,5
,73,6
,73,6
,73,7
,73,7
,73,8
,74,7
,74,8
,74,8
,74,8
,75,9
,75,9
,75,9
,75,10
,75,10
,75,10
,75,11
,76,11
,75,12
,75,12
,76,12
,75,13
,76,13
,76,13
,76,13
,76,14
,76,15
,76,15
,77,15
,76,16
,76,16
,77,16
,77,17
,77,18
,77,17
,77,17
,78,18
,78,18
,77,18
,78,18
,78,19
,78,19
,78,19
,78,20
,78,20
,78,20
,78,20
,79,21
,79,21
,79,22
,79,23
,79,23
,80,23
,80,23
,80,24
,80,24
,80,24
,81,25
,81,25
,80,26
,80,26
,81,26
,81,26
,81,26
,81,26
,82,27
,81,27
,82,27
,81,27
,81,29
,81,28
,81,29
,82,28
,82,29
,82,29
,82,30
,82,30
,82,30
,82,30
,83,30
,83,31
,82,31
,83,31
,83,31
,83,31
,83,31
,83,32
,83,32
,83,32
,83,33
,84,33
,84,33
,84,33
,84,34
,85,34
,84,34
,84,35
,85,35
,85,35
,85,35
,85,35
,85,35
,86,36
,86,36
,85,35
,86,36
,86,36
,86,37
,86,37
,86,38
,86,38
,86,38
,86,39
,87,39
,87,39
,87,39
,87,39
,88,40
,87,40
,88,40
,87,41
,87,40
,88,41
,88,42
,88,41
,89,42
,89,42
,89,42
,89,42
,89,42
,89,42
,89,43
,89,43
,90,43
,90,43
,90,43
,90,43
,90,44
,90,43
,90,44
,90,44
,90,45
,90,44
,90,44
,90,45
,90,45
,90,44
,90,45
,90,44
,91,44
,91,44
,91,45
,91,45
,91,45
,91,45
,91,46
,91,46
,92,46
,92,46
,92,47
,92,47
,93,47
,93,47
,93,47
,93,48
,93,48
,93,48
,93,48
,94,48
,94,48
,94,49
,93,49
,94,49
,94,49
,94,49
,94,50
,94,49
,94,49
,95,50
,94,50
,94,50
,95,50
,95,50
,95,50
,95,50
,95,51
,95,52
,95,51
,95,51
,96,51
,96,51
,96,52
,96,52
,96,52
,96,52
,96,52
,96,51
,97,51
,97,52
,97,51
,97,52
,97,52
,98,52
,97,52
,97,51
,97,52
,97,53
,98,52
,98,52
,98,52
,98,52
,98,52
,98,53
,98,53
,99,52
,99,53
,99,53
,99,53
,99,54
,99,53
,99,53
,99,53
,100,53
,100,53
,100,53
,100,54
,100,54
,100,54
,101,55
,100,55
,101,55
,101,55
,101,55
,101,55
,101,55
,101,55
,101,56
,101,56
,101,55
,102,55
,102,55
,102,55
,103,55
,102,56
,102,56
,103,56
,104,55
,103,55
,103,56
,103,56
,103,55
,103,56
,103,56
,103,56
,103,56
,104,56
,104,56
,104,56
,104,56
,104,56
,104,56
,105,56
,105,56
,105,56
,105,56
,105,56
,105,56
,105,56
,105,56
,105,56
,106,57
,105,56
,106,56
,106,56
,106,57
,106,57
,106,57
,106,57
,106,57
,106,56
,106,55
,106,56
,107,55
,107,56
,107,56
,108,57
,107,56
,108,57
,108,57
,108,57
,108,56
,108,56
,108,56
,108,56
,108,56
,108,56
,108,56
,108,56
,108,55
,109,55
,109,54
,110,55
,110,55
,110,56
,110,56
,109,57
,110,57
,110,57
,110,57
,111,57
,111,56
,110,56
,110,56
,110,56
,110,55
,111,55
,111,55
,111,55
,111,56
,111,55
,111,55
,111,55
,112,54
,112,54
,112,54
,112,55
,112,55
,113,55
,112,55
,112,56
,112,56
,112,55
,113,55
,113,55
,114,55
,113,54
,114,55
,113,55
,114,55
,114,55
,114,55
,114,55
,114,55
,114,55
,114,54
,115,55
,114,55
,115,54
,115,55
,115,55
,115,55
,115,55
,116,56
,115,56
,115,56
,116,56
,116,56
,116,55
,116,55
,116,56
,116,56
,116,56
,116,56
,116,57
,116,57
,117,57
,117,57
,117,56
,117,57
,117,57
,117,58
,117,58
,118,59
,118,58
,118,58
,118,59
,118,59
,118,59
,118,59
,118,59
,118,60
,118,60
,119,60
,119,60
,119,60
,119,61
,119,61
,120,61
,119,62
,120,63
,120,62
,120,63
,120,63
,120,63
,120,64
,120,64
,120,63
,120,63
,121,63
,121,64
,121,65
,122,65
,122,66
,122,66
,122,66
,121,66
,122,67
,122,67
,122,67
,122,68
,122,68
,122,68
,122,68
,122,69
,123,69
,123,69
,124,71
,123,71
,123,70
,123,71
,124,71
,123,71
,124,71
,124,72
,124,73
,124,74
,124,73
,124,74
,124,74
,124,73
,124,73
,125,74
,125,75
,126,75
,125,76
,126,77
,126,79
,126,79
,126,79
,126,79
,126,79
,126,80
,127,80
,126,81
,127,81
,126,82
,126,82
,126,83
,126,83
,126,84
,127,85
,127,84
,127,85
,127,85
,127,86
,127,86
,127,86
,128,87
,128,87
,128,89
,128,89
,128,88
,128,89
,128,88
,128,89
,129,89
,129,91
,129,92
,129,92
,129,92
,129,94
,129,94
,130,95
,130,95
,131,96
,131,97
,131,98
,130,97
,130,98
,130,98
,130,98
,131,99
,131,100
,131,100
,131,100
,131,101
,131,101
,131,102
,131,102
,132,103
,132,104
,132,105
,132,105
,133,105
,133,106
,132,107
,132,107
,133,107
,132,108
,133,109
,133,110
,133,110
,133,112
,133,113
,133,113
,133,113
,133,113
,134,115
,134,114
,134,115
,134,116
,134,118
,134,118
,134,118
,135,119
,135,119
,135,121
,135,121
,135,121
,135,121
,136,121
,135,122
,136,123
,136,124
,136,125
,136,125
,136,125
,136,125
,136,126
,136,127
,136,128
,136,129
,136,129
,137,130
,137,130
,137,130
,137,131
,137,131
,137,131
,138,131
,138,133
,138,134
,138,134
,138,136
,138,136
,138,136
,138,136
,138,135
,138,136
,139,136
,139,137
,139,137
,139,140
,139,140
,139,138
,139,138
,139,137
,140,138
,140,141
,140,142
,140,142
,140,143
,140,143
,140,142
,140,143
,141,143
,141,145
,141,145
,141,146
,141,146
,141,146
,141,147
,141,148
,142,150
,141,150
,142,151
,142,151
,142,152
,142,153
,142,153
,142,154
,143,154
,143,154
,143,155
,143,156
,143,156
,144,157
,143,158
,143,160
,144,159
,144,159
,144,158
,144,160
,144,161
,144,162
,144,162
,144,162
,144,162
,145,163
,144,164
,145,165
,145,165
,145,167
,145,167
,145,166
,145,165
,146,164
,146,165
,146,165
,146,165
,146,166
,146,166
,146,168
,147,168
,147,168
,147,169
,147,170
,147,170
,147,171
,147,170
,147,170
,147,172
,147,173
,148,172
,148,172
,148,172
,148,173
,148,174
,147,175
,148,174
,148,174
,148,173
,148,174
,148,173
,149,173
,149,174
,149,176
,149,175
,149,174
,149,174
,150,174
,150,174
,150,176
,150,176
,150,175
,150,176
,150,177
,150,176
,150,175
,151,175
,151,176
,151,175
,151,176
,151,175
,151,174
,151,175
,152,175
,152,176
,151,176
,152,176
,152,176
,152,176
,152,176
,152,175
,153,174
,153,174
,153,174
,154,174
,153,173
,153,173
,153,174
,153,174
,154,172
,154,172
,154,169
,155,170
,154,168
,154,168
,155,168
,154,167
,154,167
,154,165
,154,166
,155,165
,155,165
,155,163
,155,162
,155,162
,155,160
,155,158
,156,157
,156,157
,156,155
,156,156
,156,156
,156,154
,156,153
,157,152
,156,151
,157,151
,157,149
,157,148
,157,148
,157,146
,157,145
,157,144
,158,143
,158,141
,158,142
,158,141
,158,139
,158,136
,158,134
,158,133
,158,132
,159,131
,159,131
,159,130
,159,130
,159,128
,159,126
,159,125
,159,123
,159,122
,160,122
,160,120
,160,118
,160,119
,160,116
,160,115
,160,114
,160,112
,160,110
,161,109
,161,109
,161,108
,161,106
,161,104
,161,103
,161,102
,162,100
,161,99
,162,97
,162,96
,162,95
,162,94
,162,92
,162,91
,162,90
,163,88
,163,87
,163,86
,163,85
,164,83
,164,82
,163,80
,164,79
,164,78
,164,76
,164,75
,164,74
,164,73
,164,71
,164,71
,164,68
,165,68
,165,66
,165,64
,165,63
,165,62
,165,60
,165,59
,165,59
,165,58
,166,57
,166,56
,166,55
,166,53
,166,53
,166,52
,166,50
,166,49
,166,48
,166,47
,166,46
,167,46
,166,45
,167,44
,166,43
,167,42
,168,41
,168,40
,168,40
,168,39
,168,38
,168,37
,168,36
,168,36
,168,35
,169,34
,169,34
,168,33
,168,32
,169,32
,169,30
,169,30
,169,29
,170,29
,170,28
,169,28
,169,27
,169,27
,170,26
,169,26
,170,25
,170,25
,171,24
,171,24
,171,24
,171,24
,171,23
,171,23
,171,23
,171,22
,171,22
,172,22
,172,22
,172,21
,172,21
,172,20
,172,21
,173,20
,173,19
,173,19
,173,19
,173,19
,173,18
,173,18
,173,19
,173,17
,173,17
,174,17
,173,17
,174,17
,174,17
,174,17
,174,17
,174,16
,174,17
,174,17
,175,17
,175,16
,175,16
,175,16
,175,16
,175,16
,175,16
,176,16
,176,16
,176,16
,176,16
,176,16
,176,16
,176,16
,176,15
,177,15
,177,15
,177,15
,177,15
,177,15
,177,15
,177,15
,177,15
,177,16
,178,16
,177,16
,178,16
,178,15
,178,15
,177,15
,178,15
,178,15
,179,15
,179,16
,179,16
,179,15
,179,15
,179,16
,179,16
,179,15
,180,15
,180,15
,180,15
,180,15
,180,15
,180,16
,179,16
,180,15
,181,16
,181,15
,181,16
,181,16
,181,16
,181,16
,181,16
,181,16
,182,16
,182,16
,182,16
,182,16
,182,16
,182,16
,182,16
,182,15
,182,16
,182,16
,182,16
,182,16
,183,17
,183,16
,182,17
,183,17
,183,17
,184,17
,184,17
,184,17
,184,17
,184,17
,184,17
,184,17
,184,17
,184,17
,185,17
,185,17
,185,17
,185,17
,185,17
,185,17
,185,17
,185,17
,186,17
,186,17
,186,17
,186,17
,186,17
,186,17
,186,18
,186,17
,186,17
,187,17
,186,17
,187,17
,187,18
,187,17
,187,18
,187,17
,187,17
,187,18
,187,18
,187,18
,188,18
,188,18
,188,18
,188,18
,188,18
,189,18
,189,17
,189,17
,189,18
,189,17
,189,18
,189,17
,190,17
,190,18
,190,18
,190,18
,190,18
,190,18
,190,18
,190,18
,190,18
,190,18
,190,18
,191,19
,191,18
,190,19
,191,19
,191,18
,191,19
,191,19
,191,19
,192,20
,192,19
,192,19
,192,19
,192,19
,192,19
,192,20
,192,20
,193,20
,193,20
,193,20
,193,20
,193,20
,193,20
,193,20
,193,20
,193,20
,193,21
,194,21
,194,20
,194,21
,194,21
,193,21
,194,21
,194,21
,194,21
,194,21
,194,21
,194,21
,195,21
,195,21
,195,21
,196,21
,196,21
,195,22
,196,22
,196,21
,196,22
,196,22
,196,22
,196,22
,196,22
,197,22
,197,22
,197,22
,197,22
,197,22
,197,22
,197,22
,198,22
,198,22
,198,23
,198,23
,198,23
,198,23
,198,23
,198,23
,199,23
,199,23
,198,23
,199,23
,199,23
,199,24
,199,24
,199,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,200,24
,201,24
,200,25
,200,25
,201,24
,200,25
,201,25
,201,25
,202,26
,202,25
,201,26
,202,26
,201,26
,202,26
,202,26
,202,26
,202,26
,203,26
,203,26
,203,26
,203,27
,203,27
,203,27
,203,28
,204,28
,203,28
,204,28
,204,28
,204,28
,204,28
,203,28
,204,29
,204,29
,205,29
,205,29
,205,29
,205,29
,205,29
,205,29
,205,29
,205,29
,205,30
,205,29
,205,29
,205,30
,206,30
,205,30
,206,30
,206,30
,206,30
,206,31
,206,31
,207,31
,207,31
,207,31
,207,32
,207,32
,207,32
,208,32
,207,32
,208,32
,208,33
,208,34
,208,33
,208,33
,208,33
,208,33
,209,34
,208,34
,209,34
,209,34
,209,34
,209,34
,209,34
,210,35
,209,36
,210,35
,210,36
,209,36
,209,37
,210,37
,210,37
,211,37
,211,37
,211,38
,211,38
,211,37
,211,38
,211,38
,210,39
,210,39
,210,38
,211,38
,211,39
,211,40
,211,39
,211,39
,211,39
,212,40
,212,40
,212,41
,212,41
,212,42
,213,42
,213,42
,213,42
,213,42
,213,42
,213,43
,213,43
,213,43
,213,43
,214,43
,214,43
,214,43
,214,44
,214,44
,215,44
,215,45
,215,45
,215,45
,215,45
,215,46
,215,46
,215,46
,215,47
,216,48
,216,48
,216,48
,216,49
,216,48
,217,48
,217,48
,217,49
,217,50
,217,50
,217,50
,217,50
,217,50
,217,50
,217,51
,217,51
,218,52
,218,52
,218,53
,218,53
,218,54
,218,53
,218,54
,218,54
,218,54
,219,54
,219,55
,218,56
,218,55
,218,55
,219,56
,219,56
,220,56
,220,56
,220,56
,220,57
,220,58
,220,57
,220,57
,220,57
,221,57
,221,58
,221,59
,221,59
,221,58
,221,58
,221,58
,221,58
,221,59
,221,60
,221,61
,222,61
,222,60
,221,61
,221,61
,222,62
,222,62
,222,63
,222,63
,222,62
,223,62
,223,62
,223,63
,222,64
,223,64
,223,64
,223,65
,223,64
,223,65
,223,65
,223,65
,223,64
,224,65
,225,65
,225,66
,226,66
,226,67
,225,68
,225,69
,225,68
,225,67
,225,68
,226,69
,225,69
,226,70
,227,70
,227,70
,226,71
,226,71
,226,71
,226,71
,227,71
,226,71
,227,72
,226,72
,226,71
,227,72
,227,72
,227,72
,227,72
,227,72
,227,72
,228,73
,227,73
,228,74
,228,73
,228,74
,228,74
,228,73
,228,74
,229,74
,229,73
,228,73
,228,74
,229,74
,229,75
,229,75
,229,75
,230,75
,230,76
,230,75
,230,76
,230,75
,230,76
,230,75
,230,75
,231,75
,230,76
,231,75
,230,76
,231,75
,231,76
,231,77
,232,77
,231,77
,232,77
,232,76
,232,76
