                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-20180626TLD300 18,,
Date & Time:     10/2/2018 5:13:52 PM,,
,,
,Temperature,Counts
,29,0
,29,0
,29,0
,29,0
,29,0
,29,1
,29,0
,29,1
,29,0
,29,1
,29,0
,29,1
,29,0
,30,1
,31,0
,32,1
,34,0
,35,1
,37,0
,39,0
,41,1
,43,0
,46,0
,48,0
,50,1
,53,0
,55,0
,57,1
,59,1
,62,1
,65,1
,67,1
,68,1
,69,1
,69,1
,70,2
,71,2
,71,2
,71,2
,71,2
,71,2
,71,3
,72,3
,73,3
,73,3
,73,4
,73,4
,74,4
,73,5
,74,5
,74,6
,74,6
,74,7
,74,8
,75,8
,75,8
,75,9
,75,9
,75,9
,75,10
,75,11
,75,11
,76,11
,76,12
,76,13
,76,14
,76,14
,76,15
,77,16
,78,16
,79,16
,78,17
,77,18
,78,19
,78,20
,79,20
,79,22
,79,23
,79,23
,79,24
,79,24
,79,25
,79,26
,80,27
,80,28
,80,29
,80,29
,80,30
,81,31
,81,32
,82,33
,82,33
,81,35
,81,36
,82,36
,82,37
,82,37
,82,39
,82,39
,83,41
,83,41
,83,42
,83,42
,83,44
,83,44
,84,44
,84,45
,85,46
,84,47
,85,48
,85,50
,85,51
,85,51
,86,52
,86,53
,86,53
,86,54
,86,55
,86,56
,86,56
,87,57
,87,58
,87,58
,87,59
,88,60
,88,60
,88,62
,88,62
,88,62
,88,62
,89,63
,89,63
,89,64
,89,65
,89,65
,89,66
,90,66
,90,67
,90,68
,90,69
,90,69
,90,70
,90,71
,91,71
,91,71
,91,71
,92,72
,92,72
,92,72
,92,74
,93,74
,93,75
,93,74
,93,75
,93,75
,93,75
,93,76
,93,76
,93,77
,94,76
,94,75
,94,77
,94,77
,95,77
,95,78
,95,78
,95,79
,95,78
,96,79
,96,80
,96,80
,96,80
,96,79
,96,79
,97,79
,97,80
,97,80
,98,80
,98,81
,98,80
,98,80
,98,80
,98,81
,98,80
,99,81
,99,82
,99,82
,99,82
,100,82
,100,83
,100,83
,100,84
,100,83
,100,84
,101,84
,101,84
,101,84
,101,83
,101,84
,101,84
,102,84
,102,83
,102,84
,102,82
,103,82
,103,82
,103,83
,103,83
,103,83
,103,83
,104,83
,104,83
,104,84
,104,83
,104,82
,104,82
,105,83
,105,83
,105,84
,105,84
,105,83
,106,84
,105,84
,106,84
,106,85
,106,84
,106,84
,107,84
,107,83
,107,84
,107,84
,107,84
,107,84
,108,84
,108,84
,108,83
,108,83
,108,83
,109,83
,110,84
,109,84
,110,84
,110,84
,110,83
,110,84
,110,84
,110,84
,111,84
,110,84
,111,83
,111,84
,111,84
,111,84
,112,84
,112,85
,112,84
,112,83
,112,83
,112,83
,113,83
,113,83
,113,83
,113,83
,113,83
,113,83
,113,83
,113,84
,114,83
,114,83
,115,82
,114,82
,115,82
,115,83
,116,82
,116,82
,116,81
,116,80
,116,80
,116,80
,116,80
,117,80
,116,80
,116,80
,117,81
,118,80
,118,80
,118,80
,118,80
,119,80
,118,80
,119,80
,118,80
,119,78
,119,78
,119,78
,120,78
,120,79
,120,79
,120,79
,120,78
,121,78
,121,78
,120,79
,121,78
,121,78
,121,79
,122,79
,122,78
,122,79
,122,80
,123,79
,123,79
,123,78
,123,78
,123,78
,123,78
,124,79
,124,79
,123,79
,123,79
,124,79
,124,78
,125,79
,125,79
,125,79
,125,79
,126,80
,126,80
,126,81
,126,80
,126,80
,127,81
,127,82
,127,82
,127,82
,126,82
,127,82
,127,83
,127,82
,128,83
,128,83
,128,85
,129,85
,129,86
,129,87
,129,88
,129,87
,129,88
,130,89
,130,89
,130,90
,130,91
,130,91
,130,92
,131,93
,131,94
,131,94
,132,94
,132,96
,132,96
,132,96
,132,97
,132,98
,133,98
,133,99
,133,100
,134,101
,134,102
,134,102
,134,104
,134,105
,134,105
,134,105
,134,107
,135,108
,135,108
,135,110
,135,112
,136,112
,136,113
,136,115
,136,115
,136,115
,136,116
,136,118
,137,119
,137,121
,137,122
,137,124
,137,126
,138,127
,138,128
,138,128
,138,129
,138,129
,139,129
,139,130
,139,133
,139,133
,140,134
,140,135
,140,137
,140,139
,140,140
,141,140
,140,142
,141,143
,141,145
,141,146
,142,147
,142,149
,142,150
,142,152
,142,152
,142,153
,143,153
,143,156
,143,158
,143,159
,143,160
,143,161
,144,161
,144,163
,144,164
,144,164
,144,165
,145,167
,145,169
,145,170
,145,172
,145,173
,145,174
,146,175
,146,177
,146,178
,146,179
,146,181
,146,184
,146,185
,147,186
,147,188
,148,188
,148,189
,148,190
,148,193
,148,195
,148,196
,149,197
,149,197
,149,197
,149,199
,149,201
,149,201
,150,203
,150,205
,150,206
,150,209
,150,210
,151,212
,151,214
,151,214
,152,217
,151,218
,152,220
,152,221
,152,224
,152,225
,152,228
,153,228
,153,230
,153,232
,153,233
,153,233
,153,235
,154,236
,154,237
,154,238
,154,237
,154,237
,154,238
,154,237
,155,237
,155,240
,155,242
,155,241
,155,243
,156,244
,156,244
,156,245
,157,247
,157,248
,157,248
,157,248
,157,248
,157,247
,158,247
,158,247
,158,248
,158,250
,158,249
,159,250
,158,250
,159,251
,159,251
,159,250
,160,252
,160,254
,160,252
,160,253
,160,252
,161,252
,161,253
,161,254
,161,255
,161,254
,162,254
,162,254
,162,253
,162,253
,162,250
,162,249
,163,247
,163,248
,163,247
,163,245
,163,244
,163,242
,164,242
,164,240
,164,240
,164,237
,165,237
,165,235
,165,233
,164,232
,165,231
,165,227
,165,225
,166,224
,166,224
,166,222
,166,220
,166,217
,167,215
,167,214
,167,211
,167,210
,167,206
,168,204
,168,202
,168,199
,168,194
,169,192
,169,191
,169,188
,169,188
,169,184
,169,181
,170,178
,170,175
,170,173
,170,168
,170,165
,171,164
,171,161
,171,158
,171,154
,172,151
,172,149
,172,145
,172,143
,172,139
,172,135
,172,133
,173,130
,173,127
,173,125
,173,121
,173,118
,173,116
,174,113
,174,110
,174,107
,174,103
,175,101
,175,99
,175,97
,175,94
,175,92
,176,90
,176,87
,176,85
,176,83
,176,81
,176,79
,176,76
,177,74
,177,72
,177,70
,177,68
,177,66
,178,63
,178,62
,178,59
,178,57
,178,55
,179,54
,178,52
,178,50
,179,48
,179,47
,179,46
,180,45
,180,44
,180,43
,180,41
,180,40
,181,39
,181,38
,181,37
,181,36
,181,34
,182,33
,181,33
,181,32
,182,31
,182,31
,182,30
,182,30
,183,29
,183,29
,183,28
,184,27
,184,27
,183,26
,184,26
,184,26
,184,26
,184,26
,185,25
,185,25
,185,25
,185,24
,186,24
,186,24
,186,23
,186,23
,186,23
,187,23
,187,23
,187,24
,187,23
,187,23
,187,23
,187,23
,188,23
,187,22
,188,23
,188,23
,188,23
,188,23
,188,23
,189,23
,189,22
,190,22
,190,23
,190,23
,190,23
,190,23
,190,23
,191,23
,191,23
,191,23
,191,22
,191,23
,192,23
,192,24
,192,24
,192,23
,192,23
,193,23
,193,24
,193,24
,193,24
,193,24
,193,24
,193,24
,193,24
,194,25
,194,24
,194,25
,194,24
,194,25
,194,25
,195,24
,195,25
,195,26
,195,26
,196,26
,196,26
,196,26
,197,26
,197,27
,196,26
,197,26
,197,26
,198,26
,197,26
,198,27
,198,27
,198,27
,198,27
,199,27
,199,27
,199,27
,199,27
,200,27
,199,28
,199,27
,200,27
,200,27
,200,28
,201,28
,201,28
,201,28
,201,29
,201,29
,201,29
,201,28
,201,28
,201,28
,202,29
,202,29
,203,30
,203,30
,203,30
,203,30
,204,30
,204,30
,204,30
,203,30
,204,30
,204,30
,205,30
,205,30
,204,30
,205,31
,205,31
,205,31
,205,31
,205,32
,205,32
,206,32
,206,32
,206,32
,207,33
,207,33
,207,32
,207,33
,207,33
,208,33
,207,34
,208,34
,208,34
,208,34
,208,34
,208,35
,209,35
,209,35
,209,35
,209,36
,209,36
,209,35
,210,36
,210,37
,210,36
,210,37
,210,37
,211,37
,211,37
,211,38
,211,38
,211,38
,211,38
,212,39
,212,39
,212,40
,212,40
,214,40
,214,40
,214,40
,214,41
,214,41
,214,41
,215,41
,214,41
,215,41
,215,42
,214,43
,215,43
,215,44
,215,44
,216,44
,216,45
,216,46
,216,46
,217,46
,217,47
,217,47
,217,46
,218,48
,218,47
,218,48
,218,48
,218,48
,218,49
,218,49
,218,49
,218,49
,219,50
,219,51
,219,51
,219,51
,219,51
,219,52
,220,52
,220,54
,221,54
,221,55
,221,55
,221,55
,221,55
,221,55
,222,56
,221,57
,222,58
,222,59
,223,59
,223,60
,223,60
,223,61
,223,60
,223,61
,223,62
,223,61
,223,61
,224,62
,224,63
,224,63
,224,64
,224,64
,225,65
,225,65
,225,66
,225,66
,226,67
,226,68
,226,69
,226,70
,226,70
,227,71
,227,72
,227,72
,227,73
,228,75
,227,74
,227,75
,228,75
,228,76
,228,77
,228,78
,228,78
,229,80
,229,79
,229,80
,230,81
,230,81
,230,83
,230,83
,230,82
,230,85
,230,85
,230,85
,230,84
,231,85
,231,86
,231,86
,232,87
,232,87
,233,88
,233,88
,233,90
,233,91
,233,92
,233,92
,234,93
,234,94
,234,94
,234,95
,234,96
,235,95
,235,95
,235,96
,235,95
,235,97
,235,98
,235,98
,236,98
,235,99
,236,99
,236,100
,236,100
,236,101
,236,100
,237,101
,237,101
,237,101
,237,102
,238,102
,237,104
,238,103
,238,103
,238,105
,238,105
,238,106
,239,106
,239,106
,239,106
,239,106
,240,107
,240,107
,240,108
,241,108
,241,109
,241,109
,241,109
,241,109
,242,109
,241,109
,242,109
,242,109
,242,109
,242,110
,243,109
,243,110
,243,110
,243,110
,243,109
,244,109
,244,110
,244,110
,244,110
,244,111
,244,111
,245,111
,245,111
,245,111
,245,111
,245,111
,245,111
,245,112
,245,111
,246,112
,246,111
,246,109
,247,110
,247,110
,247,110
,247,111
,247,112
,248,112
,248,112
,248,112
,248,112
,249,112
,249,112
,248,112
,249,112
,249,112
,250,112
,250,111
,250,111
,250,111
,250,110
,251,110
,251,110
,251,111
,251,111
,251,110
,251,110
,251,109
,252,110
,252,109
,252,109
,252,110
,253,109
,253,108
,253,107
,253,107
,253,108
,253,108
,254,107
,254,106
,254,107
,254,106
,254,106
,255,106
,255,106
,255,105
,255,105
,255,104
,255,105
,256,105
,256,104
,256,104
,256,103
,256,103
,257,101
,257,102
,257,102
,257,101
,257,100
,257,100
,258,101
,257,101
,258,101
,258,100
,258,99
,258,99
,259,99
,259,98
,259,98
,260,98
,260,99
,260,98
,260,98
,260,98
,261,97
,261,96
,261,96
,261,96
,261,95
,261,94
,261,95
,261,94
,261,94
,262,93
,262,92
,262,93
,263,92
,263,93
,263,93
,263,92
,263,92
,264,93
,264,91
,263,90
,264,90
,264,89
,265,90
,265,90
,265,89
,265,89
,265,90
,265,89
,266,88
,266,89
,266,89
,267,89
,267,89
,267,89
,266,89
,266,88
,267,88
,267,88
,267,88
