                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 5
Date & Time:     4/1/2019 12:00:20 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 5 ,N1053   , 0 ,30.00,2
 5 ,N1053   , 0.5 ,32.00,1
 5 ,N1053   , 1 ,33.67,2
 5 ,N1053   , 1.5 ,34.11,1
 5 ,N1053   , 2 ,34.74,1
 5 ,N1053   , 2.5 ,35.16,1
 5 ,N1053   , 3 ,35.44,2
 5 ,N1053   , 3.5 ,35.29,1
 5 ,N1053   , 4 ,35.86,1
 5 ,N1053   , 4.5 ,36.57,1
 5 ,N1053   , 5 ,38.05,2
 5 ,N1053   , 5.5 ,39.03,1
 5 ,N1053   , 6 ,39.69,1
 5 ,N1053   , 6.5 ,41.13,1
 5 ,N1053   , 7 ,41.75,2
 5 ,N1053   , 7.5 ,44.50,1
 5 ,N1053   , 8 ,44.00,2
 5 ,N1053   , 8.5 ,43.67,0
 5 ,N1053   , 9 ,43.78,2
 5 ,N1053   , 9.5 ,43.85,1
 5 ,N1053   , 10 ,44.23,1
 5 ,N1053   , 10.5 ,44.49,2
 5 ,N1053   , 11 ,44.66,1
 5 ,N1053   , 11.5 ,44.44,3
 5 ,N1053   , 12 ,44.96,1
 5 ,N1053   , 12.5 ,45.64,1
 5 ,N1053   , 13 ,45.76,2
 5 ,N1053   , 13.5 ,46.51,1
 5 ,N1053   , 14 ,47.00,1
 5 ,N1053   , 14.5 ,47.34,1
 5 ,N1053   , 15 ,45.89,1
 5 ,N1053   , 15.5 ,46.93,2
 5 ,N1053   , 16 ,47.28,1
 5 ,N1053   , 16.5 ,47.52,2
 5 ,N1053   , 17 ,48.35,1
 5 ,N1053   , 17.5 ,48.57,2
 5 ,N1053   , 18 ,49.04,1
 5 ,N1053   , 18.5 ,49.36,1
 5 ,N1053   , 19 ,50.24,2
 5 ,N1053   , 19.5 ,51.16,1
 5 ,N1053   , 20 ,51.11,1
 5 ,N1053   , 20.5 ,49.74,2
 5 ,N1053   , 21 ,50.49,1
 5 ,N1053   , 21.5 ,50.99,1
 5 ,N1053   , 22 ,52.00,1
 5 ,N1053   , 22.5 ,52.66,1
 5 ,N1053   , 23 ,53.11,1
 5 ,N1053   , 23.5 ,53.41,1
 5 ,N1053   , 24 ,53.94,2
 5 ,N1053   , 24.5 ,54.29,1
 5 ,N1053   , 25 ,54.53,1
 5 ,N1053   , 25.5 ,55.35,1
 5 ,N1053   , 26 ,55.90,1
 5 ,N1053   , 26.5 ,56.27,2
 5 ,N1053   , 27 ,56.18,0
 5 ,N1053   , 27.5 ,56.79,2
 5 ,N1053   , 28 ,56.52,1
 5 ,N1053   , 28.5 ,57.02,2
 5 ,N1053   , 29 ,57.68,1
 5 ,N1053   , 29.5 ,58.45,1
 5 ,N1053   , 30 ,58.63,1
 5 ,N1053   , 30.5 ,58.42,2
 5 ,N1053   , 31 ,59.28,1
 5 ,N1053   , 31.5 ,59.85,2
 5 ,N1053   , 32 ,60.24,1
 5 ,N1053   , 32.5 ,60.82,1
 5 ,N1053   , 33 ,60.88,1
 5 ,N1053   , 33.5 ,60.92,2
 5 ,N1053   , 34 ,61.61,1
 5 ,N1053   , 34.5 ,61.41,1
 5 ,N1053   , 35 ,62.27,1
 5 ,N1053   , 35.5 ,62.18,2
 5 ,N1053   , 36 ,62.12,1
 5 ,N1053   , 36.5 ,62.41,2
 5 ,N1053   , 37 ,63.28,1
 5 ,N1053   , 37.5 ,64.85,2
 5 ,N1053   , 38 ,64.90,1
 5 ,N1053   , 38.5 ,64.60,1
 5 ,N1053   , 39 ,65.07,2
 5 ,N1053   , 39.5 ,65.38,1
 5 ,N1053   , 40 ,65.25,2
 5 ,N1053   , 40.5 ,65.83,1
 5 ,N1053   , 41 ,66.22,2
 5 ,N1053   , 41.5 ,67.15,2
 5 ,N1053   , 42 ,67.77,1
 5 ,N1053   , 42.5 ,67.84,1
 5 ,N1053   , 43 ,67.90,1
 5 ,N1053   , 43.5 ,68.26,2
 5 ,N1053   , 44 ,68.18,1
 5 ,N1053   , 44.5 ,68.45,1
 5 ,N1053   , 45 ,69.30,2
 5 ,N1053   , 45.5 ,69.53,1
 5 ,N1053   , 46 ,70.02,2
 5 ,N1053   , 46.5 ,70.01,2
 5 ,N1053   , 47 ,70.68,1
 5 ,N1053   , 47.5 ,71.12,2
 5 ,N1053   , 48 ,71.75,2
 5 ,N1053   , 48.5 ,71.50,1
 5 ,N1053   , 49 ,72.33,2
 5 ,N1053   , 49.5 ,72.89,1
 5 ,N1053   , 50 ,72.59,2
 5 ,N1053   , 50.5 ,73.73,1
 5 ,N1053   , 51 ,74.15,1
 5 ,N1053   , 51.5 ,74.77,2
 5 ,N1053   , 52 ,74.51,2
 5 ,N1053   , 52.5 ,75.34,1
 5 ,N1053   , 53 ,75.23,2
 5 ,N1053   , 53.5 ,75.49,2
 5 ,N1053   , 54 ,75.66,2
 5 ,N1053   , 54.5 ,75.77,1
 5 ,N1053   , 55 ,76.51,2
 5 ,N1053   , 55.5 ,77.01,2
 5 ,N1053   , 56 ,77.34,2
 5 ,N1053   , 56.5 ,78.23,2
 5 ,N1053   , 57 ,78.48,2
 5 ,N1053   , 57.5 ,78.99,2
 5 ,N1053   , 58 ,78.99,3
 5 ,N1053   , 58.5 ,79.33,2
 5 ,N1053   , 59 ,79.55,2
 5 ,N1053   , 59.5 ,80.03,2
 5 ,N1053   , 60 ,80.69,2
 5 ,N1053   , 60.5 ,81.13,2
 5 ,N1053   , 61 ,81.75,2
 5 ,N1053   , 61.5 ,81.83,3
 5 ,N1053   , 62 ,82.22,3
 5 ,N1053   , 62.5 ,82.48,2
 5 ,N1053   , 63 ,82.65,2
 5 ,N1053   , 63.5 ,82.77,3
 5 ,N1053   , 64 ,83.18,2
 5 ,N1053   , 64.5 ,84.12,2
 5 ,N1053   , 65 ,84.41,3
 5 ,N1053   , 65.5 ,84.61,3
 5 ,N1053   , 66 ,85.41,4
 5 ,N1053   , 66.5 ,85.60,3
 5 ,N1053   , 67 ,85.74,3
 5 ,N1053   , 67.5 ,86.49,3
 5 ,N1053   , 68 ,86.66,3
 5 ,N1053   , 68.5 ,86.77,3
 5 ,N1053   , 69 ,87.18,3
 5 ,N1053   , 69.5 ,87.45,4
 5 ,N1053   , 70 ,87.64,2
 5 ,N1053   , 70.5 ,88.09,4
 5 ,N1053   , 71 ,88.73,4
 5 ,N1053   , 71.5 ,89.48,3
 5 ,N1053   , 72 ,89.99,3
 5 ,N1053   , 72.5 ,90.33,4
 5 ,N1053   , 73 ,90.55,4
 5 ,N1053   , 73.5 ,90.70,4
 5 ,N1053   , 74 ,92.13,4
 5 ,N1053   , 74.5 ,92.09,4
 5 ,N1053   , 75 ,92.06,3
 5 ,N1053   , 75.5 ,92.71,4
 5 ,N1053   , 76 ,92.47,5
 5 ,N1053   , 76.5 ,92.65,6
 5 ,N1053   , 77 ,93.10,4
 5 ,N1053   , 77.5 ,93.40,6
 5 ,N1053   , 78 ,93.93,4
 5 ,N1053   , 78.5 ,94.29,5
 5 ,N1053   , 79 ,94.53,5
 5 ,N1053   , 79.5 ,95.35,5
 5 ,N1053   , 80 ,95.23,6
 5 ,N1053   , 80.5 ,95.49,5
 5 ,N1053   , 81 ,95.99,5
 5 ,N1053   , 81.5 ,96.66,6
 5 ,N1053   , 82 ,97.11,6
 5 ,N1053   , 82.5 ,97.07,6
 5 ,N1053   , 83 ,97.38,6
 5 ,N1053   , 83.5 ,97.92,7
 5 ,N1053   , 84 ,98.28,7
 5 ,N1053   , 84.5 ,98.85,6
 5 ,N1053   , 85 ,98.90,6
