                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 10
Date & Time:     4/1/2019 12:00:21 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 10 ,N1047   , 0 ,35.00,2
 10 ,N1047   , 0.5 ,35.33,2
 10 ,N1047   , 1 ,35.89,2
 10 ,N1047   , 1.5 ,35.59,1
 10 ,N1047   , 2 ,35.73,2
 10 ,N1047   , 2.5 ,35.82,1
 10 ,N1047   , 3 ,35.88,2
 10 ,N1047   , 3.5 ,35.59,1
 10 ,N1047   , 4 ,36.06,3
 10 ,N1047   , 4.5 ,36.70,2
 10 ,N1047   , 5 ,38.14,1
 10 ,N1047   , 5.5 ,39.09,2
 10 ,N1047   , 6 ,39.73,1
 10 ,N1047   , 6.5 ,41.15,2
 10 ,N1047   , 7 ,41.77,1
 10 ,N1047   , 7.5 ,44.51,1
 10 ,N1047   , 8 ,44.01,2
 10 ,N1047   , 8.5 ,43.67,2
 10 ,N1047   , 9 ,43.78,2
 10 ,N1047   , 9.5 ,43.85,1
 10 ,N1047   , 10 ,44.24,1
 10 ,N1047   , 10.5 ,44.49,1
 10 ,N1047   , 11 ,44.66,2
 10 ,N1047   , 11.5 ,44.44,1
 10 ,N1047   , 12 ,44.96,1
 10 ,N1047   , 12.5 ,45.64,2
 10 ,N1047   , 13 ,45.76,1
 10 ,N1047   , 13.5 ,46.51,1
 10 ,N1047   , 14 ,47.00,2
 10 ,N1047   , 14.5 ,47.34,1
 10 ,N1047   , 15 ,45.89,2
 10 ,N1047   , 15.5 ,46.93,1
 10 ,N1047   , 16 ,47.28,2
 10 ,N1047   , 16.5 ,47.52,2
 10 ,N1047   , 17 ,48.35,2
 10 ,N1047   , 17.5 ,48.57,1
 10 ,N1047   , 18 ,49.04,1
 10 ,N1047   , 18.5 ,49.36,2
 10 ,N1047   , 19 ,50.24,1
 10 ,N1047   , 19.5 ,51.16,1
 10 ,N1047   , 20 ,51.11,3
 10 ,N1047   , 20.5 ,49.74,1
 10 ,N1047   , 21 ,50.49,2
 10 ,N1047   , 21.5 ,50.99,2
 10 ,N1047   , 22 ,52.00,1
 10 ,N1047   , 22.5 ,52.66,2
 10 ,N1047   , 23 ,53.11,1
 10 ,N1047   , 23.5 ,53.41,1
 10 ,N1047   , 24 ,53.94,2
 10 ,N1047   , 24.5 ,54.29,1
