                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 21
Date & Time:     4/1/2019 12:00:21 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 21 ,N1027   , 0 ,36.00,2
 21 ,N1027   , 0.5 ,36.00,2
 21 ,N1027   , 1 ,36.33,2
 21 ,N1027   , 1.5 ,35.89,2
 21 ,N1027   , 2 ,35.93,1
 21 ,N1027   , 2.5 ,35.95,3
 21 ,N1027   , 3 ,35.97,1
 21 ,N1027   , 3.5 ,35.64,2
 21 ,N1027   , 4 ,36.10,2
 21 ,N1027   , 4.5 ,36.73,2
 21 ,N1027   , 5 ,38.15,2
 21 ,N1027   , 5.5 ,39.10,1
 21 ,N1027   , 6 ,39.74,2
 21 ,N1027   , 6.5 ,41.16,2
 21 ,N1027   , 7 ,41.77,1
 21 ,N1027   , 7.5 ,44.51,2
 21 ,N1027   , 8 ,44.01,2
 21 ,N1027   , 8.5 ,43.67,2
 21 ,N1027   , 9 ,43.78,1
 21 ,N1027   , 9.5 ,43.85,2
 21 ,N1027   , 10 ,44.24,2
 21 ,N1027   , 10.5 ,44.49,1
 21 ,N1027   , 11 ,44.66,2
 21 ,N1027   , 11.5 ,44.44,2
 21 ,N1027   , 12 ,44.96,1
 21 ,N1027   , 12.5 ,45.64,3
 21 ,N1027   , 13 ,45.76,2
 21 ,N1027   , 13.5 ,46.51,1
 21 ,N1027   , 14 ,47.00,2
 21 ,N1027   , 14.5 ,47.34,2
 21 ,N1027   , 15 ,45.89,2
 21 ,N1027   , 15.5 ,46.93,2
 21 ,N1027   , 16 ,47.28,2
 21 ,N1027   , 16.5 ,47.52,2
 21 ,N1027   , 17 ,48.35,2
 21 ,N1027   , 17.5 ,48.57,1
 21 ,N1027   , 18 ,49.04,3
 21 ,N1027   , 18.5 ,49.36,1
 21 ,N1027   , 19 ,50.24,2
 21 ,N1027   , 19.5 ,51.16,2
 21 ,N1027   , 20 ,51.11,2
 21 ,N1027   , 20.5 ,49.74,1
 21 ,N1027   , 21 ,50.49,2
 21 ,N1027   , 21.5 ,50.99,1
 21 ,N1027   , 22 ,52.00,1
 21 ,N1027   , 22.5 ,52.66,2
 21 ,N1027   , 23 ,53.11,1
 21 ,N1027   , 23.5 ,53.41,2
 21 ,N1027   , 24 ,53.94,2
 21 ,N1027   , 24.5 ,54.29,3
 21 ,N1027   , 25 ,54.53,2
 21 ,N1027   , 25.5 ,55.35,1
 21 ,N1027   , 26 ,55.90,2
 21 ,N1027   , 26.5 ,56.27,1
 21 ,N1027   , 27 ,56.18,2
 21 ,N1027   , 27.5 ,56.79,1
 21 ,N1027   , 28 ,56.52,2
 21 ,N1027   , 28.5 ,57.02,2
 21 ,N1027   , 29 ,57.68,2
 21 ,N1027   , 29.5 ,58.45,1
 21 ,N1027   , 30 ,58.63,2
 21 ,N1027   , 30.5 ,58.42,2
 21 ,N1027   , 31 ,59.28,1
 21 ,N1027   , 31.5 ,59.85,2
 21 ,N1027   , 32 ,60.24,2
 21 ,N1027   , 32.5 ,60.82,2
 21 ,N1027   , 33 ,60.88,1
 21 ,N1027   , 33.5 ,60.92,2
 21 ,N1027   , 34 ,61.61,2
 21 ,N1027   , 34.5 ,61.41,2
 21 ,N1027   , 35 ,62.27,2
 21 ,N1027   , 35.5 ,62.18,2
 21 ,N1027   , 36 ,62.12,2
 21 ,N1027   , 36.5 ,62.41,2
 21 ,N1027   , 37 ,63.28,2
 21 ,N1027   , 37.5 ,64.85,2
 21 ,N1027   , 38 ,64.90,2
 21 ,N1027   , 38.5 ,64.60,2
 21 ,N1027   , 39 ,65.07,2
 21 ,N1027   , 39.5 ,65.38,2
 21 ,N1027   , 40 ,65.25,1
 21 ,N1027   , 40.5 ,65.83,2
 21 ,N1027   , 41 ,66.22,2
 21 ,N1027   , 41.5 ,67.15,2
 21 ,N1027   , 42 ,67.77,2
 21 ,N1027   , 42.5 ,67.84,1
 21 ,N1027   , 43 ,67.90,2
 21 ,N1027   , 43.5 ,68.26,2
 21 ,N1027   , 44 ,68.18,2
 21 ,N1027   , 44.5 ,68.45,2
 21 ,N1027   , 45 ,69.30,2
 21 ,N1027   , 45.5 ,69.53,3
 21 ,N1027   , 46 ,70.02,1
 21 ,N1027   , 46.5 ,70.01,2
 21 ,N1027   , 47 ,70.68,2
 21 ,N1027   , 47.5 ,71.12,2
 21 ,N1027   , 48 ,71.75,2
 21 ,N1027   , 48.5 ,71.50,3
 21 ,N1027   , 49 ,72.33,2
 21 ,N1027   , 49.5 ,72.89,2
 21 ,N1027   , 50 ,72.59,2
 21 ,N1027   , 50.5 ,73.73,2
 21 ,N1027   , 51 ,74.15,3
 21 ,N1027   , 51.5 ,74.77,2
 21 ,N1027   , 52 ,74.51,2
 21 ,N1027   , 52.5 ,75.34,2
 21 ,N1027   , 53 ,75.23,1
 21 ,N1027   , 53.5 ,75.49,2
 21 ,N1027   , 54 ,75.66,3
 21 ,N1027   , 54.5 ,75.77,2
 21 ,N1027   , 55 ,76.51,2
 21 ,N1027   , 55.5 ,77.01,3
 21 ,N1027   , 56 ,77.34,2
 21 ,N1027   , 56.5 ,78.23,2
 21 ,N1027   , 57 ,78.48,3
 21 ,N1027   , 57.5 ,78.99,2
 21 ,N1027   , 58 ,78.99,2
 21 ,N1027   , 58.5 ,79.33,3
 21 ,N1027   , 59 ,79.55,2
 21 ,N1027   , 59.5 ,80.03,3
 21 ,N1027   , 60 ,80.69,2
 21 ,N1027   , 60.5 ,81.13,3
 21 ,N1027   , 61 ,81.75,3
 21 ,N1027   , 61.5 ,81.83,2
 21 ,N1027   , 62 ,82.22,2
 21 ,N1027   , 62.5 ,82.48,3
 21 ,N1027   , 63 ,82.65,2
 21 ,N1027   , 63.5 ,82.77,3
 21 ,N1027   , 64 ,83.18,2
 21 ,N1027   , 64.5 ,84.12,3
 21 ,N1027   , 65 ,84.41,3
 21 ,N1027   , 65.5 ,84.61,4
 21 ,N1027   , 66 ,85.41,3
 21 ,N1027   , 66.5 ,85.60,4
 21 ,N1027   , 67 ,85.74,3
 21 ,N1027   , 67.5 ,86.49,3
 21 ,N1027   , 68 ,86.66,2
 21 ,N1027   , 68.5 ,86.77,4
 21 ,N1027   , 69 ,87.18,3
 21 ,N1027   , 69.5 ,87.45,3
 21 ,N1027   , 70 ,87.64,4
 21 ,N1027   , 70.5 ,88.09,4
 21 ,N1027   , 71 ,88.73,3
 21 ,N1027   , 71.5 ,89.48,4
 21 ,N1027   , 72 ,89.99,4
 21 ,N1027   , 72.5 ,90.33,4
 21 ,N1027   , 73 ,90.55,5
 21 ,N1027   , 73.5 ,90.70,4
 21 ,N1027   , 74 ,92.13,4
 21 ,N1027   , 74.5 ,92.09,5
 21 ,N1027   , 75 ,92.06,4
 21 ,N1027   , 75.5 ,92.71,4
 21 ,N1027   , 76 ,92.47,4
 21 ,N1027   , 76.5 ,92.65,5
 21 ,N1027   , 77 ,93.10,4
 21 ,N1027   , 77.5 ,93.40,5
 21 ,N1027   , 78 ,93.93,4
 21 ,N1027   , 78.5 ,94.29,6
 21 ,N1027   , 79 ,94.53,4
 21 ,N1027   , 79.5 ,95.35,5
 21 ,N1027   , 80 ,95.23,6
 21 ,N1027   , 80.5 ,95.49,5
 21 ,N1027   , 81 ,95.99,6
 21 ,N1027   , 81.5 ,96.66,6
 21 ,N1027   , 82 ,97.11,6
 21 ,N1027   , 82.5 ,97.07,5
 21 ,N1027   , 83 ,97.38,6
 21 ,N1027   , 83.5 ,97.92,8
 21 ,N1027   , 84 ,98.28,7
 21 ,N1027   , 84.5 ,98.85,7
 21 ,N1027   , 85 ,98.90,7
 21 ,N1027   , 85.5 ,98.93,7
 21 ,N1027   , 86 ,99.29,9
 21 ,N1027   , 86.5 ,99.86,6
 21 ,N1027   , 87 ,100.57,8
 21 ,N1027   , 87.5 ,101.05,8
 21 ,N1027   , 88 ,101.37,9
 21 ,N1027   , 88.5 ,101.24,7
 21 ,N1027   , 89 ,102.16,10
 21 ,N1027   , 89.5 ,102.44,8
 21 ,N1027   , 90 ,102.63,7
 21 ,N1027   , 90.5 ,103.42,9
 21 ,N1027   , 91 ,103.61,9
 21 ,N1027   , 91.5 ,104.07,9
 21 ,N1027   , 92 ,104.72,8
 21 ,N1027   , 92.5 ,104.81,9
 21 ,N1027   , 93 ,105.21,9
 21 ,N1027   , 93.5 ,105.80,7
 21 ,N1027   , 94 ,105.54,10
 21 ,N1027   , 94.5 ,105.36,9
 21 ,N1027   , 95 ,105.91,10
 21 ,N1027   , 95.5 ,106.27,9
 21 ,N1027   , 96 ,107.51,10
 21 ,N1027   , 96.5 ,107.68,9
 21 ,N1027   , 97 ,108.12,9
 21 ,N1027   , 97.5 ,108.41,10
 21 ,N1027   , 98 ,108.27,9
 21 ,N1027   , 98.5 ,109.18,9
 21 ,N1027   , 99 ,109.79,8
 21 ,N1027   , 99.5 ,109.86,10
 21 ,N1027   , 100 ,110.57,9
 21 ,N1027   , 100.5 ,110.72,9
 21 ,N1027   , 101 ,111.48,10
 21 ,N1027   , 101.5 ,111.65,9
 21 ,N1027   , 102 ,111.77,9
 21 ,N1027   , 102.5 ,112.18,9
 21 ,N1027   , 103 ,112.45,9
 21 ,N1027   , 103.5 ,112.30,8
 21 ,N1027   , 104 ,112.87,10
 21 ,N1027   , 104.5 ,113.58,8
 21 ,N1027   , 105 ,113.72,8
 21 ,N1027   , 105.5 ,114.15,9
 21 ,N1027   , 106 ,114.43,10
 21 ,N1027   , 106.5 ,114.62,8
 21 ,N1027   , 107 ,114.75,9
 21 ,N1027   , 107.5 ,115.16,9
 21 ,N1027   , 108 ,115.44,8
 21 ,N1027   , 108.5 ,115.63,9
 21 ,N1027   , 109 ,115.75,9
 21 ,N1027   , 109.5 ,116.50,9
 21 ,N1027   , 110 ,117.00,11
 21 ,N1027   , 110.5 ,118.00,9
 21 ,N1027   , 111 ,118.33,9
 21 ,N1027   , 111.5 ,118.56,11
 21 ,N1027   , 112 ,119.04,8
 21 ,N1027   , 112.5 ,118.69,11
 21 ,N1027   , 113 ,119.13,8
 21 ,N1027   , 113.5 ,119.75,11
 21 ,N1027   , 114 ,120.17,10
 21 ,N1027   , 114.5 ,120.78,11
 21 ,N1027   , 115 ,121.19,12
 21 ,N1027   , 115.5 ,121.46,10
 21 ,N1027   , 116 ,121.64,12
 21 ,N1027   , 116.5 ,122.09,12
 21 ,N1027   , 117 ,122.39,11
 21 ,N1027   , 117.5 ,122.60,12
 21 ,N1027   , 118 ,123.40,12
 21 ,N1027   , 118.5 ,123.27,12
 21 ,N1027   , 119 ,123.51,13
 21 ,N1027   , 119.5 ,124.01,14
 21 ,N1027   , 120 ,124.67,13
