                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 1
Date & Time:     4/1/2019 12:00:20 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 1 ,N1109   , 0 ,30.00,2
 1 ,N1109   , 0.5 ,32.00,2
 1 ,N1109   , 1 ,33.67,2
 1 ,N1109   , 1.5 ,34.11,1
 1 ,N1109   , 2 ,34.74,2
 1 ,N1109   , 2.5 ,35.16,2
 1 ,N1109   , 3 ,35.44,1
 1 ,N1109   , 3.5 ,35.29,2
 1 ,N1109   , 4 ,35.86,2
 1 ,N1109   , 4.5 ,36.57,1
 1 ,N1109   , 5 ,38.05,1
 1 ,N1109   , 5.5 ,39.03,2
 1 ,N1109   , 6 ,39.69,1
 1 ,N1109   , 6.5 ,41.13,2
 1 ,N1109   , 7 ,41.75,2
 1 ,N1109   , 7.5 ,44.50,1
 1 ,N1109   , 8 ,44.00,1
 1 ,N1109   , 8.5 ,43.67,2
 1 ,N1109   , 9 ,43.78,1
 1 ,N1109   , 9.5 ,43.85,2
 1 ,N1109   , 10 ,44.23,1
 1 ,N1109   , 10.5 ,44.49,2
 1 ,N1109   , 11 ,44.66,1
 1 ,N1109   , 11.5 ,44.44,2
 1 ,N1109   , 12 ,44.96,1
 1 ,N1109   , 12.5 ,45.64,2
 1 ,N1109   , 13 ,45.76,1
 1 ,N1109   , 13.5 ,46.51,2
 1 ,N1109   , 14 ,47.00,1
 1 ,N1109   , 14.5 ,47.34,2
 1 ,N1109   , 15 ,45.89,2
 1 ,N1109   , 15.5 ,46.93,1
 1 ,N1109   , 16 ,47.28,3
 1 ,N1109   , 16.5 ,47.52,2
 1 ,N1109   , 17 ,48.35,2
 1 ,N1109   , 17.5 ,48.57,1
 1 ,N1109   , 18 ,49.04,2
 1 ,N1109   , 18.5 ,49.36,2
 1 ,N1109   , 19 ,50.24,1
 1 ,N1109   , 19.5 ,51.16,3
 1 ,N1109   , 20 ,51.11,1
 1 ,N1109   , 20.5 ,49.74,2
 1 ,N1109   , 21 ,50.49,2
 1 ,N1109   , 21.5 ,50.99,1
 1 ,N1109   , 22 ,52.00,3
 1 ,N1109   , 22.5 ,52.66,2
 1 ,N1109   , 23 ,53.11,2
 1 ,N1109   , 23.5 ,53.41,1
 1 ,N1109   , 24 ,53.94,3
 1 ,N1109   , 24.5 ,54.29,1
 1 ,N1109   , 25 ,54.53,2
 1 ,N1109   , 25.5 ,55.35,2
 1 ,N1109   , 26 ,55.90,1
 1 ,N1109   , 26.5 ,56.27,1
 1 ,N1109   , 27 ,56.18,2
 1 ,N1109   , 27.5 ,56.79,2
 1 ,N1109   , 28 ,56.52,1
 1 ,N1109   , 28.5 ,57.02,2
 1 ,N1109   , 29 ,57.68,2
 1 ,N1109   , 29.5 ,58.45,1
 1 ,N1109   , 30 ,58.63,2
 1 ,N1109   , 30.5 ,58.42,1
 1 ,N1109   , 31 ,59.28,2
 1 ,N1109   , 31.5 ,59.85,2
 1 ,N1109   , 32 ,60.24,2
 1 ,N1109   , 32.5 ,60.82,2
 1 ,N1109   , 33 ,60.88,1
 1 ,N1109   , 33.5 ,60.92,2
 1 ,N1109   , 34 ,61.61,1
 1 ,N1109   , 34.5 ,61.41,2
 1 ,N1109   , 35 ,62.27,2
 1 ,N1109   , 35.5 ,62.18,1
 1 ,N1109   , 36 ,62.12,2
 1 ,N1109   , 36.5 ,62.41,2
 1 ,N1109   , 37 ,63.28,2
 1 ,N1109   , 37.5 ,64.85,1
 1 ,N1109   , 38 ,64.90,2
 1 ,N1109   , 38.5 ,64.60,2
 1 ,N1109   , 39 ,65.07,1
 1 ,N1109   , 39.5 ,65.38,2
 1 ,N1109   , 40 ,65.25,1
 1 ,N1109   , 40.5 ,65.83,2
 1 ,N1109   , 41 ,66.22,2
 1 ,N1109   , 41.5 ,67.15,2
 1 ,N1109   , 42 ,67.77,2
 1 ,N1109   , 42.5 ,67.84,1
 1 ,N1109   , 43 ,67.90,2
 1 ,N1109   , 43.5 ,68.26,1
 1 ,N1109   , 44 ,68.18,3
 1 ,N1109   , 44.5 ,68.45,1
 1 ,N1109   , 45 ,69.30,2
 1 ,N1109   , 45.5 ,69.53,2
 1 ,N1109   , 46 ,70.02,2
 1 ,N1109   , 46.5 ,70.01,2
 1 ,N1109   , 47 ,70.68,2
 1 ,N1109   , 47.5 ,71.12,2
 1 ,N1109   , 48 ,71.75,1
 1 ,N1109   , 48.5 ,71.50,3
 1 ,N1109   , 49 ,72.33,2
 1 ,N1109   , 49.5 ,72.89,2
 1 ,N1109   , 50 ,72.59,2
 1 ,N1109   , 50.5 ,73.73,2
 1 ,N1109   , 51 ,74.15,2
 1 ,N1109   , 51.5 ,74.77,2
 1 ,N1109   , 52 ,74.51,1
 1 ,N1109   , 52.5 ,75.34,2
 1 ,N1109   , 53 ,75.23,1
 1 ,N1109   , 53.5 ,75.49,2
 1 ,N1109   , 54 ,75.66,2
 1 ,N1109   , 54.5 ,75.77,2
 1 ,N1109   , 55 ,76.51,2
 1 ,N1109   , 55.5 ,77.01,1
 1 ,N1109   , 56 ,77.34,3
 1 ,N1109   , 56.5 ,78.23,1
 1 ,N1109   , 57 ,78.48,2
 1 ,N1109   , 57.5 ,78.99,2
 1 ,N1109   , 58 ,78.99,2
 1 ,N1109   , 58.5 ,79.33,2
 1 ,N1109   , 59 ,79.55,2
 1 ,N1109   , 59.5 ,80.03,2
 1 ,N1109   , 60 ,80.69,2
 1 ,N1109   , 60.5 ,81.13,2
 1 ,N1109   , 61 ,81.75,2
 1 ,N1109   , 61.5 ,81.83,3
 1 ,N1109   , 62 ,82.22,2
 1 ,N1109   , 62.5 ,82.48,2
 1 ,N1109   , 63 ,82.65,1
 1 ,N1109   , 63.5 ,82.77,2
 1 ,N1109   , 64 ,83.18,3
 1 ,N1109   , 64.5 ,84.12,2
 1 ,N1109   , 65 ,84.41,2
 1 ,N1109   , 65.5 ,84.61,2
 1 ,N1109   , 66 ,85.41,2
 1 ,N1109   , 66.5 ,85.60,2
 1 ,N1109   , 67 ,85.74,3
 1 ,N1109   , 67.5 ,86.49,2
 1 ,N1109   , 68 ,86.66,2
 1 ,N1109   , 68.5 ,86.77,4
 1 ,N1109   , 69 ,87.18,2
 1 ,N1109   , 69.5 ,87.45,2
 1 ,N1109   , 70 ,87.64,2
 1 ,N1109   , 70.5 ,88.09,2
 1 ,N1109   , 71 ,88.73,2
 1 ,N1109   , 71.5 ,89.48,2
 1 ,N1109   , 72 ,89.99,2
 1 ,N1109   , 72.5 ,90.33,2
 1 ,N1109   , 73 ,90.55,3
 1 ,N1109   , 73.5 ,90.70,2
 1 ,N1109   , 74 ,92.13,3
 1 ,N1109   , 74.5 ,92.09,2
 1 ,N1109   , 75 ,92.06,2
 1 ,N1109   , 75.5 ,92.71,3
 1 ,N1109   , 76 ,92.47,2
 1 ,N1109   , 76.5 ,92.65,3
 1 ,N1109   , 77 ,93.10,2
 1 ,N1109   , 77.5 ,93.40,3
 1 ,N1109   , 78 ,93.93,2
 1 ,N1109   , 78.5 ,94.29,3
 1 ,N1109   , 79 ,94.53,3
 1 ,N1109   , 79.5 ,95.35,3
 1 ,N1109   , 80 ,95.23,2
 1 ,N1109   , 80.5 ,95.49,2
 1 ,N1109   , 81 ,95.99,3
 1 ,N1109   , 81.5 ,96.66,3
 1 ,N1109   , 82 ,97.11,3
 1 ,N1109   , 82.5 ,97.07,3
 1 ,N1109   , 83 ,97.38,3
 1 ,N1109   , 83.5 ,97.92,2
 1 ,N1109   , 84 ,98.28,3
 1 ,N1109   , 84.5 ,98.85,3
 1 ,N1109   , 85 ,98.90,4
 1 ,N1109   , 85.5 ,98.93,2
 1 ,N1109   , 86 ,99.29,2
 1 ,N1109   , 86.5 ,99.86,4
 1 ,N1109   , 87 ,100.57,2
 1 ,N1109   , 87.5 ,101.05,3
 1 ,N1109   , 88 ,101.37,3
 1 ,N1109   , 88.5 ,101.24,3
 1 ,N1109   , 89 ,102.16,4
 1 ,N1109   , 89.5 ,102.44,2
 1 ,N1109   , 90 ,102.63,4
 1 ,N1109   , 90.5 ,103.42,3
 1 ,N1109   , 91 ,103.61,3
 1 ,N1109   , 91.5 ,104.07,4
 1 ,N1109   , 92 ,104.72,3
 1 ,N1109   , 92.5 ,104.81,3
 1 ,N1109   , 93 ,105.21,3
 1 ,N1109   , 93.5 ,105.80,4
 1 ,N1109   , 94 ,105.54,3
 1 ,N1109   , 94.5 ,105.36,3
 1 ,N1109   , 95 ,105.91,3
 1 ,N1109   , 95.5 ,106.27,4
 1 ,N1109   , 96 ,107.51,3
 1 ,N1109   , 96.5 ,107.68,4
 1 ,N1109   , 97 ,108.12,3
 1 ,N1109   , 97.5 ,108.41,4
 1 ,N1109   , 98 ,108.27,3
 1 ,N1109   , 98.5 ,109.18,4
 1 ,N1109   , 99 ,109.79,4
 1 ,N1109   , 99.5 ,109.86,3
 1 ,N1109   , 100 ,110.57,4
 1 ,N1109   , 100.5 ,110.72,4
 1 ,N1109   , 101 ,111.48,3
 1 ,N1109   , 101.5 ,111.65,4
 1 ,N1109   , 102 ,111.77,4
 1 ,N1109   , 102.5 ,112.18,4
 1 ,N1109   , 103 ,112.45,4
 1 ,N1109   , 103.5 ,112.30,4
 1 ,N1109   , 104 ,112.87,4
 1 ,N1109   , 104.5 ,113.58,3
 1 ,N1109   , 105 ,113.72,4
 1 ,N1109   , 105.5 ,114.15,4
 1 ,N1109   , 106 ,114.43,4
 1 ,N1109   , 106.5 ,114.62,4
 1 ,N1109   , 107 ,114.75,4
 1 ,N1109   , 107.5 ,115.16,4
 1 ,N1109   , 108 ,115.44,4
 1 ,N1109   , 108.5 ,115.63,4
 1 ,N1109   , 109 ,115.75,4
 1 ,N1109   , 109.5 ,116.50,4
 1 ,N1109   , 110 ,117.00,4
 1 ,N1109   , 110.5 ,118.00,4
 1 ,N1109   , 111 ,118.33,4
 1 ,N1109   , 111.5 ,118.56,5
 1 ,N1109   , 112 ,119.04,4
 1 ,N1109   , 112.5 ,118.69,4
 1 ,N1109   , 113 ,119.13,5
 1 ,N1109   , 113.5 ,119.75,4
 1 ,N1109   , 114 ,120.17,4
 1 ,N1109   , 114.5 ,120.78,5
 1 ,N1109   , 115 ,121.19,4
 1 ,N1109   , 115.5 ,121.46,4
 1 ,N1109   , 116 ,121.64,5
 1 ,N1109   , 116.5 ,122.09,5
 1 ,N1109   , 117 ,122.39,4
 1 ,N1109   , 117.5 ,122.60,5
 1 ,N1109   , 118 ,123.40,4
 1 ,N1109   , 118.5 ,123.27,4
 1 ,N1109   , 119 ,123.51,4
 1 ,N1109   , 119.5 ,124.01,4
 1 ,N1109   , 120 ,124.67,5
 1 ,N1109   , 120.5 ,125.11,4
 1 ,N1109   , 121 ,125.41,5
 1 ,N1109   , 121.5 ,125.94,4
 1 ,N1109   , 122 ,125.96,4
 1 ,N1109   , 122.5 ,126.31,5
 1 ,N1109   , 123 ,126.54,4
 1 ,N1109   , 123.5 ,126.69,4
 1 ,N1109   , 124 ,127.13,4
 1 ,N1109   , 124.5 ,127.75,5
 1 ,N1109   , 125 ,127.50,5
 1 ,N1109   , 125.5 ,128.33,4
 1 ,N1109   , 126 ,128.89,5
 1 ,N1109   , 126.5 ,129.26,4
 1 ,N1109   , 127 ,129.84,5
 1 ,N1109   , 127.5 ,130.23,4
 1 ,N1109   , 128 ,130.48,6
 1 ,N1109   , 128.5 ,130.66,3
 1 ,N1109   , 129 ,130.77,4
 1 ,N1109   , 129.5 ,131.51,5
 1 ,N1109   , 130 ,132.01,4
 1 ,N1109   , 130.5 ,132.01,5
 1 ,N1109   , 131 ,132.67,5
 1 ,N1109   , 131.5 ,132.78,4
 1 ,N1109   , 132 ,133.19,5
 1 ,N1109   , 132.5 ,133.79,5
 1 ,N1109   , 133 ,133.86,5
 1 ,N1109   , 133.5 ,134.24,4
 1 ,N1109   , 134 ,134.49,5
 1 ,N1109   , 134.5 ,135.00,4
 1 ,N1109   , 135 ,135.33,4
 1 ,N1109   , 135.5 ,135.55,5
 1 ,N1109   , 136 ,136.04,4
 1 ,N1109   , 136.5 ,136.69,4
 1 ,N1109   , 137 ,137.46,4
 1 ,N1109   , 137.5 ,138.31,5
 1 ,N1109   , 138 ,138.20,6
 1 ,N1109   , 138.5 ,138.14,4
 1 ,N1109   , 139 ,138.76,4
 1 ,N1109   , 139.5 ,139.17,5
 1 ,N1109   , 140 ,139.45,5
 1 ,N1109   , 140.5 ,139.97,5
 1 ,N1109   , 141 ,140.31,4
 1 ,N1109   , 141.5 ,140.87,4
 1 ,N1109   , 142 ,141.25,5
 1 ,N1109   , 142.5 ,141.83,4
 1 ,N1109   , 143 ,142.22,5
 1 ,N1109   , 143.5 ,142.48,5
 1 ,N1109   , 144 ,142.65,4
 1 ,N1109   , 144.5 ,143.10,6
 1 ,N1109   , 145 ,143.40,5
 1 ,N1109   , 145.5 ,143.60,5
 1 ,N1109   , 146 ,143.73,4
 1 ,N1109   , 146.5 ,143.82,5
 1 ,N1109   , 147 ,144.22,5
 1 ,N1109   , 147.5 ,144.48,5
 1 ,N1109   , 148 ,144.65,4
 1 ,N1109   , 148.5 ,145.43,4
 1 ,N1109   , 149 ,145.96,5
 1 ,N1109   , 149.5 ,145.97,4
 1 ,N1109   , 150 ,145.98,5
 1 ,N1109   , 150.5 ,146.32,4
 1 ,N1109   , 151 ,146.88,5
 1 ,N1109   , 151.5 ,147.59,4
 1 ,N1109   , 152 ,148.39,5
 1 ,N1109   , 152.5 ,148.59,5
 1 ,N1109   , 153 ,148.40,4
 1 ,N1109   , 153.5 ,148.93,4
 1 ,N1109   , 154 ,149.29,5
 1 ,N1109   , 154.5 ,149.52,4
 1 ,N1109   , 155 ,150.02,4
 1 ,N1109   , 155.5 ,150.34,5
 1 ,N1109   , 156 ,150.90,5
 1 ,N1109   , 156.5 ,151.26,4
 1 ,N1109   , 157 ,151.18,4
 1 ,N1109   , 157.5 ,151.78,4
 1 ,N1109   , 158 ,152.52,5
 1 ,N1109   , 158.5 ,153.35,4
 1 ,N1109   , 159 ,153.57,5
 1 ,N1109   , 159.5 ,153.71,5
 1 ,N1109   , 160 ,154.14,3
 1 ,N1109   , 160.5 ,154.76,5
 1 ,N1109   , 161 ,155.51,5
 1 ,N1109   , 161.5 ,155.00,3
 1 ,N1109   , 162 ,155.34,5
 1 ,N1109   , 162.5 ,155.56,4
 1 ,N1109   , 163 ,156.04,4
 1 ,N1109   , 163.5 ,156.36,4
 1 ,N1109   , 164 ,156.57,5
 1 ,N1109   , 164.5 ,157.05,4
 1 ,N1109   , 165 ,157.37,5
 1 ,N1109   , 165.5 ,157.58,3
 1 ,N1109   , 166 ,158.38,5
 1 ,N1109   , 166.5 ,158.92,3
 1 ,N1109   , 167 ,158.95,5
 1 ,N1109   , 167.5 ,159.30,4
 1 ,N1109   , 168 ,159.87,4
 1 ,N1109   , 168.5 ,159.91,4
 1 ,N1109   , 169 ,159.94,4
 1 ,N1109   , 169.5 ,160.29,3
 1 ,N1109   , 170 ,160.20,4
 1 ,N1109   , 170.5 ,160.80,4
 1 ,N1109   , 171 ,161.20,4
 1 ,N1109   , 171.5 ,161.80,5
 1 ,N1109   , 172 ,162.20,3
 1 ,N1109   , 172.5 ,162.80,4
 1 ,N1109   , 173 ,163.87,5
 1 ,N1109   , 173.5 ,164.24,4
 1 ,N1109   , 174 ,164.16,4
 1 ,N1109   , 174.5 ,164.78,4
 1 ,N1109   , 175 ,164.85,4
 1 ,N1109   , 175.5 ,165.57,4
 1 ,N1109   , 176 ,166.04,4
 1 ,N1109   , 176.5 ,166.03,4
 1 ,N1109   , 177 ,166.69,4
 1 ,N1109   , 177.5 ,166.79,4
 1 ,N1109   , 178 ,167.19,3
 1 ,N1109   , 178.5 ,167.13,4
 1 ,N1109   , 179 ,167.75,3
 1 ,N1109   , 179.5 ,168.17,4
 1 ,N1109   , 180 ,168.45,3
 1 ,N1109   , 180.5 ,168.96,4
 1 ,N1109   , 181 ,169.64,3
 1 ,N1109   , 181.5 ,169.76,4
 1 ,N1109   , 182 ,170.17,4
 1 ,N1109   , 182.5 ,170.78,3
 1 ,N1109   , 183 ,171.52,3
 1 ,N1109   , 183.5 ,172.01,3
 1 ,N1109   , 184 ,172.01,3
 1 ,N1109   , 184.5 ,172.34,4
 1 ,N1109   , 185 ,172.89,3
 1 ,N1109   , 185.5 ,173.26,3
 1 ,N1109   , 186 ,173.17,4
 1 ,N1109   , 186.5 ,173.45,3
 1 ,N1109   , 187 ,173.97,3
 1 ,N1109   , 187.5 ,174.31,4
 1 ,N1109   , 188 ,174.87,3
 1 ,N1109   , 188.5 ,175.25,4
 1 ,N1109   , 189 ,175.50,3
 1 ,N1109   , 189.5 ,176.00,3
 1 ,N1109   , 190 ,176.33,3
 1 ,N1109   , 190.5 ,177.22,4
 1 ,N1109   , 191 ,177.48,2
 1 ,N1109   , 191.5 ,177.99,3
 1 ,N1109   , 192 ,178.33,6
 1 ,N1109   , 192.5 ,178.55,3
 1 ,N1109   , 193 ,179.03,3
 1 ,N1109   , 193.5 ,179.02,3
 1 ,N1109   , 194 ,178.68,3
 1 ,N1109   , 194.5 ,179.12,3
 1 ,N1109   , 195 ,179.41,5
 1 ,N1109   , 195.5 ,179.61,2
 1 ,N1109   , 196 ,180.41,4
 1 ,N1109   , 196.5 ,181.27,3
