                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 11
Date & Time:     4/1/2019 12:00:21 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 11 ,N1068   , 0 ,37.00,2
 11 ,N1068   , 0.5 ,36.67,2
 11 ,N1068   , 1 ,36.78,2
 11 ,N1068   , 1.5 ,36.19,1
 11 ,N1068   , 2 ,36.12,2
 11 ,N1068   , 2.5 ,36.08,1
 11 ,N1068   , 3 ,36.05,2
 11 ,N1068   , 3.5 ,35.70,1
 11 ,N1068   , 4 ,36.14,1
 11 ,N1068   , 4.5 ,36.76,2
 11 ,N1068   , 5 ,38.17,2
 11 ,N1068   , 5.5 ,39.11,1
 11 ,N1068   , 6 ,39.74,2
 11 ,N1068   , 6.5 ,41.16,1
 11 ,N1068   , 7 ,41.77,2
 11 ,N1068   , 7.5 ,44.52,1
 11 ,N1068   , 8 ,44.01,2
 11 ,N1068   , 8.5 ,43.67,1
 11 ,N1068   , 9 ,43.78,1
 11 ,N1068   , 9.5 ,43.86,1
 11 ,N1068   , 10 ,44.24,2
 11 ,N1068   , 10.5 ,44.49,1
 11 ,N1068   , 11 ,44.66,1
 11 ,N1068   , 11.5 ,44.44,2
 11 ,N1068   , 12 ,44.96,1
 11 ,N1068   , 12.5 ,45.64,1
 11 ,N1068   , 13 ,45.76,2
 11 ,N1068   , 13.5 ,46.51,2
 11 ,N1068   , 14 ,47.00,1
 11 ,N1068   , 14.5 ,47.34,2
 11 ,N1068   , 15 ,45.89,2
 11 ,N1068   , 15.5 ,46.93,1
 11 ,N1068   , 16 ,47.28,2
 11 ,N1068   , 16.5 ,47.52,1
 11 ,N1068   , 17 ,48.35,2
 11 ,N1068   , 17.5 ,48.57,1
 11 ,N1068   , 18 ,49.04,2
 11 ,N1068   , 18.5 ,49.36,0
 11 ,N1068   , 19 ,50.24,2
 11 ,N1068   , 19.5 ,51.16,1
 11 ,N1068   , 20 ,51.11,2
 11 ,N1068   , 20.5 ,49.74,1
 11 ,N1068   , 21 ,50.49,2
 11 ,N1068   , 21.5 ,50.99,2
 11 ,N1068   , 22 ,52.00,1
 11 ,N1068   , 22.5 ,52.66,2
 11 ,N1068   , 23 ,53.11,2
 11 ,N1068   , 23.5 ,53.41,2
 11 ,N1068   , 24 ,53.94,2
 11 ,N1068   , 24.5 ,54.29,1
 11 ,N1068   , 25 ,54.53,2
 11 ,N1068   , 25.5 ,55.35,1
 11 ,N1068   , 26 ,55.90,2
 11 ,N1068   , 26.5 ,56.27,1
 11 ,N1068   , 27 ,56.18,2
 11 ,N1068   , 27.5 ,56.79,1
 11 ,N1068   , 28 ,56.52,2
 11 ,N1068   , 28.5 ,57.02,2
 11 ,N1068   , 29 ,57.68,2
 11 ,N1068   , 29.5 ,58.45,1
 11 ,N1068   , 30 ,58.63,2
 11 ,N1068   , 30.5 ,58.42,2
 11 ,N1068   , 31 ,59.28,1
 11 ,N1068   , 31.5 ,59.85,2
 11 ,N1068   , 32 ,60.24,1
 11 ,N1068   , 32.5 ,60.82,2
 11 ,N1068   , 33 ,60.88,2
