                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 14
Date & Time:     4/1/2019 12:00:21 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 14 ,N1105   , 0 ,35.00,3
 14 ,N1105   , 0.5 ,35.33,2
 14 ,N1105   , 1 ,35.89,2
 14 ,N1105   , 1.5 ,35.59,2
 14 ,N1105   , 2 ,35.73,2
 14 ,N1105   , 2.5 ,35.82,2
 14 ,N1105   , 3 ,35.88,3
 14 ,N1105   , 3.5 ,35.59,3
 14 ,N1105   , 4 ,36.06,1
 14 ,N1105   , 4.5 ,36.70,2
 14 ,N1105   , 5 ,38.14,2
 14 ,N1105   , 5.5 ,39.09,2
 14 ,N1105   , 6 ,39.73,2
 14 ,N1105   , 6.5 ,41.15,1
 14 ,N1105   , 7 ,41.77,1
 14 ,N1105   , 7.5 ,44.51,2
 14 ,N1105   , 8 ,44.01,3
 14 ,N1105   , 8.5 ,43.67,1
 14 ,N1105   , 9 ,43.78,1
 14 ,N1105   , 9.5 ,43.85,2
 14 ,N1105   , 10 ,44.24,1
 14 ,N1105   , 10.5 ,44.49,2
 14 ,N1105   , 11 ,44.66,2
 14 ,N1105   , 11.5 ,44.44,2
 14 ,N1105   , 12 ,44.96,1
 14 ,N1105   , 12.5 ,45.64,2
 14 ,N1105   , 13 ,45.76,1
 14 ,N1105   , 13.5 ,46.51,2
 14 ,N1105   , 14 ,47.00,1
 14 ,N1105   , 14.5 ,47.34,2
 14 ,N1105   , 15 ,45.89,1
 14 ,N1105   , 15.5 ,46.93,2
 14 ,N1105   , 16 ,47.28,1
 14 ,N1105   , 16.5 ,47.52,2
 14 ,N1105   , 17 ,48.35,1
 14 ,N1105   , 17.5 ,48.57,2
 14 ,N1105   , 18 ,49.04,1
 14 ,N1105   , 18.5 ,49.36,2
 14 ,N1105   , 19 ,50.24,1
 14 ,N1105   , 19.5 ,51.16,2
 14 ,N1105   , 20 ,51.11,2
 14 ,N1105   , 20.5 ,49.74,1
 14 ,N1105   , 21 ,50.49,2
 14 ,N1105   , 21.5 ,50.99,1
 14 ,N1105   , 22 ,52.00,2
 14 ,N1105   , 22.5 ,52.66,2
 14 ,N1105   , 23 ,53.11,2
 14 ,N1105   , 23.5 ,53.41,1
 14 ,N1105   , 24 ,53.94,1
 14 ,N1105   , 24.5 ,54.29,3
 14 ,N1105   , 25 ,54.53,1
 14 ,N1105   , 25.5 ,55.35,2
 14 ,N1105   , 26 ,55.90,2
 14 ,N1105   , 26.5 ,56.27,1
 14 ,N1105   , 27 ,56.18,2
 14 ,N1105   , 27.5 ,56.79,2
 14 ,N1105   , 28 ,56.52,2
 14 ,N1105   , 28.5 ,57.02,2
 14 ,N1105   , 29 ,57.68,1
 14 ,N1105   , 29.5 ,58.45,2
 14 ,N1105   , 30 ,58.63,2
 14 ,N1105   , 30.5 ,58.42,1
 14 ,N1105   , 31 ,59.28,2
 14 ,N1105   , 31.5 ,59.85,2
 14 ,N1105   , 32 ,60.24,1
 14 ,N1105   , 32.5 ,60.82,2
 14 ,N1105   , 33 ,60.88,1
 14 ,N1105   , 33.5 ,60.92,2
 14 ,N1105   , 34 ,61.61,2
 14 ,N1105   , 34.5 ,61.41,2
 14 ,N1105   , 35 ,62.27,2
 14 ,N1105   , 35.5 ,62.18,1
 14 ,N1105   , 36 ,62.12,2
 14 ,N1105   , 36.5 ,62.41,1
 14 ,N1105   , 37 ,63.28,2
 14 ,N1105   , 37.5 ,64.85,2
 14 ,N1105   , 38 ,64.90,2
 14 ,N1105   , 38.5 ,64.60,1
 14 ,N1105   , 39 ,65.07,2
 14 ,N1105   , 39.5 ,65.38,1
 14 ,N1105   , 40 ,65.25,2
 14 ,N1105   , 40.5 ,65.83,1
 14 ,N1105   , 41 ,66.22,2
 14 ,N1105   , 41.5 ,67.15,2
 14 ,N1105   , 42 ,67.77,2
 14 ,N1105   , 42.5 ,67.84,2
 14 ,N1105   , 43 ,67.90,2
 14 ,N1105   , 43.5 ,68.26,2
 14 ,N1105   , 44 ,68.18,2
 14 ,N1105   , 44.5 ,68.45,2
 14 ,N1105   , 45 ,69.30,2
 14 ,N1105   , 45.5 ,69.53,1
 14 ,N1105   , 46 ,70.02,2
 14 ,N1105   , 46.5 ,70.01,1
 14 ,N1105   , 47 ,70.68,3
 14 ,N1105   , 47.5 ,71.12,1
 14 ,N1105   , 48 ,71.75,1
 14 ,N1105   , 48.5 ,71.50,2
 14 ,N1105   , 49 ,72.33,2
 14 ,N1105   , 49.5 ,72.89,3
 14 ,N1105   , 50 ,72.59,1
 14 ,N1105   , 50.5 ,73.73,2
 14 ,N1105   , 51 ,74.15,1
 14 ,N1105   , 51.5 ,74.77,2
 14 ,N1105   , 52 ,74.51,2
 14 ,N1105   , 52.5 ,75.34,2
 14 ,N1105   , 53 ,75.23,2
 14 ,N1105   , 53.5 ,75.49,3
 14 ,N1105   , 54 ,75.66,2
 14 ,N1105   , 54.5 ,75.77,2
 14 ,N1105   , 55 ,76.51,2
 14 ,N1105   , 55.5 ,77.01,2
 14 ,N1105   , 56 ,77.34,1
 14 ,N1105   , 56.5 ,78.23,2
 14 ,N1105   , 57 ,78.48,2
 14 ,N1105   , 57.5 ,78.99,3
 14 ,N1105   , 58 ,78.99,3
 14 ,N1105   , 58.5 ,79.33,1
 14 ,N1105   , 59 ,79.55,3
 14 ,N1105   , 59.5 ,80.03,1
 14 ,N1105   , 60 ,80.69,3
 14 ,N1105   , 60.5 ,81.13,2
 14 ,N1105   , 61 ,81.75,2
 14 ,N1105   , 61.5 ,81.83,2
 14 ,N1105   , 62 ,82.22,2
 14 ,N1105   , 62.5 ,82.48,3
 14 ,N1105   , 63 ,82.65,2
 14 ,N1105   , 63.5 ,82.77,2
 14 ,N1105   , 64 ,83.18,4
 14 ,N1105   , 64.5 ,84.12,3
 14 ,N1105   , 65 ,84.41,2
 14 ,N1105   , 65.5 ,84.61,3
 14 ,N1105   , 66 ,85.41,2
 14 ,N1105   , 66.5 ,85.60,3
 14 ,N1105   , 67 ,85.74,2
 14 ,N1105   , 67.5 ,86.49,2
 14 ,N1105   , 68 ,86.66,3
 14 ,N1105   , 68.5 ,86.77,3
 14 ,N1105   , 69 ,87.18,2
 14 ,N1105   , 69.5 ,87.45,3
 14 ,N1105   , 70 ,87.64,4
 14 ,N1105   , 70.5 ,88.09,3
 14 ,N1105   , 71 ,88.73,3
 14 ,N1105   , 71.5 ,89.48,3
 14 ,N1105   , 72 ,89.99,2
 14 ,N1105   , 72.5 ,90.33,3
 14 ,N1105   , 73 ,90.55,3
 14 ,N1105   , 73.5 ,90.70,4
 14 ,N1105   , 74 ,92.13,3
 14 ,N1105   , 74.5 ,92.09,3
 14 ,N1105   , 75 ,92.06,3
 14 ,N1105   , 75.5 ,92.71,4
 14 ,N1105   , 76 ,92.47,4
 14 ,N1105   , 76.5 ,92.65,4
 14 ,N1105   , 77 ,93.10,4
 14 ,N1105   , 77.5 ,93.40,4
 14 ,N1105   , 78 ,93.93,4
 14 ,N1105   , 78.5 ,94.29,5
 14 ,N1105   , 79 ,94.53,3
 14 ,N1105   , 79.5 ,95.35,5
 14 ,N1105   , 80 ,95.23,4
 14 ,N1105   , 80.5 ,95.49,5
 14 ,N1105   , 81 ,95.99,5
 14 ,N1105   , 81.5 ,96.66,5
 14 ,N1105   , 82 ,97.11,5
 14 ,N1105   , 82.5 ,97.07,5
 14 ,N1105   , 83 ,97.38,6
 14 ,N1105   , 83.5 ,97.92,4
 14 ,N1105   , 84 ,98.28,6
 14 ,N1105   , 84.5 ,98.85,5
 14 ,N1105   , 85 ,98.90,5
 14 ,N1105   , 85.5 ,98.93,6
 14 ,N1105   , 86 ,99.29,6
 14 ,N1105   , 86.5 ,99.86,5
 14 ,N1105   , 87 ,100.57,6
 14 ,N1105   , 87.5 ,101.05,6
 14 ,N1105   , 88 ,101.37,6
 14 ,N1105   , 88.5 ,101.24,5
 14 ,N1105   , 89 ,102.16,6
 14 ,N1105   , 89.5 ,102.44,7
 14 ,N1105   , 90 ,102.63,6
 14 ,N1105   , 90.5 ,103.42,6
 14 ,N1105   , 91 ,103.61,6
 14 ,N1105   , 91.5 ,104.07,7
 14 ,N1105   , 92 ,104.72,7
 14 ,N1105   , 92.5 ,104.81,6
 14 ,N1105   , 93 ,105.21,6
 14 ,N1105   , 93.5 ,105.80,7
 14 ,N1105   , 94 ,105.54,7
 14 ,N1105   , 94.5 ,105.36,7
 14 ,N1105   , 95 ,105.91,7
 14 ,N1105   , 95.5 ,106.27,7
