                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 38
Date & Time:     4/1/2019 12:00:21 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 38 ,N1096   , 0 ,36.00,2
 38 ,N1096   , 0.5 ,36.00,3
 38 ,N1096   , 1 ,36.33,2
 38 ,N1096   , 1.5 ,35.89,2
 38 ,N1096   , 2 ,35.93,2
 38 ,N1096   , 2.5 ,35.95,2
 38 ,N1096   , 3 ,35.97,2
 38 ,N1096   , 3.5 ,35.64,2
 38 ,N1096   , 4 ,36.10,4
 38 ,N1096   , 4.5 ,36.73,2
 38 ,N1096   , 5 ,38.15,2
 38 ,N1096   , 5.5 ,39.10,1
 38 ,N1096   , 6 ,39.74,2
 38 ,N1096   , 6.5 ,41.16,2
 38 ,N1096   , 7 ,41.77,2
 38 ,N1096   , 7.5 ,44.51,2
 38 ,N1096   , 8 ,44.01,1
 38 ,N1096   , 8.5 ,43.67,2
 38 ,N1096   , 9 ,43.78,3
 38 ,N1096   , 9.5 ,43.85,1
 38 ,N1096   , 10 ,44.24,2
 38 ,N1096   , 10.5 ,44.49,1
 38 ,N1096   , 11 ,44.66,3
 38 ,N1096   , 11.5 ,44.44,1
 38 ,N1096   , 12 ,44.96,3
 38 ,N1096   , 12.5 ,45.64,2
 38 ,N1096   , 13 ,45.76,2
 38 ,N1096   , 13.5 ,46.51,2
 38 ,N1096   , 14 ,47.00,2
 38 ,N1096   , 14.5 ,47.34,1
 38 ,N1096   , 15 ,45.89,3
 38 ,N1096   , 15.5 ,46.93,2
 38 ,N1096   , 16 ,47.28,2
 38 ,N1096   , 16.5 ,47.52,2
 38 ,N1096   , 17 ,48.35,2
 38 ,N1096   , 17.5 ,48.57,1
 38 ,N1096   , 18 ,49.04,2
 38 ,N1096   , 18.5 ,49.36,3
 38 ,N1096   , 19 ,50.24,2
 38 ,N1096   , 19.5 ,51.16,1
 38 ,N1096   , 20 ,51.11,2
 38 ,N1096   , 20.5 ,49.74,2
 38 ,N1096   , 21 ,50.49,2
 38 ,N1096   , 21.5 ,50.99,2
 38 ,N1096   , 22 ,52.00,2
 38 ,N1096   , 22.5 ,52.66,1
 38 ,N1096   , 23 ,53.11,2
 38 ,N1096   , 23.5 ,53.41,2
 38 ,N1096   , 24 ,53.94,1
 38 ,N1096   , 24.5 ,54.29,2
 38 ,N1096   , 25 ,54.53,2
 38 ,N1096   , 25.5 ,55.35,2
 38 ,N1096   , 26 ,55.90,1
 38 ,N1096   , 26.5 ,56.27,2
 38 ,N1096   , 27 ,56.18,2
 38 ,N1096   , 27.5 ,56.79,2
 38 ,N1096   , 28 ,56.52,1
 38 ,N1096   , 28.5 ,57.02,2
 38 ,N1096   , 29 ,57.68,2
 38 ,N1096   , 29.5 ,58.45,1
 38 ,N1096   , 30 ,58.63,2
 38 ,N1096   , 30.5 ,58.42,2
 38 ,N1096   , 31 ,59.28,1
 38 ,N1096   , 31.5 ,59.85,2
 38 ,N1096   , 32 ,60.24,2
 38 ,N1096   , 32.5 ,60.82,2
 38 ,N1096   , 33 ,60.88,2
 38 ,N1096   , 33.5 ,60.92,1
 38 ,N1096   , 34 ,61.61,2
 38 ,N1096   , 34.5 ,61.41,2
 38 ,N1096   , 35 ,62.27,1
 38 ,N1096   , 35.5 ,62.18,2
 38 ,N1096   , 36 ,62.12,2
 38 ,N1096   , 36.5 ,62.41,2
 38 ,N1096   , 37 ,63.28,2
 38 ,N1096   , 37.5 ,64.85,2
 38 ,N1096   , 38 ,64.90,2
 38 ,N1096   , 38.5 ,64.60,2
 38 ,N1096   , 39 ,65.07,1
 38 ,N1096   , 39.5 ,65.38,2
 38 ,N1096   , 40 ,65.25,2
 38 ,N1096   , 40.5 ,65.83,2
 38 ,N1096   , 41 ,66.22,1
 38 ,N1096   , 41.5 ,67.15,2
 38 ,N1096   , 42 ,67.77,2
 38 ,N1096   , 42.5 ,67.84,1
 38 ,N1096   , 43 ,67.90,2
 38 ,N1096   , 43.5 ,68.26,3
 38 ,N1096   , 44 ,68.18,2
 38 ,N1096   , 44.5 ,68.45,2
 38 ,N1096   , 45 ,69.30,1
 38 ,N1096   , 45.5 ,69.53,2
