                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-groups-2-1-3 7
Date & Time:     4/1/2019 12:00:20 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 7 ,N1168   , 0 ,34.00,2
 7 ,N1168   , 0.5 ,34.67,2
 7 ,N1168   , 1 ,35.44,1
 7 ,N1168   , 1.5 ,35.30,1
 7 ,N1168   , 2 ,35.53,2
 7 ,N1168   , 2.5 ,35.69,1
 7 ,N1168   , 3 ,35.79,1
 7 ,N1168   , 3.5 ,35.53,2
 7 ,N1168   , 4 ,36.02,1
 7 ,N1168   , 4.5 ,36.68,2
 7 ,N1168   , 5 ,38.12,1
 7 ,N1168   , 5.5 ,39.08,1
 7 ,N1168   , 6 ,39.72,2
 7 ,N1168   , 6.5 ,41.15,1
 7 ,N1168   , 7 ,41.76,2
 7 ,N1168   , 7.5 ,44.51,2
 7 ,N1168   , 8 ,44.01,1
 7 ,N1168   , 8.5 ,43.67,1
 7 ,N1168   , 9 ,43.78,1
 7 ,N1168   , 9.5 ,43.85,2
 7 ,N1168   , 10 ,44.24,1
 7 ,N1168   , 10.5 ,44.49,1
 7 ,N1168   , 11 ,44.66,1
 7 ,N1168   , 11.5 ,44.44,1
 7 ,N1168   , 12 ,44.96,2
 7 ,N1168   , 12.5 ,45.64,1
 7 ,N1168   , 13 ,45.76,1
 7 ,N1168   , 13.5 ,46.51,1
 7 ,N1168   , 14 ,47.00,2
 7 ,N1168   , 14.5 ,47.34,1
 7 ,N1168   , 15 ,45.89,2
 7 ,N1168   , 15.5 ,46.93,1
 7 ,N1168   , 16 ,47.28,3
 7 ,N1168   , 16.5 ,47.52,2
 7 ,N1168   , 17 ,48.35,1
 7 ,N1168   , 17.5 ,48.57,1
 7 ,N1168   , 18 ,49.04,1
 7 ,N1168   , 18.5 ,49.36,1
 7 ,N1168   , 19 ,50.24,2
 7 ,N1168   , 19.5 ,51.16,1
 7 ,N1168   , 20 ,51.11,1
 7 ,N1168   , 20.5 ,49.74,1
 7 ,N1168   , 21 ,50.49,2
 7 ,N1168   , 21.5 ,50.99,1
 7 ,N1168   , 22 ,52.00,1
 7 ,N1168   , 22.5 ,52.66,2
 7 ,N1168   , 23 ,53.11,2
 7 ,N1168   , 23.5 ,53.41,1
 7 ,N1168   , 24 ,53.94,1
 7 ,N1168   , 24.5 ,54.29,3
 7 ,N1168   , 25 ,54.53,2
 7 ,N1168   , 25.5 ,55.35,2
 7 ,N1168   , 26 ,55.90,1
 7 ,N1168   , 26.5 ,56.27,3
 7 ,N1168   , 27 ,56.18,1
 7 ,N1168   , 27.5 ,56.79,2
 7 ,N1168   , 28 ,56.52,1
 7 ,N1168   , 28.5 ,57.02,2
 7 ,N1168   , 29 ,57.68,1
 7 ,N1168   , 29.5 ,58.45,1
 7 ,N1168   , 30 ,58.63,2
 7 ,N1168   , 30.5 ,58.42,1
 7 ,N1168   , 31 ,59.28,2
 7 ,N1168   , 31.5 ,59.85,2
 7 ,N1168   , 32 ,60.24,1
 7 ,N1168   , 32.5 ,60.82,1
 7 ,N1168   , 33 ,60.88,1
 7 ,N1168   , 33.5 ,60.92,2
 7 ,N1168   , 34 ,61.61,2
 7 ,N1168   , 34.5 ,61.41,1
 7 ,N1168   , 35 ,62.27,2
 7 ,N1168   , 35.5 ,62.18,1
 7 ,N1168   , 36 ,62.12,2
 7 ,N1168   , 36.5 ,62.41,1
 7 ,N1168   , 37 ,63.28,2
 7 ,N1168   , 37.5 ,64.85,3
 7 ,N1168   , 38 ,64.90,2
 7 ,N1168   , 38.5 ,64.60,2
 7 ,N1168   , 39 ,65.07,1
 7 ,N1168   , 39.5 ,65.38,2
 7 ,N1168   , 40 ,65.25,2
 7 ,N1168   , 40.5 ,65.83,2
 7 ,N1168   , 41 ,66.22,2
 7 ,N1168   , 41.5 ,67.15,3
 7 ,N1168   , 42 ,67.77,1
 7 ,N1168   , 42.5 ,67.84,2
 7 ,N1168   , 43 ,67.90,1
 7 ,N1168   , 43.5 ,68.26,2
 7 ,N1168   , 44 ,68.18,2
 7 ,N1168   , 44.5 ,68.45,2
 7 ,N1168   , 45 ,69.30,1
 7 ,N1168   , 45.5 ,69.53,3
 7 ,N1168   , 46 ,70.02,2
 7 ,N1168   , 46.5 ,70.01,1
 7 ,N1168   , 47 ,70.68,5
 7 ,N1168   , 47.5 ,71.12,2
 7 ,N1168   , 48 ,71.75,2
 7 ,N1168   , 48.5 ,71.50,4
 7 ,N1168   , 49 ,72.33,3
 7 ,N1168   , 49.5 ,72.89,2
 7 ,N1168   , 50 ,72.59,5
 7 ,N1168   , 50.5 ,73.73,3
 7 ,N1168   , 51 ,74.15,5
 7 ,N1168   , 51.5 ,74.77,4
 7 ,N1168   , 52 ,74.51,5
 7 ,N1168   , 52.5 ,75.34,6
 7 ,N1168   , 53 ,75.23,3
 7 ,N1168   , 53.5 ,75.49,3
 7 ,N1168   , 54 ,75.66,5
 7 ,N1168   , 54.5 ,75.77,4
 7 ,N1168   , 55 ,76.51,3
 7 ,N1168   , 55.5 ,77.01,3
 7 ,N1168   , 56 ,77.34,3
 7 ,N1168   , 56.5 ,78.23,4
 7 ,N1168   , 57 ,78.48,2
 7 ,N1168   , 57.5 ,78.99,2
 7 ,N1168   , 58 ,78.99,4
 7 ,N1168   , 58.5 ,79.33,3
 7 ,N1168   , 59 ,79.55,3
 7 ,N1168   , 59.5 ,80.03,2
 7 ,N1168   , 60 ,80.69,2
 7 ,N1168   , 60.5 ,81.13,2
 7 ,N1168   , 61 ,81.75,4
 7 ,N1168   , 61.5 ,81.83,3
 7 ,N1168   , 62 ,82.22,3
 7 ,N1168   , 62.5 ,82.48,3
 7 ,N1168   , 63 ,82.65,3
 7 ,N1168   , 63.5 ,82.77,3
 7 ,N1168   , 64 ,83.18,3
 7 ,N1168   , 64.5 ,84.12,2
 7 ,N1168   , 65 ,84.41,3
 7 ,N1168   , 65.5 ,84.61,3
 7 ,N1168   , 66 ,85.41,3
 7 ,N1168   , 66.5 ,85.60,3
 7 ,N1168   , 67 ,85.74,4
 7 ,N1168   , 67.5 ,86.49,4
 7 ,N1168   , 68 ,86.66,4
 7 ,N1168   , 68.5 ,86.77,3
 7 ,N1168   , 69 ,87.18,4
 7 ,N1168   , 69.5 ,87.45,4
 7 ,N1168   , 70 ,87.64,5
 7 ,N1168   , 70.5 ,88.09,3
 7 ,N1168   , 71 ,88.73,4
 7 ,N1168   , 71.5 ,89.48,5
 7 ,N1168   , 72 ,89.99,4
 7 ,N1168   , 72.5 ,90.33,5
 7 ,N1168   , 73 ,90.55,4
 7 ,N1168   , 73.5 ,90.70,5
 7 ,N1168   , 74 ,92.13,4
 7 ,N1168   , 74.5 ,92.09,5
 7 ,N1168   , 75 ,92.06,5
 7 ,N1168   , 75.5 ,92.71,7
 7 ,N1168   , 76 ,92.47,5
 7 ,N1168   , 76.5 ,92.65,6
 7 ,N1168   , 77 ,93.10,6
 7 ,N1168   , 77.5 ,93.40,6
 7 ,N1168   , 78 ,93.93,6
 7 ,N1168   , 78.5 ,94.29,6
 7 ,N1168   , 79 ,94.53,7
 7 ,N1168   , 79.5 ,95.35,7
 7 ,N1168   , 80 ,95.23,6
 7 ,N1168   , 80.5 ,95.49,6
 7 ,N1168   , 81 ,95.99,8
 7 ,N1168   , 81.5 ,96.66,7
 7 ,N1168   , 82 ,97.11,6
 7 ,N1168   , 82.5 ,97.07,8
 7 ,N1168   , 83 ,97.38,8
 7 ,N1168   , 83.5 ,97.92,8
 7 ,N1168   , 84 ,98.28,8
 7 ,N1168   , 84.5 ,98.85,8
 7 ,N1168   , 85 ,98.90,9
 7 ,N1168   , 85.5 ,98.93,8
 7 ,N1168   , 86 ,99.29,8
 7 ,N1168   , 86.5 ,99.86,8
 7 ,N1168   , 87 ,100.57,9
 7 ,N1168   , 87.5 ,101.05,9
 7 ,N1168   , 88 ,101.37,9
 7 ,N1168   , 88.5 ,101.24,9
 7 ,N1168   , 89 ,102.16,9
 7 ,N1168   , 89.5 ,102.44,11
 7 ,N1168   , 90 ,102.63,10
 7 ,N1168   , 90.5 ,103.42,10
 7 ,N1168   , 91 ,103.61,11
 7 ,N1168   , 91.5 ,104.07,9
 7 ,N1168   , 92 ,104.72,10
 7 ,N1168   , 92.5 ,104.81,11
 7 ,N1168   , 93 ,105.21,9
 7 ,N1168   , 93.5 ,105.80,11
 7 ,N1168   , 94 ,105.54,12
 7 ,N1168   , 94.5 ,105.36,10
 7 ,N1168   , 95 ,105.91,12
 7 ,N1168   , 95.5 ,106.27,10
 7 ,N1168   , 96 ,107.51,9
 7 ,N1168   , 96.5 ,107.68,9
 7 ,N1168   , 97 ,108.12,11
 7 ,N1168   , 97.5 ,108.41,10
 7 ,N1168   , 98 ,108.27,9
 7 ,N1168   , 98.5 ,109.18,10
 7 ,N1168   , 99 ,109.79,10
 7 ,N1168   , 99.5 ,109.86,9
 7 ,N1168   , 100 ,110.57,10
 7 ,N1168   , 100.5 ,110.72,11
 7 ,N1168   , 101 ,111.48,11
 7 ,N1168   , 101.5 ,111.65,9
 7 ,N1168   , 102 ,111.77,11
 7 ,N1168   , 102.5 ,112.18,10
 7 ,N1168   , 103 ,112.45,9
 7 ,N1168   , 103.5 ,112.30,10
 7 ,N1168   , 104 ,112.87,9
 7 ,N1168   , 104.5 ,113.58,8
 7 ,N1168   , 105 ,113.72,9
 7 ,N1168   , 105.5 ,114.15,9
 7 ,N1168   , 106 ,114.43,9
 7 ,N1168   , 106.5 ,114.62,9
 7 ,N1168   , 107 ,114.75,10
 7 ,N1168   , 107.5 ,115.16,10
 7 ,N1168   , 108 ,115.44,9
 7 ,N1168   , 108.5 ,115.63,8
 7 ,N1168   , 109 ,115.75,10
 7 ,N1168   , 109.5 ,116.50,9
 7 ,N1168   , 110 ,117.00,10
 7 ,N1168   , 110.5 ,118.00,10
 7 ,N1168   , 111 ,118.33,10
 7 ,N1168   , 111.5 ,118.56,11
 7 ,N1168   , 112 ,119.04,12
 7 ,N1168   , 112.5 ,118.69,10
 7 ,N1168   , 113 ,119.13,11
 7 ,N1168   , 113.5 ,119.75,11
 7 ,N1168   , 114 ,120.17,11
 7 ,N1168   , 114.5 ,120.78,12
 7 ,N1168   , 115 ,121.19,13
 7 ,N1168   , 115.5 ,121.46,13
 7 ,N1168   , 116 ,121.64,13
 7 ,N1168   , 116.5 ,122.09,14
 7 ,N1168   , 117 ,122.39,12
 7 ,N1168   , 117.5 ,122.60,14
 7 ,N1168   , 118 ,123.40,15
 7 ,N1168   , 118.5 ,123.27,15
 7 ,N1168   , 119 ,123.51,13
 7 ,N1168   , 119.5 ,124.01,13
 7 ,N1168   , 120 ,124.67,16
 7 ,N1168   , 120.5 ,125.11,15
 7 ,N1168   , 121 ,125.41,17
 7 ,N1168   , 121.5 ,125.94,17
 7 ,N1168   , 122 ,125.96,16
 7 ,N1168   , 122.5 ,126.31,17
 7 ,N1168   , 123 ,126.54,18
 7 ,N1168   , 123.5 ,126.69,18
 7 ,N1168   , 124 ,127.13,20
 7 ,N1168   , 124.5 ,127.75,19
 7 ,N1168   , 125 ,127.50,20
 7 ,N1168   , 125.5 ,128.33,21
 7 ,N1168   , 126 ,128.89,22
 7 ,N1168   , 126.5 ,129.26,22
 7 ,N1168   , 127 ,129.84,22
 7 ,N1168   , 127.5 ,130.23,23
 7 ,N1168   , 128 ,130.48,23
 7 ,N1168   , 128.5 ,130.66,24
 7 ,N1168   , 129 ,130.77,25
 7 ,N1168   , 129.5 ,131.51,25
 7 ,N1168   , 130 ,132.01,26
 7 ,N1168   , 130.5 ,132.01,28
 7 ,N1168   , 131 ,132.67,28
 7 ,N1168   , 131.5 ,132.78,28
 7 ,N1168   , 132 ,133.19,28
 7 ,N1168   , 132.5 ,133.79,30
 7 ,N1168   , 133 ,133.86,32
 7 ,N1168   , 133.5 ,134.24,30
 7 ,N1168   , 134 ,134.49,34
 7 ,N1168   , 134.5 ,135.00,35
 7 ,N1168   , 135 ,135.33,33
 7 ,N1168   , 135.5 ,135.55,31
 7 ,N1168   , 136 ,136.04,35
 7 ,N1168   , 136.5 ,136.69,34
 7 ,N1168   , 137 ,137.46,35
 7 ,N1168   , 137.5 ,138.31,37
 7 ,N1168   , 138 ,138.20,38
 7 ,N1168   , 138.5 ,138.14,35
 7 ,N1168   , 139 ,138.76,38
 7 ,N1168   , 139.5 ,139.17,37
 7 ,N1168   , 140 ,139.45,38
 7 ,N1168   , 140.5 ,139.97,38
 7 ,N1168   , 141 ,140.31,38
 7 ,N1168   , 141.5 ,140.87,39
 7 ,N1168   , 142 ,141.25,38
 7 ,N1168   , 142.5 ,141.83,40
 7 ,N1168   , 143 ,142.22,40
 7 ,N1168   , 143.5 ,142.48,41
 7 ,N1168   , 144 ,142.65,38
 7 ,N1168   , 144.5 ,143.10,41
 7 ,N1168   , 145 ,143.40,39
 7 ,N1168   , 145.5 ,143.60,39
 7 ,N1168   , 146 ,143.73,40
 7 ,N1168   , 146.5 ,143.82,40
 7 ,N1168   , 147 ,144.22,40
 7 ,N1168   , 147.5 ,144.48,41
 7 ,N1168   , 148 ,144.65,40
 7 ,N1168   , 148.5 ,145.43,41
 7 ,N1168   , 149 ,145.96,43
 7 ,N1168   , 149.5 ,145.97,40
 7 ,N1168   , 150 ,145.98,40
 7 ,N1168   , 150.5 ,146.32,38
 7 ,N1168   , 151 ,146.88,40
 7 ,N1168   , 151.5 ,147.59,42
 7 ,N1168   , 152 ,148.39,39
