                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 8
Date & Time:     3/30/2019 2:00:08 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 8 ,N1104   , 0 ,35.00,2
 8 ,N1104   , 0.5 ,32.33,1
 8 ,N1104   , 1 ,30.22,2
 8 ,N1104   , 1.5 ,28.15,2
 8 ,N1104   , 2 ,27.43,2
 8 ,N1104   , 2.5 ,26.29,1
 8 ,N1104   , 3 ,26.19,1
 8 ,N1104   , 3.5 ,27.13,2
 8 ,N1104   , 4 ,29.09,2
 8 ,N1104   , 4.5 ,31.39,1
 8 ,N1104   , 5 ,34.26,2
 8 ,N1104   , 5.5 ,36.84,1
 8 ,N1104   , 6 ,38.23,1
 8 ,N1104   , 6.5 ,39.15,2
 8 ,N1104   , 7 ,40.43,1
 8 ,N1104   , 7.5 ,41.29,2
 8 ,N1104   , 8 ,42.19,2
 8 ,N1104   , 8.5 ,42.46,1
 8 ,N1104   , 9 ,42.97,1
 8 ,N1104   , 9.5 ,42.98,2
 8 ,N1104   , 10 ,43.99,3
 8 ,N1104   , 10.5 ,44.33,1
 8 ,N1104   , 11 ,45.22,1
 8 ,N1104   , 11.5 ,45.14,1
 8 ,N1104   , 12 ,45.10,2
 8 ,N1104   , 12.5 ,45.40,1
 8 ,N1104   , 13 ,45.27,1
 8 ,N1104   , 13.5 ,46.18,2
 8 ,N1104   , 14 ,46.12,1
 8 ,N1104   , 14.5 ,46.75,1
 8 ,N1104   , 15 ,47.50,2
 8 ,N1104   , 15.5 ,48.00,1
 8 ,N1104   , 16 ,48.33,3
 8 ,N1104   , 16.5 ,48.89,1
 8 ,N1104   , 17 ,48.26,1
 8 ,N1104   , 17.5 ,48.17,2
 8 ,N1104   , 18 ,48.78,1
 8 ,N1104   , 18.5 ,49.19,2
 8 ,N1104   , 19 ,50.13,1
 8 ,N1104   , 19.5 ,50.75,1
 8 ,N1104   , 20 ,51.17,1
 8 ,N1104   , 20.5 ,51.78,2
 8 ,N1104   , 21 ,51.52,2
 8 ,N1104   , 21.5 ,52.01,1
 8 ,N1104   , 22 ,52.34,2
 8 ,N1104   , 22.5 ,52.56,1
 8 ,N1104   , 23 ,53.04,2
 8 ,N1104   , 23.5 ,53.36,1
 8 ,N1104   , 24 ,54.24,1
 8 ,N1104   , 24.5 ,54.49,1
 8 ,N1104   , 25 ,55.00,2
 8 ,N1104   , 25.5 ,55.66,2
 8 ,N1104   , 26 ,56.44,1
 8 ,N1104   , 26.5 ,56.30,3
 8 ,N1104   , 27 ,56.86,1
 8 ,N1104   , 27.5 ,56.91,1
 8 ,N1104   , 28 ,57.94,1
 8 ,N1104   , 28.5 ,57.96,3
 8 ,N1104   , 29 ,57.97,1
 8 ,N1104   , 29.5 ,57.98,2
 8 ,N1104   , 30 ,58.32,1
 8 ,N1104   , 30.5 ,58.55,1
 8 ,N1104   , 31 ,59.03,2
 8 ,N1104   , 31.5 ,59.35,2
 8 ,N1104   , 32 ,59.24,2
 8 ,N1104   , 32.5 ,59.82,1
 8 ,N1104   , 33 ,60.22,3
 8 ,N1104   , 33.5 ,60.14,1
 8 ,N1104   , 34 ,60.76,1
 8 ,N1104   , 34.5 ,60.84,2
 8 ,N1104   , 35 ,61.23,2
 8 ,N1104   , 35.5 ,61.49,1
 8 ,N1104   , 36 ,61.99,2
 8 ,N1104   , 36.5 ,62.66,2
 8 ,N1104   , 37 ,63.11,1
 8 ,N1104   , 37.5 ,64.07,2
 8 ,N1104   , 38 ,64.38,2
 8 ,N1104   , 38.5 ,64.25,2
 8 ,N1104   , 39 ,65.17,1
 8 ,N1104   , 39.5 ,65.45,2
 8 ,N1104   , 40 ,65.96,1
 8 ,N1104   , 40.5 ,66.64,2
 8 ,N1104   , 41 ,66.76,2
 8 ,N1104   , 41.5 ,67.51,1
 8 ,N1104   , 42 ,67.67,2
 8 ,N1104   , 42.5 ,67.78,1
 8 ,N1104   , 43 ,68.19,2
 8 ,N1104   , 43.5 ,68.79,2
 8 ,N1104   , 44 ,68.53,2
 8 ,N1104   , 44.5 ,68.69,1
 8 ,N1104   , 45 ,69.12,2
 8 ,N1104   , 45.5 ,69.42,2
 8 ,N1104   , 46 ,69.94,1
 8 ,N1104   , 46.5 ,70.63,1
 8 ,N1104   , 47 ,71.75,2
 8 ,N1104   , 47.5 ,72.17,2
 8 ,N1104   , 48 ,72.45,2
 8 ,N1104   , 48.5 ,72.63,2
 8 ,N1104   , 49 ,72.42,1
 8 ,N1104   , 49.5 ,72.28,3
 8 ,N1104   , 50 ,72.85,1
 8 ,N1104   , 50.5 ,73.57,2
 8 ,N1104   , 51 ,73.71,2
 8 ,N1104   , 51.5 ,74.14,2
 8 ,N1104   , 52 ,73.76,2
 8 ,N1104   , 52.5 ,73.84,2
 8 ,N1104   , 53 ,74.23,2
 8 ,N1104   , 53.5 ,74.48,2
 8 ,N1104   , 54 ,74.66,2
 8 ,N1104   , 54.5 ,75.44,2
 8 ,N1104   , 55 ,75.96,2
 8 ,N1104   , 55.5 ,76.97,2
 8 ,N1104   , 56 ,76.98,2
 8 ,N1104   , 56.5 ,77.32,2
 8 ,N1104   , 57 ,77.88,3
 8 ,N1104   , 57.5 ,78.25,2
 8 ,N1104   , 58 ,78.84,3
 8 ,N1104   , 58.5 ,78.89,2
 8 ,N1104   , 59 ,79.26,3
 8 ,N1104   , 59.5 ,80.17,1
 8 ,N1104   , 60 ,80.45,3
 8 ,N1104   , 60.5 ,80.97,2
 8 ,N1104   , 61 ,80.98,3
 8 ,N1104   , 61.5 ,81.65,2
 8 ,N1104   , 62 ,82.10,3
 8 ,N1104   , 62.5 ,82.73,2
 8 ,N1104   , 63 ,83.16,2
 8 ,N1104   , 63.5 ,83.44,2
 8 ,N1104   , 64 ,83.96,2
 8 ,N1104   , 64.5 ,84.31,2
 8 ,N1104   , 65 ,84.87,3
 8 ,N1104   , 65.5 ,84.91,3
 8 ,N1104   , 66 ,85.28,3
 8 ,N1104   , 66.5 ,85.52,2
 8 ,N1104   , 67 ,85.68,4
 8 ,N1104   , 67.5 ,87.45,3
 8 ,N1104   , 68 ,87.30,4
 8 ,N1104   , 68.5 ,87.53,3
 8 ,N1104   , 69 ,87.69,3
 8 ,N1104   , 69.5 ,87.46,3
 8 ,N1104   , 70 ,88.31,3
 8 ,N1104   , 70.5 ,88.54,3
 8 ,N1104   , 71 ,88.36,3
 8 ,N1104   , 71.5 ,88.57,3
 8 ,N1104   , 72 ,89.05,4
 8 ,N1104   , 72.5 ,89.70,3
 8 ,N1104   , 73 ,89.80,4
 8 ,N1104   , 73.5 ,90.20,4
 8 ,N1104   , 74 ,90.47,4
 8 ,N1104   , 74.5 ,90.64,4
 8 ,N1104   , 75 ,90.76,4
 8 ,N1104   , 75.5 ,90.84,4
 8 ,N1104   , 76 ,91.23,3
 8 ,N1104   , 76.5 ,91.49,4
 8 ,N1104   , 77 ,91.99,4
 8 ,N1104   , 77.5 ,91.99,5
 8 ,N1104   , 78 ,92.33,4
 8 ,N1104   , 78.5 ,92.55,5
 8 ,N1104   , 79 ,93.04,4
 8 ,N1104   , 79.5 ,93.36,4
 8 ,N1104   , 80 ,94.57,6
 8 ,N1104   , 80.5 ,94.38,5
 8 ,N1104   , 81 ,94.92,4
 8 ,N1104   , 81.5 ,95.61,5
 8 ,N1104   , 82 ,96.08,5
 8 ,N1104   , 82.5 ,96.72,6
 8 ,N1104   , 83 ,96.81,4
 8 ,N1104   , 83.5 ,97.54,6
 8 ,N1104   , 84 ,97.69,6
 8 ,N1104   , 84.5 ,98.13,6
 8 ,N1104   , 85 ,97.75,6
 8 ,N1104   , 85.5 ,98.50,6
 8 ,N1104   , 86 ,98.67,8
 8 ,N1104   , 86.5 ,99.45,7
 8 ,N1104   , 87 ,99.96,6
 8 ,N1104   , 87.5 ,99.98,7
 8 ,N1104   , 88 ,100.65,7
 8 ,N1104   , 88.5 ,101.10,6
 8 ,N1104   , 89 ,101.73,6
 8 ,N1104   , 89.5 ,102.49,8
 8 ,N1104   , 90 ,102.66,7
 8 ,N1104   , 90.5 ,102.77,7
 8 ,N1104   , 91 ,103.52,8
 8 ,N1104   , 91.5 ,104.01,8
 8 ,N1104   , 92 ,102.67,9
 8 ,N1104   , 92.5 ,103.12,8
 8 ,N1104   , 93 ,104.41,8
 8 ,N1104   , 93.5 ,105.27,9
 8 ,N1104   , 94 ,105.18,8
 8 ,N1104   , 94.5 ,105.12,9
 8 ,N1104   , 95 ,106.08,9
 8 ,N1104   , 95.5 ,105.72,10
 8 ,N1104   , 96 ,106.48,9
 8 ,N1104   , 96.5 ,106.99,10
 8 ,N1104   , 97 ,107.32,10
 8 ,N1104   , 97.5 ,107.55,9
 8 ,N1104   , 98 ,107.70,10
 8 ,N1104   , 98.5 ,108.13,9
 8 ,N1104   , 99 ,108.09,12
 8 ,N1104   , 99.5 ,108.39,10
 8 ,N1104   , 100 ,108.60,11
 8 ,N1104   , 100.5 ,109.73,10
 8 ,N1104   , 101 ,110.15,10
 8 ,N1104   , 101.5 ,110.10,11
 8 ,N1104   , 102 ,110.73,12
 8 ,N1104   , 102.5 ,111.16,11
 8 ,N1104   , 103 ,111.44,11
 8 ,N1104   , 103.5 ,111.63,11
 8 ,N1104   , 104 ,112.42,10
 8 ,N1104   , 104.5 ,112.94,12
 8 ,N1104   , 105 ,113.30,11
 8 ,N1104   , 105.5 ,113.86,11
 8 ,N1104   , 106 ,113.91,10
 8 ,N1104   , 106.5 ,114.61,11
 8 ,N1104   , 107 ,115.07,11
 8 ,N1104   , 107.5 ,115.38,11
 8 ,N1104   , 108 ,115.92,11
 8 ,N1104   , 108.5 ,117.28,12
 8 ,N1104   , 109 ,117.19,9
 8 ,N1104   , 109.5 ,117.46,12
 8 ,N1104   , 110 ,117.31,12
 8 ,N1104   , 110.5 ,117.87,12
 8 ,N1104   , 111 ,118.25,10
 8 ,N1104   , 111.5 ,118.16,11
 8 ,N1104   , 112 ,119.11,12
 8 ,N1104   , 112.5 ,119.07,10
 8 ,N1104   , 113 ,119.38,11
 8 ,N1104   , 113.5 ,119.92,9
 8 ,N1104   , 114 ,119.95,11
 8 ,N1104   , 114.5 ,120.63,10
 8 ,N1104   , 115 ,121.09,10
 8 ,N1104   , 115.5 ,121.06,9
 8 ,N1104   , 116 ,121.71,10
 8 ,N1104   , 116.5 ,122.14,10
 8 ,N1104   , 117 ,122.42,9
 8 ,N1104   , 117.5 ,122.28,10
 8 ,N1104   , 118 ,122.19,9
 8 ,N1104   , 118.5 ,122.13,10
 8 ,N1104   , 119 ,123.08,10
 8 ,N1104   , 119.5 ,123.39,10
 8 ,N1104   , 120 ,123.59,9
 8 ,N1104   , 120.5 ,124.40,9
 8 ,N1104   , 121 ,124.60,10
 8 ,N1104   , 121.5 ,125.40,9
 8 ,N1104   , 122 ,125.93,10
 8 ,N1104   , 122.5 ,125.95,11
 8 ,N1104   , 123 ,125.97,10
 8 ,N1104   , 123.5 ,125.98,9
 8 ,N1104   , 124 ,126.32,9
 8 ,N1104   , 124.5 ,126.88,11
 8 ,N1104   , 125 ,127.92,10
 8 ,N1104   , 125.5 ,128.61,11
 8 ,N1104   , 126 ,128.74,11
 8 ,N1104   , 126.5 ,129.16,11
 8 ,N1104   , 127 ,129.44,11
 8 ,N1104   , 127.5 ,130.29,10
 8 ,N1104   , 128 ,130.86,12
 8 ,N1104   , 128.5 ,131.24,12
 8 ,N1104   , 129 ,131.49,11
 8 ,N1104   , 129.5 ,132.00,12
 8 ,N1104   , 130 ,132.33,12
 8 ,N1104   , 130.5 ,132.55,12
 8 ,N1104   , 131 ,132.70,13
 8 ,N1104   , 131.5 ,132.47,11
 8 ,N1104   , 132 ,132.65,14
 8 ,N1104   , 132.5 ,133.43,14
 8 ,N1104   , 133 ,133.62,13
 8 ,N1104   , 133.5 ,134.41,15
 8 ,N1104   , 134 ,134.61,14
 8 ,N1104   , 134.5 ,134.74,14
 8 ,N1104   , 135 ,135.49,14
 8 ,N1104   , 135.5 ,136.00,15
 8 ,N1104   , 136 ,136.66,16
 8 ,N1104   , 136.5 ,137.11,15
 8 ,N1104   , 137 ,137.07,16
 8 ,N1104   , 137.5 ,137.38,17
 8 ,N1104   , 138 ,137.92,17
 8 ,N1104   , 138.5 ,137.95,17
 8 ,N1104   , 139 ,138.30,17
 8 ,N1104   , 139.5 ,138.87,18
 8 ,N1104   , 140 ,138.58,18
 8 ,N1104   , 140.5 ,139.38,19
 8 ,N1104   , 141 ,139.59,19
 8 ,N1104   , 141.5 ,140.06,20
 8 ,N1104   , 142 ,140.71,19
 8 ,N1104   , 142.5 ,141.47,20
 8 ,N1104   , 143 ,141.65,21
 8 ,N1104   , 143.5 ,142.10,21
 8 ,N1104   , 144 ,142.40,23
 8 ,N1104   , 144.5 ,142.60,22
 8 ,N1104   , 145 ,143.07,21
 8 ,N1104   , 145.5 ,143.38,24
 8 ,N1104   , 146 ,143.58,23
 8 ,N1104   , 146.5 ,143.39,25
 8 ,N1104   , 147 ,143.93,25
 8 ,N1104   , 147.5 ,144.62,25
 8 ,N1104   , 148 ,144.75,25
 8 ,N1104   , 148.5 ,145.50,27
 8 ,N1104   , 149 ,146.00,27
 8 ,N1104   , 149.5 ,145.67,28
 8 ,N1104   , 150 ,146.44,27
 8 ,N1104   , 150.5 ,146.96,27
 8 ,N1104   , 151 ,147.31,29
 8 ,N1104   , 151.5 ,147.54,32
 8 ,N1104   , 152 ,148.36,30
 8 ,N1104   , 152.5 ,148.91,30
 8 ,N1104   , 153 ,148.94,29
 8 ,N1104   , 153.5 ,149.29,31
 8 ,N1104   , 154 ,150.19,33
 8 ,N1104   , 154.5 ,150.13,32
 8 ,N1104   , 155 ,150.42,31
 8 ,N1104   , 155.5 ,150.95,32
 8 ,N1104   , 156 ,150.96,33
 8 ,N1104   , 156.5 ,151.31,32
 8 ,N1104   , 157 ,151.54,34
 8 ,N1104   , 157.5 ,151.69,37
 8 ,N1104   , 158 ,152.13,33
 8 ,N1104   , 158.5 ,152.75,34
 8 ,N1104   , 159 ,153.50,34
 8 ,N1104   , 159.5 ,153.67,35
 8 ,N1104   , 160 ,153.78,35
 8 ,N1104   , 160.5 ,154.52,37
 8 ,N1104   , 161 ,155.01,38
 8 ,N1104   , 161.5 ,154.68,35
 8 ,N1104   , 162 ,155.45,36
 8 ,N1104   , 162.5 ,155.63,35
 8 ,N1104   , 163 ,156.09,38
 8 ,N1104   , 163.5 ,156.06,38
 8 ,N1104   , 164 ,156.37,37
 8 ,N1104   , 164.5 ,156.92,36
 8 ,N1104   , 165 ,157.28,36
 8 ,N1104   , 165.5 ,157.85,37
 8 ,N1104   , 166 ,158.23,36
 8 ,N1104   , 166.5 ,158.49,37
 8 ,N1104   , 167 ,159.33,37
 8 ,N1104   , 167.5 ,159.55,36
 8 ,N1104   , 168 ,160.03,36
 8 ,N1104   , 168.5 ,160.36,38
 8 ,N1104   , 169 ,160.90,34
 8 ,N1104   , 169.5 ,161.27,37
 8 ,N1104   , 170 ,161.85,36
 8 ,N1104   , 170.5 ,161.90,35
 8 ,N1104   , 171 ,162.26,37
 8 ,N1104   , 171.5 ,162.84,37
 8 ,N1104   , 172 ,162.56,35
 8 ,N1104   , 172.5 ,163.37,35
 8 ,N1104   , 173 ,163.25,36
 8 ,N1104   , 173.5 ,163.83,36
 8 ,N1104   , 174 ,164.89,36
 8 ,N1104   , 174.5 ,164.59,34
 8 ,N1104   , 175 ,165.06,38
 8 ,N1104   , 175.5 ,165.37,39
 8 ,N1104   , 176 ,165.25,36
 8 ,N1104   , 176.5 ,165.50,37
 8 ,N1104   , 177 ,166.33,36
 8 ,N1104   , 177.5 ,166.22,36
 8 ,N1104   , 178 ,166.81,37
 8 ,N1104   , 178.5 ,167.54,36
 8 ,N1104   , 179 ,167.36,37
 8 ,N1104   , 179.5 ,167.91,39
 8 ,N1104   , 180 ,168.61,40
 8 ,N1104   , 180.5 ,168.74,40
 8 ,N1104   , 181 ,169.16,40
 8 ,N1104   , 181.5 ,168.44,41
 8 ,N1104   , 182 ,169.29,38
 8 ,N1104   , 182.5 ,169.86,40
 8 ,N1104   , 183 ,170.57,44
 8 ,N1104   , 183.5 ,170.72,43
 8 ,N1104   , 184 ,170.81,43
 8 ,N1104   , 184.5 ,171.21,44
 8 ,N1104   , 185 ,171.47,47
 8 ,N1104   , 185.5 ,172.31,46
 8 ,N1104   , 186 ,172.88,46
 8 ,N1104   , 186.5 ,172.92,49
 8 ,N1104   , 187 ,173.28,47
 8 ,N1104   , 187.5 ,174.19,49
 8 ,N1104   , 188 ,174.12,50
 8 ,N1104   , 188.5 ,173.75,51
 8 ,N1104   , 189 ,174.83,53
 8 ,N1104   , 189.5 ,175.56,53
 8 ,N1104   , 190 ,175.37,58
 8 ,N1104   , 190.5 ,175.58,57
 8 ,N1104   , 191 ,176.05,59
 8 ,N1104   , 191.5 ,176.37,60
 8 ,N1104   , 192 ,176.91,63
 8 ,N1104   , 192.5 ,177.28,62
 8 ,N1104   , 193 ,177.52,64
 8 ,N1104   , 193.5 ,178.34,64
 8 ,N1104   , 194 ,178.90,67
 8 ,N1104   , 194.5 ,179.60,67
 8 ,N1104   , 195 ,180.40,69
 8 ,N1104   , 195.5 ,180.27,69
 8 ,N1104   , 196 ,180.84,70
 8 ,N1104   , 196.5 ,180.90,74
 8 ,N1104   , 197 ,181.26,78
