                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 2
Date & Time:     3/30/2019 2:00:07 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 2 ,N1084   , 0 ,30.00,1
 2 ,N1084   , 0.5 ,29.00,1
 2 ,N1084   , 1 ,28.00,1
 2 ,N1084   , 1.5 ,26.67,2
 2 ,N1084   , 2 ,26.44,1
 2 ,N1084   , 2.5 ,25.63,2
 2 ,N1084   , 3 ,25.75,1
 2 ,N1084   , 3.5 ,26.84,1
 2 ,N1084   , 4 ,28.89,2
 2 ,N1084   , 4.5 ,31.26,1
 2 ,N1084   , 5 ,34.17,1
 2 ,N1084   , 5.5 ,36.78,1
 2 ,N1084   , 6 ,38.19,1
 2 ,N1084   , 6.5 ,39.13,1
 2 ,N1084   , 7 ,40.42,1
 2 ,N1084   , 7.5 ,41.28,3
 2 ,N1084   , 8 ,42.19,1
 2 ,N1084   , 8.5 ,42.46,1
 2 ,N1084   , 9 ,42.97,2
 2 ,N1084   , 9.5 ,42.98,1
 2 ,N1084   , 10 ,43.99,2
 2 ,N1084   , 10.5 ,44.32,1
 2 ,N1084   , 11 ,45.22,1
 2 ,N1084   , 11.5 ,45.14,2
 2 ,N1084   , 12 ,45.10,1
 2 ,N1084   , 12.5 ,45.40,1
 2 ,N1084   , 13 ,45.26,1
 2 ,N1084   , 13.5 ,46.18,1
 2 ,N1084   , 14 ,46.12,1
 2 ,N1084   , 14.5 ,46.75,3
 2 ,N1084   , 15 ,47.50,1
 2 ,N1084   , 15.5 ,48.00,2
 2 ,N1084   , 16 ,48.33,1
 2 ,N1084   , 16.5 ,48.89,1
 2 ,N1084   , 17 ,48.26,1
 2 ,N1084   , 17.5 ,48.17,2
 2 ,N1084   , 18 ,48.78,1
 2 ,N1084   , 18.5 ,49.19,1
 2 ,N1084   , 19 ,50.13,2
 2 ,N1084   , 19.5 ,50.75,1
 2 ,N1084   , 20 ,51.17,1
 2 ,N1084   , 20.5 ,51.78,2
 2 ,N1084   , 21 ,51.52,1
 2 ,N1084   , 21.5 ,52.01,2
 2 ,N1084   , 22 ,52.34,1
 2 ,N1084   , 22.5 ,52.56,1
 2 ,N1084   , 23 ,53.04,1
 2 ,N1084   , 23.5 ,53.36,2
 2 ,N1084   , 24 ,54.24,1
 2 ,N1084   , 24.5 ,54.49,2
 2 ,N1084   , 25 ,55.00,1
 2 ,N1084   , 25.5 ,55.66,1
 2 ,N1084   , 26 ,56.44,1
 2 ,N1084   , 26.5 ,56.30,1
 2 ,N1084   , 27 ,56.86,2
 2 ,N1084   , 27.5 ,56.91,1
 2 ,N1084   , 28 ,57.94,2
 2 ,N1084   , 28.5 ,57.96,1
 2 ,N1084   , 29 ,57.97,1
 2 ,N1084   , 29.5 ,57.98,2
 2 ,N1084   , 30 ,58.32,1
 2 ,N1084   , 30.5 ,58.55,1
 2 ,N1084   , 31 ,59.03,2
 2 ,N1084   , 31.5 ,59.35,1
 2 ,N1084   , 32 ,59.24,1
 2 ,N1084   , 32.5 ,59.82,2
 2 ,N1084   , 33 ,60.22,1
 2 ,N1084   , 33.5 ,60.14,1
 2 ,N1084   , 34 ,60.76,2
 2 ,N1084   , 34.5 ,60.84,1
 2 ,N1084   , 35 ,61.23,1
 2 ,N1084   , 35.5 ,61.49,1
 2 ,N1084   , 36 ,61.99,4
 2 ,N1084   , 36.5 ,62.66,1
 2 ,N1084   , 37 ,63.11,2
 2 ,N1084   , 37.5 ,64.07,1
 2 ,N1084   , 38 ,64.38,1
 2 ,N1084   , 38.5 ,64.25,2
 2 ,N1084   , 39 ,65.17,1
 2 ,N1084   , 39.5 ,65.45,1
 2 ,N1084   , 40 ,65.96,2
 2 ,N1084   , 40.5 ,66.64,1
 2 ,N1084   , 41 ,66.76,2
 2 ,N1084   , 41.5 ,67.51,2
 2 ,N1084   , 42 ,67.67,1
 2 ,N1084   , 42.5 ,67.78,2
 2 ,N1084   , 43 ,68.19,2
 2 ,N1084   , 43.5 ,68.79,4
 2 ,N1084   , 44 ,68.53,2
 2 ,N1084   , 44.5 ,68.69,2
 2 ,N1084   , 45 ,69.12,2
 2 ,N1084   , 45.5 ,69.42,1
 2 ,N1084   , 46 ,69.94,2
 2 ,N1084   , 46.5 ,70.63,1
 2 ,N1084   , 47 ,71.75,3
 2 ,N1084   , 47.5 ,72.17,2
 2 ,N1084   , 48 ,72.45,2
 2 ,N1084   , 48.5 ,72.63,2
 2 ,N1084   , 49 ,72.42,2
 2 ,N1084   , 49.5 ,72.28,2
 2 ,N1084   , 50 ,72.85,2
 2 ,N1084   , 50.5 ,73.57,2
 2 ,N1084   , 51 ,73.71,2
 2 ,N1084   , 51.5 ,74.14,2
 2 ,N1084   , 52 ,73.76,2
 2 ,N1084   , 52.5 ,73.84,2
 2 ,N1084   , 53 ,74.23,2
 2 ,N1084   , 53.5 ,74.48,2
 2 ,N1084   , 54 ,74.66,3
 2 ,N1084   , 54.5 ,75.44,2
 2 ,N1084   , 55 ,75.96,3
 2 ,N1084   , 55.5 ,76.97,2
 2 ,N1084   , 56 ,76.98,2
 2 ,N1084   , 56.5 ,77.32,3
 2 ,N1084   , 57 ,77.88,3
 2 ,N1084   , 57.5 ,78.25,2
 2 ,N1084   , 58 ,78.84,2
 2 ,N1084   , 58.5 ,78.89,3
 2 ,N1084   , 59 ,79.26,2
 2 ,N1084   , 59.5 ,80.17,3
 2 ,N1084   , 60 ,80.45,3
 2 ,N1084   , 60.5 ,80.97,3
 2 ,N1084   , 61 ,80.98,3
 2 ,N1084   , 61.5 ,81.65,2
 2 ,N1084   , 62 ,82.10,3
 2 ,N1084   , 62.5 ,82.73,3
 2 ,N1084   , 63 ,83.16,3
 2 ,N1084   , 63.5 ,83.44,3
 2 ,N1084   , 64 ,83.96,3
 2 ,N1084   , 64.5 ,84.31,3
 2 ,N1084   , 65 ,84.87,3
 2 ,N1084   , 65.5 ,84.91,4
 2 ,N1084   , 66 ,85.28,3
 2 ,N1084   , 66.5 ,85.52,3
 2 ,N1084   , 67 ,85.68,3
 2 ,N1084   , 67.5 ,87.45,3
 2 ,N1084   , 68 ,87.30,4
 2 ,N1084   , 68.5 ,87.53,5
 2 ,N1084   , 69 ,87.69,3
 2 ,N1084   , 69.5 ,87.46,5
 2 ,N1084   , 70 ,88.31,4
 2 ,N1084   , 70.5 ,88.54,4
 2 ,N1084   , 71 ,88.36,5
 2 ,N1084   , 71.5 ,88.57,4
 2 ,N1084   , 72 ,89.05,5
 2 ,N1084   , 72.5 ,89.70,4
 2 ,N1084   , 73 ,89.80,5
 2 ,N1084   , 73.5 ,90.20,4
 2 ,N1084   , 74 ,90.47,5
 2 ,N1084   , 74.5 ,90.64,5
 2 ,N1084   , 75 ,90.76,6
 2 ,N1084   , 75.5 ,90.84,6
 2 ,N1084   , 76 ,91.23,5
 2 ,N1084   , 76.5 ,91.49,5
 2 ,N1084   , 77 ,91.99,7
 2 ,N1084   , 77.5 ,91.99,5
 2 ,N1084   , 78 ,92.33,6
 2 ,N1084   , 78.5 ,92.55,7
 2 ,N1084   , 79 ,93.04,6
 2 ,N1084   , 79.5 ,93.36,6
 2 ,N1084   , 80 ,94.57,7
 2 ,N1084   , 80.5 ,94.38,7
 2 ,N1084   , 81 ,94.92,7
 2 ,N1084   , 81.5 ,95.61,8
 2 ,N1084   , 82 ,96.08,8
 2 ,N1084   , 82.5 ,96.72,7
 2 ,N1084   , 83 ,96.81,8
 2 ,N1084   , 83.5 ,97.54,9
 2 ,N1084   , 84 ,97.69,6
 2 ,N1084   , 84.5 ,98.13,8
 2 ,N1084   , 85 ,97.75,8
 2 ,N1084   , 85.5 ,98.50,9
 2 ,N1084   , 86 ,98.67,9
 2 ,N1084   , 86.5 ,99.45,8
 2 ,N1084   , 87 ,99.96,10
 2 ,N1084   , 87.5 ,99.98,9
 2 ,N1084   , 88 ,100.65,9
 2 ,N1084   , 88.5 ,101.10,10
 2 ,N1084   , 89 ,101.73,10
 2 ,N1084   , 89.5 ,102.49,11
 2 ,N1084   , 90 ,102.66,9
 2 ,N1084   , 90.5 ,102.77,10
 2 ,N1084   , 91 ,103.52,9
 2 ,N1084   , 91.5 ,104.01,11
 2 ,N1084   , 92 ,102.67,11
 2 ,N1084   , 92.5 ,103.12,11
 2 ,N1084   , 93 ,104.41,11
 2 ,N1084   , 93.5 ,105.27,10
 2 ,N1084   , 94 ,105.18,9
 2 ,N1084   , 94.5 ,105.12,10
 2 ,N1084   , 95 ,106.08,11
 2 ,N1084   , 95.5 ,105.72,9
 2 ,N1084   , 96 ,106.48,10
 2 ,N1084   , 96.5 ,106.99,9
 2 ,N1084   , 97 ,107.32,10
 2 ,N1084   , 97.5 ,107.55,10
 2 ,N1084   , 98 ,107.70,12
 2 ,N1084   , 98.5 ,108.13,10
 2 ,N1084   , 99 ,108.09,8
 2 ,N1084   , 99.5 ,108.39,11
 2 ,N1084   , 100 ,108.60,9
 2 ,N1084   , 100.5 ,109.73,10
 2 ,N1084   , 101 ,110.15,10
 2 ,N1084   , 101.5 ,110.10,10
 2 ,N1084   , 102 ,110.73,10
 2 ,N1084   , 102.5 ,111.16,10
 2 ,N1084   , 103 ,111.44,9
 2 ,N1084   , 103.5 ,111.63,9
 2 ,N1084   , 104 ,112.42,10
 2 ,N1084   , 104.5 ,112.94,8
 2 ,N1084   , 105 ,113.30,9
 2 ,N1084   , 105.5 ,113.86,8
 2 ,N1084   , 106 ,113.91,10
 2 ,N1084   , 106.5 ,114.61,8
 2 ,N1084   , 107 ,115.07,9
 2 ,N1084   , 107.5 ,115.38,9
 2 ,N1084   , 108 ,115.92,10
 2 ,N1084   , 108.5 ,117.28,7
 2 ,N1084   , 109 ,117.19,9
 2 ,N1084   , 109.5 ,117.46,8
 2 ,N1084   , 110 ,117.31,9
 2 ,N1084   , 110.5 ,117.87,8
 2 ,N1084   , 111 ,118.25,10
 2 ,N1084   , 111.5 ,118.16,8
 2 ,N1084   , 112 ,119.11,9
 2 ,N1084   , 112.5 ,119.07,11
 2 ,N1084   , 113 ,119.38,10
 2 ,N1084   , 113.5 ,119.92,10
 2 ,N1084   , 114 ,119.95,10
 2 ,N1084   , 114.5 ,120.63,10
 2 ,N1084   , 115 ,121.09,11
 2 ,N1084   , 115.5 ,121.06,10
 2 ,N1084   , 116 ,121.71,12
 2 ,N1084   , 116.5 ,122.14,11
 2 ,N1084   , 117 ,122.42,12
 2 ,N1084   , 117.5 ,122.28,12
 2 ,N1084   , 118 ,122.19,12
 2 ,N1084   , 118.5 ,122.13,11
 2 ,N1084   , 119 ,123.08,12
 2 ,N1084   , 119.5 ,123.39,13
 2 ,N1084   , 120 ,123.59,12
 2 ,N1084   , 120.5 ,124.40,14
 2 ,N1084   , 121 ,124.60,13
 2 ,N1084   , 121.5 ,125.40,13
 2 ,N1084   , 122 ,125.93,15
 2 ,N1084   , 122.5 ,125.95,15
 2 ,N1084   , 123 ,125.97,14
 2 ,N1084   , 123.5 ,125.98,16
 2 ,N1084   , 124 ,126.32,15
 2 ,N1084   , 124.5 ,126.88,16
 2 ,N1084   , 125 ,127.92,14
 2 ,N1084   , 125.5 ,128.61,16
 2 ,N1084   , 126 ,128.74,17
 2 ,N1084   , 126.5 ,129.16,16
 2 ,N1084   , 127 ,129.44,18
 2 ,N1084   , 127.5 ,130.29,17
 2 ,N1084   , 128 ,130.86,19
 2 ,N1084   , 128.5 ,131.24,20
 2 ,N1084   , 129 ,131.49,20
 2 ,N1084   , 129.5 ,132.00,21
 2 ,N1084   , 130 ,132.33,20
 2 ,N1084   , 130.5 ,132.55,23
 2 ,N1084   , 131 ,132.70,20
 2 ,N1084   , 131.5 ,132.47,22
 2 ,N1084   , 132 ,132.65,20
 2 ,N1084   , 132.5 ,133.43,23
 2 ,N1084   , 133 ,133.62,24
 2 ,N1084   , 133.5 ,134.41,23
 2 ,N1084   , 134 ,134.61,24
 2 ,N1084   , 134.5 ,134.74,25
 2 ,N1084   , 135 ,135.49,27
 2 ,N1084   , 135.5 ,136.00,24
 2 ,N1084   , 136 ,136.66,25
 2 ,N1084   , 136.5 ,137.11,27
 2 ,N1084   , 137 ,137.07,28
 2 ,N1084   , 137.5 ,137.38,28
 2 ,N1084   , 138 ,137.92,29
 2 ,N1084   , 138.5 ,137.95,29
 2 ,N1084   , 139 ,138.30,28
 2 ,N1084   , 139.5 ,138.87,29
 2 ,N1084   , 140 ,138.58,29
 2 ,N1084   , 140.5 ,139.38,30
 2 ,N1084   , 141 ,139.59,30
 2 ,N1084   , 141.5 ,140.06,30
 2 ,N1084   , 142 ,140.71,31
 2 ,N1084   , 142.5 ,141.47,34
 2 ,N1084   , 143 ,141.65,33
 2 ,N1084   , 143.5 ,142.10,32
 2 ,N1084   , 144 ,142.40,31
 2 ,N1084   , 144.5 ,142.60,35
 2 ,N1084   , 145 ,143.07,34
 2 ,N1084   , 145.5 ,143.38,34
 2 ,N1084   , 146 ,143.58,34
 2 ,N1084   , 146.5 ,143.39,35
 2 ,N1084   , 147 ,143.93,35
 2 ,N1084   , 147.5 ,144.62,37
 2 ,N1084   , 148 ,144.75,34
 2 ,N1084   , 148.5 ,145.50,36
 2 ,N1084   , 149 ,146.00,36
 2 ,N1084   , 149.5 ,145.67,37
 2 ,N1084   , 150 ,146.44,34
 2 ,N1084   , 150.5 ,146.96,33
 2 ,N1084   , 151 ,147.31,37
 2 ,N1084   , 151.5 ,147.54,37
 2 ,N1084   , 152 ,148.36,36
 2 ,N1084   , 152.5 ,148.91,33
 2 ,N1084   , 153 ,148.94,35
 2 ,N1084   , 153.5 ,149.29,36
 2 ,N1084   , 154 ,150.19,38
 2 ,N1084   , 154.5 ,150.13,35
 2 ,N1084   , 155 ,150.42,35
 2 ,N1084   , 155.5 ,150.95,34
 2 ,N1084   , 156 ,150.96,35
 2 ,N1084   , 156.5 ,151.31,35
 2 ,N1084   , 157 ,151.54,37
 2 ,N1084   , 157.5 ,151.69,35
 2 ,N1084   , 158 ,152.13,36
 2 ,N1084   , 158.5 ,152.75,33
 2 ,N1084   , 159 ,153.50,36
 2 ,N1084   , 159.5 ,153.67,38
 2 ,N1084   , 160 ,153.78,36
 2 ,N1084   , 160.5 ,154.52,34
 2 ,N1084   , 161 ,155.01,35
 2 ,N1084   , 161.5 ,154.68,35
 2 ,N1084   , 162 ,155.45,38
 2 ,N1084   , 162.5 ,155.63,36
 2 ,N1084   , 163 ,156.09,37
 2 ,N1084   , 163.5 ,156.06,36
