                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 6
Date & Time:     3/30/2019 2:00:08 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 6 ,N1115   , 0 ,34.00,2
 6 ,N1115   , 0.5 ,31.67,2
 6 ,N1115   , 1 ,29.78,2
 6 ,N1115   , 1.5 ,27.85,1
 6 ,N1115   , 2 ,27.23,2
 6 ,N1115   , 2.5 ,26.16,1
 6 ,N1115   , 3 ,26.10,1
 6 ,N1115   , 3.5 ,27.07,2
 6 ,N1115   , 4 ,29.05,1
 6 ,N1115   , 4.5 ,31.36,3
 6 ,N1115   , 5 ,34.24,1
 6 ,N1115   , 5.5 ,36.83,2
 6 ,N1115   , 6 ,38.22,2
 6 ,N1115   , 6.5 ,39.15,1
 6 ,N1115   , 7 ,40.43,2
 6 ,N1115   , 7.5 ,41.29,1
 6 ,N1115   , 8 ,42.19,1
 6 ,N1115   , 8.5 ,42.46,1
 6 ,N1115   , 9 ,42.97,2
 6 ,N1115   , 9.5 ,42.98,1
 6 ,N1115   , 10 ,43.99,2
 6 ,N1115   , 10.5 ,44.33,1
 6 ,N1115   , 11 ,45.22,2
 6 ,N1115   , 11.5 ,45.14,1
 6 ,N1115   , 12 ,45.10,2
 6 ,N1115   , 12.5 ,45.40,1
 6 ,N1115   , 13 ,45.27,1
 6 ,N1115   , 13.5 ,46.18,2
 6 ,N1115   , 14 ,46.12,1
 6 ,N1115   , 14.5 ,46.75,2
 6 ,N1115   , 15 ,47.50,2
 6 ,N1115   , 15.5 ,48.00,1
 6 ,N1115   , 16 ,48.33,2
 6 ,N1115   , 16.5 ,48.89,1
 6 ,N1115   , 17 ,48.26,1
 6 ,N1115   , 17.5 ,48.17,2
 6 ,N1115   , 18 ,48.78,1
 6 ,N1115   , 18.5 ,49.19,1
 6 ,N1115   , 19 ,50.13,2
 6 ,N1115   , 19.5 ,50.75,2
 6 ,N1115   , 20 ,51.17,1
 6 ,N1115   , 20.5 ,51.78,1
 6 ,N1115   , 21 ,51.52,1
 6 ,N1115   , 21.5 ,52.01,1
 6 ,N1115   , 22 ,52.34,2
 6 ,N1115   , 22.5 ,52.56,2
 6 ,N1115   , 23 ,53.04,2
 6 ,N1115   , 23.5 ,53.36,2
 6 ,N1115   , 24 ,54.24,1
 6 ,N1115   , 24.5 ,54.49,1
 6 ,N1115   , 25 ,55.00,1
 6 ,N1115   , 25.5 ,55.66,2
 6 ,N1115   , 26 ,56.44,1
 6 ,N1115   , 26.5 ,56.30,1
 6 ,N1115   , 27 ,56.86,1
 6 ,N1115   , 27.5 ,56.91,2
 6 ,N1115   , 28 ,57.94,1
 6 ,N1115   , 28.5 ,57.96,2
 6 ,N1115   , 29 ,57.97,1
 6 ,N1115   , 29.5 ,57.98,2
 6 ,N1115   , 30 ,58.32,1
 6 ,N1115   , 30.5 ,58.55,1
 6 ,N1115   , 31 ,59.03,2
 6 ,N1115   , 31.5 ,59.35,1
 6 ,N1115   , 32 ,59.24,2
 6 ,N1115   , 32.5 ,59.82,2
 6 ,N1115   , 33 ,60.22,2
 6 ,N1115   , 33.5 ,60.14,2
 6 ,N1115   , 34 ,60.76,2
 6 ,N1115   , 34.5 ,60.84,1
 6 ,N1115   , 35 ,61.23,1
 6 ,N1115   , 35.5 ,61.49,1
 6 ,N1115   , 36 ,61.99,2
 6 ,N1115   , 36.5 ,62.66,1
 6 ,N1115   , 37 ,63.11,2
