                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 5
Date & Time:     3/30/2019 2:00:08 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 5 ,N1079   , 0 ,32.00,2
 5 ,N1079   , 0.5 ,30.33,2
 5 ,N1079   , 1 ,28.89,1
 5 ,N1079   , 1.5 ,27.26,2
 5 ,N1079   , 2 ,26.84,2
 5 ,N1079   , 2.5 ,25.89,1
 5 ,N1079   , 3 ,25.93,1
 5 ,N1079   , 3.5 ,26.95,2
 5 ,N1079   , 4 ,28.97,1
 5 ,N1079   , 4.5 ,31.31,3
 5 ,N1079   , 5 ,34.21,1
 5 ,N1079   , 5.5 ,36.81,2
 5 ,N1079   , 6 ,38.20,1
 5 ,N1079   , 6.5 ,39.14,2
 5 ,N1079   , 7 ,40.42,1
 5 ,N1079   , 7.5 ,41.28,1
 5 ,N1079   , 8 ,42.19,2
 5 ,N1079   , 8.5 ,42.46,1
 5 ,N1079   , 9 ,42.97,2
 5 ,N1079   , 9.5 ,42.98,2
 5 ,N1079   , 10 ,43.99,1
 5 ,N1079   , 10.5 ,44.33,1
 5 ,N1079   , 11 ,45.22,1
 5 ,N1079   , 11.5 ,45.14,1
 5 ,N1079   , 12 ,45.10,1
 5 ,N1079   , 12.5 ,45.40,1
 5 ,N1079   , 13 ,45.27,1
 5 ,N1079   , 13.5 ,46.18,2
 5 ,N1079   , 14 ,46.12,1
 5 ,N1079   , 14.5 ,46.75,1
 5 ,N1079   , 15 ,47.50,1
 5 ,N1079   , 15.5 ,48.00,1
 5 ,N1079   , 16 ,48.33,2
 5 ,N1079   , 16.5 ,48.89,1
 5 ,N1079   , 17 ,48.26,1
 5 ,N1079   , 17.5 ,48.17,2
 5 ,N1079   , 18 ,48.78,1
 5 ,N1079   , 18.5 ,49.19,2
 5 ,N1079   , 19 ,50.13,1
 5 ,N1079   , 19.5 ,50.75,1
 5 ,N1079   , 20 ,51.17,2
 5 ,N1079   , 20.5 ,51.78,2
 5 ,N1079   , 21 ,51.52,1
 5 ,N1079   , 21.5 ,52.01,2
 5 ,N1079   , 22 ,52.34,1
 5 ,N1079   , 22.5 ,52.56,1
 5 ,N1079   , 23 ,53.04,2
 5 ,N1079   , 23.5 ,53.36,1
 5 ,N1079   , 24 ,54.24,2
 5 ,N1079   , 24.5 ,54.49,1
 5 ,N1079   , 25 ,55.00,1
 5 ,N1079   , 25.5 ,55.66,3
 5 ,N1079   , 26 ,56.44,2
 5 ,N1079   , 26.5 ,56.30,2
 5 ,N1079   , 27 ,56.86,1
 5 ,N1079   , 27.5 ,56.91,1
 5 ,N1079   , 28 ,57.94,2
 5 ,N1079   , 28.5 ,57.96,1
 5 ,N1079   , 29 ,57.97,2
 5 ,N1079   , 29.5 ,57.98,3
 5 ,N1079   , 30 ,58.32,1
 5 ,N1079   , 30.5 ,58.55,2
 5 ,N1079   , 31 ,59.03,1
 5 ,N1079   , 31.5 ,59.35,2
 5 ,N1079   , 32 ,59.24,2
 5 ,N1079   , 32.5 ,59.82,2
 5 ,N1079   , 33 ,60.22,1
 5 ,N1079   , 33.5 ,60.14,2
 5 ,N1079   , 34 ,60.76,2
 5 ,N1079   , 34.5 ,60.84,3
 5 ,N1079   , 35 ,61.23,3
 5 ,N1079   , 35.5 ,61.49,2
 5 ,N1079   , 36 ,61.99,2
 5 ,N1079   , 36.5 ,62.66,2
 5 ,N1079   , 37 ,63.11,2
 5 ,N1079   , 37.5 ,64.07,3
 5 ,N1079   , 38 ,64.38,3
 5 ,N1079   , 38.5 ,64.25,2
 5 ,N1079   , 39 ,65.17,2
 5 ,N1079   , 39.5 ,65.45,3
 5 ,N1079   , 40 ,65.96,2
 5 ,N1079   , 40.5 ,66.64,2
 5 ,N1079   , 41 ,66.76,3
 5 ,N1079   , 41.5 ,67.51,2
 5 ,N1079   , 42 ,67.67,2
 5 ,N1079   , 42.5 ,67.78,2
 5 ,N1079   , 43 ,68.19,3
 5 ,N1079   , 43.5 ,68.79,3
 5 ,N1079   , 44 ,68.53,2
 5 ,N1079   , 44.5 ,68.69,3
 5 ,N1079   , 45 ,69.12,2
 5 ,N1079   , 45.5 ,69.42,3
 5 ,N1079   , 46 ,69.94,3
 5 ,N1079   , 46.5 ,70.63,3
 5 ,N1079   , 47 ,71.75,3
 5 ,N1079   , 47.5 ,72.17,3
 5 ,N1079   , 48 ,72.45,3
 5 ,N1079   , 48.5 ,72.63,2
 5 ,N1079   , 49 ,72.42,4
 5 ,N1079   , 49.5 ,72.28,2
 5 ,N1079   , 50 ,72.85,4
 5 ,N1079   , 50.5 ,73.57,4
 5 ,N1079   , 51 ,73.71,3
 5 ,N1079   , 51.5 ,74.14,4
 5 ,N1079   , 52 ,73.76,3
 5 ,N1079   , 52.5 ,73.84,3
 5 ,N1079   , 53 ,74.23,4
 5 ,N1079   , 53.5 ,74.48,3
 5 ,N1079   , 54 ,74.66,4
 5 ,N1079   , 54.5 ,75.44,3
 5 ,N1079   , 55 ,75.96,4
 5 ,N1079   , 55.5 ,76.97,4
 5 ,N1079   , 56 ,76.98,4
 5 ,N1079   , 56.5 ,77.32,3
 5 ,N1079   , 57 ,77.88,4
 5 ,N1079   , 57.5 ,78.25,5
 5 ,N1079   , 58 ,78.84,4
 5 ,N1079   , 58.5 ,78.89,4
 5 ,N1079   , 59 ,79.26,4
 5 ,N1079   , 59.5 ,80.17,5
 5 ,N1079   , 60 ,80.45,4
 5 ,N1079   , 60.5 ,80.97,4
 5 ,N1079   , 61 ,80.98,5
 5 ,N1079   , 61.5 ,81.65,4
 5 ,N1079   , 62 ,82.10,4
 5 ,N1079   , 62.5 ,82.73,6
 5 ,N1079   , 63 ,83.16,5
 5 ,N1079   , 63.5 ,83.44,5
 5 ,N1079   , 64 ,83.96,5
 5 ,N1079   , 64.5 ,84.31,5
 5 ,N1079   , 65 ,84.87,6
 5 ,N1079   , 65.5 ,84.91,6
 5 ,N1079   , 66 ,85.28,6
 5 ,N1079   , 66.5 ,85.52,5
 5 ,N1079   , 67 ,85.68,6
 5 ,N1079   , 67.5 ,87.45,8
 5 ,N1079   , 68 ,87.30,6
 5 ,N1079   , 68.5 ,87.53,6
 5 ,N1079   , 69 ,87.69,7
 5 ,N1079   , 69.5 ,87.46,7
 5 ,N1079   , 70 ,88.31,7
 5 ,N1079   , 70.5 ,88.54,8
 5 ,N1079   , 71 ,88.36,7
 5 ,N1079   , 71.5 ,88.57,8
 5 ,N1079   , 72 ,89.05,7
 5 ,N1079   , 72.5 ,89.70,7
 5 ,N1079   , 73 ,89.80,9
 5 ,N1079   , 73.5 ,90.20,8
 5 ,N1079   , 74 ,90.47,9
 5 ,N1079   , 74.5 ,90.64,8
 5 ,N1079   , 75 ,90.76,10
 5 ,N1079   , 75.5 ,90.84,9
 5 ,N1079   , 76 ,91.23,11
 5 ,N1079   , 76.5 ,91.49,11
 5 ,N1079   , 77 ,91.99,10
 5 ,N1079   , 77.5 ,91.99,11
 5 ,N1079   , 78 ,92.33,11
 5 ,N1079   , 78.5 ,92.55,11
 5 ,N1079   , 79 ,93.04,12
 5 ,N1079   , 79.5 ,93.36,12
 5 ,N1079   , 80 ,94.57,14
 5 ,N1079   , 80.5 ,94.38,13
 5 ,N1079   , 81 ,94.92,14
 5 ,N1079   , 81.5 ,95.61,13
 5 ,N1079   , 82 ,96.08,13
 5 ,N1079   , 82.5 ,96.72,14
 5 ,N1079   , 83 ,96.81,15
 5 ,N1079   , 83.5 ,97.54,15
 5 ,N1079   , 84 ,97.69,14
 5 ,N1079   , 84.5 ,98.13,15
 5 ,N1079   , 85 ,97.75,15
 5 ,N1079   , 85.5 ,98.50,16
 5 ,N1079   , 86 ,98.67,17
 5 ,N1079   , 86.5 ,99.45,17
 5 ,N1079   , 87 ,99.96,17
 5 ,N1079   , 87.5 ,99.98,18
 5 ,N1079   , 88 ,100.65,20
 5 ,N1079   , 88.5 ,101.10,16
 5 ,N1079   , 89 ,101.73,18
 5 ,N1079   , 89.5 ,102.49,18
 5 ,N1079   , 90 ,102.66,21
 5 ,N1079   , 90.5 ,102.77,18
 5 ,N1079   , 91 ,103.52,20
 5 ,N1079   , 91.5 ,104.01,21
 5 ,N1079   , 92 ,102.67,21
 5 ,N1079   , 92.5 ,103.12,20
 5 ,N1079   , 93 ,104.41,21
 5 ,N1079   , 93.5 ,105.27,20
 5 ,N1079   , 94 ,105.18,22
 5 ,N1079   , 94.5 ,105.12,21
 5 ,N1079   , 95 ,106.08,20
 5 ,N1079   , 95.5 ,105.72,21
 5 ,N1079   , 96 ,106.48,20
 5 ,N1079   , 96.5 ,106.99,20
 5 ,N1079   , 97 ,107.32,22
 5 ,N1079   , 97.5 ,107.55,20
 5 ,N1079   , 98 ,107.70,22
 5 ,N1079   , 98.5 ,108.13,21
 5 ,N1079   , 99 ,108.09,22
 5 ,N1079   , 99.5 ,108.39,20
 5 ,N1079   , 100 ,108.60,22
 5 ,N1079   , 100.5 ,109.73,21
 5 ,N1079   , 101 ,110.15,22
 5 ,N1079   , 101.5 ,110.10,21
 5 ,N1079   , 102 ,110.73,21
 5 ,N1079   , 102.5 ,111.16,20
 5 ,N1079   , 103 ,111.44,23
 5 ,N1079   , 103.5 ,111.63,20
 5 ,N1079   , 104 ,112.42,21
 5 ,N1079   , 104.5 ,112.94,20
 5 ,N1079   , 105 ,113.30,20
 5 ,N1079   , 105.5 ,113.86,20
 5 ,N1079   , 106 ,113.91,22
 5 ,N1079   , 106.5 ,114.61,20
 5 ,N1079   , 107 ,115.07,21
 5 ,N1079   , 107.5 ,115.38,19
 5 ,N1079   , 108 ,115.92,21
 5 ,N1079   , 108.5 ,117.28,19
 5 ,N1079   , 109 ,117.19,20
 5 ,N1079   , 109.5 ,117.46,22
 5 ,N1079   , 110 ,117.31,22
 5 ,N1079   , 110.5 ,117.87,21
 5 ,N1079   , 111 ,118.25,22
 5 ,N1079   , 111.5 ,118.16,20
 5 ,N1079   , 112 ,119.11,21
 5 ,N1079   , 112.5 ,119.07,22
 5 ,N1079   , 113 ,119.38,21
 5 ,N1079   , 113.5 ,119.92,23
 5 ,N1079   , 114 ,119.95,23
 5 ,N1079   , 114.5 ,120.63,23
 5 ,N1079   , 115 ,121.09,25
 5 ,N1079   , 115.5 ,121.06,22
 5 ,N1079   , 116 ,121.71,25
 5 ,N1079   , 116.5 ,122.14,23
 5 ,N1079   , 117 ,122.42,26
 5 ,N1079   , 117.5 ,122.28,24
 5 ,N1079   , 118 ,122.19,24
 5 ,N1079   , 118.5 ,122.13,25
 5 ,N1079   , 119 ,123.08,27
 5 ,N1079   , 119.5 ,123.39,26
 5 ,N1079   , 120 ,123.59,27
 5 ,N1079   , 120.5 ,124.40,27
 5 ,N1079   , 121 ,124.60,28
 5 ,N1079   , 121.5 ,125.40,27
 5 ,N1079   , 122 ,125.93,30
 5 ,N1079   , 122.5 ,125.95,32
 5 ,N1079   , 123 ,125.97,29
 5 ,N1079   , 123.5 ,125.98,31
 5 ,N1079   , 124 ,126.32,32
 5 ,N1079   , 124.5 ,126.88,32
 5 ,N1079   , 125 ,127.92,32
 5 ,N1079   , 125.5 ,128.61,33
 5 ,N1079   , 126 ,128.74,35
 5 ,N1079   , 126.5 ,129.16,32
 5 ,N1079   , 127 ,129.44,38
 5 ,N1079   , 127.5 ,130.29,35
 5 ,N1079   , 128 ,130.86,36
 5 ,N1079   , 128.5 ,131.24,36
 5 ,N1079   , 129 ,131.49,38
 5 ,N1079   , 129.5 ,132.00,39
 5 ,N1079   , 130 ,132.33,40
 5 ,N1079   , 130.5 ,132.55,38
 5 ,N1079   , 131 ,132.70,41
 5 ,N1079   , 131.5 ,132.47,42
 5 ,N1079   , 132 ,132.65,43
 5 ,N1079   , 132.5 ,133.43,44
 5 ,N1079   , 133 ,133.62,42
 5 ,N1079   , 133.5 ,134.41,46
 5 ,N1079   , 134 ,134.61,45
 5 ,N1079   , 134.5 ,134.74,46
 5 ,N1079   , 135 ,135.49,48
 5 ,N1079   , 135.5 ,136.00,48
 5 ,N1079   , 136 ,136.66,49
 5 ,N1079   , 136.5 ,137.11,49
