                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 1
Date & Time:     3/30/2019 2:00:07 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 1 ,N1059   , 0 ,27.00,1
 1 ,N1059   , 0.5 ,27.00,1
 1 ,N1059   , 1 ,26.67,1
 1 ,N1059   , 1.5 ,25.78,1
 1 ,N1059   , 2 ,25.85,1
 1 ,N1059   , 2.5 ,25.23,2
 1 ,N1059   , 3 ,25.49,1
 1 ,N1059   , 3.5 ,26.66,1
 1 ,N1059   , 4 ,28.77,1
 1 ,N1059   , 4.5 ,31.18,1
 1 ,N1059   , 5 ,34.12,1
 1 ,N1059   , 5.5 ,36.75,2
 1 ,N1059   , 6 ,38.17,1
 1 ,N1059   , 6.5 ,39.11,1
 1 ,N1059   , 7 ,40.41,1
 1 ,N1059   , 7.5 ,41.27,2
 1 ,N1059   , 8 ,42.18,2
 1 ,N1059   , 8.5 ,42.45,1
 1 ,N1059   , 9 ,42.97,2
 1 ,N1059   , 9.5 ,42.98,1
 1 ,N1059   , 10 ,43.99,1
 1 ,N1059   , 10.5 ,44.32,1
 1 ,N1059   , 11 ,45.22,1
 1 ,N1059   , 11.5 ,45.14,1
 1 ,N1059   , 12 ,45.10,2
 1 ,N1059   , 12.5 ,45.40,2
 1 ,N1059   , 13 ,45.26,1
 1 ,N1059   , 13.5 ,46.18,1
 1 ,N1059   , 14 ,46.12,1
 1 ,N1059   , 14.5 ,46.75,1
 1 ,N1059   , 15 ,47.50,2
 1 ,N1059   , 15.5 ,48.00,1
 1 ,N1059   , 16 ,48.33,1
 1 ,N1059   , 16.5 ,48.89,2
 1 ,N1059   , 17 ,48.26,1
 1 ,N1059   , 17.5 ,48.17,2
 1 ,N1059   , 18 ,48.78,1
 1 ,N1059   , 18.5 ,49.19,1
 1 ,N1059   , 19 ,50.13,1
 1 ,N1059   , 19.5 ,50.75,1
 1 ,N1059   , 20 ,51.17,2
 1 ,N1059   , 20.5 ,51.78,1
 1 ,N1059   , 21 ,51.52,2
 1 ,N1059   , 21.5 ,52.01,1
 1 ,N1059   , 22 ,52.34,1
 1 ,N1059   , 22.5 ,52.56,1
 1 ,N1059   , 23 ,53.04,2
 1 ,N1059   , 23.5 ,53.36,1
 1 ,N1059   , 24 ,54.24,2
 1 ,N1059   , 24.5 ,54.49,1
 1 ,N1059   , 25 ,55.00,1
 1 ,N1059   , 25.5 ,55.66,1
 1 ,N1059   , 26 ,56.44,2
 1 ,N1059   , 26.5 ,56.30,1
 1 ,N1059   , 27 ,56.86,2
 1 ,N1059   , 27.5 ,56.91,2
 1 ,N1059   , 28 ,57.94,1
 1 ,N1059   , 28.5 ,57.96,1
 1 ,N1059   , 29 ,57.97,2
 1 ,N1059   , 29.5 ,57.98,1
 1 ,N1059   , 30 ,58.32,1
 1 ,N1059   , 30.5 ,58.55,1
 1 ,N1059   , 31 ,59.03,2
 1 ,N1059   , 31.5 ,59.35,1
 1 ,N1059   , 32 ,59.24,2
 1 ,N1059   , 32.5 ,59.82,2
 1 ,N1059   , 33 ,60.22,1
 1 ,N1059   , 33.5 ,60.14,1
 1 ,N1059   , 34 ,60.76,2
 1 ,N1059   , 34.5 ,60.84,1
 1 ,N1059   , 35 ,61.23,1
 1 ,N1059   , 35.5 ,61.49,1
 1 ,N1059   , 36 ,61.99,1
 1 ,N1059   , 36.5 ,62.66,2
 1 ,N1059   , 37 ,63.11,1
 1 ,N1059   , 37.5 ,64.07,2
 1 ,N1059   , 38 ,64.38,1
 1 ,N1059   , 38.5 ,64.25,2
