                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  2 Data Points per Second

File Name:        R&D-033019-jackT-group4 4
Date & Time:     3/30/2019 2:00:08 PM

Sample No.,Barcode,Time ( .5s),Temperature,
Counts
 4 ,N1125   , 0 ,33.00,2
 4 ,N1125   , 0.5 ,31.00,1
 4 ,N1125   , 1 ,29.33,1
 4 ,N1125   , 1.5 ,27.56,2
 4 ,N1125   , 2 ,27.04,1
 4 ,N1125   , 2.5 ,26.02,1
 4 ,N1125   , 3 ,26.02,1
 4 ,N1125   , 3.5 ,27.01,1
 4 ,N1125   , 4 ,29.01,1
 4 ,N1125   , 4.5 ,31.34,1
 4 ,N1125   , 5 ,34.23,2
 4 ,N1125   , 5.5 ,36.82,1
 4 ,N1125   , 6 ,38.21,1
 4 ,N1125   , 6.5 ,39.14,1
 4 ,N1125   , 7 ,40.43,1
 4 ,N1125   , 7.5 ,41.28,1
 4 ,N1125   , 8 ,42.19,2
 4 ,N1125   , 8.5 ,42.46,1
 4 ,N1125   , 9 ,42.97,1
 4 ,N1125   , 9.5 ,42.98,1
 4 ,N1125   , 10 ,43.99,1
 4 ,N1125   , 10.5 ,44.33,2
 4 ,N1125   , 11 ,45.22,1
 4 ,N1125   , 11.5 ,45.14,1
 4 ,N1125   , 12 ,45.10,2
 4 ,N1125   , 12.5 ,45.40,1
 4 ,N1125   , 13 ,45.27,1
 4 ,N1125   , 13.5 ,46.18,1
 4 ,N1125   , 14 ,46.12,1
 4 ,N1125   , 14.5 ,46.75,1
 4 ,N1125   , 15 ,47.50,2
 4 ,N1125   , 15.5 ,48.00,1
 4 ,N1125   , 16 ,48.33,1
 4 ,N1125   , 16.5 ,48.89,1
 4 ,N1125   , 17 ,48.26,1
 4 ,N1125   , 17.5 ,48.17,1
 4 ,N1125   , 18 ,48.78,1
 4 ,N1125   , 18.5 ,49.19,2
 4 ,N1125   , 19 ,50.13,2
 4 ,N1125   , 19.5 ,50.75,1
 4 ,N1125   , 20 ,51.17,1
 4 ,N1125   , 20.5 ,51.78,1
 4 ,N1125   , 21 ,51.52,1
 4 ,N1125   , 21.5 ,52.01,1
 4 ,N1125   , 22 ,52.34,2
 4 ,N1125   , 22.5 ,52.56,1
 4 ,N1125   , 23 ,53.04,2
 4 ,N1125   , 23.5 ,53.36,1
 4 ,N1125   , 24 ,54.24,2
 4 ,N1125   , 24.5 ,54.49,1
 4 ,N1125   , 25 ,55.00,1
 4 ,N1125   , 25.5 ,55.66,2
 4 ,N1125   , 26 ,56.44,2
 4 ,N1125   , 26.5 ,56.30,1
 4 ,N1125   , 27 ,56.86,1
 4 ,N1125   , 27.5 ,56.91,2
 4 ,N1125   , 28 ,57.94,1
 4 ,N1125   , 28.5 ,57.96,1
 4 ,N1125   , 29 ,57.97,1
 4 ,N1125   , 29.5 ,57.98,2
 4 ,N1125   , 30 ,58.32,2
 4 ,N1125   , 30.5 ,58.55,1
 4 ,N1125   , 31 ,59.03,1
 4 ,N1125   , 31.5 ,59.35,2
 4 ,N1125   , 32 ,59.24,2
 4 ,N1125   , 32.5 ,59.82,1
 4 ,N1125   , 33 ,60.22,1
 4 ,N1125   , 33.5 ,60.14,2
 4 ,N1125   , 34 ,60.76,1
 4 ,N1125   , 34.5 ,60.84,1
 4 ,N1125   , 35 ,61.23,1
 4 ,N1125   , 35.5 ,61.49,1
 4 ,N1125   , 36 ,61.99,2
 4 ,N1125   , 36.5 ,62.66,2
 4 ,N1125   , 37 ,63.11,1
 4 ,N1125   , 37.5 ,64.07,1
 4 ,N1125   , 38 ,64.38,2
 4 ,N1125   , 38.5 ,64.25,0
 4 ,N1125   , 39 ,65.17,2
 4 ,N1125   , 39.5 ,65.45,2
 4 ,N1125   , 40 ,65.96,1
 4 ,N1125   , 40.5 ,66.64,2
 4 ,N1125   , 41 ,66.76,2
 4 ,N1125   , 41.5 ,67.51,1
 4 ,N1125   , 42 ,67.67,2
 4 ,N1125   , 42.5 ,67.78,2
 4 ,N1125   , 43 ,68.19,1
 4 ,N1125   , 43.5 ,68.79,2
 4 ,N1125   , 44 ,68.53,3
 4 ,N1125   , 44.5 ,68.69,1
 4 ,N1125   , 45 ,69.12,2
