barcode,temp,Count
,89.0,2.006008130618755
,89.0,2.0131433855343794
,89.0,2.0318237254218783
,89.0,2.0549138953656274
,89.0,2.0735942352531263
,90.0,2.0807294901687508
,90.0,2.0735942352531263
,90.0,2.0549138953656274
,90.0,2.031823725421878
,91.0,2.013143385534379
,91.0,2.006008130618755
,91.0,2.0131433855343794
,91.0,2.0377786404500036
,91.0,2.08755321559063
,92.0,2.1694630456468804
,92.0,2.2849138953656283
,93.0,2.428004065309377
,92.0,2.587778640450003
,92.0,2.7532294901687506
,93.0,2.9180901699437483
,93.0,3.08190983005625
,93.0,3.247135254915623
,93.0,3.4152254248593725
,94.0,3.5847745751406253
,94.0,3.7532294901687497
,94.0,3.921094235253126
,94.0,4.094688470506252
,94.0,4.28454915028125
,95.0,4.500139320225001
,95.0,4.744463045646879
,95.0,5.0124138953656265
,95.0,5.293315594803121
,96.0,5.575364745084374
,96.0,5.850139320225
,96.0,6.115450849718744
,96.0,6.375225424859371
,97.0,6.637188470506251
,97.0,6.910278640450002
,97.0,7.202639320225
,97.0,7.519323725421876
,97.0,7.859913895365624
,97.0,8.218229490168747
,98.0,8.585139320224997
,97.0,8.952864745084373
,98.0,9.318090169943746
,98.0,9.682274575140625
,99.0,10.049774575140622
,99.0,10.424635254915621
,99.0,10.807135254915622
,99.0,11.192864745084371
,100.0,11.575364745084372
,100.0,11.950590169943746
,100.0,12.320729490168747
,101.0,12.694688470506252
,100.0,13.084913895365624
,101.0,13.502413895365624
,101.0,13.9515983005625
,102.0,14.428004065309374
,102.0,14.921094235253122
,102.0,15.419913895365625
,102.0,15.918090169943742
,102.0,16.415590169943744
,104.0,16.91682372542187
,103.0,17.427639320224998
,103.0,17.95286474508437
,103.0,18.494688470506247
,103.0,19.052778640449997
,103.0,19.62536474508437
,103.0,20.209774575140624
,103.0,20.803004065309374
,104.0,21.40300406530937
,104.0,22.009774575140618
,104.0,22.624999999999993
,105.0,23.250139320224992
,105.0,23.884913895365624
,105.0,24.52786474508437
,105.0,25.178229490168743
,105.0,25.837553215590624
,105.0,26.510278640449997
,105.0,27.20263932022499
,106.0,27.91968847050624
,106.0,28.66255321559062
,106.0,29.428004065309363
,107.0,30.21013932022499
,107.0,31.00300406530937
,107.0,31.803004065309366
