                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 39
Date & Time:     6/15/2019 6:03:06 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 39 ,N1066   , 0 ,35.00,0
 39 ,N1066   , 0.1 ,34.33,1
 39 ,N1066   , 0.2 ,33.89,0
 39 ,N1066   , 0.3 ,33.59,1
 39 ,N1066   , 0.4 ,33.40,0
 39 ,N1066   , 0.5 ,33.26,0
 39 ,N1066   , 0.6 ,33.51,1
 39 ,N1066   , 0.7 ,33.34,0
 39 ,N1066   , 0.8 ,33.23,1
 39 ,N1066   , 0.9 ,33.15,0
 39 ,N1066   , 1 ,33.43,1
 39 ,N1066   , 1.1 ,33.29,0
 39 ,N1066   , 1.2 ,32.86,0
 39 ,N1066   , 1.3 ,32.91,1
 39 ,N1066   , 1.4 ,32.94,0
 39 ,N1066   , 1.5 ,33.29,1
 39 ,N1066   , 1.6 ,32.86,0
 39 ,N1066   , 1.7 ,32.91,0
 39 ,N1066   , 1.8 ,32.94,1
 39 ,N1066   , 1.9 ,32.63,0
 39 ,N1066   , 2 ,32.75,1
 39 ,N1066   , 2.1 ,32.83,0
 39 ,N1066   , 2.2 ,32.89,0
 39 ,N1066   , 2.3 ,32.59,0
 39 ,N1066   , 2.4 ,32.73,1
 39 ,N1066   , 2.5 ,32.82,0
 39 ,N1066   , 2.6 ,32.88,1
 39 ,N1066   , 2.7 ,33.25,0
 39 ,N1066   , 2.8 ,33.17,1
 39 ,N1066   , 2.9 ,33.11,0
 39 ,N1066   , 3 ,32.74,1
 39 ,N1066   , 3.1 ,32.83,0
 39 ,N1066   , 3.2 ,32.89,0
 39 ,N1066   , 3.3 ,32.92,0
 39 ,N1066   , 3.4 ,32.95,1
 39 ,N1066   , 3.5 ,33.30,0
 39 ,N1066   , 3.6 ,33.20,1
 39 ,N1066   , 3.7 ,33.13,0
 39 ,N1066   , 3.8 ,33.42,0
 39 ,N1066   , 3.9 ,33.28,1
 39 ,N1066   , 4 ,33.19,0
 39 ,N1066   , 4.1 ,33.13,1
 39 ,N1066   , 4.2 ,33.08,0
 39 ,N1066   , 4.3 ,33.39,0
 39 ,N1066   , 4.4 ,33.93,0
 39 ,N1066   , 4.5 ,35.28,1
 39 ,N1066   , 4.6 ,35.52,0
 39 ,N1066   , 4.7 ,36.35,0
