                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 16
Date & Time:     6/15/2019 6:03:05 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 16 ,N1096   , 0 ,32.00,1
 16 ,N1096   , 0.1 ,32.33,0
 16 ,N1096   , 0.2 ,32.56,1
 16 ,N1096   , 0.3 ,32.70,0
 16 ,N1096   , 0.4 ,32.80,1
 16 ,N1096   , 0.5 ,32.87,1
 16 ,N1096   , 0.6 ,33.25,0
 16 ,N1096   , 0.7 ,33.16,0
 16 ,N1096   , 0.8 ,33.11,0
 16 ,N1096   , 0.9 ,33.07,1
 16 ,N1096   , 1 ,33.38,0
 16 ,N1096   , 1.1 ,33.25,0
 16 ,N1096   , 1.2 ,32.84,0
 16 ,N1096   , 1.3 ,32.89,1
 16 ,N1096   , 1.4 ,32.93,0
 16 ,N1096   , 1.5 ,33.28,0
 16 ,N1096   , 1.6 ,32.86,0
 16 ,N1096   , 1.7 ,32.90,1
 16 ,N1096   , 1.8 ,32.94,0
 16 ,N1096   , 1.9 ,32.62,0
 16 ,N1096   , 2 ,32.75,1
 16 ,N1096   , 2.1 ,32.83,0
 16 ,N1096   , 2.2 ,32.89,0
 16 ,N1096   , 2.3 ,32.59,1
 16 ,N1096   , 2.4 ,32.73,0
 16 ,N1096   , 2.5 ,32.82,0
 16 ,N1096   , 2.6 ,32.88,0
 16 ,N1096   , 2.7 ,33.25,1
 16 ,N1096   , 2.8 ,33.17,0
 16 ,N1096   , 2.9 ,33.11,0
 16 ,N1096   , 3 ,32.74,0
 16 ,N1096   , 3.1 ,32.83,1
 16 ,N1096   , 3.2 ,32.89,0
 16 ,N1096   , 3.3 ,32.92,0
 16 ,N1096   , 3.4 ,32.95,1
 16 ,N1096   , 3.5 ,33.30,0
 16 ,N1096   , 3.6 ,33.20,0
 16 ,N1096   , 3.7 ,33.13,0
 16 ,N1096   , 3.8 ,33.42,1
 16 ,N1096   , 3.9 ,33.28,0
 16 ,N1096   , 4 ,33.19,0
 16 ,N1096   , 4.1 ,33.13,1
 16 ,N1096   , 4.2 ,33.08,0
 16 ,N1096   , 4.3 ,33.39,0
 16 ,N1096   , 4.4 ,33.93,1
 16 ,N1096   , 4.5 ,35.28,0
 16 ,N1096   , 4.6 ,35.52,1
 16 ,N1096   , 4.7 ,36.35,0
 16 ,N1096   , 4.8 ,36.90,1
 16 ,N1096   , 4.9 ,37.93,0
 16 ,N1096   , 5 ,38.96,1
 16 ,N1096   , 5.1 ,39.64,0
 16 ,N1096   , 5.2 ,40.09,0
 16 ,N1096   , 5.3 ,40.39,0
 16 ,N1096   , 5.4 ,40.60,1
 16 ,N1096   , 5.5 ,40.73,0
 16 ,N1096   , 5.6 ,40.82,0
 16 ,N1096   , 5.7 ,40.55,1
 16 ,N1096   , 5.8 ,40.70,0
 16 ,N1096   , 5.9 ,41.13,0
 16 ,N1096   , 6 ,41.42,1
 16 ,N1096   , 6.1 ,41.61,0
 16 ,N1096   , 6.2 ,41.74,0
 16 ,N1096   , 6.3 ,41.50,1
 16 ,N1096   , 6.4 ,41.66,0
 16 ,N1096   , 6.5 ,41.78,0
 16 ,N1096   , 6.6 ,42.18,1
 16 ,N1096   , 6.7 ,42.46,0
 16 ,N1096   , 6.8 ,42.97,0
 16 ,N1096   , 6.9 ,43.31,0
 16 ,N1096   , 7 ,43.21,0
 16 ,N1096   , 7.1 ,43.14,1
 16 ,N1096   , 7.2 ,43.09,0
 16 ,N1096   , 7.3 ,43.06,1
 16 ,N1096   , 7.4 ,43.04,0
 16 ,N1096   , 7.5 ,43.69,1
 16 ,N1096   , 7.6 ,43.80,0
 16 ,N1096   , 7.7 ,43.86,0
 16 ,N1096   , 7.8 ,43.91,0
 16 ,N1096   , 7.9 ,43.94,1
 16 ,N1096   , 8 ,43.96,0
 16 ,N1096   , 8.1 ,44.31,0
 16 ,N1096   , 8.2 ,44.20,1
 16 ,N1096   , 8.3 ,44.47,0
 16 ,N1096   , 8.4 ,44.31,0
 16 ,N1096   , 8.5 ,44.88,0
 16 ,N1096   , 8.6 ,45.25,0
 16 ,N1096   , 8.7 ,45.17,0
 16 ,N1096   , 8.8 ,45.11,1
 16 ,N1096   , 8.9 ,45.41,0
 16 ,N1096   , 9 ,45.60,0
 16 ,N1096   , 9.1 ,45.40,1
 16 ,N1096   , 9.2 ,44.94,0
 16 ,N1096   , 9.3 ,44.96,0
 16 ,N1096   , 9.4 ,45.64,1
 16 ,N1096   , 9.5 ,45.76,0
 16 ,N1096   , 9.6 ,45.84,0
 16 ,N1096   , 9.7 ,46.23,1
 16 ,N1096   , 9.8 ,46.15,0
 16 ,N1096   , 9.9 ,46.43,0
 16 ,N1096   , 10 ,46.62,0
 16 ,N1096   , 10.1 ,46.75,1
 16 ,N1096   , 10.2 ,46.83,0
 16 ,N1096   , 10.3 ,46.89,0
 16 ,N1096   , 10.4 ,46.93,1
 16 ,N1096   , 10.5 ,46.95,0
 16 ,N1096   , 10.6 ,46.97,1
 16 ,N1096   , 10.7 ,46.98,0
 16 ,N1096   , 10.8 ,46.99,0
 16 ,N1096   , 10.9 ,47.32,1
 16 ,N1096   , 11 ,47.55,0
 16 ,N1096   , 11.1 ,47.70,0
 16 ,N1096   , 11.2 ,48.13,1
 16 ,N1096   , 11.3 ,47.76,0
 16 ,N1096   , 11.4 ,47.84,1
 16 ,N1096   , 11.5 ,48.22,0
 16 ,N1096   , 11.6 ,48.15,0
 16 ,N1096   , 11.7 ,48.43,0
 16 ,N1096   , 11.8 ,48.62,1
 16 ,N1096   , 11.9 ,48.75,0
 16 ,N1096   , 12 ,49.17,1
 16 ,N1096   , 12.1 ,49.11,0
 16 ,N1096   , 12.2 ,50.07,0
 16 ,N1096   , 12.3 ,49.72,1
 16 ,N1096   , 12.4 ,49.48,0
 16 ,N1096   , 12.5 ,49.32,1
 16 ,N1096   , 12.6 ,49.55,0
 16 ,N1096   , 12.7 ,50.03,0
 16 ,N1096   , 12.8 ,50.35,1
 16 ,N1096   , 12.9 ,50.57,0
 16 ,N1096   , 13 ,51.05,0
 16 ,N1096   , 13.1 ,51.36,0
 16 ,N1096   , 13.2 ,51.24,1
 16 ,N1096   , 13.3 ,51.16,0
 16 ,N1096   , 13.4 ,51.11,0
 16 ,N1096   , 13.5 ,51.41,1
 16 ,N1096   , 13.6 ,51.27,0
 16 ,N1096   , 13.7 ,51.51,0
 16 ,N1096   , 13.8 ,51.68,1
 16 ,N1096   , 13.9 ,51.45,0
 16 ,N1096   , 14 ,51.30,0
 16 ,N1096   , 14.1 ,51.20,1
 16 ,N1096   , 14.2 ,51.47,0
 16 ,N1096   , 14.3 ,51.98,0
