                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 32
Date & Time:     6/15/2019 6:03:06 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 32 ,N1075   , 0 ,34.00,0
 32 ,N1075   , 0.1 ,33.67,0
 32 ,N1075   , 0.2 ,33.44,1
 32 ,N1075   , 0.3 ,33.30,0
 32 ,N1075   , 0.4 ,33.20,0
 32 ,N1075   , 0.5 ,33.13,1
 32 ,N1075   , 0.6 ,33.42,0
 32 ,N1075   , 0.7 ,33.28,0
 32 ,N1075   , 0.8 ,33.19,1
 32 ,N1075   , 0.9 ,33.12,0
 32 ,N1075   , 1 ,33.42,0
 32 ,N1075   , 1.1 ,33.28,1
 32 ,N1075   , 1.2 ,32.85,0
 32 ,N1075   , 1.3 ,32.90,1
 32 ,N1075   , 1.4 ,32.93,0
 32 ,N1075   , 1.5 ,33.29,0
 32 ,N1075   , 1.6 ,32.86,1
 32 ,N1075   , 1.7 ,32.91,0
 32 ,N1075   , 1.8 ,32.94,1
 32 ,N1075   , 1.9 ,32.63,0
 32 ,N1075   , 2 ,32.75,0
 32 ,N1075   , 2.1 ,32.83,1
 32 ,N1075   , 2.2 ,32.89,0
 32 ,N1075   , 2.3 ,32.59,0
 32 ,N1075   , 2.4 ,32.73,1
 32 ,N1075   , 2.5 ,32.82,0
 32 ,N1075   , 2.6 ,32.88,0
 32 ,N1075   , 2.7 ,33.25,1
 32 ,N1075   , 2.8 ,33.17,0
 32 ,N1075   , 2.9 ,33.11,0
 32 ,N1075   , 3 ,32.74,1
 32 ,N1075   , 3.1 ,32.83,0
 32 ,N1075   , 3.2 ,32.89,0
 32 ,N1075   , 3.3 ,32.92,1
 32 ,N1075   , 3.4 ,32.95,0
 32 ,N1075   , 3.5 ,33.30,0
 32 ,N1075   , 3.6 ,33.20,1
 32 ,N1075   , 3.7 ,33.13,0
 32 ,N1075   , 3.8 ,33.42,1
 32 ,N1075   , 3.9 ,33.28,0
 32 ,N1075   , 4 ,33.19,0
 32 ,N1075   , 4.1 ,33.13,1
 32 ,N1075   , 4.2 ,33.08,0
 32 ,N1075   , 4.3 ,33.39,0
 32 ,N1075   , 4.4 ,33.93,1
