                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 24
Date & Time:     6/15/2019 6:03:05 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 24 ,N1076   , 0 ,33.00,0
 24 ,N1076   , 0.1 ,33.00,1
 24 ,N1076   , 0.2 ,33.00,0
 24 ,N1076   , 0.3 ,33.00,1
 24 ,N1076   , 0.4 ,33.00,0
 24 ,N1076   , 0.5 ,33.00,0
 24 ,N1076   , 0.6 ,33.33,1
 24 ,N1076   , 0.7 ,33.22,0
 24 ,N1076   , 0.8 ,33.15,0
 24 ,N1076   , 0.9 ,33.10,1
 24 ,N1076   , 1 ,33.40,0
 24 ,N1076   , 1.1 ,33.27,0
 24 ,N1076   , 1.2 ,32.84,1
 24 ,N1076   , 1.3 ,32.90,0
 24 ,N1076   , 1.4 ,32.93,0
 24 ,N1076   , 1.5 ,33.29,0
 24 ,N1076   , 1.6 ,32.86,1
 24 ,N1076   , 1.7 ,32.91,0
 24 ,N1076   , 1.8 ,32.94,0
 24 ,N1076   , 1.9 ,32.62,1
 24 ,N1076   , 2 ,32.75,0
 24 ,N1076   , 2.1 ,32.83,0
 24 ,N1076   , 2.2 ,32.89,1
 24 ,N1076   , 2.3 ,32.59,0
 24 ,N1076   , 2.4 ,32.73,0
 24 ,N1076   , 2.5 ,32.82,1
 24 ,N1076   , 2.6 ,32.88,0
 24 ,N1076   , 2.7 ,33.25,0
 24 ,N1076   , 2.8 ,33.17,0
 24 ,N1076   , 2.9 ,33.11,0
 24 ,N1076   , 3 ,32.74,1
 24 ,N1076   , 3.1 ,32.83,0
 24 ,N1076   , 3.2 ,32.89,0
 24 ,N1076   , 3.3 ,32.92,1
 24 ,N1076   , 3.4 ,32.95,0
 24 ,N1076   , 3.5 ,33.30,0
 24 ,N1076   , 3.6 ,33.20,0
 24 ,N1076   , 3.7 ,33.13,1
 24 ,N1076   , 3.8 ,33.42,0
 24 ,N1076   , 3.9 ,33.28,0
 24 ,N1076   , 4 ,33.19,1
 24 ,N1076   , 4.1 ,33.13,0
 24 ,N1076   , 4.2 ,33.08,0
 24 ,N1076   , 4.3 ,33.39,0
 24 ,N1076   , 4.4 ,33.93,1
 24 ,N1076   , 4.5 ,35.28,0
 24 ,N1076   , 4.6 ,35.52,0
 24 ,N1076   , 4.7 ,36.35,1
 24 ,N1076   , 4.8 ,36.90,0
 24 ,N1076   , 4.9 ,37.93,0
 24 ,N1076   , 5 ,38.96,0
 24 ,N1076   , 5.1 ,39.64,1
 24 ,N1076   , 5.2 ,40.09,0
 24 ,N1076   , 5.3 ,40.39,0
 24 ,N1076   , 5.4 ,40.60,1
 24 ,N1076   , 5.5 ,40.73,0
 24 ,N1076   , 5.6 ,40.82,0
 24 ,N1076   , 5.7 ,40.55,1
 24 ,N1076   , 5.8 ,40.70,0
 24 ,N1076   , 5.9 ,41.13,0
 24 ,N1076   , 6 ,41.42,1
 24 ,N1076   , 6.1 ,41.61,0
 24 ,N1076   , 6.2 ,41.74,0
 24 ,N1076   , 6.3 ,41.50,0
 24 ,N1076   , 6.4 ,41.66,1
 24 ,N1076   , 6.5 ,41.78,0
 24 ,N1076   , 6.6 ,42.18,0
 24 ,N1076   , 6.7 ,42.46,0
 24 ,N1076   , 6.8 ,42.97,1
