                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 54
Date & Time:     6/15/2019 6:03:07 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 54 ,N1113   , 0 ,35.00,1
 54 ,N1113   , 0.1 ,34.33,0
 54 ,N1113   , 0.2 ,33.89,0
 54 ,N1113   , 0.3 ,33.59,1
 54 ,N1113   , 0.4 ,33.40,1
 54 ,N1113   , 0.5 ,33.26,0
 54 ,N1113   , 0.6 ,33.51,0
 54 ,N1113   , 0.7 ,33.34,1
 54 ,N1113   , 0.8 ,33.23,0
 54 ,N1113   , 0.9 ,33.15,1
 54 ,N1113   , 1 ,33.43,0
 54 ,N1113   , 1.1 ,33.29,0
 54 ,N1113   , 1.2 ,32.86,1
 54 ,N1113   , 1.3 ,32.91,0
 54 ,N1113   , 1.4 ,32.94,0
 54 ,N1113   , 1.5 ,33.29,1
 54 ,N1113   , 1.6 ,32.86,0
 54 ,N1113   , 1.7 ,32.91,0
 54 ,N1113   , 1.8 ,32.94,1
 54 ,N1113   , 1.9 ,32.63,0
 54 ,N1113   , 2 ,32.75,1
 54 ,N1113   , 2.1 ,32.83,0
 54 ,N1113   , 2.2 ,32.89,0
 54 ,N1113   , 2.3 ,32.59,1
 54 ,N1113   , 2.4 ,32.73,0
 54 ,N1113   , 2.5 ,32.82,0
 54 ,N1113   , 2.6 ,32.88,1
 54 ,N1113   , 2.7 ,33.25,0
 54 ,N1113   , 2.8 ,33.17,0
 54 ,N1113   , 2.9 ,33.11,1
 54 ,N1113   , 3 ,32.74,0
 54 ,N1113   , 3.1 ,32.83,0
 54 ,N1113   , 3.2 ,32.89,1
 54 ,N1113   , 3.3 ,32.92,0
 54 ,N1113   , 3.4 ,32.95,0
 54 ,N1113   , 3.5 ,33.30,1
 54 ,N1113   , 3.6 ,33.20,0
 54 ,N1113   , 3.7 ,33.13,0
 54 ,N1113   , 3.8 ,33.42,1
 54 ,N1113   , 3.9 ,33.28,0
 54 ,N1113   , 4 ,33.19,0
 54 ,N1113   , 4.1 ,33.13,1
 54 ,N1113   , 4.2 ,33.08,0
 54 ,N1113   , 4.3 ,33.39,0
 54 ,N1113   , 4.4 ,33.93,1
 54 ,N1113   , 4.5 ,35.28,0
 54 ,N1113   , 4.6 ,35.52,0
 54 ,N1113   , 4.7 ,36.35,1
 54 ,N1113   , 4.8 ,36.90,0
 54 ,N1113   , 4.9 ,37.93,0
 54 ,N1113   , 5 ,38.96,1
 54 ,N1113   , 5.1 ,39.64,0
 54 ,N1113   , 5.2 ,40.09,0
 54 ,N1113   , 5.3 ,40.39,1
 54 ,N1113   , 5.4 ,40.60,0
 54 ,N1113   , 5.5 ,40.73,0
 54 ,N1113   , 5.6 ,40.82,1
 54 ,N1113   , 5.7 ,40.55,0
 54 ,N1113   , 5.8 ,40.70,1
 54 ,N1113   , 5.9 ,41.13,0
 54 ,N1113   , 6 ,41.42,0
 54 ,N1113   , 6.1 ,41.61,1
 54 ,N1113   , 6.2 ,41.74,1
 54 ,N1113   , 6.3 ,41.50,0
 54 ,N1113   , 6.4 ,41.66,0
 54 ,N1113   , 6.5 ,41.78,1
 54 ,N1113   , 6.6 ,42.18,0
 54 ,N1113   , 6.7 ,42.46,0
 54 ,N1113   , 6.8 ,42.97,1
 54 ,N1113   , 6.9 ,43.31,0
 54 ,N1113   , 7 ,43.21,1
 54 ,N1113   , 7.1 ,43.14,0
 54 ,N1113   , 7.2 ,43.09,1
 54 ,N1113   , 7.3 ,43.06,0
 54 ,N1113   , 7.4 ,43.04,0
 54 ,N1113   , 7.5 ,43.69,0
 54 ,N1113   , 7.6 ,43.80,1
 54 ,N1113   , 7.7 ,43.86,0
 54 ,N1113   , 7.8 ,43.91,0
 54 ,N1113   , 7.9 ,43.94,1
 54 ,N1113   , 8 ,43.96,0
 54 ,N1113   , 8.1 ,44.31,0
 54 ,N1113   , 8.2 ,44.20,1
 54 ,N1113   , 8.3 ,44.47,0
 54 ,N1113   , 8.4 ,44.31,1
 54 ,N1113   , 8.5 ,44.88,0
 54 ,N1113   , 8.6 ,45.25,0
 54 ,N1113   , 8.7 ,45.17,0
 54 ,N1113   , 8.8 ,45.11,1
 54 ,N1113   , 8.9 ,45.41,0
 54 ,N1113   , 9 ,45.60,0
 54 ,N1113   , 9.1 ,45.40,0
 54 ,N1113   , 9.2 ,44.94,1
 54 ,N1113   , 9.3 ,44.96,0
 54 ,N1113   , 9.4 ,45.64,0
 54 ,N1113   , 9.5 ,45.76,1
 54 ,N1113   , 9.6 ,45.84,0
 54 ,N1113   , 9.7 ,46.23,1
 54 ,N1113   , 9.8 ,46.15,0
 54 ,N1113   , 9.9 ,46.43,0
 54 ,N1113   , 10 ,46.62,1
 54 ,N1113   , 10.1 ,46.75,0
 54 ,N1113   , 10.2 ,46.83,0
 54 ,N1113   , 10.3 ,46.89,1
 54 ,N1113   , 10.4 ,46.93,0
 54 ,N1113   , 10.5 ,46.95,0
 54 ,N1113   , 10.6 ,46.97,1
 54 ,N1113   , 10.7 ,46.98,0
 54 ,N1113   , 10.8 ,46.99,1
 54 ,N1113   , 10.9 ,47.32,0
 54 ,N1113   , 11 ,47.55,0
 54 ,N1113   , 11.1 ,47.70,1
 54 ,N1113   , 11.2 ,48.13,0
 54 ,N1113   , 11.3 ,47.76,0
 54 ,N1113   , 11.4 ,47.84,1
 54 ,N1113   , 11.5 ,48.22,0
 54 ,N1113   , 11.6 ,48.15,0
 54 ,N1113   , 11.7 ,48.43,0
 54 ,N1113   , 11.8 ,48.62,2
 54 ,N1113   , 11.9 ,48.75,0
 54 ,N1113   , 12 ,49.17,0
 54 ,N1113   , 12.1 ,49.11,1
 54 ,N1113   , 12.2 ,50.07,0
 54 ,N1113   , 12.3 ,49.72,0
 54 ,N1113   , 12.4 ,49.48,0
 54 ,N1113   , 12.5 ,49.32,0
 54 ,N1113   , 12.6 ,49.55,1
 54 ,N1113   , 12.7 ,50.03,0
 54 ,N1113   , 12.8 ,50.35,0
