                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 44
Date & Time:     6/15/2019 6:03:06 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 44 ,N1039   , 0 ,33.00,0
 44 ,N1039   , 0.1 ,33.00,1
 44 ,N1039   , 0.2 ,33.00,0
 44 ,N1039   , 0.3 ,33.00,1
 44 ,N1039   , 0.4 ,33.00,0
 44 ,N1039   , 0.5 ,33.00,1
 44 ,N1039   , 0.6 ,33.33,0
 44 ,N1039   , 0.7 ,33.22,0
 44 ,N1039   , 0.8 ,33.15,1
 44 ,N1039   , 0.9 ,33.10,0
 44 ,N1039   , 1 ,33.40,1
 44 ,N1039   , 1.1 ,33.27,0
 44 ,N1039   , 1.2 ,32.84,0
 44 ,N1039   , 1.3 ,32.90,1
 44 ,N1039   , 1.4 ,32.93,0
 44 ,N1039   , 1.5 ,33.29,1
 44 ,N1039   , 1.6 ,32.86,0
 44 ,N1039   , 1.7 ,32.91,1
 44 ,N1039   , 1.8 ,32.94,1
 44 ,N1039   , 1.9 ,32.62,0
 44 ,N1039   , 2 ,32.75,1
 44 ,N1039   , 2.1 ,32.83,0
 44 ,N1039   , 2.2 ,32.89,0
 44 ,N1039   , 2.3 ,32.59,1
 44 ,N1039   , 2.4 ,32.73,0
 44 ,N1039   , 2.5 ,32.82,0
 44 ,N1039   , 2.6 ,32.88,1
 44 ,N1039   , 2.7 ,33.25,0
 44 ,N1039   , 2.8 ,33.17,1
 44 ,N1039   , 2.9 ,33.11,0
 44 ,N1039   , 3 ,32.74,0
 44 ,N1039   , 3.1 ,32.83,1
 44 ,N1039   , 3.2 ,32.89,0
 44 ,N1039   , 3.3 ,32.92,0
 44 ,N1039   , 3.4 ,32.95,1
 44 ,N1039   , 3.5 ,33.30,0
 44 ,N1039   , 3.6 ,33.20,0
 44 ,N1039   , 3.7 ,33.13,1
 44 ,N1039   , 3.8 ,33.42,0
 44 ,N1039   , 3.9 ,33.28,0
 44 ,N1039   , 4 ,33.19,1
 44 ,N1039   , 4.1 ,33.13,1
 44 ,N1039   , 4.2 ,33.08,0
 44 ,N1039   , 4.3 ,33.39,0
 44 ,N1039   , 4.4 ,33.93,0
 44 ,N1039   , 4.5 ,35.28,1
 44 ,N1039   , 4.6 ,35.52,0
 44 ,N1039   , 4.7 ,36.35,0
 44 ,N1039   , 4.8 ,36.90,1
 44 ,N1039   , 4.9 ,37.93,0
 44 ,N1039   , 5 ,38.96,0
 44 ,N1039   , 5.1 ,39.64,1
 44 ,N1039   , 5.2 ,40.09,0
 44 ,N1039   , 5.3 ,40.39,0
 44 ,N1039   , 5.4 ,40.60,0
 44 ,N1039   , 5.5 ,40.73,1
 44 ,N1039   , 5.6 ,40.82,0
 44 ,N1039   , 5.7 ,40.55,0
 44 ,N1039   , 5.8 ,40.70,1
 44 ,N1039   , 5.9 ,41.13,0
 44 ,N1039   , 6 ,41.42,0
 44 ,N1039   , 6.1 ,41.61,1
 44 ,N1039   , 6.2 ,41.74,0
 44 ,N1039   , 6.3 ,41.50,0
 44 ,N1039   , 6.4 ,41.66,1
 44 ,N1039   , 6.5 ,41.78,0
 44 ,N1039   , 6.6 ,42.18,1
 44 ,N1039   , 6.7 ,42.46,0
 44 ,N1039   , 6.8 ,42.97,0
 44 ,N1039   , 6.9 ,43.31,1
 44 ,N1039   , 7 ,43.21,0
 44 ,N1039   , 7.1 ,43.14,0
 44 ,N1039   , 7.2 ,43.09,1
 44 ,N1039   , 7.3 ,43.06,0
 44 ,N1039   , 7.4 ,43.04,0
 44 ,N1039   , 7.5 ,43.69,0
 44 ,N1039   , 7.6 ,43.80,1
 44 ,N1039   , 7.7 ,43.86,0
 44 ,N1039   , 7.8 ,43.91,0
 44 ,N1039   , 7.9 ,43.94,1
 44 ,N1039   , 8 ,43.96,0
 44 ,N1039   , 8.1 ,44.31,0
 44 ,N1039   , 8.2 ,44.20,1
 44 ,N1039   , 8.3 ,44.47,0
 44 ,N1039   , 8.4 ,44.31,1
 44 ,N1039   , 8.5 ,44.88,0
 44 ,N1039   , 8.6 ,45.25,0
 44 ,N1039   , 8.7 ,45.17,1
 44 ,N1039   , 8.8 ,45.11,0
 44 ,N1039   , 8.9 ,45.41,1
 44 ,N1039   , 9 ,45.60,0
 44 ,N1039   , 9.1 ,45.40,1
 44 ,N1039   , 9.2 ,44.94,0
 44 ,N1039   , 9.3 ,44.96,0
 44 ,N1039   , 9.4 ,45.64,0
 44 ,N1039   , 9.5 ,45.76,1
 44 ,N1039   , 9.6 ,45.84,0
 44 ,N1039   , 9.7 ,46.23,1
 44 ,N1039   , 9.8 ,46.15,0
 44 ,N1039   , 9.9 ,46.43,0
 44 ,N1039   , 10 ,46.62,1
 44 ,N1039   , 10.1 ,46.75,1
 44 ,N1039   , 10.2 ,46.83,0
 44 ,N1039   , 10.3 ,46.89,1
 44 ,N1039   , 10.4 ,46.93,0
 44 ,N1039   , 10.5 ,46.95,0
 44 ,N1039   , 10.6 ,46.97,1
 44 ,N1039   , 10.7 ,46.98,0
 44 ,N1039   , 10.8 ,46.99,0
 44 ,N1039   , 10.9 ,47.32,1
 44 ,N1039   , 11 ,47.55,0
 44 ,N1039   , 11.1 ,47.70,0
 44 ,N1039   , 11.2 ,48.13,1
 44 ,N1039   , 11.3 ,47.76,0
 44 ,N1039   , 11.4 ,47.84,0
 44 ,N1039   , 11.5 ,48.22,0
 44 ,N1039   , 11.6 ,48.15,1
 44 ,N1039   , 11.7 ,48.43,0
 44 ,N1039   , 11.8 ,48.62,1
 44 ,N1039   , 11.9 ,48.75,0
 44 ,N1039   , 12 ,49.17,0
 44 ,N1039   , 12.1 ,49.11,1
 44 ,N1039   , 12.2 ,50.07,0
 44 ,N1039   , 12.3 ,49.72,1
 44 ,N1039   , 12.4 ,49.48,0
 44 ,N1039   , 12.5 ,49.32,0
 44 ,N1039   , 12.6 ,49.55,1
 44 ,N1039   , 12.7 ,50.03,1
 44 ,N1039   , 12.8 ,50.35,0
 44 ,N1039   , 12.9 ,50.57,0
 44 ,N1039   , 13 ,51.05,1
 44 ,N1039   , 13.1 ,51.36,0
 44 ,N1039   , 13.2 ,51.24,0
 44 ,N1039   , 13.3 ,51.16,1
 44 ,N1039   , 13.4 ,51.11,0
 44 ,N1039   , 13.5 ,51.41,0
 44 ,N1039   , 13.6 ,51.27,1
 44 ,N1039   , 13.7 ,51.51,0
 44 ,N1039   , 13.8 ,51.68,0
 44 ,N1039   , 13.9 ,51.45,1
 44 ,N1039   , 14 ,51.30,0
 44 ,N1039   , 14.1 ,51.20,0
 44 ,N1039   , 14.2 ,51.47,1
 44 ,N1039   , 14.3 ,51.98,0
 44 ,N1039   , 14.4 ,51.99,1
 44 ,N1039   , 14.5 ,52.66,0
 44 ,N1039   , 14.6 ,52.44,0
 44 ,N1039   , 14.7 ,52.96,1
 44 ,N1039   , 14.8 ,52.97,0
 44 ,N1039   , 14.9 ,53.31,1
 44 ,N1039   , 15 ,53.54,0
 44 ,N1039   , 15.1 ,53.03,1
 44 ,N1039   , 15.2 ,53.02,0
 44 ,N1039   , 15.3 ,53.35,1
 44 ,N1039   , 15.4 ,52.56,0
 44 ,N1039   , 15.5 ,52.71,0
 44 ,N1039   , 15.6 ,53.14,1
 44 ,N1039   , 15.7 ,53.76,0
