                       Research (Cts/Temp.) Glow Curve
Sampling Rate is  10 Data Points per Second

File Name:        R&D-061519-jeremy-differentdoses 3
Date & Time:     6/15/2019 6:03:04 PM

Sample No.,Barcode,Time ( .1s),Temperature,
Counts
 3 ,N1126   , 0 ,26.00,0
 3 ,N1126   , 0.1 ,28.33,0
 3 ,N1126   , 0.2 ,29.89,1
 3 ,N1126   , 0.3 ,30.93,0
 3 ,N1126   , 0.4 ,31.62,0
 3 ,N1126   , 0.5 ,32.08,1
 3 ,N1126   , 0.6 ,32.72,0
 3 ,N1126   , 0.7 ,32.81,0
 3 ,N1126   , 0.8 ,32.88,0
 3 ,N1126   , 0.9 ,32.92,0
 3 ,N1126   , 1 ,33.28,0
 3 ,N1126   , 1.1 ,33.19,1
 3 ,N1126   , 1.2 ,32.79,0
 3 ,N1126   , 1.3 ,32.86,0
 3 ,N1126   , 1.4 ,32.91,1
 3 ,N1126   , 1.5 ,33.27,0
 3 ,N1126   , 1.6 ,32.85,0
 3 ,N1126   , 1.7 ,32.90,0
 3 ,N1126   , 1.8 ,32.93,0
 3 ,N1126   , 1.9 ,32.62,0
 3 ,N1126   , 2 ,32.75,1
 3 ,N1126   , 2.1 ,32.83,0
 3 ,N1126   , 2.2 ,32.89,0
 3 ,N1126   , 2.3 ,32.59,1
 3 ,N1126   , 2.4 ,32.73,0
 3 ,N1126   , 2.5 ,32.82,0
 3 ,N1126   , 2.6 ,32.88,0
 3 ,N1126   , 2.7 ,33.25,0
 3 ,N1126   , 2.8 ,33.17,0
 3 ,N1126   , 2.9 ,33.11,1
 3 ,N1126   , 3 ,32.74,0
 3 ,N1126   , 3.1 ,32.83,0
 3 ,N1126   , 3.2 ,32.89,0
 3 ,N1126   , 3.3 ,32.92,0
 3 ,N1126   , 3.4 ,32.95,0
 3 ,N1126   , 3.5 ,33.30,1
 3 ,N1126   , 3.6 ,33.20,0
 3 ,N1126   , 3.7 ,33.13,0
 3 ,N1126   , 3.8 ,33.42,1
 3 ,N1126   , 3.9 ,33.28,0
 3 ,N1126   , 4 ,33.19,0
 3 ,N1126   , 4.1 ,33.13,0
 3 ,N1126   , 4.2 ,33.08,0
 3 ,N1126   , 4.3 ,33.39,1
 3 ,N1126   , 4.4 ,33.93,0
 3 ,N1126   , 4.5 ,35.28,0
 3 ,N1126   , 4.6 ,35.52,1
 3 ,N1126   , 4.7 ,36.35,0
 3 ,N1126   , 4.8 ,36.90,0
 3 ,N1126   , 4.9 ,37.93,0
 3 ,N1126   , 5 ,38.96,0
 3 ,N1126   , 5.1 ,39.64,1
 3 ,N1126   , 5.2 ,40.09,0
 3 ,N1126   , 5.3 ,40.39,0
 3 ,N1126   , 5.4 ,40.60,1
 3 ,N1126   , 5.5 ,40.73,0
 3 ,N1126   , 5.6 ,40.82,0
 3 ,N1126   , 5.7 ,40.55,0
 3 ,N1126   , 5.8 ,40.70,1
 3 ,N1126   , 5.9 ,41.13,0
 3 ,N1126   , 6 ,41.42,0
 3 ,N1126   , 6.1 ,41.61,0
 3 ,N1126   , 6.2 ,41.74,1
 3 ,N1126   , 6.3 ,41.50,0
 3 ,N1126   , 6.4 ,41.66,0
 3 ,N1126   , 6.5 ,41.78,0
 3 ,N1126   , 6.6 ,42.18,1
 3 ,N1126   , 6.7 ,42.46,0
 3 ,N1126   , 6.8 ,42.97,0
 3 ,N1126   , 6.9 ,43.31,0
 3 ,N1126   , 7 ,43.21,0
 3 ,N1126   , 7.1 ,43.14,1
 3 ,N1126   , 7.2 ,43.09,0
 3 ,N1126   , 7.3 ,43.06,0
 3 ,N1126   , 7.4 ,43.04,0
 3 ,N1126   , 7.5 ,43.69,0
 3 ,N1126   , 7.6 ,43.80,1
 3 ,N1126   , 7.7 ,43.86,0
 3 ,N1126   , 7.8 ,43.91,0
 3 ,N1126   , 7.9 ,43.94,0
 3 ,N1126   , 8 ,43.96,1
 3 ,N1126   , 8.1 ,44.31,0
 3 ,N1126   , 8.2 ,44.20,0
 3 ,N1126   , 8.3 ,44.47,0
 3 ,N1126   , 8.4 ,44.31,0
 3 ,N1126   , 8.5 ,44.88,1
 3 ,N1126   , 8.6 ,45.25,0
 3 ,N1126   , 8.7 ,45.17,0
 3 ,N1126   , 8.8 ,45.11,1
 3 ,N1126   , 8.9 ,45.41,0
 3 ,N1126   , 9 ,45.60,0
 3 ,N1126   , 9.1 ,45.40,0
 3 ,N1126   , 9.2 ,44.94,1
 3 ,N1126   , 9.3 ,44.96,0
 3 ,N1126   , 9.4 ,45.64,0
 3 ,N1126   , 9.5 ,45.76,0
 3 ,N1126   , 9.6 ,45.84,0
 3 ,N1126   , 9.7 ,46.23,1
 3 ,N1126   , 9.8 ,46.15,0
 3 ,N1126   , 9.9 ,46.43,0
 3 ,N1126   , 10 ,46.62,0
 3 ,N1126   , 10.1 ,46.75,1
 3 ,N1126   , 10.2 ,46.83,0
 3 ,N1126   , 10.3 ,46.89,0
 3 ,N1126   , 10.4 ,46.93,1
 3 ,N1126   , 10.5 ,46.95,0
 3 ,N1126   , 10.6 ,46.97,0
 3 ,N1126   , 10.7 ,46.98,1
 3 ,N1126   , 10.8 ,46.99,0
 3 ,N1126   , 10.9 ,47.32,0
 3 ,N1126   , 11 ,47.55,1
 3 ,N1126   , 11.1 ,47.70,0
 3 ,N1126   , 11.2 ,48.13,0
 3 ,N1126   , 11.3 ,47.76,1
 3 ,N1126   , 11.4 ,47.84,0
 3 ,N1126   , 11.5 ,48.22,0
 3 ,N1126   , 11.6 ,48.15,1
 3 ,N1126   , 11.7 ,48.43,0
 3 ,N1126   , 11.8 ,48.62,0
 3 ,N1126   , 11.9 ,48.75,1
 3 ,N1126   , 12 ,49.17,0
 3 ,N1126   , 12.1 ,49.11,0
 3 ,N1126   , 12.2 ,50.07,0
 3 ,N1126   , 12.3 ,49.72,1
 3 ,N1126   , 12.4 ,49.48,0
 3 ,N1126   , 12.5 ,49.32,1
