temp,count_original,count_0,
117,27.00000,0.00631,
117,26.00000,0.00631,
117,27.00000,0.00631,
117,26.00000,0.00631,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,26.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
118,25.00000,0.00734,
119,24.00000,0.00853,
119,24.00000,0.00853,
119,24.00000,0.00853,
119,24.00000,0.00853,
119,24.00000,0.00853,
119,24.00000,0.00853,
120,24.00000,0.00990,
119,23.00000,0.00853,
119,23.00000,0.00853,
119,23.00000,0.00853,
119,23.00000,0.00853,
120,22.00000,0.00990,
120,22.00000,0.00990,
120,22.00000,0.00990,
120,22.00000,0.00990,
120,21.00000,0.00990,
120,21.00000,0.00990,
120,22.00000,0.00990,
120,21.00000,0.00990,
120,22.00000,0.00990,
119,21.00000,0.00853,
119,21.00000,0.00853,
119,21.00000,0.00853,
120,21.00000,0.00990,
120,21.00000,0.00990,
120,21.00000,0.00990,
121,20.00000,0.01149,
121,20.00000,0.01149,
120,20.00000,0.00990,
121,20.00000,0.01149,
121,19.00000,0.01149,
122,19.00000,0.01333,
121,19.00000,0.01149,
121,19.00000,0.01149,
121,19.00000,0.01149,
121,19.00000,0.01149,
122,19.00000,0.01333,
122,19.00000,0.01333,
122,18.00000,0.01333,
122,19.00000,0.01333,
122,19.00000,0.01333,
122,19.00000,0.01333,
122,19.00000,0.01333,
122,18.00000,0.01333,
122,18.00000,0.01333,
122,18.00000,0.01333,
122,18.00000,0.01333,
122,17.00000,0.01333,
122,17.00000,0.01333,
122,17.00000,0.01333,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
123,17.00000,0.01545,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,17.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
124,16.00000,0.01789,
123,16.00000,0.01545,
124,16.00000,0.01789,
124,16.00000,0.01789,
125,16.00000,0.02070,
124,16.00000,0.01789,
125,16.00000,0.02070,
125,16.00000,0.02070,
125,16.00000,0.02070,
125,15.00000,0.02070,
125,15.00000,0.02070,
125,16.00000,0.02070,
125,16.00000,0.02070,
125,16.00000,0.02070,
125,15.00000,0.02070,
125,16.00000,0.02070,
126,15.00000,0.02393,
126,16.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,16.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,16.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,15.00000,0.02393,
126,16.00000,0.02393,
126,16.00000,0.02393,
126,15.00000,0.02393,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
127,16.00000,0.02765,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,17.00000,0.03193,
128,17.00000,0.03193,
128,17.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
128,16.00000,0.03193,
129,16.00000,0.03684,
129,17.00000,0.03684,
128,17.00000,0.03193,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
129,17.00000,0.03684,
130,17.00000,0.04248,
130,18.00000,0.04248,
129,18.00000,0.03684,
130,18.00000,0.04248,
130,18.00000,0.04248,
130,18.00000,0.04248,
130,18.00000,0.04248,
130,19.00000,0.04248,
130,18.00000,0.04248,
130,19.00000,0.04248,
130,18.00000,0.04248,
130,19.00000,0.04248,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,19.00000,0.04894,
131,20.00000,0.04894,
131,20.00000,0.04894,
131,19.00000,0.04894,
131,20.00000,0.04894,
132,19.00000,0.05635,
132,20.00000,0.05635,
132,20.00000,0.05635,
132,19.00000,0.05635,
132,20.00000,0.05635,
132,20.00000,0.05635,
132,20.00000,0.05635,
132,21.00000,0.05635,
132,20.00000,0.05635,
132,20.00000,0.05635,
131,21.00000,0.04894,
132,20.00000,0.05635,
132,21.00000,0.05635,
133,21.00000,0.06483,
133,21.00000,0.06483,
132,21.00000,0.05635,
133,21.00000,0.06483,
132,21.00000,0.05635,
133,22.00000,0.06483,
133,21.00000,0.06483,
133,22.00000,0.06483,
133,21.00000,0.06483,
133,22.00000,0.06483,
133,22.00000,0.06483,
134,21.00000,0.07454,
134,22.00000,0.07454,
134,22.00000,0.07454,
134,22.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
135,22.00000,0.08564,
134,23.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
134,23.00000,0.07454,
135,23.00000,0.08564,
135,24.00000,0.08564,
135,24.00000,0.08564,
135,24.00000,0.08564,
135,24.00000,0.08564,
135,25.00000,0.08564,
135,25.00000,0.08564,
135,24.00000,0.08564,
135,24.00000,0.08564,
135,25.00000,0.08564,
135,25.00000,0.08564,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,25.00000,0.09833,
136,26.00000,0.09833,
136,26.00000,0.09833,
136,26.00000,0.09833,
136,26.00000,0.09833,
136,26.00000,0.09833,
137,26.00000,0.11283,
137,26.00000,0.11283,
137,27.00000,0.11283,
137,27.00000,0.11283,
137,27.00000,0.11283,
137,27.00000,0.11283,
138,27.00000,0.12937,
138,28.00000,0.12937,
138,27.00000,0.12937,
138,27.00000,0.12937,
137,27.00000,0.11283,
139,27.00000,0.14825,
139,27.00000,0.14825,
138,27.00000,0.12937,
138,28.00000,0.12937,
138,28.00000,0.12937,
138,28.00000,0.12937,
138,28.00000,0.12937,
138,28.00000,0.12937,
138,28.00000,0.12937,
138,29.00000,0.12937,
138,29.00000,0.12937,
138,29.00000,0.12937,
138,29.00000,0.12937,
139,28.00000,0.14825,
139,29.00000,0.14825,
138,29.00000,0.12937,
139,29.00000,0.14825,
139,29.00000,0.14825,
139,29.00000,0.14825,
139,29.00000,0.14825,
139,30.00000,0.14825,
139,30.00000,0.14825,
139,30.00000,0.14825,
138,30.00000,0.12937,
139,30.00000,0.14825,
139,30.00000,0.14825,
140,31.00000,0.16976,
139,31.00000,0.14825,
140,31.00000,0.16976,
140,31.00000,0.16976,
140,31.00000,0.16976,
140,31.00000,0.16976,
140,32.00000,0.16976,
140,31.00000,0.16976,
140,31.00000,0.16976,
140,31.00000,0.16976,
140,32.00000,0.16976,
140,31.00000,0.16976,
141,32.00000,0.19426,
141,32.00000,0.19426,
140,32.00000,0.16976,
140,31.00000,0.16976,
140,31.00000,0.16976,
141,32.00000,0.19426,
141,32.00000,0.19426,
141,32.00000,0.19426,
141,33.00000,0.19426,
141,33.00000,0.19426,
141,32.00000,0.19426,
141,32.00000,0.19426,
141,33.00000,0.19426,
142,33.00000,0.22216,
142,33.00000,0.22216,
142,33.00000,0.22216,
142,33.00000,0.22216,
142,33.00000,0.22216,
142,33.00000,0.22216,
142,34.00000,0.22216,
142,34.00000,0.22216,
142,34.00000,0.22216,
142,34.00000,0.22216,
142,34.00000,0.22216,
142,35.00000,0.22216,
142,35.00000,0.22216,
142,34.00000,0.22216,
143,35.00000,0.25389,
142,35.00000,0.22216,
143,35.00000,0.25389,
143,35.00000,0.25389,
143,35.00000,0.25389,
143,35.00000,0.25389,
143,35.00000,0.25389,
143,35.00000,0.25389,
143,36.00000,0.25389,
143,36.00000,0.25389,
144,36.00000,0.28997,
144,36.00000,0.28997,
144,35.00000,0.28997,
144,36.00000,0.28997,
144,36.00000,0.28997,
144,36.00000,0.28997,
144,35.00000,0.28997,
144,35.00000,0.28997,
144,36.00000,0.28997,
145,36.00000,0.33096,
144,37.00000,0.28997,
144,37.00000,0.28997,
144,37.00000,0.28997,
144,37.00000,0.28997,
144,37.00000,0.28997,
145,38.00000,0.33096,
145,38.00000,0.33096,
145,38.00000,0.33096,
145,38.00000,0.33096,
145,38.00000,0.33096,
145,38.00000,0.33096,
145,37.00000,0.33096,
146,38.00000,0.37751,
145,38.00000,0.33096,
146,38.00000,0.37751,
146,38.00000,0.37751,
146,38.00000,0.37751,
146,38.00000,0.37751,
146,38.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
146,39.00000,0.37751,
147,39.00000,0.43032,
147,38.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
147,39.00000,0.43032,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,40.00000,0.49021,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,40.00000,0.49021,
148,39.00000,0.49021,
148,39.00000,0.49021,
148,40.00000,0.49021,
148,39.00000,0.49021,
149,39.00000,0.55808,
149,38.00000,0.55808,
149,39.00000,0.55808,
149,39.00000,0.55808,
149,39.00000,0.55808,
149,40.00000,0.55808,
149,39.00000,0.55808,
149,39.00000,0.55808,
148,38.00000,0.49021,
149,38.00000,0.55808,
149,39.00000,0.55808,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,40.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,38.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
150,39.00000,0.63494,
151,39.00000,0.72193,
151,40.00000,0.72193,
151,40.00000,0.72193,
151,39.00000,0.72193,
151,40.00000,0.72193,
151,39.00000,0.72193,
151,39.00000,0.72193,
151,39.00000,0.72193,
151,39.00000,0.72193,
151,39.00000,0.72193,
152,39.00000,0.82032,
152,39.00000,0.82032,
152,39.00000,0.82032,
152,39.00000,0.82032,
152,39.00000,0.82032,
152,39.00000,0.82032,
152,38.00000,0.82032,
152,39.00000,0.82032,
152,38.00000,0.82032,
152,38.00000,0.82032,
152,38.00000,0.82032,
152,38.00000,0.82032,
152,38.00000,0.82032,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,38.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,37.00000,0.93153,
153,36.00000,0.93153,
153,36.00000,0.93153,
153,36.00000,0.93153,
154,36.00000,1.05715,
154,36.00000,1.05715,
154,36.00000,1.05715,
154,37.00000,1.05715,
154,36.00000,1.05715,
154,37.00000,1.05715,
154,36.00000,1.05715,
154,36.00000,1.05715,
154,36.00000,1.05715,
154,36.00000,1.05715,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,35.00000,1.19895,
155,34.00000,1.19895,
155,34.00000,1.19895,
155,35.00000,1.19895,
155,34.00000,1.19895,
155,34.00000,1.19895,
156,34.00000,1.35891,
156,34.00000,1.35891,
156,34.00000,1.35891,
156,33.00000,1.35891,
156,34.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,33.00000,1.35891,
156,32.00000,1.35891,
157,33.00000,1.53924,
157,32.00000,1.53924,
157,33.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
157,32.00000,1.53924,
158,32.00000,1.74239,
158,32.00000,1.74239,
158,32.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,31.00000,1.74239,
158,30.00000,1.74239,
159,31.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,29.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
159,30.00000,1.97108,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,29.00000,2.22837,
160,30.00000,2.22837,
160,30.00000,2.22837,
160,29.00000,2.22837,
160,30.00000,2.22837,
161,30.00000,2.51760,
161,30.00000,2.51760,
161,30.00000,2.51760,
161,30.00000,2.51760,
161,30.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
161,28.00000,2.51760,
161,29.00000,2.51760,
161,29.00000,2.51760,
162,29.00000,2.84251,
162,29.00000,2.84251,
162,30.00000,2.84251,
162,30.00000,2.84251,
