temp,count_original,count_0,count_1,count_2,count_3,
27,0.00000,0.00000,0.00000,0.00000,0.00000,
27,0.00000,0.00000,0.00000,0.00000,0.00000,
27,0.00000,0.00000,0.00000,0.00000,0.00000,
27,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
27,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
28,0.00000,0.00000,0.00000,0.00000,0.00000,
29,0.00000,0.00000,0.00000,0.00000,0.00000,
31,0.00000,0.00000,0.00000,0.00000,0.00000,
32,0.00000,0.00000,0.00000,0.00000,0.00000,
33,0.00000,0.00000,0.00000,0.00000,0.00000,
34,0.00000,0.00000,0.00000,0.00000,0.00000,
36,0.00000,0.00000,0.00000,0.00000,0.00000,
38,0.00000,0.00000,0.00000,0.00000,0.00000,
39,0.00000,0.00000,0.00000,0.00000,0.00000,
41,0.00000,0.00000,0.00000,0.00000,0.00000,
42,0.00000,0.00000,0.00000,0.00000,0.00000,
43,0.00000,0.00000,0.00000,0.00000,0.00000,
45,0.00000,0.00000,0.00000,0.00000,0.00000,
46,0.00000,0.00000,0.00000,0.00000,0.00000,
48,0.00000,0.00000,0.00000,0.00000,0.00000,
49,0.00000,0.00000,0.00000,0.00000,0.00000,
51,0.00000,0.00000,0.00000,0.00000,0.00000,
53,0.00000,0.00000,0.00000,0.00000,0.00000,
55,0.00000,0.00000,0.00000,0.00000,0.00000,
57,0.00000,0.00000,0.00000,0.00000,0.00001,
58,0.00000,0.00000,0.00000,0.00000,0.00001,
60,0.00000,0.00000,0.00000,0.00001,0.00001,
62,0.00000,0.00000,0.00000,0.00001,0.00002,
63,0.00000,0.00000,0.00000,0.00001,0.00003,
64,0.00000,0.00000,0.00000,0.00001,0.00004,
66,0.00000,0.00000,0.00000,0.00002,0.00007,
67,0.00000,0.00000,0.00000,0.00003,0.00008,
69,0.00000,0.00000,0.00000,0.00004,0.00014,
70,0.00000,0.00000,0.00000,0.00005,0.00017,
72,0.00000,0.00000,0.00000,0.00007,0.00028,
74,0.00000,0.00000,0.00000,0.00010,0.00044,
75,0.00000,0.00000,0.00000,0.00012,0.00056,
78,0.00000,0.00000,0.00000,0.00022,0.00111,
78,0.00000,0.00000,0.00000,0.00022,0.00111,
80,0.00000,0.00000,0.00000,0.00031,0.00175,
80,0.00000,0.00000,0.00000,0.00031,0.00175,
81,1.00000,0.00000,0.00000,0.00037,0.00219,
81,0.00000,0.00000,0.00000,0.00037,0.00219,
82,0.00000,0.00000,0.00000,0.00045,0.00274,
82,0.00000,0.00000,0.00000,0.00045,0.00274,
83,0.00000,0.00000,0.00000,0.00053,0.00342,
83,0.00000,0.00000,0.00000,0.00053,0.00342,
84,0.00000,0.00000,0.00000,0.00064,0.00426,
85,0.00000,0.00000,0.00000,0.00076,0.00531,
85,0.00000,0.00000,0.00000,0.00076,0.00531,
86,0.00000,0.00000,0.00000,0.00091,0.00660,
87,0.00000,0.00000,0.00000,0.00109,0.00820,
87,1.00000,0.00000,0.00000,0.00109,0.00820,
88,0.00000,0.00000,0.00000,0.00129,0.01018,
88,0.00000,0.00000,0.00000,0.00129,0.01018,
89,0.00000,0.00000,0.00000,0.00154,0.01261,
89,0.00000,0.00000,0.00000,0.00154,0.01261,
90,0.00000,0.00000,0.00000,0.00183,0.01561,
90,0.00000,0.00000,0.00000,0.00183,0.01561,
91,0.00000,0.00000,0.00000,0.00217,0.01930,
91,1.00000,0.00000,0.00000,0.00217,0.01930,
91,0.00000,0.00000,0.00000,0.00217,0.01930,
92,1.00000,0.00000,0.00000,0.00258,0.02383,
92,0.00000,0.00000,0.00000,0.00258,0.02383,
93,1.00000,0.00000,0.00000,0.00306,0.02940,
93,0.00000,0.00000,0.00000,0.00306,0.02940,
93,1.00000,0.00000,0.00000,0.00306,0.02940,
