temp,count_original,count_0,count_1,
83,0.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,0.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,0.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
83,1.00000,0.00000,nan,
