barcode,time,temp,Count
N1031   ,4.0,32.9,2.0
N1031   ,4.5,34.27,2.0
N1031   ,5.0,36.51,1.0
N1031   ,5.5,38.01,1.0
N1031   ,6.0,39.67,2.0
N1031   ,6.5,40.45,1.0
N1031   ,7.0,40.97,1.0
N1031   ,7.5,41.64,1.0
N1031   ,8.0,42.1,1.0
N1031   ,8.5,42.06,1.0
N1031   ,9.0,42.71,2.0
N1031   ,9.5,42.81,2.0
N1031   ,10.0,42.87,1.0
N1031   ,10.5,43.25,1.0
N1031   ,11.0,43.5,3.0
N1031   ,11.5,43.67,2.0
N1031   ,12.0,43.78,1.0
N1031   ,12.5,43.85,2.0
N1031   ,13.0,44.57,1.0
N1031   ,13.5,45.05,2.0
N1031   ,14.0,45.03,1.0
N1031   ,14.5,45.35,1.0
N1031   ,15.0,45.24,1.0
N1031   ,15.5,45.49,0.0
N1031   ,16.0,45.66,2.0
N1031   ,16.5,46.44,2.0
N1031   ,17.0,46.96,2.0
N1031   ,17.5,46.97,1.0
N1031   ,18.0,47.65,1.0
N1031   ,18.5,47.77,1.0
N1031   ,19.0,47.84,1.0
N1031   ,19.5,47.9,1.0
N1031   ,20.0,47.93,2.0
N1031   ,20.5,48.29,1.0
N1031   ,21.0,48.52,1.0
N1031   ,21.5,48.35,2.0
N1031   ,22.0,48.23,2.0
N1031   ,22.5,48.49,1.0
N1031   ,23.0,48.99,3.0
N1031   ,23.5,49.66,1.0
N1031   ,24.0,49.77,2.0
N1031   ,24.5,50.18,2.0
N1031   ,25.0,50.79,1.0
N1031   ,25.5,50.86,1.0
N1031   ,26.0,50.91,2.0
N1031   ,26.5,51.27,2.0
N1031   ,27.0,51.51,2.0
N1031   ,27.5,51.68,2.0
N1031   ,28.0,51.45,1.0
N1031   ,28.5,51.97,2.0
N1031   ,29.0,52.31,0.0
N1031   ,29.5,52.87,1.0
N1031   ,30.0,53.58,2.0
N1031   ,30.5,53.72,3.0
N1031   ,31.0,54.15,1.0
N1031   ,31.5,54.1,1.0
N1031   ,32.0,54.73,2.0
N1031   ,32.5,54.82,1.0
N1031   ,33.0,54.55,2.0
N1031   ,33.5,54.7,1.0
N1031   ,34.0,55.13,3.0
N1031   ,34.5,55.42,1.0
N1031   ,35.0,55.28,2.0
N1031   ,35.5,55.52,1.0
N1031   ,36.0,56.01,1.0
N1031   ,36.5,56.01,2.0
N1031   ,37.0,56.34,1.0
N1031   ,37.5,56.23,3.0
N1031   ,38.0,56.48,4.0
N1031   ,38.5,56.99,1.0
N1031   ,39.0,57.66,1.0
N1031   ,39.5,57.77,2.0
N1031   ,40.0,57.85,2.0
N1031   ,40.5,57.9,1.0
N1031   ,41.0,57.93,2.0
N1031   ,41.5,57.96,2.0
N1031   ,42.0,58.3,2.0
N1031   ,42.5,58.87,2.0
N1031   ,43.0,58.91,1.0
N1031   ,43.5,59.61,2.0
N1031   ,44.0,60.41,1.0
N1031   ,44.5,60.6,2.0
N1031   ,45.0,60.74,3.0
N1031   ,45.5,61.16,1.0
N1031   ,46.0,61.1,2.0
N1031   ,46.5,61.4,2.0
N1031   ,47.0,61.6,2.0
N1031   ,47.5,62.07,3.0
N1031   ,48.0,62.71,2.0
N1031   ,48.5,62.81,1.0
N1031   ,49.0,62.87,3.0
N1031   ,49.5,62.91,2.0
N1031   ,50.0,63.28,1.0
N1031   ,50.5,63.52,2.0
N1031   ,51.0,63.68,3.0
N1031   ,51.5,63.79,1.0
N1031   ,52.0,64.19,2.0
N1031   ,52.5,64.46,2.0
N1031   ,53.0,64.64,2.0
N1031   ,53.5,65.09,2.0
N1031   ,54.0,65.4,2.0
N1031   ,54.5,65.26,2.0
N1031   ,55.0,65.84,2.0
N1031   ,55.5,65.9,2.0
N1031   ,56.0,66.26,2.0
N1031   ,56.5,66.18,2.0
N1031   ,57.0,66.45,2.0
N1031   ,57.5,67.3,2.0
N1031   ,58.0,67.53,2.0
N1031   ,58.5,67.36,3.0
N1031   ,59.0,67.57,2.0
N1031   ,59.5,68.05,3.0
N1031   ,60.0,68.03,2.0
N1031   ,60.5,68.69,2.0
N1031   ,61.0,69.13,3.0
N1031   ,61.5,69.08,3.0
N1031   ,62.0,69.06,3.0
N1031   ,62.5,69.04,2.0
N1031   ,63.0,70.02,5.0
N1031   ,63.5,70.02,2.0
N1031   ,64.0,70.68,3.0
N1031   ,64.5,70.79,3.0
N1031   ,65.0,70.86,3.0
N1031   ,65.5,71.24,4.0
N1031   ,66.0,71.49,3.0
N1031   ,66.5,71.66,3.0
N1031   ,67.0,71.77,3.0
N1031   ,67.5,72.18,3.0
N1031   ,68.0,72.12,3.0
N1031   ,68.5,72.41,3.0
N1031   ,69.0,72.61,4.0
N1031   ,69.5,73.07,3.0
N1031   ,70.0,73.05,4.0
N1031   ,70.5,73.7,3.0
N1031   ,71.0,74.13,4.0
N1031   ,71.5,74.09,3.0
N1031   ,72.0,74.39,4.0
N1031   ,72.5,74.93,3.0
N1031   ,73.0,75.62,4.0
N1031   ,73.5,75.41,4.0
N1031   ,74.0,75.61,5.0
N1031   ,74.5,76.07,3.0
N1031   ,75.0,76.05,5.0
N1031   ,75.5,76.03,4.0
N1031   ,76.0,76.35,4.0
N1031   ,76.5,76.9,5.0
N1031   ,77.0,77.6,5.0
N1031   ,77.5,77.73,4.0
N1031   ,78.0,77.82,4.0
N1031   ,78.5,78.22,6.0
N1031   ,79.0,78.14,6.0
N1031   ,79.5,77.76,5.0
N1031   ,80.0,78.17,6.0
N1031   ,80.5,78.45,5.0
N1031   ,81.0,78.63,6.0
N1031   ,81.5,79.09,6.0
N1031   ,82.0,79.39,6.0
N1031   ,82.5,79.93,5.0
N1031   ,83.0,79.95,6.0
N1031   ,83.5,80.3,6.0
N1031   ,84.0,80.87,6.0
N1031   ,84.5,80.91,7.0
N1031   ,85.0,81.27,6.0
N1031   ,85.5,81.18,8.0
N1031   ,86.0,81.46,7.0
N1031   ,86.5,81.97,7.0
N1031   ,87.0,81.65,8.0
N1031   ,87.5,82.1,8.0
N1031   ,88.0,82.4,8.0
N1031   ,88.5,82.93,7.0
N1031   ,89.0,83.29,9.0
N1031   ,89.5,83.19,8.0
N1031   ,90.0,83.46,9.0
N1031   ,90.5,83.97,9.0
N1031   ,91.0,83.98,9.0
N1031   ,91.5,84.66,9.0
N1031   ,92.0,84.44,11.0
N1031   ,92.5,84.96,9.0
N1031   ,93.0,85.31,11.0
N1031   ,93.5,85.87,11.0
N1031   ,94.0,85.91,9.0
N1031   ,94.5,85.94,11.0
N1031   ,95.0,85.96,11.0
N1031   ,95.5,86.64,12.0
N1031   ,96.0,87.09,12.0
N1031   ,96.5,87.4,12.0
N1031   ,97.0,87.26,14.0
N1031   ,97.5,87.51,12.0
N1031   ,98.0,87.67,12.0
