barcode,time,temp,Count
N1099   ,4,32.25,2
N1099   ,4.5,33.83,2
N1099   ,5,36.22,2
N1099   ,5.5,37.82,1
N1099   ,6,38.88,1
N1099   ,6.5,39.92,1
N1099   ,7,40.61,3
N1099   ,7.5,40.74,0
N1099   ,8,40.83,1
N1099   ,8.5,40.89,2
N1099   ,9,41.59,1
N1099   ,9.5,41.73,3
N1099   ,10,41.82,1
N1099   ,10.5,41.88,1
N1099   ,11,42.25,1
N1099   ,11.5,42.5,1
N1099   ,12,42.67,1
N1099   ,12.5,42.78,1
N1099   ,13,42.85,1
N1099   ,13.5,43.23,2
N1099   ,14,43.49,1
N1099   ,14.5,43.66,2
N1099   ,15,43.77,3
N1099   ,15.5,43.52,1
N1099   ,16,43.68,1
N1099   ,16.5,43.45,2
N1099   ,17,43.3,1
N1099   ,17.5,43.53,1
N1099   ,18,43.36,1
N1099   ,18.5,43.57,2
N1099   ,19,43.71,0
N1099   ,19.5,43.48,1
N1099   ,20,43.65,1
N1099   ,20.5,44.1,2
N1099   ,21,44.07,1
N1099   ,21.5,44.38,1
N1099   ,22,44.25,2
N1099   ,22.5,44.5,1
N1099   ,23,44.33,1
N1099   ,23.5,44.56,1
N1099   ,24,44.37,1
N1099   ,24.5,44.91,1
N1099   ,25,45.28,1
N1099   ,25.5,45.18,1
N1099   ,26,45.46,1
N1099   ,26.5,45.64,1
N1099   ,27,45.42,1
N1099   ,27.5,45.62,1
N1099   ,28,45.74,1
N1099   ,28.5,46.16,2
N1099   ,29,46.44,1
N1099   ,29.5,46.63,1
N1099   ,30,46.42,0
N1099   ,30.5,46.95,1
N1099   ,31,47.3,1
N1099   ,31.5,47.53,1
N1099   ,32,47.69,2
N1099   ,32.5,47.79,1
N1099   ,33,47.86,1
N1099   ,33.5,47.57,2
N1099   ,34,47.38,1
N1099   ,34.5,47.26,1
N1099   ,35,47.17,1
N1099   ,35.5,47.11,1
N1099   ,36,47.41,1
N1099   ,36.5,47.61,1
N1099   ,37,47.74,2
N1099   ,37.5,48.16,0
N1099   ,38,48.44,2
N1099   ,38.5,48.63,1
N1099   ,39,48.42,1
N1099   ,39.5,48.61,2
N1099   ,40,49.07,1
N1099   ,40.5,49.05,1
N1099   ,41,49.03,2
N1099   ,41.5,49.02,2
N1099   ,42,49.35,1
N1099   ,42.5,49.23,1
N1099   ,43,49.49,0
N1099   ,43.5,49.99,2
N1099   ,44,50.33,3
N1099   ,44.5,50.55,1
N1099   ,45,50.7,2
N1099   ,45.5,50.8,1
N1099   ,46,50.87,1
N1099   ,46.5,50.91,2
N1099   ,47,50.61,1
N1099   ,47.5,51.07,2
N1099   ,48,51.38,1
N1099   ,48.5,51.25,1
N1099   ,49,51.17,1
N1099   ,49.5,51.45,1
N1099   ,50,51.63,1
N1099   ,50.5,51.42,1
N1099   ,51,51.61,2
N1099   ,51.5,51.74,2
N1099   ,52,52.16,2
N1099   ,52.5,52.44,1
N1099   ,53,52.29,2
N1099   ,53.5,52.53,1
N1099   ,54,52.35,1
N1099   ,54.5,52.24,1
N1099   ,55,52.82,2
N1099   ,55.5,52.88,1
N1099   ,56,52.92,1
N1099   ,56.5,52.95,2
N1099   ,57,53.3,1
N1099   ,57.5,52.87,2
N1099   ,58,52.91,1
N1099   ,58.5,53.27,1
N1099   ,59,53.52,2
N1099   ,59.5,53.68,1
N1099   ,60,53.78,2
N1099   ,60.5,53.86,1
N1099   ,61,54.24,2
N1099   ,61.5,54.16,1
N1099   ,62,54.44,2
N1099   ,62.5,54.96,2
N1099   ,63,54.97,1
N1099   ,63.5,54.98,2
N1099   ,64,54.99,1
N1099   ,64.5,54.99,1
N1099   ,65,54.99,2
N1099   ,65.5,55.33,2
N1099   ,66,55.22,1
N1099   ,66.5,55.15,2
N1099   ,67,55.43,1
N1099   ,67.5,55.62,1
N1099   ,68,56.08,3
N1099   ,68.5,56.05,2
N1099   ,69,56.04,1
N1099   ,69.5,56.36,1
N1099   ,70,56.57,1
N1099   ,70.5,56.71,3
N1099   ,71,56.81,2
N1099   ,71.5,57.21,1
N1099   ,72,57.47,2
N1099   ,72.5,57.65,1
N1099   ,73,57.76,1
N1099   ,73.5,57.51,1
N1099   ,74,57.67,3
N1099   ,74.5,57.78,2
N1099   ,75,57.85,1
N1099   ,75.5,57.9,1
N1099   ,76,57.94,1
N1099   ,76.5,57.96,2
N1099   ,77,57.97,2
N1099   ,77.5,57.98,2
N1099   ,78,57.99,1
N1099   ,78.5,58.32,2
N1099   ,79,59.22,2
N1099   ,79.5,59.48,1
N1099   ,80,59.65,1
N1099   ,80.5,59.43,3
N1099   ,81,59.62,3
N1099   ,81.5,59.08,1
N1099   ,82,59.72,1
N1099   ,82.5,60.15,2
N1099   ,83,60.43,2
N1099   ,83.5,60.62,2
N1099   ,84,60.41,2
N1099   ,84.5,60.28,1
N1099   ,85,60.52,5
N1099   ,85.5,60.68,2
N1099   ,86,60.45,2
N1099   ,86.5,60.63,1
N1099   ,87,60.76,2
N1099   ,87.5,60.84,1
N1099   ,88,60.89,3
N1099   ,88.5,60.93,3
N1099   ,89,60.95,1
N1099   ,89.5,60.97,2
N1099   ,90,61.65,1
N1099   ,90.5,62.1,2
N1099   ,91,62.4,2
N1099   ,91.5,62.27,1
N1099   ,92,62.18,2
