barcode,time,temp,Count
N1085   ,4.0,36.64,2.0
N1085   ,4.5,36.43,2.0
N1085   ,5.0,37.62,2.0
N1085   ,5.5,38.41,1.0
N1085   ,6.0,39.27,2.0
N1085   ,6.5,39.85,2.0
N1085   ,7.0,40.57,2.0
N1085   ,7.5,41.04,2.0
N1085   ,8.0,41.7,2.0
N1085   ,8.5,42.8,1.0
N1085   ,9.0,43.2,1.0
N1085   ,9.5,43.8,2.0
N1085   ,10.0,44.2,2.0
N1085   ,10.5,44.47,2.0
N1085   ,11.0,44.64,1.0
N1085   ,11.5,44.76,2.0
N1085   ,12.0,45.18,1.0
N1085   ,12.5,45.12,4.0
N1085   ,13.0,45.41,2.0
N1085   ,13.5,45.94,2.0
N1085   ,14.0,46.29,2.0
N1085   ,14.5,46.86,2.0
N1085   ,15.0,47.24,2.0
N1085   ,15.5,47.83,1.0
N1085   ,16.0,47.89,2.0
N1085   ,16.5,48.26,2.0
N1085   ,17.0,48.5,1.0
N1085   ,17.5,49.0,2.0
N1085   ,18.0,50.0,3.0
N1085   ,18.5,50.33,2.0
N1085   ,19.0,50.89,2.0
N1085   ,19.5,50.59,2.0
N1085   ,20.0,51.06,2.0
N1085   ,20.5,52.04,2.0
N1085   ,21.0,52.03,2.0
N1085   ,21.5,51.69,2.0
N1085   ,22.0,52.12,2.0
N1085   ,22.5,52.42,1.0
N1085   ,23.0,52.61,2.0
N1085   ,23.5,53.07,3.0
N1085   ,24.0,53.38,1.0
N1085   ,24.5,53.59,1.0
N1085   ,25.0,54.06,2.0
N1085   ,25.5,54.37,2.0
N1085   ,26.0,54.92,2.0
N1085   ,26.5,54.94,2.0
N1085   ,27.0,55.3,1.0
N1085   ,27.5,55.53,2.0
N1085   ,28.0,56.02,2.0
N1085   ,28.5,56.35,2.0
N1085   ,29.0,56.9,2.0
N1085   ,29.5,57.27,3.0
N1085   ,30.0,57.84,1.0
N1085   ,30.5,58.23,2.0
N1085   ,31.0,58.49,2.0
N1085   ,31.5,58.66,2.0
N1085   ,32.0,58.77,2.0
N1085   ,32.5,59.51,3.0
N1085   ,33.0,59.68,2.0
N1085   ,33.5,60.45,2.0
N1085   ,34.0,60.63,2.0
N1085   ,34.5,61.09,3.0
N1085   ,35.0,61.39,2.0
N1085   ,35.5,61.6,1.0
N1085   ,36.0,62.06,2.0
N1085   ,36.5,62.04,4.0
N1085   ,37.0,62.03,2.0
N1085   ,37.5,62.35,1.0
N1085   ,38.0,62.9,2.0
N1085   ,38.5,63.27,2.0
N1085   ,39.0,63.85,2.0
N1085   ,39.5,63.9,2.0
N1085   ,40.0,64.26,2.0
N1085   ,40.5,64.84,3.0
N1085   ,41.0,64.9,1.0
N1085   ,41.5,65.26,2.0
N1085   ,42.0,65.84,3.0
N1085   ,42.5,66.56,2.0
N1085   ,43.0,66.71,2.0
N1085   ,43.5,66.81,3.0
N1085   ,44.0,67.2,2.0
N1085   ,44.5,67.47,2.0
N1085   ,45.0,67.98,2.0
N1085   ,45.5,68.32,3.0
N1085   ,46.0,68.88,2.0
N1085   ,46.5,69.25,3.0
N1085   ,47.0,69.5,2.0
N1085   ,47.5,70.0,2.0
N1085   ,48.0,70.33,4.0
N1085   ,48.5,70.56,2.0
N1085   ,49.0,70.7,2.0
N1085   ,49.5,71.47,2.0
N1085   ,50.0,71.65,2.0
N1085   ,50.5,72.1,3.0
