barcode,time,temp,Count
N1133   ,4,37.56,2
N1133   ,4.5,37.71,2
N1133   ,5,39.14,2
N1133   ,5.5,40.09,1
N1133   ,6,40.73,2
N1133   ,6.5,40.82,3
N1133   ,7,41.21,2
N1133   ,7.5,41.81,2
N1133   ,8,41.87,2
N1133   ,8.5,41.91,2
N1133   ,9,42.28,1
N1133   ,9.5,42.18,4
N1133   ,10,42.46,2
N1133   ,10.5,42.64,1
N1133   ,11,42.76,2
N1133   ,11.5,42.17,2
N1133   ,12,42.45,3
N1133   ,12.5,42.63,1
N1133   ,13,42.42,3
N1133   ,13.5,42.61,2
N1133   ,14,42.74,2
N1133   ,14.5,43.16,2
N1133   ,15,43.11,2
N1133   ,15.5,43.07,2
N1133   ,16,43.38,3
N1133   ,16.5,43.59,2
N1133   ,17,43.73,2
N1133   ,17.5,43.82,2
N1133   ,18,43.88,1
N1133   ,18.5,43.92,3
N1133   ,19,43.61,2
N1133   ,19.5,43.41,1
N1133   ,20,43.61,3
N1133   ,20.5,43.74,1
N1133   ,21,43.82,3
N1133   ,21.5,43.88,1
N1133   ,22,44.26,2
N1133   ,22.5,44.5,2
N1133   ,23,44.67,2
N1133   ,23.5,44.78,2
N1133   ,24,44.85,2
N1133   ,24.5,45.24,2
N1133   ,25,45.49,2
N1133   ,25.5,45.33,3
N1133   ,26,45.55,3
N1133   ,26.5,46.03,2
N1133   ,27,46.02,1
N1133   ,27.5,46.02,2
N1133   ,28,46.34,2
N1133   ,28.5,46.23,2
N1133   ,29,46.49,3
N1133   ,29.5,46.32,2
N1133   ,30,46.22,2
N1133   ,30.5,46.14,2
N1133   ,31,46.1,1
N1133   ,31.5,46.06,2
N1133   ,32,46.04,2
N1133   ,32.5,46.03,2
N1133   ,33,46.02,2
N1133   ,33.5,46.01,2
N1133   ,34,46.34,2
N1133   ,34.5,46.23,2
N1133   ,35,46.15,1
N1133   ,35.5,46.1,2
N1133   ,36,46.07,3
N1133   ,36.5,46.38,3
N1133   ,37,46.59,2
