barcode,time,temp,Count
N1082   ,4.0,37.79,2.0
N1082   ,4.5,37.86,2.0
N1082   ,5.0,38.9,3.0
N1082   ,5.5,39.6,2.0
N1082   ,6.0,40.4,2.0
N1082   ,6.5,40.93,2.0
N1082   ,7.0,41.62,1.0
N1082   ,7.5,42.08,2.0
N1082   ,8.0,42.05,3.0
N1082   ,8.5,42.37,2.0
N1082   ,9.0,42.91,2.0
N1082   ,9.5,43.28,1.0
N1082   ,10.0,43.18,2.0
N1082   ,10.5,43.12,1.0
N1082   ,11.0,43.41,2.0
N1082   ,11.5,43.61,2.0
N1082   ,12.0,43.74,3.0
N1082   ,12.5,43.49,2.0
N1082   ,13.0,43.66,2.0
N1082   ,13.5,43.77,1.0
N1082   ,14.0,43.85,2.0
N1082   ,14.5,44.23,2.0
N1082   ,15.0,44.16,2.0
N1082   ,15.5,44.1,2.0
N1082   ,16.0,44.4,2.0
N1082   ,16.5,44.6,2.0
N1082   ,17.0,45.07,1.0
N1082   ,17.5,45.38,2.0
N1082   ,18.0,45.59,2.0
N1082   ,18.5,46.06,3.0
N1082   ,19.0,46.04,1.0
N1082   ,19.5,46.03,2.0
N1082   ,20.0,46.35,2.0
N1082   ,20.5,46.57,2.0
N1082   ,21.0,47.04,2.0
N1082   ,21.5,47.03,2.0
N1082   ,22.0,47.35,2.0
N1082   ,22.5,47.57,3.0
N1082   ,23.0,47.71,2.0
N1082   ,23.5,47.81,1.0
N1082   ,24.0,47.87,2.0
N1082   ,24.5,47.91,2.0
N1082   ,25.0,48.28,1.0
N1082   ,25.5,48.52,2.0
N1082   ,26.0,48.68,2.0
N1082   ,26.5,48.79,3.0
N1082   ,27.0,49.19,1.0
N1082   ,27.5,49.46,3.0
N1082   ,28.0,49.64,1.0
N1082   ,28.5,49.76,3.0
N1082   ,29.0,50.17,2.0
N1082   ,29.5,51.12,2.0
N1082   ,30.0,51.41,2.0
N1082   ,30.5,51.94,2.0
N1082   ,31.0,52.63,2.0
N1082   ,31.5,52.75,2.0
N1082   ,32.0,52.5,2.0
N1082   ,32.5,52.33,2.0
N1082   ,33.0,52.56,2.0
N1082   ,33.5,52.37,2.0
N1082   ,34.0,52.58,2.0
N1082   ,34.5,53.05,2.0
N1082   ,35.0,53.37,2.0
N1082   ,35.5,53.25,1.0
N1082   ,36.0,53.5,2.0
N1082   ,36.5,53.66,2.0
N1082   ,37.0,53.44,2.0
N1082   ,37.5,53.63,2.0
N1082   ,38.0,53.75,3.0
N1082   ,38.5,54.17,3.0
N1082   ,39.0,54.45,2.0
N1082   ,39.5,54.63,2.0
N1082   ,40.0,54.75,2.0
N1082   ,40.5,55.17,2.0
N1082   ,41.0,55.11,2.0
N1082   ,41.5,55.08,1.0
N1082   ,42.0,55.38,2.0
N1082   ,42.5,55.26,2.0
N1082   ,43.0,55.5,1.0
N1082   ,43.5,55.67,2.0
N1082   ,44.0,55.78,3.0
N1082   ,44.5,55.85,2.0
N1082   ,45.0,56.24,1.0
N1082   ,45.5,56.82,2.0
N1082   ,46.0,57.22,2.0
N1082   ,46.5,57.48,2.0
N1082   ,47.0,57.65,2.0
N1082   ,47.5,57.77,2.0
N1082   ,48.0,57.85,2.0
N1082   ,48.5,58.23,1.0
N1082   ,49.0,58.15,2.0
N1082   ,49.5,58.44,3.0
N1082   ,50.0,58.62,2.0
N1082   ,50.5,59.08,2.0
N1082   ,51.0,59.05,3.0
N1082   ,51.5,59.04,1.0
N1082   ,52.0,59.36,2.0
N1082   ,52.5,59.24,2.0
N1082   ,53.0,59.49,2.0
N1082   ,53.5,59.99,3.0
N1082   ,54.0,60.33,2.0
N1082   ,54.5,60.55,1.0
N1082   ,55.0,61.04,2.0
N1082   ,55.5,61.02,2.0
N1082   ,56.0,61.02,2.0
N1082   ,56.5,61.34,3.0
N1082   ,57.0,61.56,3.0
N1082   ,57.5,62.04,2.0
N1082   ,58.0,62.36,1.0
N1082   ,58.5,62.24,2.0
N1082   ,59.0,62.49,2.0
N1082   ,59.5,62.66,2.0
N1082   ,60.0,63.11,2.0
N1082   ,60.5,63.07,2.0
N1082   ,61.0,63.71,3.0
N1082   ,61.5,64.14,2.0
N1082   ,62.0,63.76,3.0
N1082   ,62.5,64.17,3.0
N1082   ,63.0,64.78,1.0
N1082   ,63.5,65.19,2.0
N1082   ,64.0,65.13,2.0
N1082   ,64.5,65.08,2.0
N1082   ,65.0,65.06,2.0
N1082   ,65.5,65.04,3.0
N1082   ,66.0,65.02,1.0
N1082   ,66.5,65.35,3.0
N1082   ,67.0,65.57,3.0
N1082   ,67.5,66.04,3.0
N1082   ,68.0,66.36,2.0
N1082   ,68.5,66.58,3.0
N1082   ,69.0,66.38,2.0
N1082   ,69.5,66.59,2.0
N1082   ,70.0,67.06,2.0
N1082   ,70.5,67.04,2.0
N1082   ,71.0,67.36,2.0
N1082   ,71.5,68.57,2.0
N1082   ,72.0,69.05,2.0
N1082   ,72.5,69.03,2.0
N1082   ,73.0,69.02,2.0
N1082   ,73.5,69.01,3.0
N1082   ,74.0,68.68,2.0
N1082   ,74.5,68.78,2.0
N1082   ,75.0,69.19,3.0
N1082   ,75.5,69.46,2.0
N1082   ,76.0,69.31,4.0
N1082   ,76.5,70.2,2.0
N1082   ,77.0,70.47,3.0
N1082   ,77.5,70.31,3.0
N1082   ,78.0,70.54,2.0
N1082   ,78.5,70.36,2.0
N1082   ,79.0,70.57,3.0
N1082   ,79.5,71.05,3.0
N1082   ,80.0,71.7,2.0
N1082   ,80.5,71.8,2.0
N1082   ,81.0,71.87,3.0
N1082   ,81.5,71.91,2.0
N1082   ,82.0,71.94,3.0
N1082   ,82.5,72.63,3.0
N1082   ,83.0,72.42,3.0
N1082   ,83.5,72.28,3.0
N1082   ,84.0,72.52,3.0
N1082   ,84.5,72.68,3.0
N1082   ,85.0,73.12,2.0
N1082   ,85.5,73.41,4.0
N1082   ,86.0,73.61,3.0
N1082   ,86.5,74.07,2.0
N1082   ,87.0,74.05,3.0
N1082   ,87.5,74.03,3.0
N1082   ,88.0,74.35,3.0
N1082   ,88.5,74.57,4.0
N1082   ,89.0,75.05,3.0
N1082   ,89.5,75.03,4.0
N1082   ,90.0,75.35,3.0
N1082   ,90.5,75.24,3.0
N1082   ,91.0,75.49,3.0
N1082   ,91.5,75.66,3.0
N1082   ,92.0,75.77,4.0
N1082   ,92.5,75.85,4.0
N1082   ,93.0,75.9,3.0
N1082   ,93.5,76.27,3.0
N1082   ,94.0,76.18,4.0
N1082   ,94.5,76.45,4.0
N1082   ,95.0,76.63,3.0
N1082   ,95.5,77.76,3.0
N1082   ,96.0,78.17,4.0
N1082   ,96.5,78.45,4.0
N1082   ,97.0,78.3,3.0
N1082   ,97.5,78.2,4.0
