barcode,time,temp,Count
N1127   ,4.0,36.24,2.0
N1127   ,4.5,36.49,2.0
N1127   ,5.0,38.33,1.0
N1127   ,5.5,39.22,3.0
N1127   ,6.0,39.81,2.0
N1127   ,6.5,40.54,2.0
N1127   ,7.0,41.03,2.0
N1127   ,7.5,41.35,1.0
N1127   ,8.0,41.23,2.0
N1127   ,8.5,41.16,1.0
N1127   ,9.0,41.77,2.0
N1127   ,9.5,42.51,3.0
N1127   ,10.0,43.01,1.0
N1127   ,10.5,43.01,2.0
N1127   ,11.0,43.34,2.0
N1127   ,11.5,43.56,2.0
N1127   ,12.0,43.71,1.0
N1127   ,12.5,44.14,2.0
N1127   ,13.0,44.76,1.0
N1127   ,13.5,45.17,2.0
N1127   ,14.0,45.45,3.0
N1127   ,14.5,45.3,2.0
N1127   ,15.0,45.2,1.0
N1127   ,15.5,45.47,2.0
N1127   ,16.0,46.31,1.0
N1127   ,16.5,46.54,2.0
N1127   ,17.0,46.36,1.0
N1127   ,17.5,46.57,2.0
N1127   ,18.0,46.38,2.0
N1127   ,18.5,46.59,2.0
N1127   ,19.0,47.06,4.0
N1127   ,19.5,47.37,1.0
N1127   ,20.0,47.58,2.0
N1127   ,20.5,47.72,2.0
N1127   ,21.0,47.81,2.0
N1127   ,21.5,47.88,2.0
N1127   ,22.0,48.25,2.0
N1127   ,22.5,48.83,1.0
N1127   ,23.0,48.89,2.0
N1127   ,23.5,49.26,2.0
N1127   ,24.0,49.51,2.0
N1127   ,24.5,50.0,3.0
N1127   ,25.0,50.34,1.0
N1127   ,25.5,50.89,2.0
N1127   ,26.0,50.93,2.0
N1127   ,26.5,50.95,2.0
N1127   ,27.0,50.97,1.0
N1127   ,27.5,51.65,2.0
N1127   ,28.0,52.1,1.0
N1127   ,28.5,52.4,2.0
N1127   ,29.0,52.6,1.0
N1127   ,29.5,53.07,2.0
N1127   ,30.0,53.04,2.0
N1127   ,30.5,53.36,2.0
N1127   ,31.0,53.58,2.0
N1127   ,31.5,54.05,2.0
N1127   ,32.0,54.37,1.0
N1127   ,32.5,54.58,2.0
N1127   ,33.0,54.72,2.0
N1127   ,33.5,54.81,2.0
N1127   ,34.0,54.87,1.0
N1127   ,34.5,54.92,2.0
N1127   ,35.0,55.28,3.0
N1127   ,35.5,55.52,2.0
N1127   ,36.0,55.68,1.0
N1127   ,36.5,56.45,2.0
N1127   ,37.0,56.64,2.0
N1127   ,37.5,56.76,2.0
N1127   ,38.0,57.17,2.0
N1127   ,38.5,57.45,2.0
N1127   ,39.0,57.3,2.0
N1127   ,39.5,57.2,1.0
N1127   ,40.0,57.47,3.0
N1127   ,40.5,57.64,3.0
N1127   ,41.0,58.1,2.0
N1127   ,41.5,58.4,2.0
N1127   ,42.0,58.6,2.0
N1127   ,42.5,59.07,1.0
N1127   ,43.0,59.38,2.0
N1127   ,43.5,59.92,3.0
N1127   ,44.0,60.61,3.0
N1127   ,44.5,61.07,2.0
N1127   ,45.0,61.05,2.0
N1127   ,45.5,61.03,2.0
N1127   ,46.0,61.36,2.0
N1127   ,46.5,61.24,2.0
N1127   ,47.0,61.16,3.0
N1127   ,47.5,61.44,1.0
N1127   ,48.0,61.96,3.0
N1127   ,48.5,62.31,2.0
N1127   ,49.0,62.54,2.0
N1127   ,49.5,62.69,2.0
