temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,
87.42000,1.02236,0.00003,0.85051,0.16792,0.00000,0.00000,0.00000,1.01846,1.02236,
87.95000,1.04941,0.00003,0.87491,0.18235,0.00000,0.00000,0.00000,1.05729,1.04941,
87.63000,1.08191,0.00003,0.86010,0.17351,0.00000,0.00000,0.00000,1.03364,1.08191,
87.76000,1.11509,0.00003,0.86609,0.17705,0.00000,0.00000,0.00000,1.04317,1.11509,
87.84000,1.14045,0.00003,0.86979,0.17926,0.00000,0.00000,0.00000,1.04909,1.14045,
87.89000,1.15000,0.00003,0.87211,0.18066,0.00000,0.00000,0.00000,1.05281,1.15000,
88.59000,1.14045,0.00003,0.90516,0.20134,0.00000,0.00000,0.00000,1.10653,1.14045,
89.06000,1.11545,0.00004,0.92795,0.21645,0.00000,0.00000,0.00000,1.14443,1.11545,
89.04000,1.08455,0.00004,0.92697,0.21579,0.00000,0.00000,0.00000,1.14279,1.08455,
88.69000,1.05955,0.00003,0.90997,0.20447,0.00000,0.00000,0.00000,1.11447,1.05955,
88.80000,1.05036,0.00004,0.91528,0.20796,0.00000,0.00000,0.00000,1.12328,1.05036,
88.86000,1.06255,0.00004,0.91819,0.20989,0.00000,0.00000,0.00000,1.12812,1.06255,
89.24000,1.09696,0.00004,0.93680,0.22252,0.00000,0.00000,0.00000,1.15935,1.09696,
89.50000,1.15023,0.00004,0.94971,0.23156,0.00000,0.00000,0.00000,1.18131,1.15023,
89.00000,1.21559,0.00004,0.92501,0.21446,0.00000,0.00000,0.00000,1.13951,1.21559,
89.33000,1.28432,0.00004,0.94125,0.22561,0.00000,0.00000,0.00000,1.16690,1.28432,
89.55000,1.34722,0.00004,0.95222,0.23334,0.00000,0.00000,0.00000,1.18559,1.34722,
89.70000,1.39599,0.00004,0.95975,0.23875,0.00000,0.00000,0.00000,1.19854,1.39599,
89.80000,1.42477,0.00004,0.96480,0.24242,0.00000,0.00000,0.00000,1.20727,1.42477,
90.20000,1.43191,0.00004,0.98524,0.25765,0.00000,0.00000,0.00000,1.24293,1.43191,
90.47000,1.42062,0.00005,0.99924,0.26843,0.00000,0.00000,0.00000,1.26772,1.42062,
90.64000,1.39700,0.00005,1.00814,0.27543,0.00000,0.00000,0.00000,1.28362,1.39700,
90.76000,1.36660,0.00005,1.01446,0.28048,0.00000,0.00000,0.00000,1.29499,1.36660,
90.84000,1.33332,0.00005,1.01869,0.28389,0.00000,0.00000,0.00000,1.30263,1.33332,
91.23000,1.30009,0.00005,1.03955,0.30108,0.00000,0.00000,0.00000,1.34068,1.30009,
91.15000,1.26969,0.00005,1.03524,0.29748,0.00000,0.00000,0.00000,1.33277,1.26969,
91.10000,1.24564,0.00005,1.03256,0.29524,0.00000,0.00000,0.00000,1.32785,1.24564,
