1079,0.0568156
1067,0.0692224
32668,0.0620975
1061,0.0600883
1095,0.0779628
1088,0.0645363
1059,0.100334
1080,0.0932309
1083,0.0738332
1075,0.0610234
1111,0.0537179
1087,0.0871092
1081,0.0687018
1084,0.0841546
1107,0.0679859
1091,0.0686725
1076,0.0617393
1093,0.0673982
1036,0.086339
1104,0.056756
1103,0.079027
1070,0.0677676
1115,0.0531491
1073,0.0731026
1048,0.0942543
1133,0.0684011
1126,0.0772011
1053,0.0824645
1138,0.097617
1043,0.0989471
1114,0.0720516
1113,0.066758
1077,0.0882668
1122,0.0754613
1089,0.0613573
1126,0.039571
1092,0.0783621
1133,0.0662518
1128,0.0569404
1131,0.0639926
1034,0.0758033
1123,0.0672703
1121,0.071887
1127,0.0615582
1136,0.0617784
1135,0.0673504
1055,0.0916289
1039,0.107615
1094,0.0922555
1109,0.0778236
1094,0.0567992
1138,0.0572841
1108,0.0712756
1082,0.0714612
1030,0.0768894
1125,0.0759421
1100,0.0703131
1057,0.0735898
1098,0.0478388
1086,0.074399
1090,0.102485
1139,0.091374
1034,0.0929271
1036,0.0691974
1046,0.0724628
1074,0.0897869
1124,0.0774148
1045,0.060334
1029,0.0816892
1032,0.089668
1042,0.0843779
1137,0.0599312
1041,0.0912189
1047,0.0931923
1060,0.0692101
1064,0.0760065
1027,0.050901
1120,0.0898086
1105,0.0626921
1050,0.066902
1085,0.0696373
1051,0.0791691
1128,0.0646928
1065,0.0769644
1054,0.0516518
1068,0.126334
1132,0.0893924
1032,0.0709235
1099,0.0677689
1063,0.075913
1037,0.0614559
1096,0.0643675
1038,0.0597126
1136,0.0839218
1057,0.0661678
1100,0.0795013
1044,0.10053
1066,0.0671772
1130,0.0753568
