temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,count_8,count_9,
71.42000,1.02972,0.00000,0.00014,0.01927,0.62135,0.00000,0.00000,0.00000,0.00000,0.64076,1.02972,
71.61000,1.07750,0.00000,0.00014,0.01980,0.63810,0.00000,0.00000,0.00000,0.00000,0.65805,1.07750,
71.74000,1.11132,0.00000,0.00015,0.02017,0.64982,0.00000,0.00000,0.00000,0.00000,0.67013,1.11132,
71.49000,1.12295,0.00000,0.00014,0.01947,0.62747,0.00000,0.00000,0.00000,0.00000,0.64708,1.12295,
71.33000,1.11472,0.00000,0.00014,0.01903,0.61356,0.00000,0.00000,0.00000,0.00000,0.63272,1.11472,
70.89000,1.09750,0.00000,0.00013,0.01787,0.57680,0.00000,0.00000,0.00000,0.00000,0.59480,1.09750,
71.59000,1.08396,0.00000,0.00014,0.01974,0.63632,0.00000,0.00000,0.00000,0.00000,0.65621,1.08396,
72.06000,1.08250,0.00000,0.00015,0.02110,0.67953,0.00000,0.00000,0.00000,0.00000,0.70078,1.08250,
72.04000,1.09500,0.00000,0.00015,0.02105,0.67763,0.00000,0.00000,0.00000,0.00000,0.69883,1.09500,
72.36000,1.11741,0.00000,0.00016,0.02202,0.70855,0.00000,0.00000,0.00000,0.00000,0.73073,1.11741,
72.57000,1.14250,0.00000,0.00017,0.02268,0.72957,0.00000,0.00000,0.00000,0.00000,0.75242,1.14250,
72.38000,1.16318,0.00000,0.00016,0.02208,0.71053,0.00000,0.00000,0.00000,0.00000,0.73277,1.16318,
72.25000,1.17500,0.00000,0.00016,0.02168,0.69777,0.00000,0.00000,0.00000,0.00000,0.71961,1.17500,
72.50000,1.17727,0.00000,0.00017,0.02246,0.72250,0.00000,0.00000,0.00000,0.00000,0.74512,1.17727,
73.00000,1.17295,0.00000,0.00018,0.02410,0.77447,0.00000,0.00000,0.00000,0.00000,0.79875,1.17295,
73.33000,1.16714,0.00000,0.00019,0.02524,0.81070,0.00000,0.00000,0.00000,0.00000,0.83614,1.16714,
73.56000,1.16455,0.00000,0.00020,0.02607,0.83691,0.00000,0.00000,0.00000,0.00000,0.86318,1.16455,
73.37000,1.16750,0.00000,0.00019,0.02539,0.81520,0.00000,0.00000,0.00000,0.00000,0.84078,1.16750,
73.58000,1.17559,0.00000,0.00020,0.02615,0.83922,0.00000,0.00000,0.00000,0.00000,0.86557,1.17559,
73.72000,1.18741,0.00000,0.00020,0.02666,0.85561,0.00000,0.00000,0.00000,0.00000,0.88247,1.18741,
73.81000,1.20264,0.00000,0.00021,0.02700,0.86630,0.00000,0.00000,0.00000,0.00000,0.89351,1.20264,
73.88000,1.22236,0.00000,0.00021,0.02727,0.87470,0.00000,0.00000,0.00000,0.00000,0.90218,1.22236,
74.25000,1.24677,0.00000,0.00022,0.02872,0.92043,0.00000,0.00000,0.00000,0.00000,0.94938,1.24677,
74.17000,1.27250,0.00000,0.00022,0.02840,0.91036,0.00000,0.00000,0.00000,0.00000,0.93898,1.27250,
73.78000,1.29273,0.00000,0.00021,0.02689,0.86272,0.00000,0.00000,0.00000,0.00000,0.88982,1.29273,
73.85000,1.30045,0.00000,0.00021,0.02715,0.87109,0.00000,0.00000,0.00000,0.00000,0.89846,1.30045,
73.90000,1.29273,0.00000,0.00021,0.02735,0.87712,0.00000,0.00000,0.00000,0.00000,0.90468,1.29273,
73.93000,1.27286,0.00000,0.00021,0.02746,0.88076,0.00000,0.00000,0.00000,0.00000,0.90843,1.27286,
73.96000,1.24977,0.00000,0.00021,0.02758,0.88440,0.00000,0.00000,0.00000,0.00000,0.91219,1.24977,
74.30000,1.23441,0.00000,0.00022,0.02892,0.92679,0.00000,0.00000,0.00000,0.00000,0.95593,1.23441,
74.54000,1.23514,0.00000,0.00023,0.02990,0.95786,0.00000,0.00000,0.00000,0.00000,0.98800,1.23514,
74.69000,1.25505,0.00000,0.00024,0.03054,0.97778,0.00000,0.00000,0.00000,0.00000,1.00855,1.25505,
74.79000,1.29241,0.00000,0.00024,0.03097,0.99128,0.00000,0.00000,0.00000,0.00000,1.02249,1.29241,
75.20000,1.34273,0.00000,0.00026,0.03278,1.04849,0.00000,0.00000,0.00000,0.00000,1.08154,1.34273,
75.13000,1.40000,0.00000,0.00026,0.03247,1.03851,0.00000,0.00000,0.00000,0.00000,1.07123,1.40000,
75.09000,1.45727,0.00000,0.00026,0.03229,1.03284,0.00000,0.00000,0.00000,0.00000,1.06538,1.45727,
75.72000,1.50832,0.00000,0.00028,0.03524,1.12558,0.00000,0.00000,0.00000,0.00000,1.16110,1.50832,
76.15000,1.54986,0.00000,0.00031,0.03740,1.19336,0.00000,0.00000,0.00000,0.00000,1.23107,1.54986,
76.77000,1.58177,0.00000,0.00034,0.04074,1.29794,0.00000,0.00000,0.00000,0.00000,1.33902,1.58177,
76.84000,1.60545,0.00000,0.00034,0.04113,1.31028,0.00000,0.00000,0.00000,0.00000,1.35176,1.60545,
76.56000,1.62214,0.00000,0.00033,0.03958,1.26158,0.00000,0.00000,0.00000,0.00000,1.30149,1.62214,
76.71000,1.63250,0.00000,0.00034,0.04040,1.28745,0.00000,0.00000,0.00000,0.00000,1.32819,1.63250,
76.81000,1.63809,0.00000,0.00034,0.04096,1.30498,0.00000,0.00000,0.00000,0.00000,1.34628,1.63809,
76.87000,1.64227,0.00000,0.00034,0.04130,1.31560,0.00000,0.00000,0.00000,0.00000,1.35725,1.64227,
76.91000,1.65050,0.00000,0.00035,0.04153,1.32273,0.00000,0.00000,0.00000,0.00000,1.36461,1.65050,
76.94000,1.66991,0.00000,0.00035,0.04170,1.32810,0.00000,0.00000,0.00000,0.00000,1.37015,1.66991,
77.29000,1.70595,0.00000,0.00037,0.04376,1.39229,0.00000,0.00000,0.00000,0.00000,1.43642,1.70595,
77.20000,1.75795,0.00000,0.00036,0.04322,1.37551,0.00000,0.00000,0.00000,0.00000,1.41910,1.75795,
77.13000,1.81800,0.00000,0.00036,0.04281,1.36259,0.00000,0.00000,0.00000,0.00000,1.40576,1.81800,
77.09000,1.87418,0.00000,0.00036,0.04257,1.35526,0.00000,0.00000,0.00000,0.00000,1.39819,1.87418,
77.06000,1.91635,0.00000,0.00036,0.04240,1.34979,0.00000,0.00000,0.00000,0.00000,1.39254,1.91635,
77.04000,1.94082,0.00000,0.00035,0.04228,1.34615,0.00000,0.00000,0.00000,0.00000,1.38878,1.94082,
77.03000,1.95137,0.00000,0.00035,0.04222,1.34433,0.00000,0.00000,0.00000,0.00000,1.38691,1.95137,
77.02000,1.95795,0.00000,0.00035,0.04216,1.34252,0.00000,0.00000,0.00000,0.00000,1.38504,1.95795,
78.01000,1.97222,0.00000,0.00042,0.04830,1.53370,0.00000,0.00000,0.00000,0.00000,1.58242,1.97222,
78.01000,2.00101,0.00000,0.00042,0.04830,1.53370,0.00000,0.00000,0.00000,0.00000,1.58242,2.00101,
78.01000,2.04300,0.00000,0.00042,0.04830,1.53370,0.00000,0.00000,0.00000,0.00000,1.58242,2.04300,
78.34000,2.09068,0.00000,0.00044,0.05052,1.60296,0.00000,0.00000,0.00000,0.00000,1.65392,2.09068,
78.22000,2.13464,0.00000,0.00043,0.04970,1.57744,0.00000,0.00000,0.00000,0.00000,1.62757,2.13464,
78.48000,2.16823,0.00000,0.00045,0.05150,1.63323,0.00000,0.00000,0.00000,0.00000,1.68517,2.16823,
78.32000,2.19059,0.00000,0.00044,0.05039,1.59868,0.00000,0.00000,0.00000,0.00000,1.64950,2.19059,
78.88000,2.20677,0.00000,0.00048,0.05438,1.72270,0.00000,0.00000,0.00000,0.00000,1.77756,2.20677,
79.25000,2.22464,0.00000,0.00051,0.05719,1.80957,0.00000,0.00000,0.00000,0.00000,1.86726,2.22464,
79.17000,2.25014,0.00000,0.00050,0.05657,1.79044,0.00000,0.00000,0.00000,0.00000,1.84751,2.25014,
79.11000,2.28491,0.00000,0.00050,0.05611,1.77622,0.00000,0.00000,0.00000,0.00000,1.83283,2.28491,
78.74000,2.32750,0.00000,0.00047,0.05336,1.69087,0.00000,0.00000,0.00000,0.00000,1.74470,2.32750,
79.16000,2.37523,0.00000,0.00050,0.05649,1.78806,0.00000,0.00000,0.00000,0.00000,1.84506,2.37523,
79.44000,2.42514,0.00000,0.00052,0.05868,1.85576,0.00000,0.00000,0.00000,0.00000,1.91497,2.42514,
79.63000,2.47514,0.00000,0.00054,0.06021,1.90307,0.00000,0.00000,0.00000,0.00000,1.96382,2.47514,
79.42000,2.52486,0.00000,0.00052,0.05852,1.85085,0.00000,0.00000,0.00000,0.00000,1.90990,2.52486,
79.61000,2.57486,0.00000,0.00054,0.06005,1.89804,0.00000,0.00000,0.00000,0.00000,1.95863,2.57486,
79.74000,2.62441,0.00000,0.00055,0.06112,1.93097,0.00000,0.00000,0.00000,0.00000,1.99264,2.62441,
80.16000,2.66986,0.00000,0.00059,0.06469,2.04110,0.00000,0.00000,0.00000,0.00000,2.10638,2.66986,
80.11000,2.70531,0.00000,0.00058,0.06425,2.02769,0.00000,0.00000,0.00000,0.00000,2.09253,2.70531,
80.07000,2.72486,0.00000,0.00058,0.06391,2.01702,0.00000,0.00000,0.00000,0.00000,2.08151,2.72486,
80.71000,2.72559,0.00000,0.00064,0.06967,2.19427,0.00000,0.00000,0.00000,0.00000,2.26459,2.72559,
81.14000,2.71095,0.00000,0.00069,0.07382,2.32147,0.00000,0.00000,0.00000,0.00000,2.39599,2.71095,
81.43000,2.69205,0.00000,0.00072,0.07675,2.41113,0.00000,0.00000,0.00000,0.00000,2.48861,2.69205,
81.62000,2.68418,0.00000,0.00075,0.07873,2.47162,0.00000,0.00000,0.00000,0.00000,2.55110,2.68418,
81.41000,2.70014,0.00000,0.00072,0.07655,2.40485,0.00000,0.00000,0.00000,0.00000,2.48211,2.70014,
