temp,count_original,count_0,count_1,count_2,count_3,
35.93000,2.07500,1.41613,0.00000,1.41613,2.07500,
35.95000,2.03455,1.41632,0.00000,1.41632,2.03455,
35.97000,2.01910,1.41651,0.00000,1.41651,2.01910,
35.64000,2.03455,1.41335,0.00000,1.41335,2.03455,
36.10000,2.07500,1.41775,0.00000,1.41775,2.07500,
36.73000,2.12500,1.42378,0.00000,1.42378,2.12500,
38.15000,2.16545,1.43742,0.00000,1.43742,2.16545,
39.10000,2.18090,1.44659,0.00000,1.44659,2.18090,
39.74000,2.16545,1.45277,0.00000,1.45277,2.16545,
41.16000,2.12500,1.46655,0.00000,1.46655,2.12500,
41.77000,2.07464,1.47249,0.00000,1.47249,2.07464,
44.51000,2.03155,1.49933,0.00000,1.49933,2.03155,
44.01000,2.00668,1.49442,0.00000,1.49442,2.00668,
43.67000,1.99977,1.49108,0.00000,1.49108,1.99977,
43.78000,2.00059,1.49216,0.00000,1.49216,2.00059,
43.85000,1.99595,1.49284,0.00000,1.49284,1.99595,
44.24000,1.97823,1.49668,0.00000,1.49668,1.97823,
44.49000,1.95000,1.49914,0.00000,1.49914,1.95000,
44.66000,1.92214,1.50081,0.00000,1.50081,1.92214,
44.44000,1.90705,1.49865,0.00000,1.49865,1.90705,
44.96000,1.91182,1.50377,0.00000,1.50377,1.91182,
45.64000,1.93500,1.51048,0.00000,1.51048,1.93500,
45.76000,1.96809,1.51167,0.00000,1.51167,1.96809,
46.51000,2.00014,1.51909,0.00000,1.51909,2.00014,
47.00000,2.02200,1.52396,0.00000,1.52396,2.02200,
47.34000,2.02826,1.52734,0.00000,1.52734,2.02826,
45.89000,2.01750,1.51295,0.00000,1.51295,2.01750,
46.93000,1.99168,1.52326,0.00000,1.52326,1.99168,
47.28000,1.95590,1.52674,0.00000,1.52674,1.95590,
47.52000,1.91750,1.52913,0.00000,1.52913,1.91750,
48.35000,1.88387,1.53740,0.00000,1.53740,1.88387,
48.57000,1.86059,1.53960,0.00000,1.53960,1.86059,
49.04000,1.85059,1.54430,0.00000,1.54430,1.85059,
49.36000,1.85387,1.54751,0.00000,1.54751,1.85387,
50.24000,1.86823,1.55635,0.00000,1.55635,1.86823,
51.16000,1.89009,1.56562,0.00000,1.56562,1.89009,
51.11000,1.91405,1.56511,0.00000,1.56511,1.91405,
49.74000,1.93309,1.55132,0.00000,1.55132,1.93309,
50.49000,1.94045,1.55886,0.00000,1.55886,1.94045,
50.99000,1.93236,1.56390,0.00000,1.56390,1.93236,
52.00000,1.91059,1.57411,0.00000,1.57411,1.91059,
52.66000,1.88227,1.58081,0.00000,1.58081,1.88227,
53.11000,1.85655,1.58538,0.00000,1.58538,1.85655,
53.41000,1.84023,1.58844,0.00000,1.58844,1.84023,
53.94000,1.83418,1.59384,0.00000,1.59384,1.83418,
54.29000,1.83286,1.59742,0.00000,1.59742,1.83286,
54.53000,1.82905,1.59987,0.00000,1.59987,1.82905,
55.35000,1.81955,1.60828,0.00000,1.60828,1.81955,
55.90000,1.80714,1.61393,0.00000,1.61393,1.80714,
56.27000,1.79832,1.61775,0.00000,1.61775,1.79832,
56.18000,1.79837,1.61682,0.00000,1.61682,1.79837,
56.79000,1.80750,1.62311,0.00000,1.62311,1.80750,
56.52000,1.82214,1.62032,0.00000,1.62032,1.82214,
57.02000,1.83887,1.62549,0.00000,1.62549,1.83887,
57.68000,1.85750,1.63233,0.00000,1.63233,1.85750,
58.45000,1.88127,1.64033,0.00000,1.64033,1.88127,
58.63000,1.91278,1.64220,0.00000,1.64220,1.91278,
58.42000,1.94927,1.64001,0.00000,1.64001,1.94927,
59.28000,1.98231,1.64898,0.00000,1.64898,1.98231,
59.85000,2.00146,1.65494,0.00000,1.65494,2.00146,
60.24000,2.00000,1.65903,0.00000,1.65903,2.00000,
60.82000,1.97908,1.66512,0.00000,1.66512,1.97908,
60.88000,1.94595,1.66575,0.00000,1.66575,1.94595,
60.92000,1.90896,1.66617,0.00000,1.66617,1.90896,
61.61000,1.87377,1.67344,0.00000,1.67344,1.87377,
61.41000,1.84227,1.67133,0.00000,1.67133,1.84227,
62.27000,1.81446,1.68042,0.00000,1.68042,1.81446,
62.18000,1.79118,1.67947,0.00000,1.67947,1.79118,
62.12000,1.77500,1.67883,0.00000,1.67883,1.77500,
62.41000,1.76910,1.68190,0.00000,1.68190,1.76910,
63.28000,1.77500,1.69114,0.00000,1.69114,1.77500,
64.85000,1.79009,1.70790,0.00000,1.70790,1.79009,
64.90000,1.80691,1.70844,0.00000,1.70844,1.80691,
64.60000,1.81559,1.70522,0.00000,1.70522,1.81559,
65.07000,1.80818,1.71026,0.00000,1.71026,1.80818,
65.38000,1.78309,1.71359,0.00000,1.71359,1.78309,
65.25000,1.74778,1.71219,0.00000,1.71219,1.74778,
65.83000,1.71705,1.71843,0.00000,1.71843,1.71705,
66.22000,1.70691,1.72263,0.00000,1.72263,1.70691,
67.15000,1.72682,1.73268,0.00000,1.73268,1.72682,
67.77000,1.77396,1.73941,0.00000,1.73941,1.77396,
67.84000,1.83281,1.74017,0.00000,1.74017,1.83281,
67.90000,1.88127,1.74082,0.00000,1.74082,1.88127,
68.26000,1.90000,1.74474,0.00000,1.74474,1.90000,
68.18000,1.88127,1.74387,0.00000,1.74387,1.88127,
68.45000,1.83281,1.74681,0.00000,1.74681,1.83281,
69.30000,1.77359,1.75610,0.00000,1.75610,1.77359,
69.53000,1.72418,1.75862,0.00000,1.75862,1.72418,
70.02000,1.69714,1.76400,0.00000,1.76400,1.69714,
70.01000,1.69205,1.76389,0.00000,1.76389,1.69205,
70.68000,1.69764,1.77126,0.00000,1.77126,1.69764,
71.12000,1.69927,1.77612,0.00000,1.77612,1.69927,
71.75000,1.68859,1.78309,0.00000,1.78309,1.68859,
71.50000,1.66969,1.78032,0.00000,1.78032,1.66969,
72.33000,1.65714,1.78953,0.00000,1.78953,1.65714,
72.89000,1.66691,1.79577,0.00000,1.79577,1.66691,
72.59000,1.70601,1.79243,0.00000,1.79243,1.70601,
73.73000,1.76750,1.80516,0.00000,1.80516,1.76750,
