temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,
75.66000,2.00655,1.92213,0.00005,0.00000,0.00000,1.92218,2.00655,
75.77000,2.01523,1.92354,0.00005,0.00000,0.00000,1.92359,2.01523,
76.51000,2.00554,1.93303,0.00006,0.00000,0.00000,1.93308,2.00554,
77.01000,1.97259,1.93945,0.00006,0.00000,0.00000,1.93951,1.97259,
77.34000,1.91786,1.94369,0.00007,0.00000,0.00000,1.94375,1.91786,
78.23000,1.85036,1.95514,0.00008,0.00000,0.00000,1.95522,1.85036,
78.48000,1.78441,1.95836,0.00008,0.00000,0.00000,1.95844,1.78441,
78.99000,1.73491,1.96494,0.00009,0.00000,0.00000,1.96503,1.73491,
78.99000,1.71196,1.96494,0.00009,0.00000,0.00000,1.96503,1.71196,
79.33000,1.71705,1.96933,0.00009,0.00000,0.00000,1.96942,1.71705,
79.55000,1.74309,1.97217,0.00010,0.00000,0.00000,1.97227,1.74309,
80.03000,1.77800,1.97838,0.00010,0.00000,0.00000,1.97848,1.77800,
80.69000,1.81014,1.98692,0.00012,0.00000,0.00000,1.98704,1.81014,
81.13000,1.83318,1.99263,0.00013,0.00000,0.00000,1.99275,1.83318,
81.75000,1.84773,2.00068,0.00014,0.00000,0.00000,2.00082,1.84773,
81.83000,1.85896,2.00172,0.00014,0.00000,0.00000,2.00186,1.85896,
82.22000,1.87273,2.00679,0.00015,0.00000,0.00000,2.00694,1.87273,
82.48000,1.89236,2.01017,0.00016,0.00000,0.00000,2.01033,1.89236,
82.65000,1.91741,2.01238,0.00016,0.00000,0.00000,2.01255,1.91741,
82.77000,1.94550,2.01395,0.00017,0.00000,0.00000,2.01411,1.94550,
83.18000,1.97523,2.01929,0.00018,0.00000,0.00000,2.01947,1.97523,
84.12000,2.00677,2.03156,0.00021,0.00000,0.00000,2.03177,2.00677,
84.41000,2.03964,2.03535,0.00022,0.00000,0.00000,2.03557,2.03964,
84.61000,2.07023,2.03797,0.00023,0.00000,0.00000,2.03819,2.07023,
85.41000,2.09236,2.04845,0.00026,0.00000,0.00000,2.04870,2.09236,
85.60000,2.10045,2.05094,0.00027,0.00000,0.00000,2.05120,2.10045,
85.74000,2.09309,2.05277,0.00027,0.00000,0.00000,2.05305,2.09309,
86.49000,2.07514,2.06263,0.00031,0.00000,0.00000,2.06293,2.07514,
86.66000,2.05655,2.06486,0.00032,0.00000,0.00000,2.06518,2.05655,
86.77000,2.04736,2.06631,0.00032,0.00000,0.00000,2.06663,2.04736,
87.18000,2.05241,2.07171,0.00035,0.00000,0.00000,2.07205,2.05241,
87.45000,2.06969,2.07526,0.00036,0.00000,0.00000,2.07563,2.06969,
87.64000,2.09405,2.07777,0.00037,0.00000,0.00000,2.07814,2.09405,
88.09000,2.12300,2.08370,0.00040,0.00000,0.00000,2.08411,2.12300,
88.73000,2.15873,2.09216,0.00045,0.00000,0.00000,2.09261,2.15873,
89.48000,2.20509,2.10209,0.00051,0.00000,0.00000,2.10259,2.20509,
89.99000,2.26236,2.10885,0.00055,0.00000,0.00000,2.10940,2.26236,
90.33000,2.32323,2.11336,0.00058,0.00000,0.00000,2.11395,2.32323,
90.55000,2.37326,2.11629,0.00060,0.00000,0.00000,2.11689,2.37326,
90.70000,2.39635,2.11828,0.00062,0.00000,0.00000,2.11890,2.39635,
92.13000,2.38191,2.13733,0.00078,0.00000,0.00000,2.13810,2.38191,
92.09000,2.33104,2.13679,0.00077,0.00000,0.00000,2.13756,2.33104,
92.06000,2.25781,2.13639,0.00077,0.00000,0.00000,2.13716,2.25781,
92.71000,2.18373,2.14507,0.00085,0.00000,0.00000,2.14592,2.18373,
92.47000,2.12983,2.14187,0.00082,0.00000,0.00000,2.14269,2.12983,
92.65000,2.10991,2.14427,0.00084,0.00000,0.00000,2.14511,2.10991,
93.10000,2.12682,2.15029,0.00091,0.00000,0.00000,2.15119,2.12682,
93.40000,2.17278,2.15430,0.00095,0.00000,0.00000,2.15525,2.17278,
93.93000,2.23323,2.16140,0.00104,0.00000,0.00000,2.16244,2.23323,
94.29000,2.29273,2.16624,0.00110,0.00000,0.00000,2.16733,2.29273,
94.53000,2.34082,2.16946,0.00114,0.00000,0.00000,2.17060,2.34082,
95.35000,2.37464,2.18048,0.00130,0.00000,0.00000,2.18178,2.37464,
95.23000,2.39736,2.17887,0.00127,0.00000,0.00000,2.18014,2.39736,
95.49000,2.41523,2.18237,0.00133,0.00000,0.00000,2.18370,2.41523,
95.99000,2.43455,2.18911,0.00143,0.00000,0.00000,2.19054,2.43455,
96.66000,2.45977,2.19815,0.00159,0.00000,0.00000,2.19975,2.45977,
97.11000,2.49236,2.20424,0.00171,0.00000,0.00000,2.20595,2.49236,
97.07000,2.53000,2.20370,0.00170,0.00000,0.00000,2.20540,2.53000,
97.38000,2.56727,2.20789,0.00178,0.00000,0.00000,2.20968,2.56727,
97.92000,2.59795,2.21521,0.00194,0.00000,0.00000,2.21715,2.59795,
98.28000,2.61795,2.22010,0.00205,0.00000,0.00000,2.22215,2.61795,
98.85000,2.62800,2.22784,0.00224,0.00000,0.00000,2.23008,2.62800,
98.90000,2.63455,2.22852,0.00226,0.00000,0.00000,2.23078,2.63455,
98.93000,2.64700,2.22893,0.00227,0.00000,0.00000,2.23120,2.64700,
99.29000,2.67214,2.23383,0.00240,0.00000,0.00000,2.23623,2.67214,
99.86000,2.70969,2.24159,0.00262,0.00000,0.00000,2.24421,2.70969,
100.57000,2.75286,2.25129,0.00292,0.00000,0.00000,2.25421,2.75286,
101.05000,2.79281,2.25785,0.00314,0.00000,0.00000,2.26100,2.79281,
101.37000,2.82309,2.26223,0.00330,0.00000,0.00000,2.26554,2.82309,
101.24000,2.84205,2.26045,0.00324,0.00000,0.00000,2.26369,2.84205,
102.16000,2.85186,2.27307,0.00372,0.00000,0.00000,2.27679,2.85186,
102.44000,2.85517,2.27692,0.00388,0.00000,0.00000,2.28080,2.85517,
102.63000,2.85278,2.27953,0.00400,0.00000,0.00000,2.28353,2.85278,
103.42000,2.84505,2.29041,0.00451,0.00000,0.00000,2.29491,2.84505,
103.61000,2.83568,2.29303,0.00464,0.00000,0.00000,2.29766,2.83568,
104.07000,2.83250,2.29937,0.00497,0.00000,0.00000,2.30434,2.83250,
104.72000,2.84401,2.30836,0.00548,0.00000,0.00000,2.31384,2.84401,
