temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,count_6,count_7,
35.33000,1.76118,0.00000,0.00001,0.00013,0.00000,0.00000,0.00000,0.00014,1.76118,
35.56000,1.71573,0.00000,0.00002,0.00013,0.00000,0.00000,0.00000,0.00015,1.71573,
35.70000,1.69837,0.00000,0.00002,0.00014,0.00000,0.00000,0.00000,0.00015,1.69837,
35.47000,1.71573,0.00000,0.00001,0.00013,0.00000,0.00000,0.00000,0.00015,1.71573,
35.98000,1.76118,0.00000,0.00002,0.00014,0.00000,0.00000,0.00000,0.00016,1.76118,
36.65000,1.81736,0.00000,0.00002,0.00016,0.00000,0.00000,0.00000,0.00018,1.81736,
38.10000,1.86281,0.00000,0.00002,0.00020,0.00000,0.00000,0.00000,0.00022,1.86281,
39.07000,1.88017,0.00000,0.00003,0.00023,0.00000,0.00000,0.00000,0.00026,1.88017,
39.71000,1.86281,0.00000,0.00003,0.00026,0.00000,0.00000,0.00000,0.00029,1.86281,
41.14000,1.81486,0.00000,0.00004,0.00032,0.00000,0.00000,0.00000,0.00036,1.81486,
41.76000,1.74809,0.00000,0.00004,0.00035,0.00000,0.00000,0.00000,0.00039,1.74809,
44.51000,1.68028,0.00000,0.00006,0.00054,0.00000,0.00000,0.00000,0.00060,1.68028,
44.00000,1.63174,0.00000,0.00006,0.00050,0.00000,0.00000,0.00000,0.00056,1.63174,
43.67000,1.61969,0.00000,0.00006,0.00047,0.00000,0.00000,0.00000,0.00053,1.61969,
43.78000,1.65219,0.00000,0.00006,0.00048,0.00000,0.00000,0.00000,0.00054,1.65219,
43.85000,1.72373,0.00000,0.00006,0.00049,0.00000,0.00000,0.00000,0.00054,1.72373,
44.24000,1.81472,0.00000,0.00006,0.00051,0.00000,0.00000,0.00000,0.00058,1.81472,
44.49000,1.89635,0.00000,0.00006,0.00053,0.00000,0.00000,0.00000,0.00060,1.89635,
44.66000,1.94045,0.00000,0.00007,0.00055,0.00000,0.00000,0.00000,0.00061,1.94045,
44.44000,1.93090,0.00000,0.00006,0.00053,0.00000,0.00000,0.00000,0.00059,1.93090,
44.96000,1.87062,0.00000,0.00007,0.00057,0.00000,0.00000,0.00000,0.00064,1.87062,
45.64000,1.77927,0.00000,0.00008,0.00063,0.00000,0.00000,0.00000,0.00071,1.77927,
45.76000,1.68410,0.00000,0.00008,0.00065,0.00000,0.00000,0.00000,0.00072,1.68410,
46.51000,1.60955,0.00000,0.00009,0.00072,0.00000,0.00000,0.00000,0.00081,1.60955,
47.00000,1.56955,0.00000,0.00009,0.00078,0.00000,0.00000,0.00000,0.00087,1.56955,
47.34000,1.56519,0.00000,0.00010,0.00082,0.00000,0.00000,0.00000,0.00091,1.56519,
45.89000,1.58755,0.00000,0.00008,0.00066,0.00000,0.00000,0.00000,0.00074,1.58755,
46.93000,1.62295,0.00000,0.00009,0.00077,0.00000,0.00000,0.00000,0.00086,1.62295,
47.28000,1.65832,0.00000,0.00010,0.00081,0.00000,0.00000,0.00000,0.00091,1.65832,
47.52000,1.68491,0.00000,0.00010,0.00084,0.00000,0.00000,0.00000,0.00094,1.68491,
48.35000,1.69986,0.00000,0.00012,0.00095,0.00000,0.00000,0.00000,0.00106,1.69986,
48.57000,1.70554,0.00000,0.00012,0.00098,0.00000,0.00000,0.00000,0.00110,1.70554,
49.04000,1.70668,0.00000,0.00013,0.00105,0.00000,0.00000,0.00000,0.00117,1.70668,
49.36000,1.70668,0.00000,0.00014,0.00110,0.00000,0.00000,0.00000,0.00123,1.70668,
50.24000,1.70590,0.00000,0.00015,0.00124,0.00000,0.00000,0.00000,0.00140,1.70590,
51.16000,1.70214,0.00000,0.00018,0.00142,0.00000,0.00000,0.00000,0.00160,1.70214,
51.11000,1.69241,0.00000,0.00018,0.00141,0.00000,0.00000,0.00000,0.00159,1.69241,
49.74000,1.67582,0.00000,0.00014,0.00116,0.00000,0.00000,0.00000,0.00130,1.67582,
50.49000,1.65486,0.00000,0.00016,0.00129,0.00000,0.00000,0.00000,0.00145,1.65486,
50.99000,1.63382,0.00000,0.00017,0.00139,0.00000,0.00000,0.00000,0.00156,1.63382,
52.00000,1.61559,0.00000,0.00020,0.00160,0.00000,0.00000,0.00000,0.00180,1.61559,
52.66000,1.60036,0.00000,0.00022,0.00176,0.00000,0.00000,0.00000,0.00198,1.60036,
53.11000,1.58705,0.00000,0.00024,0.00188,0.00000,0.00000,0.00000,0.00211,1.58705,
53.41000,1.57523,0.00000,0.00025,0.00196,0.00000,0.00000,0.00000,0.00221,1.57523,
53.94000,1.56523,0.00000,0.00027,0.00211,0.00000,0.00000,0.00000,0.00238,1.56523,
54.29000,1.55741,0.00000,0.00028,0.00222,0.00000,0.00000,0.00000,0.00250,1.55741,
54.53000,1.55227,0.00000,0.00029,0.00229,0.00000,0.00000,0.00000,0.00259,1.55227,
55.35000,1.55082,0.00000,0.00033,0.00257,0.00000,0.00000,0.00000,0.00291,1.55082,
55.90000,1.55491,0.00000,0.00036,0.00278,0.00000,0.00000,0.00000,0.00314,1.55491,
56.27000,1.56719,0.00000,0.00038,0.00293,0.00000,0.00000,0.00000,0.00331,1.56719,
56.18000,1.58986,0.00000,0.00037,0.00289,0.00000,0.00000,0.00000,0.00326,1.58986,
56.79000,1.62200,0.00000,0.00041,0.00315,0.00000,0.00000,0.00000,0.00355,1.62200,
56.52000,1.65691,0.00000,0.00039,0.00303,0.00000,0.00000,0.00000,0.00342,1.65691,
57.02000,1.68332,0.00000,0.00042,0.00325,0.00000,0.00000,0.00000,0.00367,1.68332,
57.68000,1.69104,0.00000,0.00047,0.00356,0.00000,0.00000,0.00000,0.00402,1.69104,
58.45000,1.67750,0.00000,0.00052,0.00396,0.00000,0.00000,0.00000,0.00448,1.67750,
58.63000,1.65036,0.00000,0.00053,0.00405,0.00000,0.00000,0.00000,0.00459,1.65036,
58.42000,1.62477,0.00000,0.00052,0.00394,0.00000,0.00000,0.00000,0.00446,1.62477,
59.28000,1.61682,0.00000,0.00059,0.00443,0.00000,0.00000,0.00000,0.00502,1.61682,
59.85000,1.63646,0.00000,0.00064,0.00479,0.00000,0.00000,0.00000,0.00543,1.63646,
60.24000,1.68250,0.00000,0.00067,0.00505,0.00000,0.00000,0.00000,0.00573,1.68250,
60.82000,1.74286,0.00000,0.00073,0.00547,0.00000,0.00000,0.00000,0.00620,1.74286,
60.88000,1.80036,0.00000,0.00074,0.00551,0.00000,0.00000,0.00000,0.00625,1.80036,
60.92000,1.84068,0.00000,0.00074,0.00554,0.00000,0.00000,0.00000,0.00628,1.84068,
61.61000,1.85781,0.00000,0.00082,0.00608,0.00000,0.00000,0.00000,0.00690,1.85781,
61.41000,1.85464,0.00000,0.00080,0.00592,0.00000,0.00000,0.00000,0.00671,1.85464,
62.27000,1.83964,0.00000,0.00090,0.00665,0.00000,0.00000,0.00000,0.00754,1.83964,
62.18000,1.82236,0.00000,0.00089,0.00657,0.00000,0.00000,0.00000,0.00745,1.82236,
62.12000,1.80905,0.00000,0.00088,0.00651,0.00000,0.00000,0.00000,0.00739,1.80905,
62.41000,1.80036,0.00000,0.00092,0.00677,0.00000,0.00000,0.00000,0.00769,1.80036,
63.28000,1.79323,0.00000,0.00104,0.00761,0.00000,0.00000,0.00000,0.00864,1.79323,
64.85000,1.78441,0.00000,0.00129,0.00937,0.00000,0.00000,0.00000,0.01066,1.78441,
64.90000,1.77295,0.00000,0.00130,0.00943,0.00000,0.00000,0.00000,0.01073,1.77295,
64.60000,1.76073,0.00000,0.00125,0.00907,0.00000,0.00000,0.00000,0.01031,1.76073,
65.07000,1.75196,0.00000,0.00133,0.00965,0.00000,0.00000,0.00000,0.01098,1.75196,
65.38000,1.75250,0.00000,0.00139,0.01005,0.00000,0.00000,0.00000,0.01144,1.75250,
65.25000,1.76809,0.00000,0.00136,0.00988,0.00000,0.00000,0.00000,0.01124,1.76809,
65.83000,1.80137,0.00000,0.00148,0.01067,0.00000,0.00000,0.00000,0.01214,1.80137,
66.22000,1.84977,0.00000,0.00156,0.01123,0.00000,0.00000,0.00000,0.01278,1.84977,
67.15000,1.90590,0.00000,0.00177,0.01268,0.00000,0.00000,0.00000,0.01445,1.90590,
67.77000,1.95977,0.00000,0.00193,0.01374,0.00000,0.00000,0.00000,0.01567,1.95977,
67.84000,2.00300,0.00000,0.00195,0.01387,0.00000,0.00000,0.00000,0.01581,2.00300,
67.90000,2.03318,0.00000,0.00196,0.01398,0.00000,0.00000,0.00000,0.01594,2.03318,
68.26000,2.05450,0.00000,0.00206,0.01465,0.00000,0.00000,0.00000,0.01671,2.05450,
68.18000,2.07418,0.00000,0.00204,0.01449,0.00000,0.00000,0.00000,0.01653,2.07418,
68.45000,2.09714,0.00000,0.00211,0.01501,0.00000,0.00000,0.00000,0.01712,2.09714,
69.30000,2.12222,0.00000,0.00237,0.01675,0.00000,0.00000,0.00000,0.01912,2.12222,
69.53000,2.14273,0.00000,0.00245,0.01726,0.00000,0.00000,0.00000,0.01970,2.14273,
70.02000,2.15036,0.00000,0.00261,0.01838,0.00000,0.00000,0.00000,0.02099,2.15036,
70.01000,2.14045,0.00000,0.00261,0.01835,0.00000,0.00000,0.00000,0.02096,2.14045,
70.68000,2.11509,0.00000,0.00286,0.02000,0.00000,0.00000,0.00000,0.02285,2.11509,
71.12000,2.08191,0.00000,0.00303,0.02115,0.00000,0.00000,0.00000,0.02418,2.08191,
71.75000,2.04977,0.00000,0.00330,0.02292,0.00000,0.00000,0.00000,0.02621,2.04977,
71.50000,2.02536,0.00000,0.00319,0.02220,0.00000,0.00000,0.00000,0.02539,2.02536,
72.33000,2.01205,0.00000,0.00356,0.02466,0.00000,0.00000,0.00000,0.02822,2.01205,
72.89000,2.01014,0.00000,0.00383,0.02647,0.00000,0.00000,0.00000,0.03031,2.01014,
72.59000,2.01823,0.00000,0.00368,0.02549,0.00000,0.00000,0.00000,0.02917,2.01823,
73.73000,2.03418,0.00000,0.00428,0.02942,0.00000,0.00000,0.00000,0.03371,2.03418,
74.15000,2.05486,0.00000,0.00453,0.03101,0.00000,0.00000,0.00000,0.03554,2.05486,
74.77000,2.07618,0.00000,0.00491,0.03351,0.00000,0.00000,0.00000,0.03843,2.07618,
74.51000,2.09469,0.00000,0.00475,0.03244,0.00000,0.00000,0.00000,0.03719,2.09469,
75.34000,2.10964,0.00000,0.00529,0.03598,0.00000,0.00000,0.00000,0.04127,2.10964,
75.23000,2.12377,0.00000,0.00522,0.03549,0.00000,0.00000,0.00000,0.04071,2.12377,
75.49000,2.14123,0.00000,0.00540,0.03666,0.00000,0.00000,0.00000,0.04205,2.14123,
75.66000,2.16418,0.00000,0.00552,0.03744,0.00000,0.00000,0.00000,0.04296,2.16418,
75.77000,2.19113,0.00000,0.00560,0.03795,0.00000,0.00000,0.00000,0.04355,2.19113,
76.51000,2.21727,0.00000,0.00616,0.04159,0.00000,0.00000,0.00000,0.04775,2.21727,
77.01000,2.23755,0.00000,0.00657,0.04424,0.00000,0.00000,0.00000,0.05081,2.23755,
77.34000,2.25141,0.00000,0.00686,0.04607,0.00000,0.00000,0.00000,0.05293,2.25141,
78.23000,2.26427,0.00000,0.00769,0.05138,0.00000,0.00000,0.00000,0.05908,2.26427,
78.48000,2.28396,0.00000,0.00794,0.05298,0.00000,0.00000,0.00000,0.06092,2.28396,
78.99000,2.31536,0.00000,0.00848,0.05637,0.00000,0.00000,0.00000,0.06486,2.31536,
78.99000,2.35750,0.00000,0.00848,0.05637,0.00000,0.00000,0.00000,0.06486,2.35750,
79.33000,2.40514,0.00000,0.00886,0.05875,0.00000,0.00000,0.00000,0.06761,2.40514,
79.55000,2.45250,0.00000,0.00911,0.06035,0.00000,0.00000,0.00000,0.06945,2.45250,
80.03000,2.49509,0.00000,0.00968,0.06396,0.00000,0.00000,0.00000,0.07364,2.49509,
80.69000,2.52986,0.00000,0.01053,0.06927,0.00000,0.00000,0.00000,0.07980,2.52986,
81.13000,2.55427,0.00000,0.01113,0.07304,0.00000,0.00000,0.00000,0.08417,2.55427,
81.75000,2.56495,0.00000,0.01204,0.07868,0.00000,0.00000,0.00000,0.09071,2.56495,
81.83000,2.55854,0.00000,0.01216,0.07944,0.00000,0.00000,0.00000,0.09159,2.55854,
82.22000,2.53491,0.00000,0.01277,0.08323,0.00000,0.00000,0.00000,0.09600,2.53491,
82.48000,2.50036,0.00000,0.01319,0.08585,0.00000,0.00000,0.00000,0.09905,2.50036,
82.65000,2.46773,0.00000,0.01348,0.08761,0.00000,0.00000,0.00000,0.10109,2.46773,
82.77000,2.45160,0.00000,0.01368,0.08887,0.00000,0.00000,0.00000,0.10255,2.45160,
83.18000,2.46269,0.00000,0.01440,0.09332,0.00000,0.00000,0.00000,0.10772,2.46269,
84.12000,2.50564,0.00000,0.01619,0.10431,0.00000,0.00000,0.00000,0.12050,2.50564,
84.41000,2.57932,0.00000,0.01678,0.10794,0.00000,0.00000,0.00000,0.12473,2.57932,
84.61000,2.67800,0.00000,0.01720,0.11052,0.00000,0.00000,0.00000,0.12773,2.67800,
85.41000,2.79300,0.00000,0.01899,0.12142,0.00000,0.00000,0.00000,0.14041,2.79300,
85.60000,2.91405,0.00000,0.01944,0.12416,0.00000,0.00000,0.00000,0.14360,2.91405,
85.74000,3.03017,0.00000,0.01978,0.12621,0.00000,0.00000,0.00000,0.14599,3.03017,
86.49000,3.13068,0.00000,0.02169,0.13776,0.00000,0.00000,0.00000,0.15946,3.13068,
86.66000,3.20691,0.00000,0.02215,0.14052,0.00000,0.00000,0.00000,0.16267,3.20691,
86.77000,3.25554,0.00000,0.02245,0.14233,0.00000,0.00000,0.00000,0.16478,3.25554,
87.18000,3.28090,0.00000,0.02360,0.14928,0.00000,0.00000,0.00000,0.17288,3.28090,
87.45000,3.29373,0.00000,0.02439,0.15403,0.00000,0.00000,0.00000,0.17842,3.29373,
87.64000,3.30691,0.00000,0.02496,0.15746,0.00000,0.00000,0.00000,0.18242,3.30691,
88.09000,3.32995,0.00000,0.02637,0.16587,0.00000,0.00000,0.00000,0.19223,3.32995,
88.73000,3.36418,0.00000,0.02850,0.17856,0.00000,0.00000,0.00000,0.20706,3.36418,
89.48000,3.40278,0.00000,0.03120,0.19462,0.00000,0.00000,0.00000,0.22582,3.40278,
89.99000,3.43714,0.00000,0.03318,0.20631,0.00000,0.00000,0.00000,0.23949,3.43714,
90.33000,3.46514,0.00000,0.03456,0.21447,0.00000,0.00000,0.00000,0.24903,3.46514,
90.55000,3.49469,0.00000,0.03548,0.21991,0.00000,0.00000,0.00000,0.25539,3.49469,
90.70000,3.54050,0.00000,0.03613,0.22370,0.00000,0.00000,0.00000,0.25982,3.54050,
92.13000,3.61587,0.00000,0.04285,0.26302,0.00000,0.00000,0.00000,0.30586,3.61587,
92.09000,3.72382,0.00000,0.04264,0.26183,0.00000,0.00000,0.00000,0.30448,3.72382,
92.06000,3.85368,0.00000,0.04249,0.26095,0.00000,0.00000,0.00000,0.30344,3.85368,
92.71000,3.98587,0.00000,0.04590,0.28076,0.00000,0.00000,0.00000,0.32666,3.98587,
92.47000,4.10286,0.00000,0.04461,0.27329,0.00000,0.00000,0.00000,0.31790,4.10286,
92.65000,4.19826,0.00000,0.04557,0.27887,0.00000,0.00000,0.00000,0.32445,4.19826,
93.10000,4.27700,0.00000,0.04807,0.29332,0.00000,0.00000,0.00000,0.34139,4.27700,
93.40000,4.34932,0.00000,0.04980,0.30335,0.00000,0.00000,0.00000,0.35315,4.34932,
93.93000,4.42500,0.00000,0.05301,0.32185,0.00000,0.00000,0.00000,0.37486,4.42500,
