temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,
35.53000,1.44814,0.00061,0.00001,0.00000,0.00000,0.00061,1.44814,
35.69000,1.41469,0.00062,0.00001,0.00000,0.00000,0.00063,1.41469,
35.79000,1.40191,0.00063,0.00001,0.00000,0.00000,0.00063,1.40191,
35.53000,1.41469,0.00061,0.00001,0.00000,0.00000,0.00061,1.41469,
36.02000,1.44814,0.00065,0.00001,0.00000,0.00000,0.00065,1.44814,
36.68000,1.48950,0.00070,0.00001,0.00000,0.00000,0.00071,1.48950,
38.12000,1.52295,0.00084,0.00001,0.00000,0.00000,0.00085,1.52295,
39.08000,1.53573,0.00095,0.00001,0.00000,0.00000,0.00096,1.53573,
39.72000,1.52295,0.00103,0.00001,0.00000,0.00000,0.00104,1.52295,
41.15000,1.48995,0.00122,0.00002,0.00000,0.00000,0.00124,1.48995,
41.76000,1.44941,0.00132,0.00002,0.00000,0.00000,0.00134,1.44941,
44.51000,1.41432,0.00184,0.00003,0.00000,0.00000,0.00187,1.41432,
44.01000,1.39250,0.00173,0.00003,0.00000,0.00000,0.00176,1.39250,
43.67000,1.38500,0.00166,0.00003,0.00000,0.00000,0.00169,1.38500,
43.78000,1.38778,0.00168,0.00003,0.00000,0.00000,0.00171,1.38778,
43.85000,1.39587,0.00170,0.00003,0.00000,0.00000,0.00172,1.39587,
44.24000,1.40714,0.00178,0.00003,0.00000,0.00000,0.00181,1.40714,
44.49000,1.42200,0.00183,0.00003,0.00000,0.00000,0.00186,1.42200,
44.66000,1.44000,0.00187,0.00003,0.00000,0.00000,0.00190,1.44000,
44.44000,1.45691,0.00182,0.00003,0.00000,0.00000,0.00185,1.45691,
44.96000,1.46531,0.00194,0.00003,0.00000,0.00000,0.00197,1.46531,
45.64000,1.45818,0.00210,0.00004,0.00000,0.00000,0.00214,1.45818,
45.76000,1.43227,0.00213,0.00004,0.00000,0.00000,0.00217,1.43227,
46.51000,1.39023,0.00233,0.00004,0.00000,0.00000,0.00237,1.39023,
47.00000,1.34009,0.00247,0.00005,0.00000,0.00000,0.00252,1.34009,
47.34000,1.29168,0.00257,0.00005,0.00000,0.00000,0.00262,1.29168,
45.89000,1.25241,0.00217,0.00004,0.00000,0.00000,0.00220,1.25241,
46.93000,1.22573,0.00245,0.00005,0.00000,0.00000,0.00250,1.22573,
47.28000,1.21205,0.00255,0.00005,0.00000,0.00000,0.00260,1.21205,
47.52000,1.21014,0.00262,0.00005,0.00000,0.00000,0.00268,1.21014,
48.35000,1.21823,0.00289,0.00006,0.00000,0.00000,0.00295,1.21823,
48.57000,1.23528,0.00297,0.00006,0.00000,0.00000,0.00303,1.23528,
