temp,count_original,count_0,count_1,count_2,count_3,
36.32000,2.43368,1.48361,0.00000,1.48361,2.43368,
36.21000,2.34682,1.48244,0.00000,1.48244,2.34682,
36.14000,2.31365,1.48170,0.00000,1.48170,2.31365,
35.76000,2.34682,1.47768,0.00000,1.47768,2.34682,
36.17000,2.43368,1.48202,0.00000,1.48202,2.43368,
36.78000,2.54104,1.48848,0.00000,1.48848,2.54104,
38.19000,2.62790,1.50346,0.00000,1.50346,2.62790,
39.13000,2.66107,1.51348,0.00000,1.51348,2.66107,
39.75000,2.62790,1.52010,0.00000,1.52010,2.62790,
41.17000,2.53722,1.53531,0.00000,1.53531,2.53722,
41.78000,2.41186,1.54186,0.00000,1.54186,2.41186,
44.52000,2.27927,1.57142,0.00000,1.57142,2.27927,
44.01000,2.16196,1.56590,0.00000,1.56590,2.16196,
43.67000,2.07233,1.56222,0.00000,1.56222,2.07233,
43.78000,2.01300,1.56341,0.00000,1.56341,2.01300,
43.86000,1.98028,1.56428,0.00000,1.56428,1.98028,
44.24000,1.96719,1.56839,0.00000,1.56839,1.96719,
44.49000,1.96523,1.57110,0.00000,1.57110,1.96523,
44.66000,1.96545,1.57294,0.00000,1.57294,1.96545,
44.44000,1.95977,1.57055,0.00000,1.57055,1.95977,
44.96000,1.94345,1.57619,0.00000,1.57619,1.94345,
45.64000,1.91809,1.58357,0.00000,1.58357,1.91809,
45.76000,1.89168,1.58488,0.00000,1.58488,1.89168,
46.51000,1.87441,1.59304,0.00000,1.59304,1.87441,
47.00000,1.87250,1.59838,0.00000,1.59838,1.87250,
47.34000,1.88528,1.60209,0.00000,1.60209,1.88528,
45.89000,1.90778,1.58629,0.00000,1.58629,1.90778,
46.93000,1.93523,1.59762,0.00000,1.59762,1.93523,
47.28000,1.96559,1.60143,0.00000,1.60143,1.96559,
47.52000,1.99932,1.60406,0.00000,1.60406,1.99932,
48.35000,2.03677,1.61314,0.00000,1.61314,2.03677,
48.57000,2.07554,1.61555,0.00000,1.61555,2.07554,
49.04000,2.11014,1.62070,0.00000,1.62070,2.11014,
49.36000,2.13528,1.62422,0.00000,1.62422,2.13528,
50.24000,2.15068,1.63390,0.00000,1.63390,2.15068,
51.16000,2.16163,1.64405,0.00000,1.64405,2.16163,
51.11000,2.17345,1.64350,0.00000,1.64350,2.17345,
49.74000,2.18545,1.62839,0.00000,1.62839,2.18545,
50.49000,2.18972,1.63665,0.00000,1.63665,2.18972,
50.99000,2.17582,1.64217,0.00000,1.64217,2.17582,
52.00000,2.13845,1.65334,0.00000,1.65334,2.13845,
52.66000,2.08323,1.66066,0.00000,1.66066,2.08323,
53.11000,2.02741,1.66566,0.00000,1.66566,2.02741,
53.41000,1.99373,1.66899,0.00000,1.66899,1.99373,
53.94000,1.99896,1.67490,0.00000,1.67490,1.99896,
54.29000,2.04455,1.67880,0.00000,1.67880,2.04455,
54.53000,2.11514,1.68148,0.00000,1.68148,2.11514,
55.35000,2.18545,1.69065,0.00000,1.69065,2.18545,
55.90000,2.23113,1.69681,0.00000,1.69681,2.23113,
56.27000,2.23745,1.70097,0.00000,1.70097,2.23745,
56.18000,2.20281,1.69995,0.00000,1.69995,2.20281,
56.79000,2.13722,1.70681,0.00000,1.70681,2.13722,
56.52000,2.05714,1.70377,0.00000,1.70377,2.05714,
57.02000,1.97991,1.70940,0.00000,1.70940,1.97991,
57.68000,1.91969,1.71684,0.00000,1.71684,1.91969,
58.45000,1.88491,1.72554,0.00000,1.72554,1.88491,
58.63000,1.87741,1.72758,0.00000,1.72758,1.87741,
58.42000,1.89168,1.72520,0.00000,1.72520,1.89168,
59.28000,1.91545,1.73494,0.00000,1.73494,1.91545,
59.85000,1.93368,1.74142,0.00000,1.74142,1.93368,
60.24000,1.93477,1.74585,0.00000,1.74585,1.93477,
60.82000,1.91568,1.75246,0.00000,1.75246,1.91568,
60.88000,1.88259,1.75315,0.00000,1.75315,1.88259,
60.92000,1.84646,1.75360,0.00000,1.75360,1.84646,
61.61000,1.81727,1.76149,0.00000,1.76149,1.81727,
61.41000,1.80023,1.75920,0.00000,1.75920,1.80023,
62.27000,1.79455,1.76904,0.00000,1.76904,1.79455,
62.18000,1.79587,1.76801,0.00000,1.76801,1.79587,
62.12000,1.80036,1.76732,0.00000,1.76732,1.80036,
62.41000,1.80677,1.77065,0.00000,1.77065,1.80677,
63.28000,1.81523,1.78064,0.00000,1.78064,1.81523,
64.85000,1.82477,1.79876,0.00000,1.79876,1.82477,
64.90000,1.83250,1.79934,0.00000,1.79934,1.83250,
64.60000,1.83582,1.79587,0.00000,1.79587,1.83582,
65.07000,1.83477,1.80131,0.00000,1.80131,1.83477,
65.38000,1.83227,1.80490,0.00000,1.80490,1.83227,
65.25000,1.83309,1.80340,0.00000,1.80340,1.83309,
65.83000,1.84132,1.81013,0.00000,1.81013,1.84132,
66.22000,1.85714,1.81466,0.00000,1.81466,1.85714,
67.15000,1.87618,1.82550,0.00000,1.82550,1.87618,
67.77000,1.89205,1.83274,0.00000,1.83274,1.89205,
67.84000,1.89986,1.83356,0.00000,1.83356,1.89986,
67.90000,1.89877,1.83427,0.00000,1.83427,1.89877,
68.26000,1.89182,1.83848,0.00000,1.83848,1.89182,
68.18000,1.88418,1.83754,0.00000,1.83754,1.88418,
68.45000,1.88090,1.84071,0.00000,1.84071,1.88090,
69.30000,1.88418,1.85070,0.00000,1.85070,1.88418,
69.53000,1.89182,1.85341,0.00000,1.85341,1.89182,
70.02000,1.89877,1.85919,0.00000,1.85919,1.89877,
70.01000,1.90023,1.85907,0.00000,1.85907,1.90023,
70.68000,1.89396,1.86699,0.00000,1.86699,1.89396,
71.12000,1.88068,1.87220,0.00000,1.87220,1.88068,
71.75000,1.86295,1.87968,0.00000,1.87968,1.86295,
71.50000,1.84373,1.87671,0.00000,1.87671,1.84373,
72.33000,1.82559,1.88658,0.00000,1.88658,1.82559,
72.89000,1.81082,1.89326,0.00000,1.89326,1.81082,
72.59000,1.80160,1.88968,0.00000,1.88968,1.80160,
73.73000,1.79977,1.90331,0.00000,1.90331,1.79977,
74.15000,1.80568,1.90835,0.00000,1.90835,1.80568,
74.77000,1.81668,1.91580,0.00000,1.91580,1.81668,
74.51000,1.82764,1.91267,0.00000,1.91267,1.82764,
75.34000,1.83391,1.92267,0.00000,1.92267,1.83391,
75.23000,1.83477,1.92134,0.00000,1.92134,1.83477,
75.49000,1.83455,1.92448,0.00000,1.92448,1.83455,
75.66000,1.84023,1.92653,0.00000,1.92653,1.84023,
75.77000,1.85727,1.92786,0.00000,1.92786,1.85727,
76.51000,1.88682,1.93682,0.00000,1.93682,1.88682,
77.01000,1.92523,1.94288,0.00000,1.94288,1.92523,
77.34000,1.96545,1.94690,0.00000,1.94690,1.96545,
78.23000,1.99941,1.95775,0.00000,1.95775,1.99941,
78.48000,2.01972,1.96080,0.00000,1.96080,2.01972,
78.99000,2.02040,1.96704,0.00000,1.96704,2.02040,
78.99000,1.99736,1.96704,0.00000,1.96704,1.99736,
79.33000,1.95000,1.97121,0.00000,1.97121,1.95000,
79.55000,1.88354,1.97392,0.00000,1.97392,1.88354,
80.03000,1.80977,1.97982,0.00000,1.97982,1.80977,
80.69000,1.74446,1.98796,0.00000,1.98796,1.74446,
81.13000,1.70278,1.99339,0.00000,1.99339,1.70278,
81.75000,1.69432,2.00108,0.00000,2.00108,1.69432,
81.83000,1.71969,2.00207,0.00000,2.00207,1.71969,
82.22000,1.77050,2.00691,0.00000,2.00691,1.77050,
82.48000,1.83286,2.01015,0.00000,2.01015,1.83286,
82.65000,1.89273,2.01227,0.00000,2.01227,1.89273,
82.77000,1.94082,2.01376,0.00000,2.01376,1.94082,
83.18000,1.97464,2.01888,0.00000,2.01888,1.97464,
84.12000,1.99700,2.03064,0.00000,2.03064,1.99700,
84.41000,2.01259,2.03428,0.00000,2.03428,2.01259,
84.61000,2.02441,2.03680,0.00000,2.03680,2.02441,
