temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,
35.73000,1.68882,0.01202,0.67385,0.00000,0.00000,0.68588,1.68882,
35.82000,1.65337,0.01208,0.67619,0.00000,0.00000,0.68827,1.65337,
35.88000,1.63983,0.01212,0.67776,0.00000,0.00000,0.68987,1.63983,
35.59000,1.65337,0.01194,0.67023,0.00000,0.00000,0.68217,1.65337,
36.06000,1.68882,0.01223,0.68246,0.00000,0.00000,0.69469,1.68882,
36.70000,1.73264,0.01263,0.69939,0.00000,0.00000,0.71203,1.73264,
38.14000,1.76809,0.01359,0.73860,0.00000,0.00000,0.75219,1.76809,
39.09000,1.78163,0.01426,0.76533,0.00000,0.00000,0.77958,1.78163,
39.73000,1.76809,0.01472,0.78372,0.00000,0.00000,0.79844,1.76809,
41.15000,1.73441,0.01580,0.82565,0.00000,0.00000,0.84145,1.73441,
41.77000,1.69736,0.01629,0.84445,0.00000,0.00000,0.86074,1.69736,
44.51000,1.67418,0.01862,0.93107,0.00000,0.00000,0.94969,1.67418,
44.01000,1.67373,0.01817,0.91483,0.00000,0.00000,0.93300,1.67373,
43.67000,1.69236,0.01787,0.90390,0.00000,0.00000,0.92177,1.69236,
43.78000,1.71568,0.01797,0.90742,0.00000,0.00000,0.92539,1.71568,
43.85000,1.72536,0.01803,0.90967,0.00000,0.00000,0.92770,1.72536,
44.24000,1.70868,0.01838,0.92227,0.00000,0.00000,0.94065,1.70868,
44.49000,1.66568,0.01860,0.93041,0.00000,0.00000,0.94901,1.66568,
44.66000,1.60905,0.01875,0.93598,0.00000,0.00000,0.95473,1.60905,
44.44000,1.55705,0.01856,0.92878,0.00000,0.00000,0.94734,1.55705,
44.96000,1.52418,0.01903,0.94585,0.00000,0.00000,0.96488,1.52418,
45.64000,1.51441,0.01966,0.96848,0.00000,0.00000,0.98814,1.51441,
45.76000,1.52000,0.01977,0.97251,0.00000,0.00000,0.99228,1.52000,
46.51000,1.52559,0.02050,0.99795,0.00000,0.00000,1.01845,1.52559,
47.00000,1.51618,0.02098,1.01480,0.00000,0.00000,1.03579,1.51618,
47.34000,1.48559,0.02133,1.02661,0.00000,0.00000,1.04793,1.48559,
45.89000,1.43927,0.01990,0.97689,0.00000,0.00000,0.99679,1.43927,
46.93000,1.38986,0.02091,1.01239,0.00000,0.00000,1.03330,1.38986,
47.28000,1.34991,0.02127,1.02452,0.00000,0.00000,1.04578,1.34991,
