barcode,temp,Count
N1079   ,30.33,1.6995491502812519
N1079   ,28.89,1.6881762745781204
N1079   ,27.26,1.6584016994374942
N1079   ,26.84,1.6215983005625045
N1079   ,25.89,1.5918237254218786
N1079   ,25.93,1.5804508497187468
N1079   ,26.95,1.5918237254218783
N1079   ,28.97,1.6215983005625048
N1079   ,31.31,1.6584016994374942
N1079   ,34.21,1.6881762745781204
N1079   ,36.81,1.6995491502812519
N1079   ,38.2,1.6881762745781204
N1079   ,39.14,1.6580369543531184
N1079   ,40.42,1.6193237254218784
N1079   ,41.28,1.5846884705062543
N1079   ,42.19,1.5652254248593729
N1079   ,42.46,1.5663196601125005
N1079   ,42.97,1.5841844051968765
N1079   ,42.98,1.6064057647468724
N1079   ,43.99,1.617725424859373
N1079   ,44.33,1.607725424859373
N1079   ,45.22,1.576041019662496
N1079   ,45.14,1.5322745751406257
N1079   ,45.1,1.4910942352531267
N1079   ,45.4,1.4648606797749975
N1079   ,45.27,1.4569098300562497
N1079   ,46.18,1.459184405196876
N1079   ,46.12,1.4562664445218698
N1079   ,46.75,1.4331762745781207
N1079   ,47.5,1.3828647450843754
N1079   ,48.0,1.3105901699437492
N1079   ,48.33,1.2321352549156237
N1079   ,48.89,1.1664589803375027
N1079   ,48.26,1.1271884705062543
N1079   ,48.17,1.117413895365628
N1079   ,48.78,1.1301393202250016
N1079   ,49.19,1.153229490168751
N1079   ,50.13,1.175729490168751
N1079   ,50.75,1.192864745084375
N1079   ,51.17,1.2071352549156236
N1079   ,51.78,1.2246352549156236
N1079   ,51.52,1.249774575140626
N1079   ,52.01,1.2822745751406257
N1079   ,52.34,1.3180901699437488
N1079   ,52.56,1.3524999999999994
N1079   ,53.04,1.3824999999999996
N1079   ,53.36,1.408090169943749
N1079   ,54.24,1.431545084971874
N1079   ,54.49,1.4544959346906217
N1079   ,55.0,1.4754508497187468
N1079   ,55.66,1.4897745751406257
N1079   ,56.44,1.4927254248593735
N1079   ,56.3,1.4831762745781205
N1079   ,56.86,1.4647745751406258
N1079   ,56.91,1.4452786404500035
N1079   ,57.94,1.4351393202250016
N1079   ,57.96,1.4441844051968764
N1079   ,57.97,1.4774138953656277
N1079   ,57.98,1.532049150281252
N1079   ,58.32,1.5969959346906215
N1079   ,58.55,1.6555369543531182
N1079   ,59.03,1.6911803398874983
N1079   ,59.35,1.695729490168751
N1079   ,59.24,1.675086104634371
N1079   ,59.82,1.6469959346906213
N1079   ,60.22,1.631233555478129
N1079   ,60.14,1.6389589803375024
N1079   ,60.76,1.6679508497187467
N1079   ,60.84,1.705364745084375
N1079   ,61.23,1.7355040653093772
N1079   ,61.49,1.7489057647468718
