                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-Quest4TTP 27,,
Date & Time:     6/25/2018 1:37:25 PM,,
,,
,Temperature,Counts
,82,1
,83,1
,83,1
,83,1
,83,1
,83,1
,84,1
,84,1
,83,1
,83,1
,83,1
,83,1
,84,1
,84,1
,84,1
,84,2
,84,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,2
,85,3
,86,2
,85,3
,86,3
,86,3
,86,3
,86,3
,86,3
,86,3
,86,3
,86,3
,86,3
,86,4
,86,3
,87,4
,87,4
,87,4
,87,4
,87,4
,87,4
,87,4
,87,4
,87,4
,88,4
,88,5
,88,4
,88,5
,89,5
,89,5
,89,5
,89,5
,88,5
,88,5
,89,5
,89,5
,89,6
,90,5
,90,6
,89,6
,89,6
,90,6
,90,6
,89,6
,90,6
,90,6
,90,6
,90,7
,90,7
,90,7
,90,7
,90,7
,90,7
,90,7
,90,7
,90,7
,90,7
,91,7
,91,7
,91,8
,91,8
,91,8
,91,8
,91,8
,92,8
,92,8
,92,8
,92,8
,93,9
,93,8
,93,9
,93,9
,93,9
,92,9
,93,9
,93,9
,93,9
,94,9
,94,9
,93,10
,93,10
,93,10
,93,10
,94,10
,94,10
,94,10
,94,10
,94,11
,94,11
,94,11
,94,11
,94,11
,94,11
,94,11
,94,11
,95,11
,94,11
,95,11
,95,12
,95,11
,95,12
,95,12
,95,12
,95,13
,95,12
,96,12
,96,12
,96,13
,96,13
,96,13
,96,13
,96,13
,96,13
,96,14
,96,14
,97,14
,97,14
,97,14
,97,14
,97,14
,97,15
,97,15
,97,15
,98,15
,98,15
,98,15
,98,15
,98,15
,98,16
,98,15
,98,16
,98,16
,98,16
,98,16
,98,17
,99,16
,99,17
,98,16
,98,17
,98,17
,99,17
,99,17
,99,17
,99,18
,99,18
,100,18
,100,18
,100,18
,100,18
,100,19
,100,19
,100,19
,100,19
,101,19
,101,20
,101,20
,101,20
,101,20
,101,20
,101,20
,101,21
,101,21
,101,21
,101,21
,102,21
,102,21
,102,22
,102,22
,102,22
,102,22
,102,23
,102,23
,102,23
,102,23
,102,23
,102,23
,103,23
,103,23
,103,23
,103,23
,103,23
,103,24
,103,24
,103,24
,103,25
,104,25
,104,25
,104,25
,104,25
,105,26
,104,26
,104,26
,104,26
,104,26
,105,26
,105,27
,105,27
,105,27
,105,27
,105,27
,105,27
,105,27
,105,28
,105,28
,105,28
,106,28
,106,28
,106,28
,106,28
,106,29
,106,28
,106,29
,106,29
,106,29
,106,30
,106,30
,107,30
,107,31
,107,31
,107,31
,107,30
,107,31
,107,31
,107,31
,107,31
,107,32
,108,32
,108,32
,108,32
,108,32
,108,32
,108,32
,108,33
,108,33
,109,33
,109,34
,109,34
,109,34
,109,34
,109,35
,109,34
,109,34
,109,35
,109,34
,109,35
,109,35
,109,35
,110,36
,110,36
,110,36
,110,36
,110,37
,110,37
,110,36
,111,37
,111,36
,111,36
,111,36
,111,37
,111,37
,111,36
,111,37
,111,37
,111,37
,111,37
,111,38
,112,38
,111,38
,112,38
,112,37
,112,38
,112,38
,112,38
,112,38
,112,38
,113,38
,113,39
,113,38
,113,38
,113,38
,113,39
,113,39
,113,39
,113,38
,114,39
,114,39
,114,39
,114,39
,114,39
,114,39
,114,39
,114,39
,114,39
,114,39
,115,39
,115,40
,115,40
,115,39
,115,39
