                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-Quest4TTP 42,,
Date & Time:     6/25/2018 1:44:46 PM,,
,,
,Temperature,Counts
,93,2
,93,1
,94,2
,94,2
,95,2
,95,2
,95,2
,96,2
,96,3
,97,3
,98,3
,98,3
,98,4
,100,4
,101,4
,101,5
,101,5
,102,5
,103,6
,103,7
,103,7
,103,8
,104,8
,104,9
,105,9
,105,10
,106,11
,106,12
,107,13
,107,14
,108,15
,108,16
,109,17
,109,18
,110,20
,110,21
,111,22
,111,24
,112,26
,113,28
,113,29
,113,32
,114,33
,114,36
,115,38
,115,40
,116,43
,117,46
,117,49
,117,52
,118,55
,118,58
,119,62
,119,65
,120,68
,120,72
,121,76
,121,80
,122,83
,122,88
,123,92
,123,96
,125,101
,125,106
,125,111
,125,117
,126,121
,126,126
,127,132
,128,137
,128,143
,129,147
,129,153
,130,159
,130,163
,131,169
,131,174
,132,181
,132,184
,133,188
,134,192
,135,195
,135,199
,136,203
,136,206
,136,208
,136,211
,138,214
,138,214
,139,215
,139,214
,139,213
,139,213
,140,211
,140,209
,142,207
,142,204
,142,199
,143,196
,143,192
,144,187
,144,183
,145,177
,145,172
,146,167
,146,163
,147,158
,147,153
,148,149
,148,145
,149,140
,149,136
,149,133
,150,130
,150,128
,151,127
,151,126
,151,126
,152,125
,153,127
,153,128
,154,130
,154,133
,155,136
,155,139
,156,143
,156,147
,157,154
,158,159
,158,165
,158,170
,159,177
,160,183
,160,189
,161,196
,161,204
,162,209
,162,218
,163,225
,164,234
,164,242
,164,249
,165,256
,165,267
,166,275
,167,285
,168,294
,168,303
,168,312
,169,321
,169,329
,170,338
,170,348
,171,355
,171,361
,171,368
,172,374
,172,381
,173,388
,173,394
,174,401
,174,403
,175,405
,175,407
,176,411
,176,413
,177,414
,177,417
,178,417
,179,420
,179,420
,179,418
,180,414
,181,411
,181,410
,182,408
,182,407
,183,404
,184,400
,184,396
,184,391
,185,388
,185,384
,186,381
,186,379
,187,377
,187,374
,188,374
,188,373
,189,374
,189,372
,190,374
,191,375
,191,376
,192,378
,192,380
,193,385
,193,390
,193,394
,194,397
,194,402
,195,410
,195,414
,196,418
,196,425
,197,428
,197,435
,198,440
,198,448
,199,452
,199,459
,200,468
,200,473
,201,478
,201,484
,202,488
,203,494
,203,498
,203,503
,204,507
,205,512
,205,516
,205,524
,206,528
,206,530
,207,532
,207,538
,208,543
,209,546
,209,551
,210,555
,211,559
,211,563
,211,568
,212,570
,212,575
,213,579
,213,584
,214,588
,215,591
,215,596
,215,602
,216,606
,216,613
,217,621
,217,628
,218,635
,218,645
,219,653
,219,659
,219,670
,220,679
,221,688
,221,700
,221,713
,222,723
,223,737
,223,748
,224,758
,224,768
,224,777
,225,783
,226,794
,226,800
,227,805
,226,808
,227,811
,228,811
,229,809
,229,801
,230,793
,230,786
,231,774
,231,754
,232,741
,233,721
,233,701
,234,674
,234,649
,235,621
,235,591
,236,559
,236,525
,237,492
,237,458
,238,423
,238,391
,238,357
,239,325
,240,294
,240,265
,241,237
,241,212
,242,188
,242,164
,243,145
,243,127
,243,111
,244,97
,245,85
,245,74
,246,66
,246,57
,246,52
,247,46
,248,42
,248,38
,248,36
,249,33
,250,32
,250,31
,250,30
,251,29
,252,29
,252,28
,253,28
,253,28
,254,27
,254,27
,255,27
,255,27
,256,26
,256,27
,257,27
,258,27
,258,28
,259,27
,259,28
,259,28
,260,28
,260,28
,260,28
,260,29
,259,28
,260,28
,260,29
,259,29
,260,28
,260,28
,260,28
,260,29
,260,28
,260,27
,260,27
,260,27
,260,26
,260,27
,259,27
,260,27
,259,27
,259,27
,260,26
,259,26
