                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-TLD400ANL 7,,
Date & Time:     4/30/2018 4:47:22 PM,,
,,
,Temperature,Counts
,33,0
,33,0
,33,0
,34,0
,34,0
,33,0
,34,0
,34,0
,34,0
,33,0
,34,0
,33,0
,33,0
,33,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,33,1
,34,0
,33,0
,33,0
,34,0
,33,0
,34,0
,34,0
,32,0
,32,0
,33,0
,33,0
,33,0
,33,0
,34,0
,34,0
,34,0
,33,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,1
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,34,0
,35,0
,34,0
,35,0
,35,0
,36,0
,36,0
,36,0
,37,0
,38,0
,39,0
,40,0
,40,0
,41,0
,41,0
,42,0
,42,0
,42,0
,43,0
,44,0
,44,0
,45,0
,46,1
,46,0
,47,0
,48,0
,48,0
,49,0
,50,0
,50,0
,51,0
,52,0
,52,0
,52,0
,53,0
,53,0
,54,0
,54,0
,56,0
,56,0
,56,0
,56,0
,57,0
,58,0
,59,0
,59,0
,60,0
,61,0
,62,0
,62,0
,63,0
,64,1
,64,0
,64,0
,64,0
,65,0
,65,0
,66,0
,67,0
,67,0
,67,0
,68,0
,69,0
,69,0
,70,0
,71,0
,71,0
,72,0
,73,0
,73,0
,74,0
,74,0
,74,0
,75,0
,75,1
,76,0
,76,0
,77,0
,78,0
,78,0
,79,0
,79,0
,80,0
,81,0
,81,0
,82,0
,82,0
,83,0
,84,0
,84,1
,85,0
,85,0
,86,0
,86,0
,87,0
,88,0
,88,0
,89,0
,90,0
,90,0
,91,1
,92,0
,92,0
,93,0
,94,0
,94,0
,94,0
,95,1
,96,0
,96,0
,96,0
,97,0
,98,0
,98,1
,99,0
,99,0
,100,0
,100,0
,101,1
,102,0
,102,0
,103,0
,103,1
,104,0
,105,0
,105,0
,106,1
,107,0
,107,0
,108,0
,108,1
,109,0
,110,0
,110,1
,111,0
,111,0
,111,1
,112,0
,113,0
,113,1
,114,0
,115,0
,116,1
,116,0
,116,1
,117,0
,118,0
,118,1
,119,0
,120,0
,120,1
,121,0
,121,1
,122,0
,122,0
,122,1
,124,0
,124,0
,124,1
,125,0
,126,0
,126,1
,127,0
,127,1
,128,0
,129,0
,129,1
