                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-TLD400ANL 18,,
Date & Time:     4/30/2018 4:48:55 PM,,
,,
,Temperature,Counts
,36,0
,36,0
,36,0
,36,0
,36,0
,36,1
,36,0
,37,0
,36,0
,37,0
,36,0
,36,0
,37,0
,36,0
,36,0
,36,0
,36,0
,37,0
,37,0
,36,0
,37,0
,37,0
,37,0
,37,0
,36,0
,37,0
,37,1
,36,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,37,0
,38,0
,37,0
,37,0
,37,0
,37,0
,38,0
,38,0
,38,0
,38,0
,37,0
,38,0
,37,1
,38,0
,37,0
,37,0
,38,0
,38,0
,37,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,0
,38,1
,38,0
,39,0
,39,0
,39,0
,40,0
,40,0
,41,0
,41,0
,41,0
,42,0
,43,0
,43,0
,43,0
,44,0
,44,0
,45,0
,45,0
,46,0
,46,0
,47,0
,47,0
,48,0
,49,0
,49,0
,50,0
,51,1
,51,0
,52,0
,52,0
,52,0
,52,0
,53,0
,53,0
,53,0
,54,0
,54,0
,55,0
,56,0
,57,0
,57,0
,58,0
,59,0
,59,0
,59,0
,60,0
,60,0
,60,0
,61,0
,62,0
,62,0
,63,0
,63,1
,64,0
,64,0
,65,0
,65,0
,65,0
,66,0
,66,0
,67,0
,68,0
,68,0
,68,0
,69,0
,70,0
,70,0
,71,0
,72,0
,72,0
,72,0
,72,0
,73,0
,73,0
,74,0
,74,0
,75,1
,75,0
,76,0
,76,0
,77,0
,76,0
,77,0
,78,0
,79,0
,79,0
,80,0
,80,0
,81,0
,81,0
,82,0
,82,0
,83,0
,83,0
,83,1
,84,0
,85,0
,85,0
,86,0
,86,0
,87,0
,87,0
,88,0
,89,0
,89,0
,89,0
,90,0
,90,1
,91,0
,92,0
,92,0
,92,0
,93,0
,93,0
,94,0
,94,0
,95,0
,95,0
,96,1
,96,0
,96,0
,97,0
,98,0
,98,0
,99,0
,99,0
,100,1
,100,0
,101,0
,101,0
,102,0
,102,0
,103,1
,103,0
,103,0
,104,0
,104,0
,105,0
,106,1
,106,0
,107,0
,107,0
,107,0
,107,1
,108,0
,109,0
,108,0
,109,1
,110,0
,110,0
,110,0
,111,1
,111,0
,112,0
,114,0
,114,1
,115,0
,114,0
,115,1
,116,0
,116,0
,116,0
,117,1
,118,0
,118,0
,119,1
,119,0
,120,0
,120,0
,120,1
,121,0
,121,0
,122,0
,122,1
,123,0
,123,0
,124,1
,125,0
,125,0
,125,0
,126,1
,126,0
,127,0
,128,0
,128,1
,129,0
,130,0
,130,1
,131,0
,131,0
,131,1
,132,0
,133,0
,133,0
,134,1
,134,0
,135,0
,135,1
,135,0
,136,0
,136,1
,137,0
,138,0
,138,1
,139,0
,139,0
,140,1
,140,0
,141,0
,141,1
,141,0
,142,0
,142,1
,143,0
,144,0
,144,1
,144,0
,144,0
,145,1
,145,0
,145,1
,146,0
,146,0
,147,1
,147,0
,148,1
,149,0
,149,0
,151,1
,151,0
,151,0
,152,1
,153,0
,153,1
,154,0
,154,0
,155,1
,155,0
,155,1
,156,0
,156,1
,156,0
,157,0
,157,1
,158,0
,159,1
,159,0
,160,0
,160,1
,160,0
,161,1
,161,0
,162,0
,163,1
,164,0
,164,1
,164,0
,165,0
,165,1
,166,0
,166,1
,167,0
,168,0
,167,1
,168,0
,169,1
,169,0
,170,0
,170,1
,170,0
,171,1
,172,0
,172,0
,172,1
,173,0
,173,1
,174,0
,174,0
,175,1
,175,0
,176,0
,176,1
,177,0
,178,1
,178,0
,178,0
,179,1
,179,0
,180,1
,180,0
,180,1
,181,0
,182,0
,182,1
,183,0
,184,1
,184,0
,185,1
,186,0
,186,1
,186,0
,187,1
,187,0
,187,1
,188,0
,188,1
,189,0
,189,1
,190,0
,189,1
,190,1
,190,0
,192,1
,192,0
,193,1
,192,1
,193,0
,194,1
,194,1
,195,0
,196,1
,196,1
,197,1
,197,0
,198,1
,198,1
,199,1
,200,1
,201,0
,201,1
,202,1
,202,1
,203,1
,203,1
,203,1
,204,1
,204,1
,205,1
,205,1
,206,1
,206,2
,207,1
,207,1
,207,1
,208,1
,209,2
,210,1
,210,2
,210,1
,211,1
,212,2
,212,1
,212,2
,213,2
,213,1
,214,2
,214,2
,215,2
,215,2
,215,2
,216,2
,217,2
,217,2
,218,2
,219,2
,219,3
,220,2
,220,3
,221,2
,221,3
,221,3
,221,3
,222,3
,223,3
,223,3
,224,3
,224,3
,225,3
,225,4
,226,3
,226,4
,226,3
,227,4
,227,4
,228,4
,228,5
,229,4
,229,4
,230,5
,233,5
,232,4
,232,5
,233,5
,233,5
,233,6
,234,5
,234,6
,235,6
,236,6
,236,6
,236,6
,236,7
,237,6
,237,7
,238,7
,239,8
,239,7
,239,8
,240,8
,240,8
,241,8
,241,9
,242,8
,243,10
,243,9
,244,9
,244,10
,245,10
,245,10
,246,11
,246,10
,247,11
,247,11
,247,12
,248,12
,248,12
,249,13
,250,13
,250,13
,250,14
,250,14
,251,14
,252,14
,252,15
,253,15
,254,16
,255,16
,255,17
,255,16
,256,18
,257,18
,257,18
,258,18
,258,18
,259,20
,259,20
,259,20
,260,22
,261,21
,261,22
,261,23
,261,22
,262,23
,263,25
,263,24
,264,24
,264,26
,265,26
,265,27
,266,27
,266,27
,267,29
,267,29
,268,29
,268,31
,268,31
,269,30
,269,32
,270,33
,270,34
,271,33
,271,34
,272,35
,272,36
,273,37
,273,36
,274,38
,275,38
,275,39
,275,39
,276,40
,276,40
,277,42
,277,43
,278,41
,279,44
,279,43
,280,45
,280,44
,281,45
,282,47
,282,46
,282,47
,283,47
,283,48
,283,49
,284,49
,284,49
,285,51
,285,51
,286,51
,287,51
,287,52
,287,52
,288,53
,288,54
,289,53
,289,54
