                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-TLD400ANL 13,,
Date & Time:     4/30/2018 4:48:19 PM,,
,,
,Temperature,Counts
,32,0
,32,0
,32,0
,31,0
,31,0
,32,0
,31,0
,31,0
,31,0
,31,0
,31,0
,31,0
,31,0
,31,0
,31,0
,32,0
,31,0
,31,0
,32,0
,31,0
,31,0
,32,1
,32,0
,32,0
,32,0
,32,0
,31,0
,31,0
,31,0
,32,0
,34,0
,34,0
,35,0
,36,0
,37,0
,39,0
,40,0
,41,0
,42,0
,43,0
,44,0
,46,0
,47,0
,47,0
,49,0
,50,0
,51,0
,52,1
,54,0
,55,0
,56,0
,57,0
,58,0
,59,0
,60,0
,62,0
,63,0
,65,0
,66,0
,67,0
,67,0
,69,0
,69,0
,71,0
,72,0
,73,0
,74,0
,75,0
,76,0
,77,0
,79,1
,80,0
,81,0
,82,0
,83,0
,85,0
,86,0
,87,0
,88,0
,90,0
,91,0
,92,0
,94,0
,94,0
,95,0
,96,1
,97,0
,98,0
,100,0
,101,0
,102,0
,103,0
,105,1
,105,0
,107,0
,108,0
,109,1
,110,0
,111,0
,113,1
,114,0
,115,0
,116,1
,117,0
,118,1
,119,0
,120,1
,121,0
,123,1
,124,0
,124,1
,125,0
,126,1
,128,0
,129,1
,130,1
,132,0
,133,1
,134,0
,135,1
,137,0
,138,1
,139,0
,140,1
,141,0
,142,1
,143,1
,144,0
,145,1
,147,0
,148,1
,149,1
,150,0
,151,1
,153,0
,154,1
,155,1
,156,0
,157,1
,158,1
,159,0
,161,1
,162,1
,163,0
,165,1
,166,1
,166,0
,167,1
,168,1
,170,1
,171,0
,172,1
,174,1
,175,1
,176,1
,177,0
,178,1
,179,1
,180,1
,182,1
,183,0
,184,1
,185,1
,186,1
,187,0
,189,1
,190,1
,191,1
,192,0
,193,1
,195,1
,196,1
,197,1
,198,0
,199,1
,200,1
,201,1
,202,1
,203,1
,205,1
,206,1
,207,1
,209,1
,210,1
,211,1
,212,1
,214,1
,214,1
,216,2
,217,1
,218,2
,219,1
,220,2
,221,1
,222,2
,223,2
,224,1
,226,3
,227,2
,228,2
,230,2
,231,3
,232,2
,233,3
,233,3
,234,3
,236,4
,237,3
,238,4
,239,4
,240,4
,241,5
,242,5
,243,5
,244,5
,246,6
,248,6
,249,6
,250,7
,251,7
,252,7
,253,9
,254,8
,255,10
,256,9
,258,11
,260,11
,260,11
,261,12
,262,13
,264,13
,264,14
,266,15
,267,16
,268,18
,270,18
,271,19
,272,19
,273,21
,274,22
,275,23
,277,24
,277,26
,278,27
,280,28
,281,30
,282,30
,283,33
,284,35
,285,36
,287,38
,288,39
,290,41
,291,43
,292,46
,293,46
,294,49
,295,50
,296,53
,297,54
,298,57
,300,58
,301,61
,302,63
,303,65
,304,67
,305,68
,306,73
,308,71
,309,75
,310,78
,311,79
,312,80
,313,83
,315,84
,316,85
,317,88
,318,88
,319,90
,320,93
,321,92
,323,94
,324,95
,325,95
,326,98
,327,98
,328,98
,329,98
,331,101
,331,101
,333,102
,334,102
,335,101
,336,103
,338,103
,339,105
,340,105
,341,105
,343,106
,344,106
,345,107
,346,108
,347,109
,348,109
,349,108
,349,106
,349,105
,349,105
,349,104
,349,101
,349,99
,349,100
,350,99
,349,96
,350,95
,350,94
,349,91
,349,86
,349,88
,349,86
,349,84
,349,82
,349,79
,349,78
,350,75
,349,75
,350,72
,350,70
,350,69
,349,66
,350,65
,350,63
,350,62
,349,61
,350,57
,350,58
,350,54
,350,53
,350,52
,350,50
,350,49
,350,47
,349,46
,350,44
,349,43
,349,43
,349,41
,350,40
,350,39
,350,37
,350,37
,349,36
,350,35
,350,33
,349,34
,349,32
,350,32
,350,31
,350,30
,351,29
,350,29
,350,29
,350,26
,350,27
,350,26
,350,26
,350,25
,350,25
,350,25
,350,24
,350,23
,350,23
,350,23
,350,23
,351,22
,350,22
,350,21
,350,21
,350,21
,350,21
,350,20
,350,20
,350,19
,350,20
,350,19
,349,19
,349,19
,350,18
,350,19
,349,18
,350,18
,350,18
,350,19
,350,17
,350,17
,350,17
,350,18
,350,17
,349,16
,349,17
,350,16
,350,16
,350,16
,350,16
,350,16
,350,16
,350,16
,350,16
,351,16
,351,15
,351,15
,350,16
,350,15
,350,15
,349,15
,350,15
,350,14
,350,15
,350,15
,350,15
,350,14
,350,15
,350,15
,350,14
,350,14
,350,14
,349,15
,349,14
,349,15
,349,14
,349,14
,350,14
,349,14
,349,14
,350,14
,349,14
,349,13
,349,14
,349,14
,349,13
,349,13
,349,14
,349,13
,349,14
,349,13
,349,13
,349,13
,350,14
,349,13
,349,13
,349,13
,349,13
,349,13
,349,13
,349,13
,349,13
,349,13
,349,13
,350,13
,350,12
,350,13
,350,14
,349,13
,349,12
,349,13
,350,13
,349,12
,349,13
,349,13
,350,12
,350,13
,349,13
,349,12
,349,12
,349,13
,349,13
,350,12
,350,13
,350,12
,350,13
,350,13
,350,12
,350,12
,350,12
,350,12
,349,13
,349,12
,349,12
,349,13
,349,12
,349,12
,350,12
,350,13
,350,12
,350,11
,350,13
,349,11
,349,13
,349,12
,349,12
