barcode,time,temp,Count
N1077   ,0.8,35.49,0.0
N1077   ,0.9,35.32,0.0
N1077   ,1.0,35.22,1.0
N1077   ,1.1,35.14,0.0
N1077   ,1.2,35.43,1.0
N1077   ,1.3,35.29,0.0
N1077   ,1.4,35.52,1.0
N1077   ,1.5,35.35,2.0
N1077   ,1.6,35.57,0.0
N1077   ,1.7,35.38,1.0
N1077   ,1.8,35.25,0.0
N1077   ,1.9,35.5,1.0
N1077   ,2.0,35.67,0.0
N1077   ,2.1,35.78,1.0
N1077   ,2.2,35.85,0.0
N1077   ,2.3,36.23,2.0
N1077   ,2.4,36.16,0.0
N1077   ,2.5,36.1,1.0
N1077   ,2.6,36.4,0.0
N1077   ,2.7,36.27,0.0
N1077   ,2.8,35.85,1.0
N1077   ,2.9,35.9,0.0
N1077   ,3.0,35.93,1.0
N1077   ,3.1,35.62,0.0
N1077   ,3.2,35.75,1.0
N1077   ,3.3,35.5,0.0
N1077   ,3.4,35.67,0.0
N1077   ,3.5,35.78,1.0
N1077   ,3.6,35.85,0.0
N1077   ,3.7,35.57,1.0
N1077   ,3.8,35.71,0.0
N1077   ,3.9,35.47,1.0
N1077   ,4.0,35.98,0.0
N1077   ,4.1,36.32,0.0
N1077   ,4.2,36.21,1.0
N1077   ,4.3,35.48,0.0
N1077   ,4.4,35.65,0.0
N1077   ,4.5,36.1,1.0
N1077   ,4.6,36.07,0.0
N1077   ,4.7,36.71,1.0
N1077   ,4.8,36.81,0.0
N1077   ,4.9,38.21,0.0
N1077   ,5.0,39.14,2.0
N1077   ,5.1,39.76,0.0
N1077   ,5.2,40.17,1.0
N1077   ,5.3,40.78,0.0
N1077   ,5.4,40.85,1.0
N1077   ,5.5,41.24,1.0
N1077   ,5.6,41.82,0.0
N1077   ,5.7,41.22,1.0
N1077   ,5.8,41.48,0.0
N1077   ,5.9,41.65,1.0
N1077   ,6.0,41.77,0.0
N1077   ,6.1,42.18,1.0
N1077   ,6.2,42.12,0.0
N1077   ,6.3,42.08,1.0
N1077   ,6.4,42.39,0.0
N1077   ,6.5,42.26,0.0
N1077   ,6.6,42.5,1.0
N1077   ,6.7,43.34,0.0
N1077   ,6.8,43.22,0.0
N1077   ,6.9,43.15,1.0
N1077   ,7.0,43.43,0.0
N1077   ,7.1,43.96,1.0
N1077   ,7.2,44.3,0.0
N1077   ,7.3,44.87,0.0
N1077   ,7.4,44.91,1.0
N1077   ,7.5,44.94,0.0
N1077   ,7.6,45.29,0.0
N1077   ,7.7,45.2,1.0
N1077   ,7.8,45.13,0.0
N1077   ,7.9,44.75,0.0
N1077   ,8.0,45.5,1.0
N1077   ,8.1,46.0,0.0
N1077   ,8.2,46.33,1.0
N1077   ,8.3,46.56,0.0
N1077   ,8.4,46.37,2.0
N1077   ,8.5,46.91,0.0
N1077   ,8.6,47.28,1.0
N1077   ,8.7,47.52,0.0
N1077   ,8.8,47.68,0.0
N1077   ,8.9,47.79,0.0
N1077   ,9.0,48.52,0.0
N1077   ,9.1,48.68,1.0
N1077   ,9.2,48.79,0.0
N1077   ,9.3,48.86,0.0
N1077   ,9.4,48.91,1.0
N1077   ,9.5,48.94,0.0
N1077   ,9.6,48.96,1.0
N1077   ,9.7,48.97,0.0
N1077   ,9.8,48.98,0.0
N1077   ,9.9,49.32,1.0
N1077   ,10.0,49.55,0.0
N1077   ,10.1,49.7,1.0
N1077   ,10.2,50.47,1.0
N1077   ,10.3,50.98,0.0
N1077   ,10.4,51.32,0.0
N1077   ,10.5,51.21,1.0
N1077   ,10.6,51.47,0.0
N1077   ,10.7,51.32,1.0
N1077   ,10.8,51.21,0.0
N1077   ,10.9,51.14,1.0
N1077   ,11.0,51.76,0.0
N1077   ,11.1,52.17,0.0
N1077   ,11.2,52.45,2.0
N1077   ,11.3,52.3,0.0
N1077   ,11.4,52.53,1.0
N1077   ,11.5,53.02,0.0
N1077   ,11.6,53.35,0.0
N1077   ,11.7,53.57,1.0
N1077   ,11.8,53.71,0.0
N1077   ,11.9,53.81,0.0
N1077   ,12.0,54.2,1.0
N1077   ,12.1,54.47,0.0
N1077   ,12.2,54.65,1.0
N1077   ,12.3,54.43,0.0
N1077   ,12.4,54.95,1.0
N1077   ,12.5,54.97,0.0
N1077   ,12.6,54.98,1.0
N1077   ,12.7,55.32,1.0
N1077   ,12.8,55.55,0.0
N1077   ,12.9,55.7,0.0
N1077   ,13.0,55.8,0.0
N1077   ,13.1,55.87,1.0
N1077   ,13.2,56.58,0.0
N1077   ,13.3,56.72,1.0
N1077   ,13.4,56.81,0.0
N1077   ,13.5,57.21,1.0
N1077   ,13.6,57.47,0.0
N1077   ,13.7,57.65,0.0
N1077   ,13.8,57.77,2.0
N1077   ,13.9,57.84,1.0
N1077   ,14.0,57.9,0.0
N1077   ,14.1,57.93,1.0
N1077   ,14.2,58.29,0.0
N1077   ,14.3,58.52,0.0
N1077   ,14.4,58.68,1.0
N1077   ,14.5,59.12,1.0
N1077   ,14.6,59.41,0.0
N1077   ,14.7,59.61,1.0
N1077   ,14.8,59.74,0.0
N1077   ,14.9,60.16,0.0
N1077   ,15.0,60.44,1.0
N1077   ,15.1,60.63,0.0
N1077   ,15.2,61.08,1.0
N1077   ,15.3,61.06,0.0
N1077   ,15.4,61.04,0.0
N1077   ,15.5,61.03,1.0
N1077   ,15.6,61.02,1.0
N1077   ,15.7,61.34,0.0
N1077   ,15.8,61.23,0.0
N1077   ,15.9,61.49,1.0
N1077   ,16.0,61.66,1.0
N1077   ,16.1,62.11,0.0
N1077   ,16.2,62.4,1.0
N1077   ,16.3,62.27,0.0
N1077   ,16.4,62.51,1.0
N1077   ,16.5,63.01,0.0
N1077   ,16.6,63.01,1.0
N1077   ,16.7,63.34,0.0
N1077   ,16.8,63.56,1.0
N1077   ,16.9,63.37,0.0
N1077   ,17.0,63.91,1.0
N1077   ,17.1,64.28,0.0
N1077   ,17.2,64.52,1.0
N1077   ,17.3,64.68,0.0
N1077   ,17.4,64.45,2.0
N1077   ,17.5,64.97,0.0
N1077   ,17.6,65.31,1.0
N1077   ,17.7,65.21,0.0
N1077   ,17.8,65.14,1.0
N1077   ,17.9,65.09,0.0
N1077   ,18.0,65.39,1.0
N1077   ,18.1,65.93,0.0
N1077   ,18.2,65.95,1.0
N1077   ,18.3,65.97,0.0
N1077   ,18.4,65.98,1.0
N1077   ,18.5,66.32,0.0
N1077   ,18.6,66.88,1.0
N1077   ,18.7,67.25,1.0
N1077   ,18.8,67.5,1.0
N1077   ,18.9,68.0,0.0
N1077   ,19.0,68.33,1.0
N1077   ,19.1,68.22,0.0
N1077   ,19.2,68.48,1.0
N1077   ,19.3,68.32,0.0
N1077   ,19.4,68.88,1.0
N1077   ,19.5,69.25,0.0
N1077   ,19.6,69.5,1.0
N1077   ,19.7,69.67,1.0
N1077   ,19.8,69.78,1.0
N1077   ,19.9,69.85,0.0
N1077   ,20.0,69.9,1.0
N1077   ,20.1,70.6,0.0
N1077   ,20.2,71.07,1.0
N1077   ,20.3,71.04,1.0
N1077   ,20.4,70.7,1.0
N1077   ,20.5,70.8,0.0
N1077   ,20.6,70.87,1.0
N1077   ,20.7,71.24,2.0
N1077   ,20.8,71.83,0.0
N1077   ,20.9,71.89,1.0
N1077   ,21.0,71.92,1.0
N1077   ,21.1,72.28,1.0
N1077   ,21.2,72.19,0.0
N1077   ,21.3,72.46,0.0
N1077   ,21.4,72.31,1.0
N1077   ,21.5,72.54,1.0
N1077   ,21.6,72.36,0.0
N1077   ,21.7,72.57,1.0
N1077   ,21.8,73.05,1.0
N1077   ,21.9,73.37,0.0
N1077   ,22.0,73.58,1.0
N1077   ,22.1,73.72,1.0
N1077   ,22.2,74.15,1.0
N1077   ,22.3,74.43,0.0
N1077   ,22.4,74.29,1.0
N1077   ,22.5,74.52,1.0
N1077   ,22.6,74.68,0.0
N1077   ,22.7,75.12,1.0
N1077   ,22.8,75.41,1.0
N1077   ,22.9,75.61,1.0
N1077   ,23.0,75.74,0.0
N1077   ,23.1,75.83,1.0
N1077   ,23.2,76.22,1.0
N1077   ,23.3,76.48,1.0
N1077   ,23.4,76.65,0.0
N1077   ,23.5,76.77,1.0
N1077   ,23.6,76.51,1.0
N1077   ,23.7,76.67,1.0
N1077   ,23.8,77.12,1.0
N1077   ,23.9,77.08,1.0
N1077   ,24.0,77.72,1.0
N1077   ,24.1,77.81,1.0
N1077   ,24.2,77.87,1.0
N1077   ,24.3,77.92,1.0
N1077   ,24.4,77.61,1.0
N1077   ,24.5,78.41,1.0
N1077   ,24.6,78.94,0.0
N1077   ,24.7,79.29,1.0
N1077   ,24.8,79.53,1.0
N1077   ,24.9,79.69,2.0
N1077   ,25.0,80.12,0.0
N1077   ,25.1,80.08,1.0
N1077   ,25.2,80.05,1.0
N1077   ,25.3,80.37,2.0
N1077   ,25.4,79.91,1.0
N1077   ,25.5,80.61,2.0
N1077   ,25.6,80.74,2.0
N1077   ,25.7,80.83,1.0
N1077   ,25.8,80.88,1.0
N1077   ,25.9,81.26,1.0
N1077   ,26.0,81.5,1.0
N1077   ,26.1,81.34,2.0
N1077   ,26.2,81.89,1.0
N1077   ,26.3,81.93,1.0
N1077   ,26.4,81.95,1.0
N1077   ,26.5,82.3,2.0
N1077   ,26.6,82.53,1.0
N1077   ,26.7,82.36,1.0
N1077   ,26.8,82.57,2.0
N1077   ,26.9,82.71,1.0
N1077   ,27.0,83.14,2.0
N1077   ,27.1,83.76,1.0
N1077   ,27.2,84.17,2.0
N1077   ,27.3,84.45,1.0
N1077   ,27.4,84.3,2.0
N1077   ,27.5,84.53,1.0
N1077   ,27.6,85.02,2.0
N1077   ,27.7,85.01,1.0
N1077   ,27.8,85.01,2.0
N1077   ,27.9,85.01,2.0
N1077   ,28.0,85.34,2.0
N1077   ,28.1,85.89,2.0
N1077   ,28.2,86.26,2.0
N1077   ,28.3,86.17,1.0
N1077   ,28.4,86.12,2.0
N1077   ,28.5,86.41,2.0
N1077   ,28.6,87.27,2.0
N1077   ,28.7,87.52,2.0
N1077   ,28.8,87.34,2.0
N1077   ,28.9,87.23,2.0
N1077   ,29.0,87.49,2.0
N1077   ,29.1,87.99,2.0
N1077   ,29.2,88.33,2.0
N1077   ,29.3,88.22,2.0
N1077   ,29.4,88.15,2.0
N1077   ,29.5,88.43,2.0
N1077   ,29.6,88.62,2.0
N1077   ,29.7,88.75,3.0
N1077   ,29.8,89.16,2.0
N1077   ,29.9,88.78,2.0
N1077   ,30.0,89.18,2.0
N1077   ,30.1,89.79,2.0
N1077   ,30.2,89.86,3.0
N1077   ,30.3,90.24,3.0
N1077   ,30.4,90.16,2.0
N1077   ,30.5,90.44,3.0
N1077   ,30.6,90.63,1.0
N1077   ,30.7,90.75,3.0
N1077   ,30.8,91.17,5.0
N1077   ,30.9,91.44,2.0
N1077   ,31.0,91.63,3.0
N1077   ,31.1,92.09,4.0
N1077   ,31.2,92.06,3.0
N1077   ,31.3,92.37,3.0
N1077   ,31.4,92.25,3.0
N1077   ,31.5,92.83,3.0
N1077   ,31.6,93.22,4.0
N1077   ,31.7,93.15,3.0
N1077   ,31.8,93.43,4.0
N1077   ,31.9,92.95,3.0
N1077   ,32.0,93.3,4.0
N1077   ,32.1,93.54,4.0
N1077   ,32.2,94.02,4.0
N1077   ,32.3,94.02,3.0
N1077   ,32.4,93.68,4.0
N1077   ,32.5,94.12,4.0
N1077   ,32.6,94.75,4.0
N1077   ,32.7,94.16,4.0
N1077   ,32.8,94.78,4.0
N1077   ,32.9,94.85,5.0
N1077   ,33.0,95.57,4.0
N1077   ,33.1,96.04,5.0
N1077   ,33.2,95.7,4.0
N1077   ,33.3,96.13,5.0
N1077   ,33.4,96.42,5.0
N1077   ,33.5,96.95,5.0
N1077   ,33.6,97.3,5.0
N1077   ,33.7,97.53,4.0
N1077   ,33.8,97.35,6.0
N1077   ,33.9,97.9,5.0
N1077   ,34.0,97.94,6.0
N1077   ,34.1,97.96,5.0
N1077   ,34.2,98.3,6.0
N1077   ,34.3,98.54,5.0
N1077   ,34.4,98.36,5.0
N1077   ,34.5,98.57,6.0
N1077   ,34.6,98.71,6.0
N1077   ,34.7,98.81,7.0
N1077   ,34.8,98.87,6.0
N1077   ,34.9,98.92,6.0
N1077   ,35.0,99.61,7.0
N1077   ,35.1,100.07,8.0
N1077   ,35.2,100.72,7.0
N1077   ,35.3,100.81,7.0
N1077   ,35.4,100.87,7.0
N1077   ,35.5,100.92,9.0
N1077   ,35.6,100.61,7.0
N1077   ,35.7,100.74,8.0
N1077   ,35.8,101.16,8.0
N1077   ,35.9,101.44,7.0
N1077   ,36.0,101.63,9.0
N1077   ,36.1,101.75,9.0
N1077   ,36.2,101.83,9.0
N1077   ,36.3,101.89,8.0
N1077   ,36.4,101.93,9.0
N1077   ,36.5,101.95,9.0
N1077   ,36.6,102.63,10.0
N1077   ,36.7,102.76,8.0
N1077   ,36.8,102.84,10.0
N1077   ,36.9,102.56,10.0
N1077   ,37.0,103.04,9.0
N1077   ,37.1,103.36,10.0
N1077   ,37.2,103.57,9.0
N1077   ,37.3,104.05,11.0
N1077   ,37.4,104.03,11.0
N1077   ,37.5,104.35,11.0
N1077   ,37.6,104.57,11.0
N1077   ,37.7,105.38,12.0
N1077   ,37.8,105.59,10.0
N1077   ,37.9,105.39,11.0
N1077   ,38.0,105.59,12.0
N1077   ,38.1,105.73,12.0
N1077   ,38.2,105.82,12.0
N1077   ,38.3,105.88,13.0
N1077   ,38.4,105.92,12.0
N1077   ,38.5,106.61,13.0
N1077   ,38.6,107.08,13.0
N1077   ,38.7,107.38,14.0
N1077   ,38.8,107.26,13.0
N1077   ,38.9,107.5,15.0
N1077   ,39.0,107.67,15.0
N1077   ,39.1,107.78,14.0
N1077   ,39.2,107.85,15.0
N1077   ,39.3,108.24,14.0
N1077   ,39.4,108.49,16.0
N1077   ,39.5,108.99,15.0
N1077   ,39.6,109.0,15.0
N1077   ,39.7,109.0,15.0
N1077   ,39.8,109.33,17.0
N1077   ,39.9,109.22,16.0
N1077   ,40.0,109.48,17.0
N1077   ,40.1,109.99,15.0
N1077   ,40.2,109.99,18.0
N1077   ,40.3,109.99,17.0
N1077   ,40.4,110.0,18.0
N1077   ,40.5,110.33,19.0
N1077   ,40.6,110.55,17.0
N1077   ,40.7,110.7,18.0
N1077   ,40.8,111.14,19.0
N1077   ,40.9,110.76,20.0
N1077   ,41.0,111.5,20.0
N1077   ,41.1,112.0,19.0
N1077   ,41.2,112.0,20.0
N1077   ,41.3,112.0,18.0
N1077   ,41.4,112.0,19.0
N1077   ,41.5,112.67,22.0
N1077   ,41.6,112.78,21.0
N1077   ,41.7,112.85,21.0
N1077   ,41.8,112.9,19.0
N1077   ,41.9,112.6,21.0
N1077   ,42.0,113.07,22.0
N1077   ,42.1,113.38,20.0
N1077   ,42.2,113.59,22.0
N1077   ,42.3,113.72,21.0
N1077   ,42.4,113.82,21.0
N1077   ,42.5,114.21,21.0
N1077   ,42.6,114.81,22.0
N1077   ,42.7,114.87,22.0
N1077   ,42.8,115.25,22.0
N1077   ,42.9,114.83,22.0
N1077   ,43.0,115.22,24.0
N1077   ,43.1,115.48,22.0
N1077   ,43.2,115.32,23.0
N1077   ,43.3,115.88,23.0
N1077   ,43.4,115.92,24.0
N1077   ,43.5,116.61,22.0
N1077   ,43.6,116.74,22.0
N1077   ,43.7,116.83,24.0
N1077   ,43.8,116.55,23.0
N1077   ,43.9,117.03,24.0
N1077   ,44.0,117.02,23.0
N1077   ,44.1,117.35,24.0
N1077   ,44.2,117.57,24.0
N1077   ,44.3,118.04,23.0
N1077   ,44.4,118.03,24.0
N1077   ,44.5,118.35,22.0
N1077   ,44.6,118.57,27.0
N1077   ,44.7,118.71,22.0
N1077   ,44.8,119.14,24.0
N1077   ,44.9,119.09,23.0
N1077   ,45.0,119.73,23.0
N1077   ,45.1,119.82,23.0
N1077   ,45.2,120.21,24.0
N1077   ,45.3,120.14,25.0
N1077   ,45.4,120.09,23.0
N1077   ,45.5,120.4,24.0
N1077   ,45.6,120.6,23.0
N1077   ,45.7,121.07,24.0
N1077   ,45.8,121.04,23.0
N1077   ,45.9,121.03,22.0
N1077   ,46.0,120.69,24.0
N1077   ,46.1,121.12,23.0
N1077   ,46.2,121.42,23.0
N1077   ,46.3,121.94,23.0
N1077   ,46.4,122.3,21.0
N1077   ,46.5,122.53,22.0
N1077   ,46.6,122.69,21.0
N1077   ,46.7,122.79,22.0
N1077   ,46.8,122.86,20.0
N1077   ,46.9,122.57,22.0
N1077   ,47.0,123.05,20.0
N1077   ,47.1,123.37,21.0
N1077   ,47.2,123.58,21.0
N1077   ,47.3,123.72,21.0
N1077   ,47.4,123.48,18.0
N1077   ,47.5,124.32,20.0
N1077   ,47.6,123.88,19.0
N1077   ,47.7,124.25,19.0
N1077   ,47.8,124.5,18.0
N1077   ,47.9,125.0,18.0
N1077   ,48.0,125.33,20.0
N1077   ,48.1,125.56,19.0
N1077   ,48.2,125.7,18.0
N1077   ,48.3,125.47,19.0
N1077   ,48.4,125.65,18.0
N1077   ,48.5,126.43,18.0
N1077   ,48.6,126.29,18.0
N1077   ,48.7,126.52,17.0
N1077   ,48.8,126.68,17.0
N1077   ,48.9,126.79,16.0
N1077   ,49.0,127.53,17.0
N1077   ,49.1,128.02,16.0
N1077   ,49.2,128.01,16.0
N1077   ,49.3,127.67,16.0
N1077   ,49.4,128.12,16.0
N1077   ,49.5,128.74,15.0
N1077   ,49.6,129.16,17.0
N1077   ,49.7,129.11,15.0
N1077   ,49.8,129.07,16.0
N1077   ,49.9,128.71,16.0
N1077   ,50.0,129.14,15.0
N1077   ,50.1,129.43,15.0
N1077   ,50.2,129.62,15.0
N1077   ,50.3,129.75,16.0
N1077   ,50.4,129.83,14.0
N1077   ,50.5,130.55,15.0
N1077   ,50.6,131.04,15.0
N1077   ,50.7,131.02,15.0
N1077   ,50.8,130.68,15.0
N1077   ,50.9,130.79,16.0
N1077   ,51.0,131.53,14.0
N1077   ,51.1,131.68,16.0
N1077   ,51.2,131.79,15.0
N1077   ,51.3,131.86,15.0
N1077   ,51.4,131.91,16.0
N1077   ,51.5,132.27,16.0
N1077   ,51.6,132.51,15.0
N1077   ,51.7,132.68,16.0
N1077   ,51.8,132.78,15.0
N1077   ,51.9,133.19,16.0
N1077   ,52.0,133.46,16.0
N1077   ,52.1,132.97,16.0
N1077   ,52.2,133.32,16.0
N1077   ,52.3,133.54,18.0
N1077   ,52.4,134.03,18.0
N1077   ,52.5,134.35,16.0
N1077   ,52.6,134.57,17.0
N1077   ,52.7,134.71,17.0
N1077   ,52.8,134.81,18.0
N1077   ,52.9,134.87,18.0
N1077   ,53.0,135.58,18.0
N1077   ,53.1,135.72,19.0
N1077   ,53.2,135.81,17.0
N1077   ,53.3,136.21,21.0
N1077   ,53.4,136.47,19.0
N1077   ,53.5,136.65,20.0
N1077   ,53.6,136.77,19.0
N1077   ,53.7,136.84,20.0
N1077   ,53.8,136.9,21.0
N1077   ,53.9,136.93,20.0
N1077   ,54.0,137.62,22.0
N1077   ,54.1,137.75,21.0
N1077   ,54.2,137.5,21.0
N1077   ,54.3,137.67,21.0
N1077   ,54.4,138.11,23.0
N1077   ,54.5,138.41,22.0
N1077   ,54.6,138.94,22.0
N1077   ,54.7,139.29,24.0
N1077   ,54.8,139.19,23.0
N1077   ,54.9,139.13,23.0
N1077   ,55.0,139.75,24.0
N1077   ,55.1,140.17,25.0
N1077   ,55.2,140.45,24.0
N1077   ,55.3,140.63,26.0
N1077   ,55.4,140.42,26.0
N1077   ,55.5,140.61,28.0
N1077   ,55.6,140.74,26.0
N1077   ,55.7,140.83,28.0
N1077   ,55.8,140.89,28.0
N1077   ,55.9,141.26,30.0
N1077   ,56.0,141.5,28.0
N1077   ,56.1,141.67,31.0
N1077   ,56.2,141.78,30.0
N1077   ,56.3,141.85,31.0
N1077   ,56.4,141.9,30.0
N1077   ,56.5,142.27,32.0
N1077   ,56.6,142.51,32.0
N1077   ,56.7,142.67,32.0
N1077   ,56.8,143.12,34.0
N1077   ,56.9,143.41,35.0
N1077   ,57.0,143.61,32.0
N1077   ,57.1,143.74,34.0
N1077   ,57.2,143.83,38.0
N1077   ,57.3,143.88,36.0
N1077   ,57.4,143.92,35.0
N1077   ,57.5,144.61,36.0
N1077   ,57.6,145.08,37.0
N1077   ,57.7,145.38,36.0
N1077   ,57.8,145.26,39.0
N1077   ,57.9,144.84,37.0
N1077   ,58.0,145.23,38.0
N1077   ,58.1,145.15,40.0
N1077   ,58.2,145.77,39.0
N1077   ,58.3,145.84,39.0
N1077   ,58.4,145.9,39.0
N1077   ,58.5,146.26,44.0
N1077   ,58.6,146.84,40.0
N1077   ,58.7,147.23,41.0
N1077   ,58.8,147.15,43.0
N1077   ,58.9,147.1,41.0
N1077   ,59.0,147.4,44.0
N1077   ,59.1,147.6,45.0
