barcode,time,temp,Count
N1120   ,0.8,36.93,0.0
N1120   ,0.9,36.95,0.0
N1120   ,1.0,36.97,1.0
N1120   ,1.1,36.98,1.0
N1120   ,1.2,37.32,0.0
N1120   ,1.3,37.21,0.0
N1120   ,1.4,37.14,1.0
N1120   ,1.5,37.09,1.0
N1120   ,1.6,37.06,0.0
N1120   ,1.7,37.04,1.0
N1120   ,1.8,37.03,0.0
N1120   ,1.9,36.69,1.0
N1120   ,2.0,36.79,0.0
N1120   ,2.1,36.86,1.0
N1120   ,2.2,36.91,0.0
N1120   ,2.3,36.94,1.0
N1120   ,2.4,36.63,0.0
N1120   ,2.5,37.08,1.0
N1120   ,2.6,37.06,0.0
N1120   ,2.7,37.37,1.0
N1120   ,2.8,37.25,0.0
N1120   ,2.9,37.16,1.0
N1120   ,3.0,37.44,0.0
N1120   ,3.1,37.3,1.0
N1120   ,3.2,37.2,1.0
N1120   ,3.3,37.46,0.0
N1120   ,3.4,37.31,0.0
N1120   ,3.5,37.21,1.0
N1120   ,3.6,37.47,0.0
N1120   ,3.7,37.31,0.0
N1120   ,3.8,37.21,1.0
N1120   ,3.9,37.14,0.0
N1120   ,4.0,37.09,1.0
N1120   ,4.1,37.4,0.0
N1120   ,4.2,37.26,1.0
N1120   ,4.3,37.18,0.0
N1120   ,4.4,37.45,1.0
N1120   ,4.5,37.63,0.0
N1120   ,4.6,37.76,1.0
N1120   ,4.7,37.84,1.0
N1120   ,4.8,37.89,0.0
N1120   ,4.9,38.26,0.0
N1120   ,5.0,38.84,1.0
N1120   ,5.1,39.23,0.0
N1120   ,5.2,39.82,1.0
N1120   ,5.3,40.21,0.0
N1120   ,5.4,40.47,1.0
N1120   ,5.5,40.65,1.0
N1120   ,5.6,40.77,1.0
N1120   ,5.7,40.51,0.0
N1120   ,5.8,40.67,1.0
N1120   ,5.9,40.78,1.0
N1120   ,6.0,40.86,1.0
N1120   ,6.1,39.57,0.0
N1120   ,6.2,40.05,1.0
N1120   ,6.3,40.36,0.0
N1120   ,6.4,40.91,0.0
N1120   ,6.5,41.27,1.0
N1120   ,6.6,41.52,0.0
N1120   ,6.7,41.68,1.0
N1120   ,6.8,42.12,0.0
N1120   ,6.9,42.41,0.0
N1120   ,7.0,42.94,1.0
N1120   ,7.1,43.29,0.0
N1120   ,7.2,43.53,1.0
N1120   ,7.3,43.35,0.0
N1120   ,7.4,43.24,1.0
N1120   ,7.5,43.49,0.0
N1120   ,7.6,42.99,0.0
N1120   ,7.7,43.33,1.0
N1120   ,7.8,43.55,0.0
N1120   ,7.9,43.7,0.0
N1120   ,8.0,43.8,1.0
N1120   ,8.1,43.87,0.0
N1120   ,8.2,44.24,1.0
N1120   ,8.3,44.16,0.0
N1120   ,8.4,45.11,0.0
N1120   ,8.5,45.07,1.0
N1120   ,8.6,44.72,1.0
N1120   ,8.7,44.81,1.0
N1120   ,8.8,44.87,0.0
N1120   ,8.9,45.25,1.0
N1120   ,9.0,45.5,0.0
N1120   ,9.1,45.33,0.0
N1120   ,9.2,45.89,1.0
N1120   ,9.3,45.93,0.0
N1120   ,9.4,46.28,1.0
N1120   ,9.5,46.52,0.0
N1120   ,9.6,46.68,1.0
N1120   ,9.7,46.79,0.0
N1120   ,9.8,46.53,1.0
N1120   ,9.9,46.02,0.0
N1120   ,10.0,46.34,1.0
N1120   ,10.1,46.56,0.0
N1120   ,10.2,46.71,1.0
N1120   ,10.3,47.14,0.0
N1120   ,10.4,47.09,1.0
N1120   ,10.5,47.73,0.0
N1120   ,10.6,48.15,1.0
N1120   ,10.7,48.43,0.0
N1120   ,10.8,48.29,0.0
N1120   ,10.9,48.53,1.0
N1120   ,11.0,48.35,0.0
N1120   ,11.1,48.57,1.0
N1120   ,11.2,48.71,0.0
N1120   ,11.3,48.81,1.0
N1120   ,11.4,49.21,0.0
N1120   ,11.5,49.14,1.0
N1120   ,11.6,49.09,0.0
N1120   ,11.7,48.73,1.0
N1120   ,11.8,48.82,1.0
N1120   ,11.9,49.21,1.0
N1120   ,12.0,49.47,1.0
N1120   ,12.1,49.32,0.0
N1120   ,12.2,49.21,0.0
N1120   ,12.3,49.14,1.0
N1120   ,12.4,49.09,0.0
N1120   ,12.5,49.4,1.0
N1120   ,12.6,49.26,0.0
N1120   ,12.7,49.84,1.0
N1120   ,12.8,49.9,1.0
N1120   ,12.9,50.26,0.0
N1120   ,13.0,50.51,1.0
N1120   ,13.1,51.01,0.0
N1120   ,13.2,51.0,1.0
N1120   ,13.3,51.34,0.0
N1120   ,13.4,51.56,1.0
N1120   ,13.5,51.7,0.0
N1120   ,13.6,52.14,0.0
N1120   ,13.7,52.42,1.0
N1120   ,13.8,52.28,0.0
N1120   ,13.9,52.19,1.0
N1120   ,14.0,52.13,0.0
N1120   ,14.1,52.08,1.0
N1120   ,14.2,52.06,1.0
N1120   ,14.3,52.04,0.0
N1120   ,14.4,52.02,0.0
N1120   ,14.5,52.35,1.0
N1120   ,14.6,52.23,0.0
N1120   ,14.7,52.16,1.0
N1120   ,14.8,52.1,0.0
N1120   ,14.9,52.4,1.0
N1120   ,15.0,52.93,1.0
N1120   ,15.1,53.29,1.0
N1120   ,15.2,53.53,0.0
N1120   ,15.3,53.68,1.0
N1120   ,15.4,53.79,1.0
N1120   ,15.5,53.86,0.0
N1120   ,15.6,54.24,1.0
N1120   ,15.7,54.49,0.0
N1120   ,15.8,55.0,0.0
N1120   ,15.9,55.33,1.0
N1120   ,16.0,55.22,0.0
N1120   ,16.1,55.15,1.0
N1120   ,16.2,55.43,1.0
N1120   ,16.3,55.29,0.0
N1120   ,16.4,55.19,0.0
N1120   ,16.5,55.46,1.0
N1120   ,16.6,55.31,1.0
N1120   ,16.7,55.54,0.0
N1120   ,16.8,55.36,0.0
N1120   ,16.9,55.91,1.0
N1120   ,17.0,55.94,0.0
N1120   ,17.1,56.29,1.0
N1120   ,17.2,56.86,0.0
N1120   ,17.3,56.91,0.0
N1120   ,17.4,56.6,1.0
N1120   ,17.5,56.74,0.0
N1120   ,17.6,57.16,1.0
N1120   ,17.7,57.11,0.0
N1120   ,17.8,57.07,1.0
N1120   ,17.9,56.71,0.0
N1120   ,18.0,56.48,1.0
N1120   ,18.1,56.98,0.0
N1120   ,18.2,57.32,1.0
N1120   ,18.3,57.21,0.0
N1120   ,18.4,57.48,1.0
N1120   ,18.5,57.32,0.0
N1120   ,18.6,57.55,0.0
N1120   ,18.7,57.7,1.0
N1120   ,18.8,57.8,0.0
N1120   ,18.9,58.53,1.0
N1120   ,19.0,58.69,1.0
N1120   ,19.1,58.79,2.0
N1120   ,19.2,59.53,0.0
N1120   ,19.3,59.35,1.0
N1120   ,19.4,59.23,0.0
N1120   ,19.5,59.16,0.0
N1120   ,19.6,59.1,1.0
N1120   ,19.7,59.4,0.0
N1120   ,19.8,59.6,1.0
N1120   ,19.9,59.73,0.0
N1120   ,20.0,60.16,0.0
N1120   ,20.1,60.77,1.0
N1120   ,20.2,60.51,0.0
N1120   ,20.3,60.34,1.0
N1120   ,20.4,60.56,0.0
N1120   ,20.5,60.71,1.0
N1120   ,20.6,60.81,0.0
N1120   ,20.7,60.87,1.0
N1120   ,20.8,60.58,0.0
N1120   ,20.9,60.72,1.0
N1120   ,21.0,60.81,1.0
N1120   ,21.1,60.88,0.0
N1120   ,21.2,60.92,1.0
N1120   ,21.3,61.28,1.0
N1120   ,21.4,61.19,0.0
N1120   ,21.5,61.46,1.0
N1120   ,21.6,61.64,0.0
N1120   ,21.7,62.09,1.0
N1120   ,21.8,62.06,0.0
N1120   ,21.9,62.04,1.0
N1120   ,22.0,62.03,0.0
N1120   ,22.1,62.02,1.0
N1120   ,22.2,62.35,0.0
N1120   ,22.3,62.23,1.0
N1120   ,22.4,62.15,0.0
N1120   ,22.5,62.44,1.0
N1120   ,22.6,62.62,0.0
N1120   ,22.7,62.42,1.0
N1120   ,22.8,62.94,2.0
N1120   ,22.9,63.3,0.0
N1120   ,23.0,63.53,1.0
N1120   ,23.1,63.69,0.0
N1120   ,23.2,63.79,0.0
N1120   ,23.3,63.86,1.0
N1120   ,23.4,63.91,0.0
N1120   ,23.5,64.27,2.0
N1120   ,23.6,64.51,0.0
N1120   ,23.7,64.68,1.0
N1120   ,23.8,64.78,1.0
N1120   ,23.9,65.19,0.0
N1120   ,24.0,65.46,1.0
N1120   ,24.1,65.31,0.0
N1120   ,24.2,65.2,1.0
N1120   ,24.3,65.14,0.0
N1120   ,24.4,65.09,1.0
N1120   ,24.5,65.39,0.0
N1120   ,24.6,65.6,1.0
N1120   ,24.7,65.73,1.0
N1120   ,24.8,65.82,0.0
N1120   ,24.9,65.55,1.0
N1120   ,25.0,65.7,1.0
N1120   ,25.1,65.8,0.0
N1120   ,25.2,65.87,1.0
N1120   ,25.3,66.24,0.0
N1120   ,25.4,66.16,1.0
N1120   ,25.5,66.44,0.0
N1120   ,25.6,66.29,1.0
N1120   ,25.7,67.2,0.0
N1120   ,25.8,67.13,1.0
N1120   ,25.9,67.09,0.0
N1120   ,26.0,67.39,1.0
N1120   ,26.1,67.59,1.0
N1120   ,26.2,67.73,0.0
N1120   ,26.3,68.15,1.0
N1120   ,26.4,68.1,0.0
N1120   ,26.5,68.07,1.0
N1120   ,26.6,68.38,0.0
N1120   ,26.7,68.25,1.0
N1120   ,26.8,68.17,1.0
N1120   ,26.9,68.45,0.0
N1120   ,27.0,68.96,1.0
N1120   ,27.1,68.98,1.0
N1120   ,27.2,68.98,0.0
N1120   ,27.3,68.99,1.0
N1120   ,27.4,69.33,0.0
N1120   ,27.5,69.55,1.0
N1120   ,27.6,69.37,1.0
N1120   ,27.7,69.58,0.0
N1120   ,27.8,69.72,2.0
N1120   ,27.9,69.48,3.0
N1120   ,28.0,69.32,0.0
N1120   ,28.1,69.55,1.0
N1120   ,28.2,69.7,0.0
N1120   ,28.3,70.13,1.0
N1120   ,28.4,70.09,1.0
N1120   ,28.5,70.06,0.0
N1120   ,28.6,70.37,1.0
N1120   ,28.7,70.58,0.0
N1120   ,28.8,70.72,1.0
N1120   ,28.9,71.15,1.0
N1120   ,29.0,71.43,0.0
N1120   ,29.1,71.29,1.0
N1120   ,29.2,71.53,1.0
N1120   ,29.3,71.68,0.0
N1120   ,29.4,71.79,1.0
N1120   ,29.5,71.86,1.0
N1120   ,29.6,71.91,0.0
N1120   ,29.7,71.94,1.0
N1120   ,29.8,72.29,1.0
N1120   ,29.9,72.19,0.0
N1120   ,30.0,72.13,1.0
N1120   ,30.1,72.09,1.0
N1120   ,30.2,72.06,1.0
N1120   ,30.3,72.37,0.0
N1120   ,30.4,72.91,1.0
N1120   ,30.5,72.94,1.0
N1120   ,30.6,72.96,1.0
N1120   ,30.7,73.31,1.0
N1120   ,30.8,73.87,1.0
N1120   ,30.9,74.25,0.0
N1120   ,31.0,74.17,1.0
N1120   ,31.1,74.11,1.0
N1120   ,31.2,74.07,1.0
N1120   ,31.3,74.38,1.0
N1120   ,31.4,74.25,1.0
N1120   ,31.5,74.84,1.0
N1120   ,31.6,74.89,1.0
N1120   ,31.7,74.59,0.0
N1120   ,31.8,75.06,3.0
N1120   ,31.9,74.71,0.0
N1120   ,32.0,75.14,1.0
N1120   ,32.1,75.43,1.0
N1120   ,32.2,75.28,1.0
N1120   ,32.3,75.19,0.0
N1120   ,32.4,75.13,1.0
N1120   ,32.5,75.08,1.0
N1120   ,32.6,75.39,1.0
N1120   ,32.7,75.59,1.0
N1120   ,32.8,76.06,1.0
N1120   ,32.9,76.37,0.0
N1120   ,33.0,76.58,1.0
N1120   ,33.1,76.72,1.0
N1120   ,33.2,76.48,1.0
N1120   ,33.3,76.32,3.0
N1120   ,33.4,76.55,0.0
N1120   ,33.5,77.03,1.0
N1120   ,33.6,77.35,1.0
N1120   ,33.7,76.24,1.0
N1120   ,33.8,77.16,1.0
N1120   ,33.9,77.44,1.0
N1120   ,34.0,77.96,1.0
N1120   ,34.1,77.97,1.0
N1120   ,34.2,77.98,1.0
